implementation,algorithm_raw,algorithm,algo_row,node_count,after_nodes,runtime_ms,peak_rss_mb,status
Live Haskell,SBP,SBP,27.0,27.0,25.0,110.722,363.796875,saturated
Live Haskell,SBP,SBP,28.0,28.0,28.0,1783.978,364.03125,saturated
Live Haskell,SBP,SBP,29.0,28.0,28.0,459.229,374.71875,saturated
Live Haskell,SBP,SBP,30.0,28.0,26.0,127.384,364.0,saturated
Live Haskell,Bingo,Bingo,1.0,43.0,34.0,161.177,363.765625,saturated
Live Haskell,Bingo,Bingo,2.0,23.0,19.0,138.52700000000002,363.78125,saturated
Live Haskell,Bingo,Bingo,3.0,27.0,23.0,13.436,346.046875,saturated
Live Haskell,Bingo,Bingo,4.0,49.0,40.0,186.56400000000002,363.75,saturated
Live Haskell,Bingo,Bingo,5.0,23.0,22.0,12.359,345.96875,saturated
Live Haskell,Bingo,Bingo,6.0,53.0,43.0,188.06400000000002,363.8125,saturated
Live Haskell,Bingo,Bingo,7.0,21.0,19.0,44.658,373.484375,saturated
Live Haskell,Bingo,Bingo,8.0,20.0,20.0,1312.346,363.78125,saturated
Live Haskell,Bingo,Bingo,9.0,31.0,27.0,516.303,363.875,saturated
Live Haskell,Bingo,Bingo,10.0,25.0,23.0,27.924999999999997,346.0,saturated
Live Haskell,Bingo,Bingo,11.0,24.0,22.0,1632.575,363.90625,saturated
Live Haskell,Bingo,Bingo,12.0,15.0,13.0,1162.5620000000001,344.765625,saturated
Live Haskell,Bingo,Bingo,13.0,33.0,29.0,23.053,346.046875,saturated
Live Haskell,Bingo,Bingo,14.0,29.0,25.0,2783.5950000000003,363.875,saturated
Live Haskell,Bingo,Bingo,15.0,45.0,39.0,209.976,363.828125,saturated
Live Haskell,Bingo,Bingo,16.0,47.0,42.0,1014.4770000000001,363.8125,saturated
Live Haskell,Bingo,Bingo,17.0,49.0,36.0,850.953,380.78125,saturated
Live Haskell,Bingo,Bingo,18.0,23.0,21.0,32.493,346.015625,saturated
Live Haskell,Bingo,Bingo,19.0,25.0,23.0,63.105999999999995,374.0625,saturated
Live Haskell,Bingo,Bingo,20.0,39.0,32.0,316.041,363.921875,saturated
Live Haskell,Bingo,Bingo,21.0,43.0,33.0,268.36199999999997,363.78125,saturated
Live Haskell,Bingo,Bingo,22.0,27.0,27.0,33.440999999999995,346.109375,saturated
Live Haskell,Bingo,Bingo,23.0,27.0,23.0,1428.77,374.828125,saturated
Live Haskell,Bingo,Bingo,24.0,29.0,21.0,41.943,345.953125,saturated
Live Haskell,Bingo,Bingo,25.0,20.0,17.0,26.161,346.03125,saturated
Live Haskell,Bingo,Bingo,26.0,16.0,16.0,4.108,346.015625,saturated
Live Haskell,Bingo,Bingo,27.0,53.0,45.0,798.2510000000001,363.734375,saturated
Live Haskell,Bingo,Bingo,28.0,41.0,37.0,130.628,363.859375,saturated
Live Haskell,Bingo,Bingo,29.0,17.0,16.0,4.359,374.0,saturated
Live Haskell,Bingo,Bingo,30.0,27.0,25.0,52.899,345.984375,saturated
Live Haskell,SRjl,PySR,1.0,46.0,34.0,1466.473,363.8125,saturated
Live Haskell,SRjl,PySR,2.0,39.0,37.0,939.352,363.9375,saturated
Live Haskell,SRjl,PySR,3.0,35.0,31.0,57.992000000000004,346.078125,saturated
Live Haskell,SRjl,PySR,4.0,41.0,31.0,2357.8329999999996,363.875,saturated
Live Haskell,SRjl,PySR,5.0,42.0,36.0,293.848,363.734375,saturated
Live Haskell,SRjl,PySR,6.0,33.0,29.0,3548.203,364.0,saturated
Live Haskell,SRjl,PySR,7.0,28.0,24.0,495.579,363.78125,saturated
Live Haskell,SRjl,PySR,8.0,39.0,31.0,2683.663,374.8125,saturated
Live Haskell,SRjl,PySR,9.0,37.0,27.0,1575.581,363.75,saturated
Live Haskell,SRjl,PySR,10.0,38.0,30.0,699.163,363.828125,saturated
Live Haskell,SRjl,PySR,11.0,33.0,27.0,47.455,346.0,saturated
Live Haskell,SRjl,PySR,12.0,41.0,33.0,2466.6009999999997,363.78125,saturated
Live Haskell,SRjl,PySR,13.0,44.0,34.0,2001.414,363.71875,saturated
Live Haskell,SRjl,PySR,14.0,43.0,37.0,624.268,363.828125,saturated
Live Haskell,SRjl,PySR,15.0,41.0,35.0,1112.963,363.921875,saturated
Live Haskell,SRjl,PySR,16.0,34.0,30.0,828.942,380.78125,saturated
Live Haskell,SRjl,PySR,17.0,42.0,42.0,113.908,374.96875,saturated
Live Haskell,SRjl,PySR,18.0,47.0,34.0,2218.27,363.859375,saturated
Live Haskell,SRjl,PySR,19.0,42.0,36.0,1238.4109999999998,363.875,saturated
Live Haskell,SRjl,PySR,20.0,39.0,23.0,1206.912,363.796875,saturated
Live Haskell,SRjl,PySR,21.0,33.0,23.0,1017.325,374.796875,saturated
Live Haskell,SRjl,PySR,22.0,31.0,21.0,1273.579,363.8125,saturated
Live Haskell,SRjl,PySR,23.0,39.0,19.0,1216.123,363.8125,saturated
Live Haskell,SRjl,PySR,24.0,28.0,26.0,271.728,363.75,saturated
Live Haskell,SRjl,PySR,25.0,41.0,27.0,1669.474,363.796875,saturated
Live Haskell,SRjl,PySR,26.0,45.0,39.0,503.57300000000004,363.796875,saturated
Live Haskell,SRjl,PySR,27.0,42.0,34.0,1032.959,380.78125,saturated
Live Haskell,SRjl,PySR,28.0,44.0,36.0,1632.414,363.875,saturated
Live Haskell,SRjl,PySR,29.0,35.0,29.0,248.838,363.796875,saturated
Live Haskell,SRjl,PySR,30.0,28.0,26.0,31.462999999999997,348.015625,saturated
Egglog,Operon,Operon,3.0,45.0,33.0,95.30508299940266,111.75,saturated
Egglog,Operon,Operon,1.0,39.0,31.0,83.55245800339617,109.75,saturated
Egglog,Operon,Operon,4.0,47.0,37.0,95.17937499913387,107.1875,saturated
Egglog,Operon,Operon,5.0,49.0,37.0,92.8858749975916,111.65625,saturated
Egglog,Operon,Operon,2.0,48.0,34.0,171.03591599152423,113.078125,saturated
Egglog,Operon,Operon,6.0,45.0,35.0,157.77541699935682,110.5,saturated
Egglog,Operon,Operon,8.0,49.0,39.0,92.65137501643039,109.546875,saturated
Egglog,Operon,Operon,9.0,45.0,33.0,115.79437501495704,111.375,saturated
Egglog,Operon,Operon,7.0,44.0,36.0,64.6211669954937,110.625,saturated
Egglog,Operon,Operon,10.0,45.0,33.0,190.60895798611455,109.71875,saturated
Egglog,Operon,Operon,13.0,41.0,35.0,72.75449999724515,110.671875,saturated
Egglog,Operon,Operon,14.0,47.0,37.0,83.39774998603389,110.75,saturated
Egglog,Operon,Operon,11.0,41.0,31.0,248.93808300839737,118.734375,saturated
Egglog,Operon,Operon,12.0,48.0,32.0,247.97883399878629,119.03125,saturated
Egglog,Operon,Operon,15.0,45.0,29.0,230.3724169905763,119.25,saturated
Egglog,Operon,Operon,16.0,50.0,36.0,167.99383299075998,113.09375,saturated
Egglog,Operon,Operon,17.0,45.0,37.0,103.415292018326,111.703125,saturated
Egglog,Operon,Operon,19.0,41.0,35.0,61.699416022747755,109.640625,saturated
Egglog,Operon,Operon,18.0,45.0,31.0,316.3400829944294,125.6875,saturated
Egglog,Operon,Operon,21.0,45.0,37.0,166.92687501199543,109.9375,saturated
Egglog,Operon,Operon,22.0,43.0,34.0,84.14525000262074,110.15625,saturated
Egglog,Operon,Operon,20.0,47.0,35.0,266.4589580090251,119.453125,saturated
Egglog,Operon,Operon,23.0,45.0,37.0,83.06437500868924,109.765625,saturated
Egglog,Operon,Operon,24.0,41.0,33.0,77.45062501635402,110.359375,saturated
Egglog,Operon,Operon,26.0,41.0,33.0,147.24570800899528,110.265625,saturated
Egglog,Operon,Operon,27.0,48.0,36.0,173.91412498545833,111.828125,saturated
Egglog,Operon,Operon,25.0,45.0,33.0,121.05516699375585,111.8125,saturated
Egglog,Operon,Operon,28.0,45.0,33.0,110.21508401609026,109.78125,saturated
Egglog,Operon,Operon,29.0,45.0,33.0,107.55304200574756,110.0,saturated
Egglog,Operon,Operon,30.0,45.0,33.0,89.31712500634603,110.890625,saturated
Egglog,GOMEA,GP-GOMEA,1.0,20.0,17.0,46.55887500848621,109.71875,saturated
Egglog,GOMEA,GP-GOMEA,2.0,20.0,17.0,56.23937500058673,109.46875,saturated
Egglog,GOMEA,GP-GOMEA,3.0,21.0,17.0,42.25862500607036,108.859375,saturated
Egglog,GOMEA,GP-GOMEA,4.0,20.0,17.0,43.53783398983069,109.171875,saturated
Egglog,GOMEA,GP-GOMEA,6.0,18.0,17.0,45.304833009140566,109.90625,saturated
Egglog,GOMEA,GP-GOMEA,7.0,19.0,17.0,46.614958002464846,109.0625,saturated
Egglog,GOMEA,GP-GOMEA,5.0,21.0,17.0,48.633666010573506,108.96875,saturated
Egglog,GOMEA,GP-GOMEA,8.0,19.0,14.0,59.39104198478162,109.96875,saturated
Egglog,GOMEA,GP-GOMEA,9.0,21.0,17.0,45.731999998679385,109.125,saturated
Egglog,GOMEA,GP-GOMEA,10.0,19.0,14.0,61.35741699836217,110.09375,saturated
Egglog,GOMEA,GP-GOMEA,11.0,21.0,17.0,47.53083299146965,109.171875,saturated
Egglog,GOMEA,GP-GOMEA,12.0,20.0,18.0,59.94970799656585,109.921875,saturated
Egglog,GOMEA,GP-GOMEA,13.0,14.0,14.0,32.02379198046401,109.046875,saturated
Egglog,GOMEA,GP-GOMEA,14.0,19.0,17.0,44.94104100740515,109.203125,saturated
Egglog,GOMEA,GP-GOMEA,15.0,20.0,17.0,46.33420900790952,110.03125,saturated
Egglog,GOMEA,GP-GOMEA,17.0,21.0,17.0,49.40845799865201,112.671875,saturated
Egglog,GOMEA,GP-GOMEA,16.0,20.0,17.0,48.10804198496044,109.78125,saturated
Egglog,GOMEA,GP-GOMEA,18.0,21.0,17.0,43.51608399883844,110.75,saturated
Egglog,GOMEA,GP-GOMEA,19.0,20.0,19.0,44.485999998869374,109.0,saturated
Egglog,GOMEA,GP-GOMEA,20.0,21.0,17.0,48.04912500549108,109.859375,saturated
Egglog,GOMEA,GP-GOMEA,21.0,19.0,17.0,47.84770801779814,108.921875,saturated
Egglog,GOMEA,GP-GOMEA,22.0,21.0,17.0,46.744166989810765,109.1875,saturated
Egglog,GOMEA,GP-GOMEA,23.0,21.0,17.0,43.40475000208244,109.109375,saturated
Egglog,GOMEA,GP-GOMEA,24.0,17.0,14.0,69.34733298840001,109.84375,saturated
Egglog,GOMEA,GP-GOMEA,25.0,18.0,16.0,44.298458989942446,109.765625,saturated
Egglog,GOMEA,GP-GOMEA,27.0,20.0,1.0,41.44920798717067,112.203125,saturated
Egglog,GOMEA,GP-GOMEA,26.0,19.0,1.0,38.79195899935439,112.625,saturated
Egglog,GOMEA,GP-GOMEA,28.0,21.0,17.0,43.54237500228919,111.75,saturated
Egglog,GOMEA,GP-GOMEA,29.0,19.0,19.0,44.72812497988343,109.03125,saturated
Egglog,GOMEA,GP-GOMEA,30.0,21.0,17.0,46.80879198713228,109.71875,saturated
Egglog,EPLEX,EPLEX,1.0,49.0,23.0,71.08675001654774,110.984375,saturated
Egglog,EPLEX,EPLEX,2.0,93.0,89.0,97.58541701012291,110.9375,saturated
Egglog,EPLEX,EPLEX,3.0,74.0,58.0,64.47237500105985,110.0,saturated
Egglog,EPLEX,EPLEX,4.0,65.0,58.0,61.1325409845449,109.9375,saturated
Egglog,EPLEX,EPLEX,5.0,73.0,63.0,84.82754201395437,110.71875,saturated
Egglog,EPLEX,EPLEX,7.0,72.0,64.0,102.9592500126455,110.859375,saturated
Egglog,EPLEX,EPLEX,8.0,64.0,49.0,61.299582972424105,109.359375,saturated
Egglog,EPLEX,EPLEX,6.0,73.0,53.0,243.20224998518825,117.171875,saturated
Egglog,EPLEX,EPLEX,9.0,73.0,57.0,71.07537501724437,109.734375,saturated
Egglog,EPLEX,EPLEX,10.0,37.0,31.0,49.655042006634176,109.984375,saturated
Egglog,EPLEX,EPLEX,11.0,81.0,62.0,112.5980420038104,110.625,saturated
Egglog,EPLEX,EPLEX,12.0,74.0,44.0,82.70916700712405,110.53125,saturated
Egglog,EPLEX,EPLEX,13.0,29.0,29.0,34.62270798627287,109.84375,saturated
Egglog,EPLEX,EPLEX,14.0,72.0,51.0,62.50091700349003,109.53125,saturated
Egglog,EPLEX,EPLEX,15.0,69.0,43.0,80.22341699688695,110.890625,saturated
Egglog,EPLEX,EPLEX,16.0,33.0,31.0,63.14212500001304,109.53125,saturated
Egglog,EPLEX,EPLEX,17.0,61.0,53.0,73.49487498868257,110.71875,saturated
Egglog,EPLEX,EPLEX,18.0,71.0,59.0,87.3407920007594,109.765625,saturated
Egglog,EPLEX,EPLEX,19.0,30.0,23.0,54.08974998863414,109.265625,saturated
Egglog,EPLEX,EPLEX,20.0,66.0,52.0,126.52162500307895,111.015625,saturated
Egglog,EPLEX,EPLEX,21.0,61.0,37.0,69.25245799357072,110.09375,saturated
Egglog,EPLEX,EPLEX,22.0,48.0,28.0,59.27679198794067,110.015625,saturated
Egglog,EPLEX,EPLEX,23.0,49.0,19.0,64.41595801152289,109.640625,saturated
Egglog,EPLEX,EPLEX,24.0,83.0,68.0,97.92304100119509,107.21875,saturated
Egglog,EPLEX,EPLEX,25.0,96.0,59.0,112.92979202698916,110.234375,saturated
Egglog,EPLEX,EPLEX,26.0,64.0,40.0,79.9078329873737,110.015625,saturated
Egglog,EPLEX,EPLEX,27.0,31.0,24.0,49.96674999711104,110.046875,saturated
Egglog,EPLEX,EPLEX,28.0,73.0,66.0,88.72712499578483,109.984375,saturated
Egglog,EPLEX,EPLEX,29.0,67.0,53.0,85.1384169945959,109.5,saturated
Egglog,EPLEX,EPLEX,30.0,83.0,75.0,114.43612500443123,110.6875,saturated
Egglog,FEAT,FEAT,2.0,116.0,114.0,396.24783300678246,120.921875,saturated
Egglog,FEAT,FEAT,1.0,217.0,187.0,487.14183300035074,120.75,saturated
Egglog,FEAT,FEAT,4.0,142.0,112.0,489.67716601327993,121.125,saturated
Egglog,FEAT,FEAT,3.0,194.0,162.0,774.6549579896964,125.0625,saturated
Egglog,FEAT,FEAT,6.0,191.0,163.0,506.0910000174772,120.5625,saturated
Egglog,FEAT,FEAT,5.0,269.0,231.0,1593.9367079990916,140.109375,saturated
Egglog,FEAT,FEAT,9.0,202.0,174.0,1190.4278329748195,136.65625,saturated
Egglog,FEAT,FEAT,8.0,241.0,203.0,1840.3582499886397,140.421875,saturated
Egglog,FEAT,FEAT,10.0,223.0,183.0,1094.6882920106873,132.796875,saturated
Egglog,FEAT,FEAT,7.0,191.0,161.0,2115.8664580143522,144.296875,saturated
Egglog,FEAT,FEAT,13.0,134.0,130.0,347.9712909902446,118.25,saturated
Egglog,FEAT,FEAT,14.0,184.0,159.0,545.3644579974934,121.984375,saturated
Egglog,FEAT,FEAT,11.0,357.0,275.0,1499.4107079983223,137.765625,saturated
Egglog,FEAT,FEAT,12.0,154.0,136.0,1030.7670420152135,134.03125,saturated
Egglog,FEAT,FEAT,15.0,416.0,281.0,1131.0232499963604,135.890625,saturated
Egglog,FEAT,FEAT,16.0,129.0,113.0,472.6424590044189,119.265625,saturated
Egglog,FEAT,FEAT,18.0,160.0,146.0,466.23170797829516,122.71875,saturated
Egglog,FEAT,FEAT,17.0,174.0,116.0,885.7852910005022,136.09375,saturated
Egglog,FEAT,FEAT,20.0,151.0,129.0,537.3147499922197,122.203125,saturated
Egglog,FEAT,FEAT,19.0,242.0,106.0,1361.3824160129298,136.21875,saturated
Egglog,FEAT,FEAT,21.0,125.0,109.0,928.4569159790408,129.703125,saturated
Egglog,FEAT,FEAT,22.0,168.0,158.0,802.1472090040334,125.765625,saturated
Egglog,FEAT,FEAT,24.0,170.0,152.0,571.680125023704,122.28125,saturated
Egglog,FEAT,FEAT,25.0,138.0,122.0,404.66645898413844,120.25,saturated
Egglog,FEAT,FEAT,23.0,155.0,119.0,1166.5754170098808,139.671875,saturated
Egglog,FEAT,FEAT,27.0,133.0,105.0,866.4084159827325,130.28125,saturated
Egglog,FEAT,FEAT,26.0,196.0,167.0,1084.7455409821123,133.734375,saturated
Egglog,FEAT,FEAT,28.0,186.0,144.0,713.4435409971047,125.65625,saturated
Egglog,FEAT,FEAT,30.0,131.0,113.0,628.8278340070974,123.328125,saturated
Egglog,FEAT,FEAT,29.0,165.0,133.0,905.3183340001851,131.90625,saturated
Egglog,SBP,SBP,1.0,29.0,1.0,43.918333016335964,109.546875,saturated
Egglog,SBP,SBP,2.0,28.0,26.0,75.93854199512862,109.796875,saturated
Egglog,SBP,SBP,3.0,28.0,28.0,37.95566700864583,109.796875,saturated
Egglog,SBP,SBP,4.0,10.0,10.0,29.301041999133304,109.4375,saturated
Egglog,SBP,SBP,5.0,29.0,29.0,114.86704199342057,110.578125,saturated
Egglog,SBP,SBP,6.0,26.0,1.0,38.15083397785202,112.40625,saturated
Egglog,SBP,SBP,7.0,28.0,26.0,80.16370798577555,110.75,saturated
Egglog,SBP,SBP,8.0,29.0,27.0,45.80495899426751,109.796875,saturated
Egglog,SBP,SBP,9.0,29.0,25.0,131.99804100440815,111.59375,saturated
Egglog,SBP,SBP,10.0,29.0,28.0,82.69975002622232,110.09375,saturated
Egglog,SBP,SBP,12.0,29.0,29.0,65.3532919823192,109.359375,saturated
Egglog,SBP,SBP,11.0,29.0,27.0,65.26370800565928,110.03125,saturated
Egglog,SBP,SBP,14.0,27.0,26.0,62.038542004302144,110.015625,saturated
Egglog,SBP,SBP,15.0,29.0,27.0,101.71149999951012,111.6875,saturated
Egglog,SBP,SBP,17.0,29.0,29.0,107.36958298366517,106.9375,saturated
Egglog,SBP,SBP,16.0,29.0,26.0,56.17841597995721,109.75,saturated
Egglog,SBP,SBP,13.0,29.0,27.0,653.0130000028294,138.328125,saturated
Egglog,SBP,SBP,18.0,28.0,21.0,101.97608298039995,111.140625,saturated
Egglog,SBP,SBP,19.0,28.0,28.0,33.180209022248164,108.890625,saturated
Egglog,SBP,SBP,20.0,29.0,24.0,100.71187501307577,111.515625,saturated
Egglog,SBP,SBP,21.0,28.0,28.0,51.39649999910034,113.0,saturated
Egglog,SBP,SBP,22.0,29.0,29.0,61.69645901536569,109.328125,saturated
Egglog,SBP,SBP,23.0,29.0,29.0,59.66120900120586,108.859375,saturated
Egglog,SBP,SBP,24.0,29.0,25.0,126.13520899321884,110.671875,saturated
Egglog,SBP,SBP,25.0,29.0,29.0,107.79445900698192,111.5625,saturated
Egglog,SBP,SBP,26.0,29.0,28.0,57.404000021051615,109.5625,saturated
Egglog,SBP,SBP,27.0,29.0,25.0,55.24741701083258,109.515625,saturated
Egglog,SBP,SBP,28.0,28.0,28.0,74.27487501990981,107.21875,saturated
Egglog,SBP,SBP,29.0,28.0,28.0,40.7414160144981,109.9375,saturated
Egglog,SBP,SBP,30.0,28.0,26.0,75.5367079982534,109.859375,saturated
Egglog,Bingo,Bingo,1.0,40.0,36.0,71.47712499136105,110.125,saturated
Egglog,Bingo,Bingo,2.0,22.0,18.0,62.7001250104513,109.765625,saturated
Egglog,Bingo,Bingo,3.0,na,na,na,107.046875,failed
Egglog,Bingo,Bingo,4.0,na,na,na,106.375,failed
Egglog,Bingo,Bingo,5.0,21.0,21.0,31.55616600997746,109.453125,saturated
Egglog,Bingo,Bingo,6.0,52.0,44.0,78.54625000618398,110.203125,saturated
Egglog,Bingo,Bingo,7.0,27.0,19.0,52.460291975876316,110.125,saturated
Egglog,Bingo,Bingo,8.0,19.0,19.0,53.83133300347254,109.234375,saturated
Egglog,Bingo,Bingo,9.0,29.0,25.0,62.911540997447446,109.984375,saturated
Egglog,Bingo,Bingo,10.0,23.0,21.0,48.41441600001417,109.5,saturated
Egglog,Bingo,Bingo,11.0,22.0,22.0,44.72037497907877,109.75,saturated
Egglog,Bingo,Bingo,12.0,15.0,12.0,51.23237500083633,110.21875,saturated
Egglog,Bingo,Bingo,13.0,32.0,32.0,36.66579199489206,109.796875,saturated
Egglog,Bingo,Bingo,14.0,28.0,28.0,42.46608298853971,109.265625,saturated
Egglog,Bingo,Bingo,15.0,44.0,38.0,144.94475000537932,111.09375,saturated
Egglog,Bingo,Bingo,16.0,48.0,44.0,132.05900002503768,111.46875,saturated
Egglog,Bingo,Bingo,18.0,21.0,19.0,59.4676670152694,109.734375,saturated
Egglog,Bingo,Bingo,17.0,58.0,36.0,316.6021670040209,121.0,saturated
Egglog,Bingo,Bingo,19.0,23.0,21.0,62.25483299931511,106.328125,saturated
Egglog,Bingo,Bingo,20.0,46.0,32.0,102.17241599457338,111.375,saturated
Egglog,Bingo,Bingo,21.0,37.0,31.0,56.637875008163974,109.21875,saturated
Egglog,Bingo,Bingo,22.0,26.0,26.0,41.86337499413639,109.828125,saturated
Egglog,Bingo,Bingo,23.0,26.0,26.0,48.000834009144455,110.125,saturated
Egglog,Bingo,Bingo,24.0,28.0,22.0,54.50020800344646,109.3125,saturated
Egglog,Bingo,Bingo,25.0,18.0,16.0,46.751834015594795,109.671875,saturated
Egglog,Bingo,Bingo,26.0,15.0,15.0,29.022542003076524,109.3125,saturated
Egglog,Bingo,Bingo,27.0,52.0,50.0,109.67441700631753,110.765625,saturated
Egglog,Bingo,Bingo,29.0,15.0,15.0,35.62549999332987,109.09375,saturated
Egglog,Bingo,Bingo,28.0,37.0,37.0,41.172083001583815,110.0,saturated
Egglog,Bingo,Bingo,30.0,25.0,23.0,49.413500004448,109.765625,saturated
Egglog,SRjl,PySR,2.0,41.0,37.0,85.938709002221,110.484375,saturated
Egglog,SRjl,PySR,3.0,39.0,31.0,68.5204170003999,107.3125,saturated
Egglog,SRjl,PySR,1.0,44.0,34.0,501.9527919939719,128.15625,saturated
Egglog,SRjl,PySR,4.0,40.0,31.0,357.56150001543574,119.453125,saturated
Egglog,SRjl,PySR,5.0,42.0,36.0,208.77341699087992,117.265625,saturated
Egglog,SRjl,PySR,6.0,32.0,29.0,85.16258400049992,109.671875,saturated
Egglog,SRjl,PySR,7.0,37.0,24.0,66.45033400855027,110.46875,saturated
Egglog,SRjl,PySR,8.0,40.0,31.0,88.97012498346157,109.375,saturated
Egglog,SRjl,PySR,9.0,37.0,27.0,98.30912499455735,110.25,saturated
Egglog,SRjl,PySR,10.0,45.0,30.0,69.96187497861683,110.328125,saturated
Egglog,SRjl,PySR,11.0,35.0,27.0,61.87708402285352,110.46875,saturated
Egglog,SRjl,PySR,12.0,41.0,33.0,290.4727080021985,120.625,saturated
Egglog,SRjl,PySR,14.0,43.0,37.0,91.20529200299643,106.953125,saturated
Egglog,SRjl,PySR,13.0,44.0,36.0,190.9192499879282,115.90625,saturated
Egglog,SRjl,PySR,16.0,45.0,28.0,86.1329160106834,109.03125,saturated
Egglog,SRjl,PySR,15.0,43.0,33.0,370.47520899795927,125.078125,saturated
Egglog,SRjl,PySR,17.0,44.0,42.0,75.46312498743646,109.578125,saturated
Egglog,SRjl,PySR,18.0,44.0,43.0,97.37937501631677,107.75,saturated
Egglog,SRjl,PySR,19.0,44.0,36.0,108.27662498923019,106.59375,saturated
Egglog,SRjl,PySR,20.0,42.0,23.0,143.0957090051379,110.390625,saturated
Egglog,SRjl,PySR,21.0,31.0,23.0,71.24433398712426,109.78125,saturated
Egglog,SRjl,PySR,24.0,29.0,26.0,63.82504099747166,105.65625,saturated
Egglog,SRjl,PySR,22.0,41.0,21.0,336.2736249982845,123.609375,saturated
Egglog,SRjl,PySR,23.0,38.0,19.0,201.54887501848862,117.265625,saturated
Egglog,SRjl,PySR,27.0,45.0,34.0,145.97079099621624,110.375,saturated
Egglog,SRjl,PySR,25.0,41.0,27.0,428.2089170010295,126.078125,saturated
Egglog,SRjl,PySR,29.0,43.0,29.0,76.16945798508823,107.015625,saturated
Egglog,SRjl,PySR,28.0,45.0,36.0,194.29225000203587,116.921875,saturated
Egglog,SRjl,PySR,26.0,45.0,35.0,717.7933750208467,140.234375,saturated
Egglog,SRjl,PySR,30.0,28.0,26.0,49.35124999610707,109.90625,saturated
