dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,n_params,n_rank,original_expr,sympy_expr,orig_status,orig_runtime_ms,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_total_size,orig_egraph_nodes,orig_eclass_count,orig_passes,orig_extracted_cost,orig_rendered,sympy_status,sympy_runtime_ms,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,sympy_total_size,sympy_egraph_nodes,sympy_eclass_count,sympy_passes,sympy_extracted_cost,sympy_rendered
pagie,121,Operon,Operon,2,1,kept,13.0,6.0,((-0.0615618973970413) + (1.0497297048568726 * (((((3.4508244991302490 * x0) * (exp(((2.5524139404296875 * x0) * ((-1.6356614828109741) * x0))) * (((2.4663076400756836 * x0) * ((-0.0845688283443451) * x0)) * (3.5071039199829102 * x0)))) - exp(((3.0741317272186279 * x0) * ((-0.2599562704563141) * x0)))) - exp(((0.0030150315724313 * x1) * ((-247.1376800537109375) * x1)))) + 1.9547927379608154))),-2.6497601004867348*x0**4*exp(-4.174885170550624*x0**2) + 1.9904421064789234 - 1.0497297048568726*exp(-0.745127908099363587*x1**2) - 1.0497297048568726*exp(-0.79913981869918164*x0**2),saturated,1326.550875,48,13,34,6,177,185,53,2,74,(1.0497297048568726 * (1.8961472627378055 + (((((-2.524230845547065 * (x0 * (x0 * x0))) * x0) * exp((-4.174885170550624 * (x0 * x0)))) - exp((-0.7991398186991816 * (x0 * x0)))) - exp((-0.7451279080993636 * (x1 * x1)))))),saturated,5280.702875,32,7,30,6,322,344,122,2,84,(((-2.6497601004867346 * (x0 ** 4.0)) * exp((-4.174885170550624 * (x0 ** 2.0)))) - (-1.9904421064789235 - (-1.0497297048568726 * (exp((-0.7991398186991816 * (x0 ** 2.0))) + exp((-0.7451279080993636 * (x1 ** 2.0)))))))
pagie,125,Operon,Operon,6,1,kept,13.0,8.0,(0.0004403672355693 + (0.9997187852859497 * (exp((((-13.4114389419555664) * x0) * (0.2287123352289200 * x0))) - ((-3.1294746398925781) + (exp((exp((((-3.3788871765136719) * x0) * (0.2795567214488983 * x0))) - (-0.1448028236627579))) + ((1.0040752887725830 + ((1.8763431310653687 * x1) * (0.6411635279655457 * x1))) / exp(((1.1580088138580322 * x1) * (1.2662296295166016 * x1))))))))),-1.2027044682559756*x1**2*exp(-1.4663050713484154*x1**2) - 1.155486617848524*exp(exp(-0.94459062121188704*x0**2)) + 3.1290349528121623 - 1.0037929280273658*exp(-1.4663050713484154*x1**2) + 0.9997187852859497*exp(-3.06736151919473366*x0**2),saturated,757.400917,45,13,35,8,140,153,68,2,83,(0.9997187852859497 * (3.1299151310007285 + (exp((-3.067361519194734 * (x0 * x0))) - (exp((exp((-0.9445906212118871 * (x0 * x0))) + 0.1448028236627579)) + (((x1 * x1) + 0.8346131194498276) * (1.20304278158779 / exp((1.4663050713484154 * (x1 * x1))))))))),saturated,3420.028167,42,9,35,8,587,612,167,2,99,(((0.9997187852859497 * exp((-3.067361519194734 * (x0 ** 2.0)))) + ((exp((-1.4663050713484154 * (x1 ** 2.0))) * (-1.0037929280273659 + (-1.2027044682559755 * (x1 ** 2.0)))) + (-1.155486617848524 * exp(exp((-0.9445906212118871 * (x0 ** 2.0))))))) + 3.1290349528121624)
pagie,124,Operon,Operon,5,1,kept,13.0,7.0,((-0.0197761859744787) + (1.0117771625518799 * ((exp(((1.6896657943725586 * x1) * ((-1.6174912452697754) * x1))) * ((0.0575970448553562 * x1) * ((-14.7621564865112305) * x1))) - (exp(((0.4481753110885620 * x1) * ((-1.8585087060928345) * x1))) - (1.9719880819320679 - exp((((0.2870940864086151 * x0) * ((-1.9049599170684814) * x0)) / exp((((-0.2803071439266205) * x0) * (0.7164036631584167 * x0)))))))))),-0.860270199378549024*x1**2*exp(-2.7330196298294141*x1**2) + 1.975436320148873 - 1.0117771625518799*exp(-0.54690272703580685*x0**2*exp(0.2008130647185045*x0**2)) - 1.0117771625518799*exp(-0.83293771751395694*x1**2),saturated,354.351958,49,13,37,7,148,157,58,2,82,(1.0117771625518799 * (1.9524420922552503 + ((exp((-2.733019629829414 * (x1 * x1))) * (-0.8502565893153748 * (x1 * x1))) - (exp(((-0.5469027270358069 * (x0 * x0)) / exp((-0.20081306471850446 * (x0 * x0))))) + exp((-0.832937717513957 * (x1 * x1))))))),saturated,4310.727375,39,8,37,7,267,286,103,2,102,(((-1.0117771625518799 * (exp((-0.832937717513957 * (x1 ** 2.0))) + exp(((-0.5469027270358069 * (x0 ** 2.0)) * exp((0.2008130647185045 * (x0 ** 2.0))))))) - -1.975436320148873) - (0.860270199378549 * (exp((-2.733019629829414 * (x1 ** 2.0))) * (x1 ** 2.0))))
pagie,129,Operon,Operon,10,1,kept,14.0,8.0,(0.0000002913372725 + (1.0000000000000000 * ((1.0092900991439819 / ((((-9.8911437988281250) * x0) * ((-0.0619828216731548) * x0)) - exp((((-5.2376017570495605) * x0) * ((-0.1814788132905960) * x0))))) + ((2.9227268695831299 / ((-1.9528466463088989) - exp((((-1044.4626464843750000) * x1) * ((-0.0013573808828369) * x1))))) + (((241.8676300048828125 * x1) * (0.0000091869978860 * x1)) - (-1.9428678750991821)))))),0.002222037405546688681*x1**2 + 1.9428681664364546 - 2.9227268695831299/(exp(1.4177336291751259086*x1**2) + 1.9528466463088989) + 1.0092900991439819/(0.61308100222629464*x0**2 - exp(0.95051375135809475*x0**2)),saturated,1756.658083,45,14,33,8,226,239,78,2,81,(((1.9428681664364547 + (0.0022220374055466887 * (x1 * x1))) + (2.92272686958313 / (-1.952846646308899 - exp((1.417733629175126 * (x1 * x1)))))) + (1.009290099143982 / ((0.6130810022262947 * (x0 * x0)) - exp((0.9505137513580948 * (x0 * x0)))))),saturated,242.356000,33,8,33,8,96,110,61,1,97,((((0.0022220374055466887 * (x1 ** 2.0)) + 1.9428681664364547) - (2.92272686958313 / (exp((1.417733629175126 * (x1 ** 2.0))) + 1.952846646308899))) + (1.009290099143982 / ((0.6130810022262947 * (x0 ** 2.0)) - exp((0.9505137513580948 * (x0 ** 2.0))))))
pagie,128,Operon,Operon,9,1,kept,13.0,7.0,((-0.0000084446337496) + (1.0000045299530029 * ((((exp(((1.8677622079849243 * x1) * ((-3.2215218544006348) * x1))) + exp(((4.2088832855224609 * x0) * ((-1.4519027471542358) * x0)))) * 0.2748067975044250) - ((exp(((0.5492876768112183 * x1) * ((-1.6836870908737183) * x1))) + exp(((1.3932512998580933 * x0) * ((-0.6629599928855896) * x0)))) * 1.2524310350418091)) + 1.9792671203613281))),1.9792676417146139 + 0.27480804236630257*exp(-6.0170367718470175*x1**2) - 1.2524367084955372*exp(-0.92482857062306332*x1**2) + 0.27480804236630257*exp(-6.1108892047016068*x0**2) - 1.2524367084955372*exp(-0.92366987184176*x0**2),saturated,366.103416,45,13,33,7,158,168,60,2,76,(0.2748080423663026 * (7.20236432919372 + ((exp((-6.0170367718470175 * (x1 * x1))) + exp((-6.110889204701607 * (x0 * x0)))) + (-4.5574965627320125 * (exp((-0.9248285706230632 * (x1 * x1))) + exp((-0.92366987184176 * (x0 * x0)))))))),saturated,3183.026375,37,9,33,7,173,186,71,2,92,((-1.2524367084955372 * (exp((-0.92366987184176 * (x0 ** 2.0))) + exp((-0.9248285706230633 * (x1 ** 2.0))))) + (0.2748080423663026 * (exp((-6.110889204701607 * (x0 ** 2.0))) + (exp((-6.0170367718470175 * (x1 ** 2.0))) + 7.20236432919372))))
pagie,131,Operon,Operon,12,1,kept,14.0,6.0,((-0.0001345924683847) + (1.0000907182693481 * (((0.0052004987373948 * x0) * ((-5.5132131576538086) * x0)) - (log((((-29.4069671630859375) * x1) * (((-0.0669591948390007) + (((7.1831178665161133 * x0) * ((-12.8945026397705078) * x0)) * (((-0.0048121302388608) * x0) * ((-3.7251195907592773) * x0)))) * (11.7470531463623047 * x1)))) * ((-0.1758960038423538) + ((5.9699630737304688 * x1) * (0.0000638487472315 * x1))))))),-0.028674059090422408*x0**2 - 1.0000907182693481*(0.0003811746632760055*x1**2 - 0.1758960038423538)*log(x1**2*(573.554050429521172*x0**4 + 23.1307328639999089)) - 0.0001345924683847,saturated,887.406916,48,14,32,6,351,376,132,2,72,(-0.02867405909042241 * (((x0 * x0) + (0.013294568501084911 * (log(((573.5540504295212 * (x1 * (((x0 * x0) * (x0 * x0)) + 0.04032877607032475))) * x1)) * ((x1 * x1) + -461.4577535941546)))) + 0.004693875672093318)),saturated,807.212500,30,7,28,6,244,267,109,2,82,(((-0.028674059090422407 * (x0 ** 2.0)) - ((0.00038120924278177724 * ((x1 ** 2.0) - 461.4577535941546)) * log(((x1 ** 2.0) * (573.5540504295212 * ((x0 ** 4.0) + 0.04032877607032475)))))) - 0.0001345924683847)
pagie,132,Operon,Operon,13,1,kept,12.0,8.0,((-0.0000847672417876) + (1.0000656843185425 * ((exp((((-1.8279364109039307) * x1) * (2.2386462688446045 * x1))) - ((-1.5547065734863281) + ((-1.6497515439987183) / exp(exp(((0.0022635490167886 * x0) * ((-443.1721801757812500) * x0))))))) - exp(exp(((-1.6148645877838135) + exp((0.5693863630294800 + ((0.0016070556594059 * x1) * ((-348.2632751464843750) * x1)))))))))),-1.0000656843185425*exp(0.19891760449084139*exp(1.767182310249908*exp(-0.5596784672873918045*x1**2))) + 1.5547239260863535 + 1.6498599068046503*exp(-exp(-1.003141952704949999*x0**2)) + 1.0000656843185425*exp(-4.0921030259552823*x1**2),saturated,288.698792,41,12,35,9,125,140,70,2,86,(-8.47672417876e-05 + (1.0000656843185425 * ((exp((-4.092103025955282 * (x1 * x1))) - (-1.5547065734863281 + (-1.6497515439987183 / exp(exp((-1.00314195270495 * (x0 * x0))))))) - exp(exp((-1.6148645877838135 + exp((0.56938636302948 + (-0.5596784672873918 * (x1 * x1)))))))))),saturated,1459.099167,37,10,35,9,115,129,66,2,98,((1.0000656843185425 * (exp((-4.092103025955282 * (x1 ** 2.0))) + (1.5546218118120534 - exp((0.1989176044908414 * exp((1.767182310249908 * exp((-0.5596784672873918 * (x1 ** 2.0)))))))))) + (1.6498599068046502 * exp((-1.0 * exp((-1.00314195270495 * (x0 ** 2.0)))))))
pagie,127,Operon,Operon,8,1,kept,13.0,7.0,((-0.0218773111701012) + (1.0134590864181519 * ((((((-0.3641613721847534) * x0) * (2.2286646366119385 * x0)) * exp((((-2.4582626819610596) * x0) * (1.0862829685211182 * x0)))) + (1.9716572761535645 - exp(((((-2.4894037246704102) * x1) * (0.2193875461816788 * x1)) * exp((((-0.4357891678810120) * x1) * ((-0.4778871238231659) * x1))))))) - exp((((-1.3948150873184204) * x0) * (0.5922598838806152 * x0)))))),-0.8225168802330056*x0**2*exp(-2.6703688835653453*x0**2) + 1.9763166706501921 - 1.0134590864181519*exp(-0.54614417461097283*x1**2*exp(0.2082580320319476*x1**2)) - 1.0134590864181519*exp(-0.82609302165013783*x0**2),saturated,323.622667,49,13,39,8,160,171,64,2,89,(-0.0218773111701012 + (1.0134590864181519 * ((((-0.8115935722082384 * (x0 * x0)) * exp((-2.670368883565345 * (x0 * x0)))) + (1.9716572761535645 - exp(((-0.5461441746109729 * (x1 * x1)) * exp((0.20825803203194762 * (x1 * x1))))))) - exp((-0.8260930216501379 * (x0 * x0)))))),saturated,6335.663458,39,8,37,7,291,311,111,2,102,(((-1.0134590864181519 * (exp((-0.8260930216501379 * (x0 ** 2.0))) + exp(((-0.5461441746109729 * (x1 ** 2.0)) * exp((0.2082580320319476 * (x1 ** 2.0))))))) - -1.976316670650192) - (0.8225168802330056 * (exp((-2.670368883565345 * (x0 ** 2.0))) * (x0 ** 2.0))))
pagie,130,Operon,Operon,11,1,kept,13.0,8.0,((-0.0000135196241899) + (1.0000069141387939 * ((1.2255471944808960 * exp(((-1.7740323543548584) * exp(((2.9035081863403320 * x1) * ((-0.4098204970359802) * x1)))))) - ((1.2498761415481567 * exp(((0.1515025645494461 * x0) * ((-6.0828857421875000) * x0)))) + ((-0.7505750060081482) - (0.2749604582786560 * exp(((1.1432402133941650 * x0) * ((-5.4770793914794922) * x0))))))))),0.75056667596372507 + 1.2255556680842971*exp(-1.7740323543548584*exp(-1.1899171680740323*x1**2)) + 0.27496235939342737*exp(-6.261617412291798*x0**2) - 1.2498847833652745*exp(-0.92157278980266706*x0**2),saturated,3995.032334,41,13,31,8,204,218,78,2,77,(1.2255556680842972 * ((0.6124296884342744 + (0.22435729894116463 * exp((-6.261617412291798 * (x0 * x0))))) + (exp((-1.7740323543548584 * exp((-1.1899171680740324 * (x1 * x1))))) + (-1.0198514974999113 * exp((-0.9215727898026671 * (x0 * x0))))))),saturated,356.107916,31,8,31,8,695,727,206,1,89,(((0.7505666759637251 + (1.2255556680842972 * exp((-1.7740323543548584 * exp((-1.1899171680740324 * (x1 ** 2.0))))))) + (0.2749623593934274 * exp((-6.261617412291798 * (x0 ** 2.0))))) - (1.2498847833652744 * exp((-0.9215727898026671 * (x0 ** 2.0)))))
pagie,134,Operon,Operon,15,1,kept,15.0,7.0,((-0.0000022516087483) + (1.0000016689300537 * (((((51.6682472229003906 * x0) * ((-0.0001894439337775) * x0)) + 2.5324115753173828) + ((-46.3591499328613281) / (((13.0968494415283203 * x0) * (2.1884925365447998 * x0)) + 34.0089225769042969))) + (((-1351.7908935546875000) / (((17.2840843200683594 * x1) * (47.4518127441406250 * x1)) + 990.7814331054687500)) + ((0.0012052881065756 * x1) * ((-8.2380609512329102) * x1)))))),-0.00978825234117588218*x0**2 - 0.0099292534569677497*x1**2 + 2.5324135501264209 - 1351.7931495991360721/(820.161132609820926*x1**2 + 990.78143310546875) - 46.3592273030399151/(28.6623572550356584*x0**2 + 34.0089225769042969),saturated,2520.009625,45,15,29,7,842,862,160,2,72,(-0.009788252341175882 * (((x0 * x0) + -258.7196837451166) + (1.0144051369822908 * (((x1 * x1) + (165.99479114520634 / ((x1 * x1) + 1.2080326581103884))) + (162.89497489770397 / ((x0 * x0) + 1.186536134285651)))))),saturated,323.091458,33,9,29,7,188,209,96,2,88,(((((-0.009788252341175882 * (x0 ** 2.0)) - (0.009929253456967749 * (x1 ** 2.0))) + 2.532413550126421) - (1.6482043538171796 / ((x1 ** 2.0) + 1.2080326581103884))) - (1.6174254926257021 / ((x0 ** 2.0) + 1.186536134285651)))
pagie,135,Operon,Operon,16,1,kept,13.0,8.0,(0.0071523520164192 + (0.9955711960792542 * (((exp(((0.0195227134972811 * x1) * ((-151.1385955810546875) * x1))) * ((396057.1250000000000000 * x1) * ((-0.0000024948039936) * x1))) + ((85.4024658203125000 * x1) / ((43.1343650817871094 * x1) - (((-47.3760452270507812) * x1) * exp(((0.9379857182502747 * x0) * ((-1.2238332033157349) * x0))))))) - exp(((185448.0000000000000000 * x1) * ((-0.0000044009234443) * x1)))))),-0.9837088628772344519805*x1**2*exp(-2.950635499910365785*x1**2) + 85.0242350448461413*x1/(43.1343650817871094*x1 + 47.3760452270507812*x1*exp(-1.1479380662306441*x0**2)) + 0.0071523520164192 - 0.9955711960792542*exp(-0.816142450898546401501*x1**2),saturated,1149.035292,50,13,36,8,126,138,62,2,85,(0.0071523520164192 + (0.9955711960792542 * ((x1 * ((exp((-2.9506354999103657 * (x1 * x1))) * (-0.9880848971437344 * x1)) + (1.8026507998086212 / (x1 * (exp((-1.147938066230644 * (x0 * x0))) + 0.9104678297874944))))) - exp((-0.8161424508985464 * (x1 * x1)))))),saturated,4032.805375,42,9,38,8,678,707,194,2,104,(((((-0.9837088628772345 * (x1 ** 2.0)) * exp((-2.9506354999103657 * (x1 ** 2.0)))) + (x1 * (1.7946672128786931 / (x1 * (exp((-1.1479380662306442 * (x0 ** 2.0))) + 0.9104678297874944))))) + 0.0071523520164192) - (0.9955711960792542 * exp((-0.8161424508985464 * (x1 ** 2.0)))))
pagie,138,Operon,Operon,19,1,kept,12.0,9.0,((-0.0000098704376796) + (1.0000013113021851 * ((exp(exp(((-0.1284630000591278) - exp((((-1.7482314109802246) * x0) * (0.6576864719390869 * x0)))))) - exp((0.2162327617406845 + (((-0.0238646697252989) * x1) * (38.5694580078125000 * x1))))) - exp((((-0.9399499893188477) - exp(((1.4266452789306641 * x1) * ((-5.3529791831970215) * x1)))) * 0.8908159136772156))))),1.0000013113021851*exp(0.8794461012701917*exp(-exp(-1.1497881488206758*x0**2))) - 9.8704376796e-6 - 0.4328685844136254*exp(-0.8908159136772156*exp(-7.6368024799221532*x1**2)) - 1.24139292161274*exp(-0.92044737684023015*x1**2),saturated,285.037125,41,12,35,9,108,121,62,2,86,(-9.8704376796e-06 + (1.000001311302185 * ((exp(exp((-0.1284630000591278 - exp((-1.1497881488206758 * (x0 * x0)))))) - exp((0.2162327617406845 + (-0.9204473768402301 * (x1 * x1))))) - exp(((-0.9399499893188477 - exp((-7.636802479922153 * (x1 * x1)))) * 0.8908159136772156))))),saturated,301.281041,37,10,37,10,548,579,175,1,105,((((1.000001311302185 * exp((0.8794461012701917 * exp((-1.0 * exp((-1.1497881488206758 * (x0 ** 2.0)))))))) - 9.8704376796e-06) - (0.4328685844136254 * exp((-0.8908159136772156 * exp((-7.636802479922153 * (x1 ** 2.0))))))) - (1.24139292161274 * exp((-0.9204473768402301 * (x1 ** 2.0)))))
pagie,136,Operon,Operon,17,1,kept,13.0,8.0,(0.0005329695995897 + (0.9996598958969116 * (((2.9738872051239014 + exp(((100.4859924316406250 * x1) * ((-0.0308157186955214) * x1)))) - ((((0.7702111005783081 * x0) * (1.5427883863449097 * x0)) + 1.0054689645767212) * exp((((-1.7126119136810303) * x0) * (0.8499408960342407 * x0))))) - exp(exp((((100.9902267456054688 * x1) * ((-0.0091333612799644) * x1)) + 0.0902468413114548)))))),-1.1878686045713406*x0**2*exp(-1.4556189044729706*x0**2) - 0.9996598958969116*exp(1.09444440445747*exp(-0.9223802266131381654*x1**2)) + 2.9734087434829063 + 0.9996598958969116*exp(-3.096548075613729891*x1**2) - 1.0051270004563406*exp(-1.4556189044729706*x0**2),saturated,405.284875,45,13,37,9,138,152,69,2,90,(0.0005329695995897 + (0.9996598958969116 * (((2.9738872051239014 + exp((-3.09654807561373 * (x1 * x1)))) + (-1.1882727410061449 * (exp((-1.4556189044729706 * (x0 * x0))) * ((x0 * x0) + 0.8461600858783999)))) - exp(exp(((-0.9223802266131381 * (x1 * x1)) + 0.0902468413114548)))))),saturated,10204.511375,44,10,35,8,186,204,87,2,99,(-0.9996598958969116 * ((exp((1.09444440445747 * exp((-0.9223802266131381 * (x1 ** 2.0))))) - (exp((-3.09654807561373 * (x1 ** 2.0))) - (exp((-1.4556189044729706 * (x0 ** 2.0))) * (1.0054689645767212 - (-1.1882727410061449 * (x0 ** 2.0)))))) - 2.9744203560503086))
pagie,140,Operon,Operon,21,1,kept,13.0,8.0,(0.0056000440381467 + (0.9965137243270874 * ((0.7391300201416016 + (exp((((-26.2499160766601562) * x1) * (0.1143757924437523 * x1))) * (((-49.5787200927734375) * x1) * (0.0202242378145456 * x1)))) - (exp(((2.2524499893188477 * x1) * ((-0.3599792122840881) * x1))) + (exp((exp((((-0.7799134254455566) * x0) * (1.5038967132568359 * x0))) * (-1.7264224290847778))) * (-1.2398984432220459)))))),-0.999196165577684391*x1**2*exp(-3.00235495284999869*x1**2) + 0.7421532531714092 + 1.2355758154425587*exp(-1.7264224290847778*exp(-1.1729092371524529*x0**2)) - 0.9965137243270874*exp(-0.810835172864301451*x1**2),saturated,891.717667,45,13,37,9,159,173,72,2,90,(0.9965137243270874 * ((((0.7391300201416016 + (exp((-3.002354952849999 * (x1 * x1))) * (-1.0026918256970403 * (x1 * x1)))) - exp((-0.8108351728643014 * (x1 * x1)))) + (1.239898443222046 * exp((exp((-1.172909237152453 * (x0 * x0))) * -1.7264224290847778)))) + 0.005619635637159161)),saturated,392.932209,35,8,35,8,736,767,211,1,99,(((((-0.9991961655776844 * (x1 ** 2.0)) * exp((-3.002354952849999 * (x1 ** 2.0)))) + 0.7421532531714092) + (1.2355758154425587 * exp((-1.7264224290847778 * exp((-1.172909237152453 * (x0 ** 2.0))))))) - (0.9965137243270874 * exp((-0.8108351728643014 * (x1 ** 2.0)))))
pagie,141,Operon,Operon,22,1,kept,12.0,7.0,(0.0059260418638587 + (0.9963514208793640 * (((1.9877398014068604 + ((((-0.0255243461579084) * x1) * (39.2693595886230469 * x1)) * exp((((-0.0006980864563957) * x1) * (4245.9946289062500000 * x1))))) - exp((((-0.0209862142801285) * x1) * (38.7934265136718750 * x1)))) - exp((exp((-2.6416935920715332)) + ((0.0101619474589825 * x0) * ((-75.6802444458007812) * x0))))))),-0.998667666466396711*x1**2*exp(-2.9640713443683392264*x1**2) + 1.9864134173340489 - 0.996351420879364*exp(-0.81412716147633626667*x1**2) - 1.0699214810013096*exp(-0.769058667741179754*x0**2),saturated,366.287583,43,12,34,8,140,153,65,2,82,(0.0059260418638587 + (0.996351420879364 * (((1.9877398014068604 + ((-1.002324727539394 * (x1 * x1)) * exp((-2.9640713443683393 * (x1 * x1))))) - exp((-0.8141271614763362 * (x1 * x1)))) - exp((0.07124051495942774 + (-0.7690586677411797 * (x0 * x0))))))),saturated,418.838750,32,7,32,7,762,793,204,1,91,(((((-0.9986676664663967 * (x1 ** 2.0)) * exp((-2.9640713443683393 * (x1 ** 2.0)))) + 1.9864134173340489) - (0.996351420879364 * exp((-0.8141271614763362 * (x1 ** 2.0))))) - (1.0699214810013096 * exp((-0.7690586677411797 * (x0 ** 2.0)))))
pagie,139,Operon,Operon,20,1,kept,14.0,8.0,((-0.0000002506655221) + (1.0000001192092896 * (((((-0.0002352308656555) * x0) + 1.9712915420532227) - (exp((((-0.0005102988216095) * x1) * (2861.8625488281250000 * x1))) * (1.0045522451400757 + ((0.0003667365817819 * x1) * (3236.1384277343750000 * x1))))) + (exp((((-0.0249317195266485) * x0) * (58.4497108459472656 * x0))) * ((-1.0050251483917236) + (((-0.0338098518550396) * x0) * (35.2732009887695312 * x0))))))),-1.1925818420501513*x0**2*exp(-1.45725179722486209*x0**2) - 0.0002352308936972044*x0 - 1.1868104866391750118*x1**2*exp(-1.4604050862753523738*x1**2) + 1.9712915263839649 - 1.0045523648920352*exp(-1.4604050862753523738*x1**2) - 1.0050252682000576*exp(-1.45725179722486209*x0**2),saturated,5213.757334,47,14,35,8,255,270,91,2,84,(-0.00023523089369720438 * (((-8380.240772801997 + x0) + (5045.300249408862 * (exp((-1.4604050862753524 * (x1 * x1))) * ((x1 * x1) + 0.8464303072824536)))) + (5069.835102464369 * (exp((-1.4572517972248622 * (x0 * x0))) * ((x0 * x0) + 0.842730647711634))))),saturated,3099.478417,49,10,35,8,813,843,221,2,100,((((exp((-1.4572517972248622 * (x0 ** 2.0))) * (-1.0050252682000576 + (-1.1925818420501513 * (x0 ** 2.0)))) + (-0.0002352308936972044 * x0)) + 1.971291526383965) + (exp((-1.4604050862753524 * (x1 ** 2.0))) * (-1.0045523648920351 + (-1.186810486639175 * (x1 ** 2.0)))))
pagie,143,Operon,Operon,24,1,kept,13.0,9.0,(0.0049892361275852 + (0.9968150258064270 * (exp(((-0.7375680804252625) / (exp((((-7.8003888130187988) * x1) * ((-0.0912654846906662) * x1))) - 0.9434194564819336))) - (exp(((((-11.2235412597656250) * x0) * (0.0819300860166550 * x0)) - (exp(((((-56.8530616760253906) * x0) * (0.1006406396627426 * x0)) - 1.4147840738296509)) - 0.2206120193004608))) - 0.9837305545806885)))),-1.242868435105807*exp(-0.919545700824074031*x0**2 - 0.24297807310963717*exp(-5.72172849386055215*x0**2)) + 0.985586634278505 + 0.996815025806427*exp(-0.7375680804252625/(exp(0.71190626579581106*x1**2) - 0.9434194564819336)),saturated,292.452750,41,13,33,9,125,141,71,2,84,(0.996815025806427 * (0.9887357320694095 + (exp((-0.7375680804252625 / (exp((0.7119062657958111 * (x1 * x1))) + -0.9434194564819336))) - exp(((-0.919545700824074 * (x0 * x0)) - (exp(((-5.721728493860552 * (x0 * x0)) + -1.4147840738296509)) + -0.2206120193004608)))))),saturated,299.290375,33,9,33,9,191,210,92,2,96,(((-1.242868435105807 * exp(((-0.919545700824074 * (x0 ** 2.0)) + (-0.24297807310963718 * exp((-5.721728493860552 * (x0 ** 2.0))))))) + 0.985586634278505) + (0.996815025806427 * exp((-0.7375680804252625 / (exp((0.7119062657958111 * (x1 ** 2.0))) + -0.9434194564819336)))))
pagie,142,Operon,Operon,23,1,kept,13.0,8.0,(0.0007810645620339 + (0.9995014071464539 * (((((-1.0057448148727417) + ((0.7655488848686218 * x0) * ((-1.5458080768585205) * x0))) * exp(((0.4586827158927917 * x0) * ((-3.1686115264892578) * x0)))) + (2.9749636650085449 + exp(((-0.3110347986221313) + ((3.0109248161315918 * x1) * ((-1.1550782918930054) * x1)))))) - exp(exp(((23.0867309570312500 * x1) * ((-0.0377156287431717) * x1))))))),-1.1828016188405823*x0**2*exp(-1.4533873405792973*x0**2) - 0.9995014071464539*exp(exp(-0.870730573668879675*x1**2)) + 2.9742614339476462 + 0.7323230656900827*exp(-3.4778538936355404*x1**2) - 1.0052433576955551*exp(-1.4533873405792973*x0**2),saturated,360.510416,45,13,37,9,151,166,74,2,90,(0.0007810645620339 + (0.9995014071464539 * ((((-1.0057448148727417 + (-1.1833916494599492 * (x0 * x0))) * exp((-1.4533873405792972 * (x0 * x0)))) + (2.974963665008545 + exp((-0.3110347986221313 + (-3.4778538936355403 * (x1 * x1)))))) - exp(exp((-0.8707305736688796 * (x1 * x1))))))),saturated,4766.418708,42,9,35,8,671,698,187,2,99,((((exp((-1.4533873405792972 * (x0 ** 2.0))) * (-1.005243357695555 + (-1.1828016188405823 * (x0 ** 2.0)))) + (-0.9995014071464539 * exp(exp((-0.8707305736688796 * (x1 ** 2.0)))))) + 2.974261433947646) + (0.7323230656900827 * exp((-3.4778538936355403 * (x1 ** 2.0)))))
pagie,137,Operon,Operon,18,1,kept,14.0,7.0,(0.0000816054744064 + (1.0001157522201538 * (((((-0.0021946807391942) * x0) * (13.7494821548461914 * x0)) + (-8.4071483612060547)) + ((log((((6955.1982421875000000 * x1) * (16.8089103698730469 * x1)) + 27880.0878906250000000)) + log((((85251.5703125000000000 * x0) * (3.5084772109985352 * x0)) + 63949.3125000000000000))) * (((1.2129596471786499 * x1) * ((-0.0008703975472599) * x1)) + 0.3835373818874359))))),-0.0301792165661435915*x0**2 - 1.0001157522201538*(0.0010557571018295306*x1**2 - 0.3835373818874359)*(log(299103.191643245522053*x0**2 + 63949.3125) + log(116909.30385762825625*x1**2 + 27880.087890625)) - 8.4080399018196203,saturated,14807.595250,45,14,31,7,74,83,42,2,74,(-0.0010558793080580105 * ((((24.277697647852335 + log(((x1 * x1) + 0.23847621165016322))) + log(((x0 * x0) + 0.213803510917648))) * ((x1 * x1) + -363.2818393765012)) + (28.582070257300217 * (278.60365040927337 + (x0 * x0))))),saturated,800.991250,35,9,31,7,226,247,100,2,90,(((-0.030179216566143592 * (x0 ** 2.0)) - ((0.0010558793080580105 * ((x1 ** 2.0) - 363.2818393765012)) * ((24.277697647852335 + log(((x1 ** 2.0) + 0.23847621165016322))) + log(((x0 ** 2.0) + 0.213803510917648))))) - 8.40803990181962)
