dataset,raw_index,algorithm_raw,algo_row,input_kind,status,runtime_ms,before_nodes,before_params,after_nodes,after_params,peak_rss_mb,rendered
kotanchek,43,EPLEX,14,sympy,saturated,0.0,52.0,11.0,49.0,10.0,508.203125,log(abs(exp(exp(x0 ** 3.0 * -0.230296875)))) * (3.59180012268391 * exp(((x0 + log(abs(x1 + 0.71))) * (log(abs(x1 - log(abs(x1 + 0.912)) - 1.00142895121963)) + 0.0240880403827765) + 0.502459875) / (log(abs(x1 - log(abs(x1 + 0.912)) - 1.00142895121963)) + 0.0240880403827765)))
kotanchek,44,EPLEX,15,original,saturated,0.0,42.0,8.0,27.0,5.0,490.046875,log(abs(1.3809524506836302 - x0 * (x1 * -0.057 / log(abs((x1 ** 3.0 + exp(x0 ** 3.0)) / (x1 + -7.206868039343769) ** 3.0 + -1.194)) + 0.071)))
kotanchek,44,EPLEX,15,sympy,saturated,0.0,54.0,9.0,32.0,6.0,485.015625,log(abs(x0 * (-0.071 + 0.056999999999999995 * (x1 / log(abs(x1 ** 3.0 / (x1 + -7.206868039343769) ** 3.0 + -1.194 + exp(x0 ** 3.0) / (x1 + -7.206868039343769) ** 3.0)))) + 1.3809524506836304))
kotanchek,45,EPLEX,16,original,saturated,0.0,71.0,8.0,51.0,7.0,498.046875,abs((x0 + (2.4196185286103544 - x0 ** 2.0) * 0.362963) / (1.15 - x1 + (x0 ** 2.0 + log(abs(0.184 * (x1 - x0)))) ** 2.0 + log(abs((log(abs(exp(exp(abs(log(abs(abs(log(abs(log(abs(x1 + 0.706)) ** 2.0)) * -0.5259392615760389))) * 0.7131952878982822))) ** 2.0)) ** 2.0) ** 2.0))))
kotanchek,45,EPLEX,16,sympy,saturated,0.001,77.0,13.0,51.0,8.0,480.171875,abs((x0 ** 2.0 * -0.362963 + (x0 + 0.878232)) / ((x0 ** 2.0 + (-1.6928195213731518 + log(abs(x1 - x0)))) ** 2.0 + (1.15 + (log(abs(log(abs(exp(2.0 * exp(abs(0.713195287898282 * log(abs(abs(-0.5259392615760389 * log(abs(log(abs(x1 + 0.706)) ** 2.0)))))))))) ** 4.0)) - x1))))
kotanchek,46,EPLEX,17,original,saturated,0.0,78.0,14.0,49.0,11.0,488.984375,exp(-0.25919403135471364 - exp(log(abs(log(abs(0.634 + x1)) - (exp(log(abs(exp(-0.4109802887962745 - x1))) / (-3.000903784900681 / (log(abs(x1 - (0.373 + ((3.064 / x1 + 1.7066679001082177) / x1 + exp(x1 + -1.6094379124341003))))) / 2.868))) + (1.016 - x0) ** 2.0))) / 0.996))
kotanchek,46,EPLEX,17,sympy,saturated,0.001,96.0,20.0,57.0,13.0,509.15625,0.44352549188521 * exp(0.5538059686452863 - exp(1.00401606425703 * log(abs((-1.0 + 0.984251968503937 * x0) ** 2.0 * -1.032256 + log(abs(x1 + 0.634)) - exp(log(abs((x1 ** 2.0 * (exp(x1 + -1.6094379124341003) - x1 + 0.373) + x1 * 1.7066679001082177 + 3.064) / x1 ** 2.0)) * (log(abs(exp(-0.4109802887962745 - x1))) * -0.11619000803087856))))))
kotanchek,47,EPLEX,18,original,saturated,0.001,46.0,7.0,36.0,5.0,485.15625,exp(x0 * 1.7961927575387655 - exp(x0 * 0.752) - exp((0.8883983871714722 - log(abs(abs(exp(abs(x1 / log(abs(exp(exp(log(abs(exp(exp(x1)))) * -0.409))))))))) * 0.29871001429404526) / exp(x1)))
kotanchek,47,EPLEX,18,sympy,saturated,0.001,50.0,9.0,38.0,6.0,489.078125,exp(1.79619275753877 * x0 - exp(x0 * 0.752) - exp((0.8883983871714722 - 0.298710014294045 * log(abs(abs(exp(abs(x1 / log(abs(exp(exp(log(abs(exp(exp(x1)))) * -0.409)))))))))) * exp(x1 * -1.0)))
kotanchek,48,EPLEX,19,original,saturated,0.001,62.0,12.0,48.0,9.0,568.140625,exp((log(abs(-0.446 - x0)) - x0) ** 3.0) / (exp((-0.841 - x0) * exp(-0.009 - log(abs((log(abs(0.055 - x1 - x1)) - 0.527) ** 3.0 - 1.0067107448817323))) + 1.3410000000000002) + 1.8263509139976741 - log(abs(log(abs(-2.9172813458514453 - x0)) - x0 - x1)))
kotanchek,48,EPLEX,19,sympy,missing_timeout,na,na,na,na,na,556.25,na
kotanchek,49,EPLEX,20,original,saturated,0.0,41.0,10.0,35.0,10.0,489.21875,0.64 / (exp(0.176 / (1.18871825912913 / x0 ** 3.0)) - (0.096 - 2.5 / exp(x0 / 0.331))) / (0.047 - log(abs((-0.555 + log(abs(0.189 - exp(0.343 / exp(x1))))) ** 3.0)))
kotanchek,49,EPLEX,20,sympy,saturated,0.001,50.0,13.0,40.0,11.0,488.25,exp(3.02114803625378 * x0) * (-0.64 / ((exp(3.02114803625378 * x0) * (exp(x0 ** 3.0 * 0.14805863260562663) + -0.096) + 2.5) * (log(abs((log(abs(0.189 - exp(0.343 * exp(-1.0 * x1)))) - 0.555) ** 3.0)) - 0.047)))
kotanchek,50,EPLEX,21,original,saturated,0.002,58.0,10.0,43.0,8.0,484.203125,exp(0.108 + log(abs((x1 + 0.553) * (exp(x0 + log(abs(log(abs(exp(x1 + -7.778923958893129) / 0.33722665767618487 + -1.0870140876112875))))) / (0.131769 - exp(x0 * (0.197 * log(abs((0.594 - log(abs(exp(x0) ** 3.0))) ** 3.0))) ** 3.0))))))
kotanchek,50,EPLEX,21,sympy,saturated,0.001,68.0,14.0,42.0,9.0,507.15625,1.11404774538647 * abs((-0.553 - x1) * exp(x0 + log(abs(log(abs(2.9653646212045 * exp(x1 + -7.778923958903737) - 1.08701408761129))))) / (exp(x0 * 0.007645373 * log(abs((log(abs(exp(x0 * 3.0))) - 0.594) ** 3.0)) ** 3.0) + -0.131769))
kotanchek,51,EPLEX,22,original,saturated,0.001,68.0,9.0,56.0,9.0,472.1875,exp(x1 / (0.195 + exp(((1.0181355412164579 - x1) ** 2.0 / (exp(exp(-0.9467499393588635 - exp(log(abs(log(abs(log(abs(x0)) - 0.98)))) - 0.955) ** 3.0) ** 3.0) ** 2.0 + 1.731) ** 2.0) ** 2.0)) ** 2.0) / (exp(exp(log(abs(x0)) - 0.9999968195097494) ** 3.0) ** 2.0 + exp(exp(exp(-0.085184 - exp(x0)) - 0.974))) ** 2.0
kotanchek,51,EPLEX,22,sympy,saturated,0.001,72.0,17.0,64.0,16.0,486.046875,exp(x1 / (exp(0.119683455869117 * (x1 * 0.9821874981451 - 1.0) ** 4.0 / (1.0 + 0.577700751010976 * exp(2.0 * exp(-2.8402498180765905 - 0.170949393396102 * exp(3.0 * log(abs(log(abs(log(abs(x0)) - 0.98)))))))) ** 4.0) + 0.195) ** 2.0) / (exp(0.0995750868239738 * exp(3.0 * log(abs(x0)))) + exp(0.377569734575778 * exp(0.91834329368875 * exp(-1.0 * exp(x0))))) ** 2.0
kotanchek,52,EPLEX,23,original,saturated,0.0,25.0,5.0,22.0,5.0,509.265625,exp(x0 / ((x1 + -2.4061040000000005) ** 2.0 + ((x0 / 1.6979360570000002) ** 2.0 + 0.288)) + -0.6920000000000001 - exp((x0 / -2.491) ** 2.0))
kotanchek,52,EPLEX,23,sympy,saturated,0.0,47.0,12.0,42.0,12.0,478.015625,0.500573919411628 * exp((x0 - (0.346862490451608 * x0 ** 2.0 + 5.789336458816 * (0.4156096328338259 * x1 - 1.0) ** 2.0 + 0.2879999999999999) * exp(x0 ** 2.0 * 0.161158250794792)) / (0.346862490451608 * x0 ** 2.0 + 5.789336458816 * (0.4156096328338259 * x1 - 1.0) ** 2.0 + 0.2879999999999999))
kotanchek,53,EPLEX,24,original,saturated,0.001,55.0,10.0,29.0,8.0,499.203125,0.382657176 * (x1 / exp((1.0071853410296334 - x0 + 0.0010000000000000002) ** 2.0) + (x1 / (x1 / 1.1758602413209998 - 4.588343219352302) + 0.272) / exp((0.8864280113449994 - x0 + 0.135) ** 2.0))
kotanchek,53,EPLEX,24,sympy,saturated,0.001,65.0,15.0,29.0,8.0,510.03125,0.382657176 * x1 * exp(-1.0 * (1.0081853410296338 - x0) ** 2.0) + (x1 / (x1 - 5.3952503651711705) + 0.23132000763494337) * 0.44995135931457225 * exp(-1.0 * (1.0214280113449994 - x0) ** 2.0)
kotanchek,54,EPLEX,25,original,saturated,0.0,68.0,20.0,39.0,9.0,473.1875,-0.001 + exp(exp(x0) * -0.076 + (-1.1615520884419839 + x0 / exp(x1 / ((exp(x1) + (exp(log(abs(x1)) + -1.5751092271270972) + -1.164015351812367e-05 * (x0 + 71904.43637493331)) * -20.391304347826086) * -0.10623556581986143) + x0 * 0.984))) ** 2.0
kotanchek,54,EPLEX,25,sympy,saturated,0.0,70.0,17.0,58.0,14.0,510.1875,exp(2.0 * x0 * exp((x1 + x0 * (x0 + exp(x1) * 4213.046816841616 + exp(-1.4961092271270973 + log(abs(x1))) * -79383.82625335296 + 71904.43637493312) * -2.4812398558891472e-05) * (39657.59286287885 / (x0 + exp(x1) * 4213.046816841616 + exp(-1.4961092271270973 + log(abs(x1))) * -79383.82625335296 + 71904.43637493312))) + (-2.323104176883968 + exp(x0) * -0.152)) + -0.001
kotanchek,55,EPLEX,26,original,saturated,0.0,10.0,3.0,7.0,2.0,483.203125,exp((x0 * -0.522) ** 3.0 + -1.1308844209474893)
kotanchek,55,EPLEX,26,sympy,saturated,0.0,10.0,3.0,7.0,2.0,487.234375,0.322747685344673 * exp(x0 ** 3.0 * -0.142236648)
kotanchek,56,EPLEX,27,original,saturated,0.0,55.0,13.0,39.0,7.0,567.203125,exp(x0 - exp(0.288 - x1 ** 2.0) - x0 ** 2.0 + (x0 + 0.144 * (exp(x1 + -0.343) * -0.264 + (-5.770373777777778 - exp((x1 ** 2.0 + x1 * (x1 - x1 ** 3.0)) * 0.115 + 1.694)))))
kotanchek,56,EPLEX,27,sympy,saturated,0.001,46.0,9.0,39.0,8.0,509.0625,0.435642283097052 * exp(((x0 * 2.0 - x0 ** 2.0 - 0.0269776062506729 * exp(x1) + exp(0.115 * x1 ** 2.0 * (2.0 - x1 ** 2.0)) * -0.7835330939994751) * exp(x1 ** 2.0) + -1.33375730412338) * exp(x1 ** 2.0 * -1.0))
kotanchek,57,EPLEX,28,original,saturated,0.001,67.0,5.0,54.0,5.0,502.203125,exp(-1.453524946345852 / exp(exp(x0 - x0 ** 2.0) * exp(x0 * 0.7471911420469445 - exp(exp(0.271 - log(abs((-1.468171029137777 - log(abs(exp(log(abs(x0 ** 2.0)) - (x0 - log(abs(exp(x0 - x0 ** 2.0) + x0 ** 3.0)))) - x0)) ** 2.0 - 0.6325474762073634) ** 3.0)) ** 2.0) - x1 ** 2.0)))) ** 3.0
kotanchek,57,EPLEX,28,sympy,missing_timeout,na,na,na,na,na,580.25,na
kotanchek,58,EPLEX,29,original,saturated,0.0,41.0,10.0,39.0,10.0,488.984375,(0.439 + (0.792 - exp(x1 * ((x0 - x1 * (x0 - x1 * (0.087 - x1 * (0.792 + x0)) * -0.044670800000000004)) * 0.158 + -0.391)))) * exp(-0.272 - (x0 - 0.896393) * (x0 - 0.996))
kotanchek,58,EPLEX,29,sympy,saturated,0.0,41.0,11.0,37.0,9.0,488.078125,(0.93784259540159 - 0.761854261089838 * exp(x1 * (0.158 * (x0 - x1 * (x0 - x1 * 0.0446708 * (x1 * (x0 + 0.792) + -0.087))) + -0.391))) * exp((x0 - 0.996) * (0.8963929999999999 - x0))
kotanchek,59,EPLEX,30,original,saturated,0.001,9.0,2.0,7.0,2.0,489.53125,((0.208 * x0) ** 2.0 - 0.592) ** 2.0
kotanchek,59,EPLEX,30,sympy,saturated,0.001,9.0,2.0,7.0,2.0,508.140625,((0.208 * x0) ** 2.0 - 0.592) ** 2.0
kotanchek,90,GOMEA,1,original,saturated,0.001,1.0,1.0,1.0,1.0,508.25,0.01634
kotanchek,90,GOMEA,1,sympy,saturated,0.001,1.0,1.0,1.0,1.0,568.328125,0.01634
kotanchek,91,GOMEA,2,original,saturated,0.001,28.0,5.0,28.0,5.0,482.984375,0.009318 - 0.005377 * (exp(x0 + x0 - x0 * x0) * ((x1 + 0.083) * (x1 + -5.885) * (x1 * 4.74 - x1 * x1)))
kotanchek,91,GOMEA,2,sympy,saturated,0.001,31.0,7.0,31.0,7.0,496.21875,(0.005377 * x1 * (x1 - 5.885) * (x1 - 4.74) * (x1 + 0.083) + 0.009318 * exp(x0 * (x0 - 2.0))) * exp(x0 * (2.0 - x0))
kotanchek,92,GOMEA,3,original,saturated,0.0,23.0,4.0,21.0,4.0,503.171875,8e-05 - (exp(x1) - 15.707 * (x1 + 0.2609027821990195)) * (0.008165 * exp(x0 + x0 - x0 * x0))
kotanchek,92,GOMEA,3,sympy,saturated,0.001,26.0,6.0,26.0,6.0,521.203125,(0.128247655 * x1 - 0.008165 * exp(x1) + 8e-05 * exp(x0 * (x0 - 2.0)) + 0.03346017) * exp(x0 * (2.0 - x0))
kotanchek,93,GOMEA,4,original,saturated,0.001,25.0,5.0,21.0,4.0,464.984375,7.2e-05 + 0.007967 * ((3.9139999999999997 + x1 * 16.047 - exp(x1)) * exp(x0 + x0 - x0 * x0))
kotanchek,93,GOMEA,4,sympy,saturated,0.0,26.0,6.0,26.0,6.0,514.171875,(0.127846449 * x1 - 0.007967 * exp(x1) + 7.2e-05 * exp(x0 * (x0 - 2.0)) + 0.031182838) * exp(x0 * (2.0 - x0))
kotanchek,94,GOMEA,5,original,saturated,0.0,25.0,5.0,23.0,4.0,495.171875,-0.000569 + 0.008219 * (exp(x0 + x0 - x0 * x0) * (x1 + (x1 * 14.48 + 4.5 - exp(x1))))
kotanchek,94,GOMEA,5,sympy,saturated,0.0,26.0,6.0,26.0,6.0,514.078125,(0.12723012 * x1 - 0.008218999999999997 * exp(x1) - 0.000569 * exp(x0 * (x0 - 2.0)) + 0.0369855) * exp(x0 * (2.0 - x0))
kotanchek,95,GOMEA,6,original,saturated,0.001,27.0,3.0,27.0,3.0,502.171875,0.041578 + 0.022505 * ((x0 + x1 - exp(x0) + (4.36 - x1) * (x1 + x1)) * exp(x0 + x0 - x0 * x0))
kotanchek,95,GOMEA,6,sympy,saturated,0.001,36.0,8.0,30.0,6.0,465.203125,(0.022505 * (x0 + x1 * (2.0 * (4.86 - x1)) - exp(x0)) + 0.041578 * exp(x0 * (x0 - 2.0))) * exp(x0 * (2.0 - x0))
kotanchek,96,GOMEA,7,original,saturated,0.001,27.0,5.0,25.0,4.0,567.03125,-0.002373 + 0.007876 * (exp(x0 + x0 - x0 * x0) * (x1 + (x1 * 14.509 + 6.619) - exp(x1) - x0))
kotanchek,96,GOMEA,7,sympy,saturated,0.001,32.0,8.0,28.0,6.0,523.203125,(0.007875999999999998 * (x1 * 15.509 - x0 - exp(x1)) + (0.052131243999999986 + exp(x0 * (x0 - 2.0)) * -0.0023730000000000005)) * exp(x0 * (2.0 - x0))
kotanchek,97,GOMEA,8,original,saturated,0.0,19.0,3.0,19.0,3.0,525.046875,0.040188 - 0.167339 * (exp(0.015843435951321115 - x1 * x1) - exp(x0 + x0 - x0 * x0))
kotanchek,97,GOMEA,8,sympy,saturated,0.0,23.0,6.0,19.0,5.0,510.234375,0.16733899999999996 * exp(x0 * 2.0 - x0 ** 2.0) + (0.04018799999999999 + exp(-1.0 * x1 ** 2.0) * -0.17001133833992502)
kotanchek,98,GOMEA,9,original,saturated,0.001,25.0,7.0,25.0,7.0,513.171875,-0.047292 - ((-7.097 - x1) * (x1 + 4.18) + (14.521 + exp(x1))) * (0.010811 * exp(0.555 * x0 * (1.761 - x0)))
kotanchek,98,GOMEA,9,sympy,saturated,0.001,38.0,11.0,34.0,9.0,522.1875,(0.010810999999999998 * ((x1 + 4.18) * (x1 + 7.097) - exp(x1)) + (-0.15698653100000007 + exp(0.555 * x0 * (x0 - 1.761)) * -0.047292000000000015)) * exp(0.555 * (x0 * (1.761 - x0)))
kotanchek,99,GOMEA,10,original,saturated,0.0,29.0,5.0,27.0,4.0,490.015625,0.001573 - 0.008457 * (exp(x0 + x0 - x0 * x0) * (x1 - x0 - (x1 + 2.4) + (exp(x1) - x1 * 15.584)))
kotanchek,99,GOMEA,10,sympy,saturated,0.0,30.0,7.0,28.0,6.0,509.015625,(0.131793888 * x1 - 0.008457 * (exp(x1) - x0) + (0.001573 * exp(x0 * (x0 - 2.0)) + 0.0202968)) * exp(x0 * (2.0 - x0))
kotanchek,100,GOMEA,11,original,saturated,0.0,21.0,4.0,21.0,4.0,503.25,0.012093 - 0.012131 * (exp(x0 + x0 - x0 * x0) * (-11.765 * x1 + exp(x1 - 0.338)))
kotanchek,100,GOMEA,11,sympy,saturated,0.001,24.0,5.0,24.0,5.0,484.046875,(0.14272121499999998 * x1 - 0.00865177203749406 * exp(x1) + 0.012093 * exp(x0 * (x0 - 2.0))) * exp(x0 * (2.0 - x0))
kotanchek,101,GOMEA,12,original,saturated,0.0,27.0,4.0,23.0,4.0,564.1875,0.010331 - 0.000529 * (exp(x0 + x0 - x0 * x0) * ((exp(x1) - x1 * 16.705) * (18.607 - x1)))
kotanchek,101,GOMEA,12,sympy,saturated,0.001,30.0,7.0,28.0,6.0,489.015625,(0.000529 * ((x1 * 16.705 - exp(x1)) * (18.607 - x1)) + 0.010331 * exp(x0 * (x0 - 2.0))) * exp(x0 * (2.0 - x0))
kotanchek,102,GOMEA,13,original,saturated,0.001,31.0,8.0,29.0,7.0,521.203125,-0.108816 - 6.5e-05 * ((x0 * -8.386 + (-0.898 - x1)) * exp(7.588 - x0) + (x0 - x1) * (32.702 * (x1 + (13.305 - exp(x1)))))
kotanchek,102,GOMEA,13,sympy,missing_timeout,na,na,na,na,na,473.15625,na
kotanchek,103,GOMEA,14,original,saturated,0.001,27.0,4.0,21.0,4.0,489.21875,0.002398 - 0.008408 * ((exp(x1) + (x1 * -15.678 + -3.3)) * exp(x0 + x0 - x0 * x0))
kotanchek,103,GOMEA,14,sympy,saturated,0.001,26.0,6.0,26.0,6.0,510.21875,(0.131820624 * x1 - 0.008408 * exp(x1) + 0.002398 * exp(x0 * (x0 - 2.0)) + 0.0277464) * exp(x0 * (2.0 - x0))
kotanchek,104,GOMEA,15,original,saturated,0.001,25.0,5.0,21.0,4.0,489.03125,0.001058 - 0.008482 * (exp(x0 + x0 - x0 * x0) * (exp(x1) - x1 * 15.294 + -4.062000000000001))
kotanchek,104,GOMEA,15,sympy,saturated,0.001,26.0,6.0,26.0,6.0,490.03125,(0.129723708 * x1 - 0.008482 * exp(x1) + 0.001058 * exp(x0 * (x0 - 2.0)) + 0.034453884) * exp(x0 * (2.0 - x0))
kotanchek,105,GOMEA,16,original,saturated,0.0,26.0,4.0,24.0,3.0,507.203125,0.007824 - (x1 + -4.313) * (0.01274 * (exp(x0 + x0 - x0 * x0) * (x1 * x1 + (x1 + x1))))
kotanchek,105,GOMEA,16,sympy,saturated,0.001,29.0,7.0,27.0,6.0,484.984375,(0.007824 * exp(x0 * (x0 - 2.0)) - 0.012739999999999998 * x1 * (x1 - 4.313) * (2.0 + x1)) * exp(x0 * (2.0 - x0))
kotanchek,106,GOMEA,17,original,saturated,0.001,26.0,5.0,26.0,5.0,489.15625,0.002551 - 0.00774 * (exp(x0 + x0 - x0 * x0) * ((0.548 + x1) * (x1 - 4.287) * (x1 - (-1.26 - x1))))
kotanchek,106,GOMEA,17,sympy,saturated,0.001,33.0,9.0,29.0,7.0,491.96875,(-0.01548 * ((x1 - 4.287) * ((x1 + 0.548) * (x1 + 0.63))) + 0.002551 * exp(x0 * (x0 - 2.0))) * exp(x0 * (2.0 - x0))
kotanchek,107,GOMEA,18,original,saturated,0.001,28.0,3.0,20.0,3.0,491.0,0.002206 + -0.02264 * ((-4.636 + x1) * ((x1 + x1) * exp(x0 + x0 - x0 * x0)))
kotanchek,107,GOMEA,18,sympy,saturated,0.0,25.0,6.0,23.0,5.0,509.015625,(0.04528 * (x1 * (4.636 - x1)) + 0.002206 * exp(x0 * (x0 - 2.0))) * exp(x0 * (2.0 - x0))
kotanchek,108,GOMEA,19,original,saturated,0.001,28.0,5.0,28.0,5.0,488.984375,0.014415 + 0.001055 * (exp(x0 + x0 - x0 * x0) * (x1 * x1 * (x1 + -4.67) * ((x1 + 5.882) * (x1 + -4.779))))
kotanchek,108,GOMEA,19,sympy,saturated,0.001,33.0,7.0,32.0,7.0,488.984375,(0.001055 * x1 ** 2.0 * (x1 - 4.779) * (x1 - 4.67) * (x1 + 5.882) + 0.014415 * exp(x0 * (x0 - 2.0))) * exp(x0 * (2.0 - x0))
kotanchek,109,GOMEA,20,original,saturated,0.001,27.0,5.0,21.0,4.0,485.234375,0.001729 - 0.008336 * (exp(x0 + x0 - x0 * x0) * (x1 * -15.692 + (exp(x1) + -3.517)))
kotanchek,109,GOMEA,20,sympy,saturated,0.001,26.0,6.0,26.0,6.0,503.1875,(0.13080851199999996 * x1 - 0.008336 * exp(x1) + 0.001729 * exp(x0 * (x0 - 2.0)) + 0.029317712) * exp(x0 * (2.0 - x0))
kotanchek,110,GOMEA,21,original,saturated,0.001,25.0,4.0,21.0,4.0,500.1875,-0.000234 - 0.008008 * (exp(x0 + x0 - x0 * x0) * (exp(x1) + (-4.090999999999999 + x1 * -15.925)))
kotanchek,110,GOMEA,21,sympy,saturated,0.0,26.0,6.0,26.0,6.0,490.984375,(0.1275274 * x1 - 0.008008 * exp(x1) - 0.000234 * exp(x0 * (x0 - 2.0)) + 0.032760728) * exp(x0 * (2.0 - x0))
kotanchek,111,GOMEA,22,original,saturated,0.001,24.0,4.0,24.0,4.0,488.984375,0.005151 - (x1 * (x1 * (x1 + -4.022)) + (-1.353 - x1)) * (0.019625 * exp(x0 + x0 - x0 * x0))
kotanchek,111,GOMEA,22,sympy,saturated,0.001,31.0,7.0,28.0,6.0,485.203125,0.019624999999999997 * (exp(x0 * (2.0 - x0)) * (x1 ** 2.0 * (4.021999999999999 - x1) + (x1 + (exp(x0 * (x0 - 2.0)) * 0.2624713375796178 + 1.3529999999999998))))
kotanchek,112,GOMEA,23,original,saturated,0.0,25.0,3.0,25.0,3.0,502.203125,0.027028 + 0.108127 * (exp(x0) * exp(x0) * (x1 * x1 * (x1 + 6.423)) * exp(x0 - x1 - exp(x0)))
kotanchek,112,GOMEA,23,sympy,saturated,0.0,34.0,5.0,31.0,4.0,494.96875,(x1 ** 2.0 * (x1 * 0.108127 + 0.694499721) * exp(2.0 * x0) + 0.027028 * exp(x1 - x0 + exp(x0))) * exp(x0 - x1 - exp(x0))
kotanchek,113,GOMEA,24,original,saturated,0.001,28.0,5.0,26.0,4.0,473.015625,0.01479 + 0.002199 * (exp(x0 + x0 - x0 * x0) * ((-8.631 + (x1 + x1)) * (x1 * x1 * (x1 + -7.883))))
kotanchek,113,GOMEA,24,sympy,saturated,0.001,31.0,7.0,29.0,6.0,491.0,(0.004398 * (x1 ** 1.9999999999999998 * ((x1 - 7.883) * (x1 - 4.3155))) + 0.01479 * exp(x0 * (x0 - 1.9999999999999998))) * exp(x0 * (1.9999999999999998 - x0))
kotanchek,114,GOMEA,25,original,saturated,0.001,26.0,4.0,26.0,4.0,484.28125,0.010559 + 0.013455 * ((4.203 - x1 + 0.022708862776731332) * (x1 * x1 + (x1 + x1)) * exp(x0 + x0 - x0 * x0))
kotanchek,114,GOMEA,25,sympy,saturated,0.0,29.0,7.0,27.0,6.0,485.171875,(0.010559 * exp(x0 * (x0 - 2.0)) - 0.013455 * x1 * (x1 - 4.22570886277673) * (2.0 + x1)) * exp(x0 * (2.0 - x0))
kotanchek,115,GOMEA,26,original,saturated,0.001,25.0,5.0,21.0,4.0,489.09375,-0.00285 + 0.007989 * exp(x0 + x0 - x0 * x0) * (5.454 + (x1 * 15.434999999999999 - exp(x1)))
kotanchek,115,GOMEA,26,sympy,saturated,0.0,26.0,6.0,26.0,6.0,485.109375,(0.123310215 * x1 - 0.007989 * exp(x1) - 0.00285 * exp(x0 * (x0 - 2.0)) + 0.043572006) * exp(x0 * (2.0 - x0))
kotanchek,116,GOMEA,27,original,saturated,0.0,29.0,5.0,25.0,3.0,513.203125,0.0132 - x1 * (x1 * (exp(x0 - x1 - x0 * x0) * (exp(x0) * (x1 * ((5.158 - x1) * -0.076416519)))))
kotanchek,116,GOMEA,27,sympy,saturated,0.001,34.0,4.0,29.0,3.0,483.03125,(x1 ** 3.0 * (0.394156405002 - x1 * 0.076416519) * exp(x0) + 0.0132 * exp(x1 + (x0 ** 2.0 - x0))) * exp(x0 - x0 ** 2.0 - x1)
kotanchek,117,GOMEA,28,original,saturated,0.0,27.0,5.0,23.0,4.0,507.21875,-0.002065 - 0.007572 * (exp(x0 + x0 - x0 * x0) * (-4.688000000000001 - x1 * 17.337 + (x1 + exp(x1))))
kotanchek,117,GOMEA,28,sympy,saturated,0.001,26.0,6.0,26.0,6.0,489.046875,(0.123703764 * x1 - 0.007572 * exp(x1) - 0.002065 * exp(x0 * (x0 - 2.0)) + 0.035497536) * exp(x0 * (2.0 - x0))
kotanchek,118,GOMEA,29,original,saturated,0.0,23.0,5.0,21.0,4.0,489.0,0.000258 - 0.008126 * (exp(x0 + x0 - x0 * x0) * (exp(x1) + -15.806999999999999 * (x1 + 0.25116068830265115)))
kotanchek,118,GOMEA,29,sympy,saturated,0.0,26.0,6.0,26.0,6.0,508.96875,(0.128447682 * x1 - 0.008126 * exp(x1) + 0.000258 * exp(x0 * (x0 - 2.0)) + 0.0322610082220001) * exp(x0 * (2.0 - x0))
kotanchek,119,GOMEA,30,original,saturated,0.0,28.0,6.0,26.0,5.0,488.953125,0.004369 - (11.197 - x1) * (exp(x0 + x0 - x0 * x0) * ((x1 + 1.581) * (x1 * (4.502 - x1) * -0.001442379)))
kotanchek,119,GOMEA,30,sympy,saturated,0.0,28.0,6.0,26.0,5.0,492.0625,0.004369 - (11.197 - x1) * (exp(x0 + x0 - x0 * x0) * ((x1 + 1.581) * (x1 * (4.502 - x1) * -0.001442379)))
kotanchek,120,Operon,1,original,saturated,0.0,49.0,14.0,33.0,8.0,489.078125,-6.445771578e-05 + (x1 * (x1 * x1 + 0.2513057822290573) + 0.5279611222045847) * (exp(1.9995476007461548 * x0) * ((17.63513831255143 + x1 * (x1 + -8.343269227198043)) / exp(0.999705792384703 * (x0 * x0))) * 0.005728173365985096)
kotanchek,120,Operon,1,sympy,saturated,0.0,48.0,12.0,38.0,9.0,514.234375,((x1 ** 2.0 - x1 * 8.343269227198043 + 17.63513831255143) * (x1 ** 3.0 + x1 * 0.25130578222905736 + 0.5279611222045847) * 0.005728173365985094 * exp(1.9995476007461548 * x0) + exp(0.999705792384703 * x0 ** 2.0) * -6.445771578e-05) * exp(x0 ** 2.0 * -0.999705792384703)
kotanchek,121,Operon,2,original,saturated,0.001,47.0,13.0,37.0,10.0,503.96875,0.0019190539605916 + (x1 * (x1 + -1.3333569413975992) + 1.5873269702501887) * (exp(3.060275077819824 * x0) * 18.301775890134763) / exp(exp(x0 * 0.4211926460266113 + 1.6726008653640747) + exp(x0 * -1.2979059219360352) + x1 * (x1 * 0.4271978216173871 + -1.3422309160232544))
kotanchek,121,Operon,2,sympy,saturated,0.001,51.0,14.0,45.0,12.0,515.171875,(18.301775890134767 * x1 ** 2.0 - x1 * 24.402799923014413 + 29.05090247388557) * exp(3.060275077819824 * x0 + (-1.0 + (x1 * 1.3422309160232544 - x1 ** 2.0 * 0.42719782161738706 - 5.326002013081032 * exp(x0 * 0.4211926460266113)) * exp(x0 * 1.2979059219360352)) * exp(x0 * -1.2979059219360352)) + 0.0019190539605916
