dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,n_rank,source_orig_parsed_expr,source_orig_parsed_n_params,source_before_nodes,before_status,before_after_params,before_rank_gap,before_parsed_rank_gap,before_parsed_after_params,before_runtime_ms,before_peak_rss_mb,before_passes,before_egraph_total_size,before_rendered,after_status,after_after_params,after_rank_gap,after_parsed_rank_gap,after_parsed_after_params,after_runtime_ms,after_peak_rss_mb,after_passes,after_egraph_total_size,after_rendered,agent_status,conclusion_kind,new_rule_family,proposed_rule,proof_summary,remaining_gap_notes,longer_probe_status,longer_probe_after_params,longer_probe_rank_gap,longer_probe_improved,longer_probe_reached_rank,longer_probe_runtime_ms,longer_probe_peak_rss_mb,before_rank_miss,after_rank_miss,param_delta,rank_gap_delta,missing_rank,execution_issue,fixed_by_extra_rules,still_missed,newly_missed,under_rank,regressed_params,outcome,remaining_issue
pagie,118,GOMEA,29,sympy,GP-GOMEA,3.0,-2.85570358866897 * exp(x0 - exp(x0)) - 2.37338748595467 * exp(x1 - exp(x1)) + 2.072676,3.0,19.0,saturated,3.0,0.0,0.0,3.0,66.2325419834815,109.671875,2.0,90.0,-2.85570358866897 * exp(x0 - exp(x0)) + -2.37338748595467 * exp(x1 - exp(x1)) + 2.072676,saturated,3.0,0.0,0.0,3.0,92.5415410019923,112.09375,2.0,240.0,-2.85570358866897 * exp(x0 - exp(x0)) + -2.37338748595467 * exp(x1 - exp(x1)) + 2.072676,na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,110,GOMEA,21,sympy,GP-GOMEA,3.0,1.950389 - 1.1087990000175 * exp(-1.0 * x1 ** 2.0) - 1.11097614346804 * exp(-1.0 * x0 ** 2.0),3.0,19.0,saturated,3.0,0.0,0.0,3.0,40.52358400076628,110.140625,1.0,158.0,1.950389 - 1.1087990000175 * exp(-1.0 * x1 ** 2.0) - 1.11097614346804 * exp(-1.0 * x0 ** 2.0),saturated,3.0,0.0,0.0,3.0,89.32425000239164,106.40625,1.0,491.0,1.950389 - 1.1087990000175 * exp(-1.0 * x1 ** 2.0) - 1.11097614346804 * exp(-1.0 * x0 ** 2.0),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,92,GOMEA,3,sympy,GP-GOMEA,3.0,1.950381 - 1.10609193829701 * exp(-1.0 * x1 ** 2.0) - 1.11386174445997 * exp(-1.0 * x0 ** 2.0),3.0,19.0,saturated,3.0,0.0,0.0,3.0,38.01208399818279,109.328125,1.0,138.0,1.950381 - 1.10609193829701 * exp(-1.0 * x1 ** 2.0) - 1.11386174445997 * exp(-1.0 * x0 ** 2.0),saturated,3.0,0.0,0.0,3.0,96.4717499737162,112.328125,1.0,454.0,1.950381 - 1.10609193829701 * exp(-1.0 * x1 ** 2.0) - 1.11386174445997 * exp(-1.0 * x0 ** 2.0),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,100,GOMEA,11,sympy,GP-GOMEA,3.0,1.950391 - 1.12525747907577 * exp(-1.0 * x1 ** 2.0) - 1.12413278403794 * exp(-1.0 * x0 ** 2.0),3.0,19.0,saturated,3.0,0.0,0.0,3.0,37.43716698954813,109.796875,1.0,148.0,1.950391 - 1.12525747907577 * exp(-1.0 * x1 ** 2.0) - 1.12413278403794 * exp(-1.0 * x0 ** 2.0),saturated,3.0,0.0,0.0,3.0,77.36554098664783,100.203125,1.0,410.0,1.950391 - 1.12525747907577 * exp(-1.0 * x1 ** 2.0) - 1.12413278403794 * exp(-1.0 * x0 ** 2.0),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,109,GOMEA,20,sympy,GP-GOMEA,3.0,1.949837 - 1.03053134177528 * exp(-1.0 * x1 ** 2.0) - 1.10746601366406 * exp(-1.0 * x0 ** 2.0),3.0,19.0,saturated,3.0,0.0,0.0,3.0,40.78162499354221,109.8125,1.0,148.0,1.949837 - 1.03053134177528 * exp(-1.0 * x1 ** 2.0) - 1.10746601366406 * exp(-1.0 * x0 ** 2.0),saturated,3.0,0.0,0.0,3.0,101.7215000174474,112.546875,1.0,495.0,1.949837 - 1.03053134177528 * exp(-1.0 * x1 ** 2.0) - 1.10746601366406 * exp(-1.0 * x0 ** 2.0),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,111,GOMEA,22,sympy,GP-GOMEA,3.0,1.93893 - 1.25847384938469 * exp(-1.0 * x1 ** 2.0) - 0.879765183704653 * exp(-1.0 * x0 ** 2.0),3.0,19.0,saturated,3.0,0.0,0.0,3.0,37.812208000104874,109.890625,1.0,138.0,1.93893 - 1.25847384938469 * exp(-1.0 * x1 ** 2.0) - 0.879765183704653 * exp(-1.0 * x0 ** 2.0),saturated,3.0,0.0,0.0,3.0,89.03141599148512,104.015625,1.0,382.0,1.93893 - 1.25847384938469 * exp(-1.0 * x1 ** 2.0) - 0.879765183704653 * exp(-1.0 * x0 ** 2.0),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,96,GOMEA,7,sympy,GP-GOMEA,3.0,1.918745 - 1.31069583571551 * exp(-1.0 * x1 ** 2.0) - 0.701564925378973 * exp(-1.0 * x0 ** 2.0),3.0,19.0,saturated,3.0,0.0,0.0,3.0,40.12787499232218,109.734375,1.0,138.0,1.918745 - 1.31069583571551 * exp(-1.0 * x1 ** 2.0) - 0.701564925378973 * exp(-1.0 * x0 ** 2.0),saturated,3.0,0.0,0.0,3.0,90.76195899979211,112.578125,1.0,504.0,1.918745 - 1.31069583571551 * exp(-1.0 * x1 ** 2.0) - 0.701564925378973 * exp(-1.0 * x0 ** 2.0),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,114,GOMEA,25,sympy,GP-GOMEA,3.0,-2.611492 * exp(x1 - exp(x1)) + 2.015663 - 1.12628173318904 * exp(-1.0 * x0 ** 2.0),3.0,20.0,saturated,3.0,0.0,0.0,3.0,40.21845801617019,109.1875,1.0,118.0,-2.611492 * exp(x1 - exp(x1)) + 2.015663 - 1.12628173318904 * exp(-1.0 * x0 ** 2.0),saturated,3.0,0.0,0.0,3.0,67.991207994055,100.40625,1.0,248.0,-2.611492 * exp(x1 - exp(x1)) + 2.015663 - 1.12628173318904 * exp(-1.0 * x0 ** 2.0),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,4,Bingo,5,sympy,Bingo,3.0,0.3424256684358176 * log((x1 ** 2.0 * (248.92555522398015 * x0 - x1) + log(x0)) / x1) - 0.7617093798419142,3.0,21.0,saturated,3.0,0.0,0.0,3.0,31.35795798152685,108.84375,1.0,45.0,0.3424256684358176 * log((x1 ** 2.0 * (248.92555522398015 * x0 - x1) + log(x0)) / x1) - 0.7617093798419142,saturated,3.0,0.0,0.0,3.0,46.862666989909485,110.578125,1.0,45.0,0.3424256684358176 * log((x1 ** 2.0 * (248.92555522398015 * x0 - x1) + log(x0)) / x1) - 0.7617093798419142,na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,97,GOMEA,8,sympy,GP-GOMEA,3.0,0.167339 * exp(-1.0 * x0 ** 2.0 + 2.0 * x0) + 0.040188 - 0.170011338339925 * exp(-1.0 * x1 ** 2.0),3.0,23.0,saturated,3.0,0.0,0.0,3.0,92.36191702075304,105.703125,2.0,120.0,0.167339 * exp(2.0 * x0 - x0 ** 2.0) + 0.040188 - 0.170011338339925 * exp(-1.0 * x1 ** 2.0),saturated,3.0,0.0,0.0,3.0,209.9133330048062,115.09375,2.0,310.0,0.167339 * exp(2.0 * x0 - x0 ** 2.0) + 0.040188 - 0.170011338339925 * exp(-1.0 * x1 ** 2.0),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,4,Bingo,5,original,Bingo,3.0,-0.7617093798419142 + 0.3424256684358176 * log(abs(x1 * (249.92555522398015 * x0 + x1 ** (-2.0) * log(abs(x0)) - (x0 + x1)))),3.0,23.0,saturated,3.0,0.0,0.0,3.0,34.252541983732954,108.703125,1.0,43.0,-0.7617093798419142 + 0.3424256684358176 * log(abs(x1 * (249.92555522398015 * x0 + x1 ** (-2.0) * log(abs(x0)) - (x0 + x1)))),saturated,3.0,0.0,0.0,3.0,54.77933402289637,110.03125,1.0,54.0,-0.7617093798419142 + 0.3424256684358176 * log(abs(x1 * (249.92555522398015 * x0 + x1 ** (-2.0) * log(abs(x0)) - (x0 + x1)))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,100,GOMEA,11,sympy,GP-GOMEA,3.0,(0.142721215 * x1 - 0.00865177203749406 * exp(x1) + 0.012093 * exp(x0 * (x0 - 2.0))) * exp(x0 * (2.0 - x0)),3.0,24.0,saturated,3.0,0.0,0.0,3.0,73.82120899274014,106.09375,2.0,224.0,(0.142721215 * x1 + -0.00865177203749406 * exp(x1) + 0.012093 * exp(x0 * (x0 + -2.0))) * exp(x0 * (2.0 - x0)),saturated,3.0,0.0,0.0,3.0,789.183458982734,132.90625,2.0,6209.0,(0.142721215 * x1 + -0.00865177203749406 * exp(x1) + 0.012093 * exp(x0 * (x0 + -2.0))) * exp(x0 * (2.0 - x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,15,Bingo,15,original,Bingo,4.0,-0.009079799107138235 + 0.973619601464109 * (-1.1573239810414302 + x1 ** (-2.0) + exp(x0) + -2.0 * log(abs(x0))) ** (-1.0),3.0,24.0,saturated,3.0,-1.0,-1.0,3.0,32.596625009318814,108.9375,1.0,89.0,-0.009079799107138235 + 0.973619601464109 * (-1.1573239810414302 + x1 ** (-2.0) + exp(x0) + -2.0 * log(abs(x0))) ** (-1.0),saturated,3.0,-1.0,-1.0,3.0,115.13287498382851,111.109375,1.0,156.0,-0.009079799107138235 + 0.973619601464109 * (-1.1573239810414302 + x1 ** (-2.0) + exp(x0) + -2.0 * log(abs(x0))) ** (-1.0),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,True,False,under_rank,na
kotanchek,107,GOMEA,18,sympy,GP-GOMEA,3.0,(-0.04528 * x1 * (x1 - 4.636) + 0.002206 * exp(x0 * (x0 - 2.0))) * exp(x0 * (2.0 - x0)),3.0,25.0,saturated,3.0,0.0,0.0,3.0,57.691541995154694,109.921875,2.0,85.0,(-0.04528 * x1 * (x1 + -4.636) + 0.002206 * exp(x0 * (x0 + -2.0))) * exp(x0 * (2.0 - x0)),saturated,3.0,0.0,0.0,3.0,138.27920900075696,113.65625,2.0,711.0,(-0.04528 * x1 * (x1 + -4.636) + 0.002206 * exp(x0 * (x0 + -2.0))) * exp(x0 * (2.0 - x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,159,SBP,10,sympy,SBP,3.0,(-0.043497 * x1 * (x1 - 4.719) + 0.001314 * exp(x0 * (x0 - 2.0))) * exp(x0 * (2.0 - x0)),3.0,25.0,saturated,3.0,0.0,0.0,3.0,52.411750017199665,108.890625,2.0,85.0,(-0.043497 * x1 * (x1 + -4.719) + 0.001314 * exp(x0 * (x0 + -2.0))) * exp(x0 * (2.0 - x0)),saturated,3.0,0.0,0.0,3.0,154.0562080044765,113.90625,2.0,699.0,(-0.043497 * x1 * (x1 + -4.719) + 0.001314 * exp(x0 * (x0 + -2.0))) * exp(x0 * (2.0 - x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,112,GOMEA,23,original,GP-GOMEA,3.0,0.027028 + 0.108127 * (exp(x0) * exp(x0) * (x1 * x1 * (x1 + 6.423)) * exp(x0 - x1 - exp(x0))),3.0,25.0,saturated,3.0,0.0,0.0,3.0,68.66904100752436,110.109375,1.0,801.0,0.027028 + 0.108127 * (exp(x0) * exp(x0) * (x1 * x1 * (x1 + 6.423)) * exp(x0 - x1 - exp(x0))),saturated,3.0,0.0,0.0,3.0,127.12462502531709,114.078125,2.0,147.0,0.027028 + 0.108127 * (exp(x0 - x1 - exp(x0) + (x0 + x0)) * (x1 * x1 * (x1 + 6.423))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,18,Bingo,18,original,Bingo,4.0,(0.6342565001176109 + x0 * (exp(x0) - x0)) * (1.9932377603672047 * x1 ** (-2.0) + exp(x0) * exp(exp(x0) - x0) ** (-1.0) + 0.5982795866023631 * exp(exp(x0) - x0)) ** (-1.0),3.0,26.0,saturated,3.0,-1.0,-1.0,3.0,43.81554198334925,109.75,1.0,62.0,(0.6342565001176109 + x0 * (exp(x0) - x0)) * (1.9932377603672047 * x1 ** (-2.0) + exp(x0) * exp(exp(x0) - x0) ** (-1.0) + 0.5982795866023631 * exp(exp(x0) - x0)) ** (-1.0),saturated,3.0,-1.0,-1.0,3.0,403.5166669928003,122.5625,1.0,3983.0,(0.6342565001176109 + x0 * (exp(x0) - x0)) * (1.9932377603672047 * x1 ** (-2.0) + exp(x0) * exp(exp(x0) - x0) ** (-1.0) + 0.5982795866023631 * exp(exp(x0) - x0)) ** (-1.0),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,True,False,under_rank,na
kotanchek,95,GOMEA,6,original,GP-GOMEA,3.0,0.041578 + 0.022505 * ((x0 + x1 - exp(x0) + (4.36 - x1) * (x1 + x1)) * exp(x0 + x0 - x0 * x0)),3.0,27.0,saturated,3.0,0.0,0.0,3.0,35.938333021476865,108.984375,1.0,45.0,0.041578 + 0.022505 * ((x0 + x1 - exp(x0) + (4.36 - x1) * (x1 + x1)) * exp(x0 + x0 - x0 * x0)),saturated,3.0,0.0,0.0,3.0,48.66562498500571,110.453125,1.0,45.0,0.041578 + 0.022505 * ((x0 + x1 - exp(x0) + (4.36 - x1) * (x1 + x1)) * exp(x0 + x0 - x0 * x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,107,GOMEA,18,original,GP-GOMEA,3.0,0.002206 + 0.02264 * ((x0 * x0 - x0 * x0 - (-4.636 + x1) * (x1 + x1)) * exp(x0 + x0 - x0 * x0)),3.0,28.0,saturated,3.0,0.0,0.0,3.0,71.66645899997093,109.453125,2.0,75.0,0.002206 + 0.02264 * ((4.636 - x1) * (x1 + x1) * exp(x0 + x0 - x0 * x0)),saturated,3.0,0.0,0.0,3.0,86.14816699991934,100.984375,2.0,76.0,0.002206 + -0.02264 * ((-4.636 + x1) * (x1 + x1)) * exp(x0 + x0 - x0 * x0),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,156,SBP,7,original,SBP,3.0,0.112902 - 0.007452 * (x0 * (x1 * x0) + ((x0 - x1 + x0) * x0 + x1 * -20.819) - (x0 - exp(x1)) + x1),3.0,28.0,saturated,3.0,0.0,0.0,3.0,78.39095799135976,110.109375,2.0,111.0,0.007452 * (15.150563607085346 - x0 * (x1 * x0 + (x0 - x1 + x0)) - x1 * -20.819 + (x0 - exp(x1)) - x1),saturated,3.0,0.0,0.0,3.0,207.7079160080757,116.171875,2.0,365.0,0.007452 * (15.150563607085346 - x0 * (x1 * x0 + (x0 - x1 + x0)) - x1 * -20.819 + (x0 - exp(x1)) - x1),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,10,Bingo,10,original,Bingo,4.0,0.03943336488999562 * (x1 * ((x0 * x0 + x1) * (0.12426947579595604 + 0.046906498950706255 * (x1 + 4.0 * (x1 * x1) + exp(x0 * x0)) - log(abs(x1))) ** (-1.0))),3.0,28.0,saturated,3.0,-1.0,-1.0,3.0,56.36441698879935,109.96875,2.0,138.0,0.03943336488999562 * (x1 * ((x0 * x0 + x1) * (0.046906498950706255 * (x1 + 4.0 * (x1 * x1) + exp(x0 * x0) + 2.649301878755651) - log(abs(x1))) ** (-1.0))),saturated,3.0,-1.0,-1.0,3.0,206.20475002215244,111.5,2.0,215.0,0.03943336488999562 * (x1 * ((x0 * x0 + x1) * (0.046906498950706255 * (x1 + 4.0 * (x1 * x1) + exp(x0 * x0) + 2.649301878755651) - log(abs(x1))) ** (-1.0))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,True,False,under_rank,na
kotanchek,105,GOMEA,16,sympy,GP-GOMEA,3.0,(-0.01274 * x1 * (x1 - 4.313) * (x1 + 2.0) + 0.007824 * exp(x0 * (x0 - 2.0))) * exp(x0 * (2.0 - x0)),3.0,29.0,saturated,3.0,0.0,0.0,3.0,78.28720798715949,107.140625,2.0,153.0,(-0.01274 * x1 * (x1 + -4.313) * (x1 + 2.0) + 0.007824 * exp(x0 * (x0 + -2.0))) * exp(x0 * (2.0 - x0)),saturated,3.0,0.0,0.0,3.0,170.73604199686088,114.3125,2.0,844.0,(-0.01274 * x1 * (x1 + -4.313) * (x1 + 2.0) + 0.007824 * exp(x0 * (x0 + -2.0))) * exp(x0 * (2.0 - x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,15,Bingo,15,sympy,Bingo,4.0,-0.009079799107138235 + 0.973619601464109 / (exp(x0) - 2.0 * log(x0) - 1.1573239810414302 + x1 ** (-2.0)),3.0,29.0,saturated,3.0,-1.0,-1.0,3.0,54.00762500357814,109.9375,2.0,77.0,-0.009079799107138235 + 0.973619601464109 / (exp(x0) + -2.0 * log(x0) + -1.1573239810414302 + x1 ** (-2.0)),saturated,3.0,-1.0,-1.0,3.0,138.65420801448636,111.0,2.0,154.0,-0.009079799107138235 + 0.973619601464109 / (exp(x0) + -2.0 * log(x0) + -1.1573239810414302 + x1 ** (-2.0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,True,False,under_rank,na
kotanchek,114,GOMEA,25,sympy,GP-GOMEA,3.0,(-0.013455 * x1 * (x1 - 4.22570886277673) * (x1 + 2.0) + 0.010559 * exp(x0 * (x0 - 2.0))) * exp(x0 * (2.0 - x0)),3.0,29.0,saturated,3.0,0.0,0.0,3.0,75.5226670007687,109.28125,2.0,153.0,(-0.013455 * x1 * (x1 + -4.22570886277673) * (x1 + 2.0) + 0.010559 * exp(x0 * (x0 + -2.0))) * exp(x0 * (2.0 - x0)),saturated,3.0,0.0,0.0,3.0,204.73829199909233,114.078125,2.0,853.0,(-0.013455 * x1 * (x1 + -4.22570886277673) * (x1 + 2.0) + 0.010559 * exp(x0 * (x0 + -2.0))) * exp(x0 * (2.0 - x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,22,Bingo,22,original,Bingo,6.0,0.6877488188414488 * exp(2.0 * x0 - (x0 * x0 + (-0.8494111690013563 - x1) * (-0.2000198424296049 - x1) ** (-1.0))),3.0,29.0,saturated,3.0,-3.0,-3.0,3.0,42.356207995908335,109.453125,2.0,27.0,0.6877488188414488 * exp(2.0 * x0 - x0 * x0 - (-0.8494111690013563 - x1) * (-0.2000198424296049 - x1) ** (-1.0)),saturated,3.0,-3.0,-3.0,3.0,73.26383399777114,110.34375,2.0,27.0,0.6877488188414488 * exp(2.0 * x0 - x0 * x0 - (-0.8494111690013563 - x1) * (-0.2000198424296049 - x1) ** (-1.0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,True,False,under_rank,na
pagie,21,Bingo,21,sympy,Bingo,4.0,log(log(10.039948113913963 * x0 ** 2.0 * x1 ** 2.0 * (0.00013382768590600595 * log(x0 * x1) + 1.0) ** 2.0 + 5.852257156264611)),3.0,29.0,saturated,3.0,-1.0,-1.0,3.0,59.49204199714586,109.5625,2.0,90.0,10.039948113913963 * x0 ** 2.0 * x1 ** 2.0 * (0.00013382768590600595 * log(x0 * x1) + 1.0) ** 2.0 + 5.852257156264611,saturated,3.0,-1.0,-1.0,3.0,117.53958399640396,110.359375,2.0,90.0,10.039948113913963 * x0 ** 2.0 * x1 ** 2.0 * (0.00013382768590600595 * log(x0 * x1) + 1.0) ** 2.0 + 5.852257156264611,na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,True,False,under_rank,na
kotanchek,18,Bingo,18,sympy,Bingo,4.0,x1 ** 2.0 * (-1.0 * x0 * (x0 - exp(x0)) + 0.6342565001176109) * exp(x0 - exp(x0)) / (x1 ** 2.0 * exp(3.0 * x0 - 2.0 * exp(x0)) + 0.5982795866023631 * x1 ** 2.0 + 1.9932377603672047 * exp(x0 - exp(x0))),3.0,29.0,saturated,3.0,-1.0,-1.0,3.0,97.7428749902174,110.90625,2.0,112.0,x1 ** 2.0 * (0.6342565001176109 - (x0 - exp(x0)) * x0) * exp(x0 - exp(x0)) / (x1 ** 2.0 * (exp(3.0 * x0 - 2.0 * exp(x0)) + 0.5982795866023631) + 1.9932377603672047 * exp(x0 - exp(x0))),saturated,3.0,-1.0,-1.0,3.0,464.4187090161722,124.453125,2.0,303.0,x1 ** 2.0 * (0.6342565001176109 - (x0 - exp(x0)) * x0) * exp(x0 - exp(x0)) / (x1 ** 2.0 * (exp(3.0 * x0 - 2.0 * exp(x0)) + 0.5982795866023631) + 1.9932377603672047 * exp(x0 - exp(x0))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,True,False,under_rank,na
kotanchek,9,Bingo,9,sympy,Bingo,3.0,(x1 + 0.4137631538437465) * exp(2.0 * x0) / (3.396536372521252 * (x1 + 0.4137631538437465) * exp(x0) + exp(exp(x0))),3.0,32.0,saturated,3.0,0.0,0.0,3.0,28.843834006693218,109.609375,1.0,40.0,(x1 + 0.4137631538437465) * exp(2.0 * x0) / (3.396536372521252 * (x1 + 0.4137631538437465) * exp(x0) + exp(exp(x0))),saturated,3.0,0.0,0.0,3.0,50.23833300219849,110.765625,1.0,87.0,(x1 + 0.4137631538437465) * exp(2.0 * x0) / (3.396536372521252 * (x1 + 0.4137631538437465) * exp(x0) + exp(exp(x0))),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,112,GOMEA,23,sympy,GP-GOMEA,3.0,(x1 ** 2.0 * (0.108127 * x1 + 0.694499721) * exp(2.0 * x0) + 0.027028 * exp(-1.0 * x0 + x1 + exp(x0))) * exp(x0 - x1 - exp(x0)),3.0,34.0,saturated,3.0,0.0,0.0,3.0,76.59345801221207,110.234375,2.0,159.0,(x1 ** 2.0 * (0.108127 * x1 + 0.694499721) * exp(2.0 * x0) + 0.027028 * exp(x1 - x0 + exp(x0))) * exp(x0 - x1 - exp(x0)),saturated,3.0,0.0,0.0,3.0,595.1328749943059,132.28125,2.0,755.0,(x1 ** 2.0 * (0.108127 * (x1 + 6.423)) * exp(2.0 * x0) + 0.027028 * exp(x1 - x0 + exp(x0))) * exp(x0 - x1 - exp(x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
kotanchek,116,GOMEA,27,sympy,GP-GOMEA,3.0,(x1 ** 3.0 * (0.394156405002 - 0.076416519 * x1) * exp(x0) + 0.0132 * exp(x0 ** 2.0 - x0 + x1)) * exp(-1.0 * x0 ** 2.0 + x0 - x1),3.0,34.0,saturated,3.0,0.0,0.0,3.0,85.22941698902287,108.78125,2.0,159.0,(x1 ** 3.0 * (0.394156405002 + -0.076416519 * x1) * exp(x0) + 0.0132 * exp(x0 ** 2.0 - x0 + x1)) * exp(x0 - x0 ** 2.0 - x1),saturated,3.0,0.0,0.0,3.0,743.3758749975823,129.921875,2.0,841.0,(x1 ** 3.0 * (0.076416519 * (5.1579999999999995 - x1)) * exp(x0) + 0.0132 * exp(x0 ** 2.0 - x0 + x1)) * exp(x0 - x0 ** 2.0 - x1),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,False,False,unchanged_ranked,na
pagie,26,Bingo,26,original,Bingo,8.0,-1668.413725381717 + 0.35562720568200606 * (4695.7060144269335 + log(abs(x1)) - exp(1.0 - x0 * x0)),3.0,53.0,saturated,3.0,-5.0,-5.0,3.0,31.027790973894295,108.59375,1.0,31.0,-1668.413725381717 + 0.35562720568200606 * (4695.7060144269335 + log(abs(x1)) - exp(1.0 - x0 * x0)),saturated,3.0,-5.0,-5.0,3.0,40.62783301924355,101.125,1.0,36.0,-1668.413725381717 + 0.35562720568200606 * (4695.7060144269335 + log(abs(x1)) - exp(1.0 - x0 * x0)),na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,True,False,under_rank,na
pagie,26,Bingo,26,sympy,Bingo,8.0,-0.35562720568200606 * exp(1.0 - x0 ** 2.0) + 0.35562720568200606 * log(x1) + 1.5070832331229962,3.0,77.0,saturated,2.0,-6.0,-6.0,2.0,45.39183300221339,109.46875,2.0,28.0,-0.35562720568200606 * (exp(1.0 - x0 ** 2.0) - log(x1)) + 1.5070832331229962,saturated,2.0,-6.0,-6.0,2.0,1473.5928749723826,166.0,2.0,33.0,-0.35562720568200606 * (exp(1.0 - x0 ** 2.0) - log(x1)) + 1.5070832331229962,na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,True,False,under_rank,na
pagie,115,GOMEA,26,original,GP-GOMEA,2.0,1.950387 - 0.0 * (exp(19.402 - x1 * x1) + exp(18.128 + 1.277 - x0 * x0)),4.0,1.0,saturated,1.0,-1.0,-1.0,1.0,38.32612498081289,112.296875,2.0,4.0,1.950387,saturated,1.0,-1.0,-1.0,1.0,57.657458004541695,101.125,2.0,4.0,1.950387,na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,True,False,under_rank,na
pagie,116,GOMEA,27,original,GP-GOMEA,2.0,2.013362 - 0.0 * (exp(x0 + 22.086 - exp(x0)) + exp(6.546 + 14.636 - x1 * x1)),4.0,1.0,saturated,1.0,-1.0,-1.0,1.0,49.74474999471568,109.265625,2.0,4.0,2.013362,saturated,1.0,-1.0,-1.0,1.0,62.098666006932035,100.484375,2.0,4.0,2.013362,na,na,na,na,na,na,na,na,na,na,na,na,na,False,False,0.0,0.0,False,False,False,False,False,True,False,under_rank,na
