dataset,raw_index,algorithm_raw,algo_row,input_kind,variant,status,runtime_ms,before_nodes,before_params,after_nodes,after_params,egraph_total_size,egraph_nodes,eclass_count,passes,extracted_cost,peak_rss_mb,rendered
kotanchek,0,Bingo,1,original,container,saturated,526.969792030286,32.0,4.0,28.0,4.0,60.0,na,na,2.0,28.0,119.265625,0.11064466475608078 - 0.020073090501122322 * (x0 + x1) + 1.426144395698552 * (0.022522799045566234 + x0 ** 2.0) / (2.0 * x0 ** 2.0 + exp(x0 ** 2.0) / x1)
kotanchek,0,Bingo,1,sympy,container,saturated,504.1247920016758,45.0,5.0,43.0,4.0,83.0,na,na,2.0,43.0,120.625,((2.0 * x1 * x0 ** 2.0 + exp(x0 ** 2.0)) * (-0.020073090501122322 * (-5.5120891698213805 + x1 + x0)) + 1.42614439569855 * x1 * (0.022522799045566234 + x0 ** 2.0)) / (2.0 * x1 * x0 ** 2.0 + exp(x0 ** 2.0))
kotanchek,2,Bingo,2,original,container,failed,na,na,na,na,na,na,na,na,na,na,118.5,na
kotanchek,2,Bingo,2,sympy,container,failed,na,na,na,na,na,na,na,na,na,na,119.203125,na
kotanchek,3,Bingo,3,original,container,saturated,241.51733296457678,22.0,5.0,20.0,4.0,14.0,na,na,2.0,20.0,118.75,-0.01768299095097286 - 0.799049025992938 * x0 ** 2.0 * (-0.3212108877413568 + x1 * (-4.734655034994491 + x1)) / exp(2.0 * x0)
kotanchek,3,Bingo,3,sympy,container,saturated,391.7993330396712,25.0,4.0,25.0,4.0,45.0,na,na,2.0,25.0,118.96875,(x0 ** 2.0 * (0.2566632469880581 - 0.7990490259929379 * x1 * (-4.734655034994491 + x1)) - 0.01768299095097286 * exp(2.0 * x0)) * exp(-2.0 * x0)
kotanchek,4,Bingo,4,original,container,saturated,410.7349999831058,20.0,4.0,18.0,4.0,32.0,na,na,2.0,18.0,120.21875,0.9809268653608958 * (0.09927011353254822 + 0.032054508627968 * x1 + x0 * (-0.044758903858526766 + x0 / exp(x0 ** 2.0)))
kotanchek,4,Bingo,4,sympy,container,saturated,433.8626660173759,22.0,4.0,22.0,4.0,84.0,na,na,2.0,22.0,119.703125,0.09737672129150278 - 0.043905211258934373 * x0 + 0.980926865360896 * x0 ** 2.0 * exp(-1.0 * x0 ** 2.0) + 0.03144312866911644 * x1
kotanchek,5,Bingo,5,original,container,saturated,692.1081250184216,30.0,7.0,22.0,5.0,96.0,na,na,2.0,22.0,121.078125,-0.00021014784984354508 + 0.042367459743039855 * (0.0929803245489893 + x1 * (4.739077949578231 - x1)) * (0.00030107193532269384 * x0 + exp(x0 * (2.0 - x0)))
kotanchek,5,Bingo,5,sympy,container,saturated,425.8948750211857,44.0,6.0,36.0,5.0,53.0,na,na,2.0,36.0,119.59375,(-0.00021014784984354508 * exp(x0 * (-2.0 + x0)) - 1.275565309954333e-05 * (3321.465346573016 + x0 * exp(x0 * (-2.0 + x0))) * (-0.092980324549141 + x1 * (-4.739077949578231 + x1))) * exp(x0 * (2.0 - x0))
kotanchek,6,Bingo,6,original,container,saturated,730.0881670089439,31.0,5.0,29.0,5.0,90.0,na,na,2.0,29.0,120.828125,0.051086010221981414 * x0 * (-3.1336047315918334 + x0) ** 2.0 - 0.0016023468635484191 * (-16.203568238912545 + x1 ** 2.0) * (x1 * (3.0428665195745728 * x1 + (x0 - x0 ** 2.0)))
kotanchek,6,Bingo,6,sympy,container,saturated,625.165665987879,33.0,5.0,29.0,5.0,57.0,na,na,2.0,29.0,120.34375,0.0016023468635484191 * x1 * (-3.0428665195745728 * x1 + x0 * (-1.0 + x0)) * (-16.203568238912545 + x1 ** 2.0) + 0.05108601022198137 * x0 * (-3.1336047315918334 + x0) ** 2.0
kotanchek,7,Bingo,7,original,container,saturated,533.3772500162013,29.0,4.0,27.0,3.0,76.0,na,na,2.0,27.0,119.65625,0.02373272556048897 * x1 + 0.31519150907418003 * (3.536500867539311 - x0) / ((x0 - log(abs(x0))) * (exp(x0 - log(abs(x0))) - exp(-0.8913829801942106 / x1)))
kotanchek,7,Bingo,7,sympy,container,saturated,366.47008400177583,24.0,4.0,24.0,3.0,55.0,na,na,2.0,24.0,118.578125,0.02373272556048897 * x1 + 0.31519150907418003 * (-3.536500867539311 + x0) / ((x0 - log(x0)) * (exp(-0.8913829801942106 / x1) - exp(x0) / x0))
kotanchek,8,Bingo,8,original,container,saturated,406.3902919879183,24.0,5.0,22.0,5.0,58.0,na,na,2.0,22.0,118.734375,0.11720391936222797 * x1 * (0.6931234338478329 + x0 * (6.4849819024041455 - x0 - 0.6667403548542734 * (-1.3864562418418644 + x1) ** 2.0)) / exp(x0)
kotanchek,8,Bingo,8,sympy,container,saturated,416.4736249949783,26.0,5.0,24.0,5.0,62.0,na,na,2.0,24.0,119.953125,-0.11720391936222799 * x1 * exp(-1.0 * x0) * (-0.6931234338478329 + x0 * (-6.4849819024041455 + x0 + 0.6667403548542733 * (-1.3864562418418644 + x1) ** 2.0))
kotanchek,9,Bingo,9,original,container,saturated,121.42483302159235,15.0,2.0,15.0,2.0,15.0,na,na,1.0,15.0,116.46875,exp(x0) / (3.396536372521252 + exp(exp(x0)) / (exp(x0) * (0.4137631538437465 + x1)))
kotanchek,9,Bingo,9,sympy,container,saturated,243.91708296025172,21.0,3.0,21.0,3.0,26.0,na,na,2.0,21.0,117.796875,(0.4137631538437465 + x1) * exp(2.0 * x0) / (3.396536372521252 * (0.4137631538437465 + x1) * exp(x0) + exp(exp(x0)))
kotanchek,10,Bingo,10,original,container,saturated,445.1657090103254,30.0,3.0,30.0,3.0,77.0,na,na,2.0,30.0,120.09375,0.03943336488999562 * x1 * (x0 ** 2.0 + x1) / (0.12426947579595604 - log(abs(x1)) + 0.046906498950706255 * (x1 + 4.0 * x1 ** 2.0 + exp(x0 ** 2.0)))
kotanchek,10,Bingo,10,sympy,container,saturated,426.0441670194268,31.0,5.0,29.0,3.0,50.0,na,na,2.0,29.0,119.15625,0.840680199377828 * x1 * (x0 ** 2.0 + x1) / (2.649301878755651 + x1 + 4.0 * x1 ** 2.0 - 21.31900743755985 * log(x1) + exp(x0 ** 2.0))
kotanchek,11,Bingo,11,original,container,saturated,281.8977090064436,26.0,4.0,26.0,4.0,31.0,na,na,2.0,26.0,118.171875,0.2306440753250631 + 0.03139967317000205 * x1 - (-1.1634241022901022 + 1.0 / exp(exp(-1.0 + x0))) * (-1.2522488356336676 + exp(x0 / exp(exp(-1.0 + x0))))
kotanchek,11,Bingo,11,sympy,container,saturated,400.7841249695048,44.0,4.0,42.0,4.0,46.0,na,na,2.0,42.0,119.15625,exp(-1.0 * exp(-1.0 + x0)) * (exp(exp(-1.0 + x0)) * (0.2306440753250631 + 0.03139967317000205 * x1) + (-1.2522488356336676 + exp(x0 * exp(-1.0 * exp(-1.0 + x0)))) * (-1.0 + 1.1634241022901022 * exp(exp(-1.0 + x0))))
kotanchek,12,Bingo,12,original,container,saturated,384.06958302948624,28.0,6.0,28.0,7.0,51.0,na,na,2.0,28.0,118.03125,-0.04106910574307527 * (-77.73480983959469 - 24.34920317612739 * (0.00822065460724008 + x0 ** 2.0) / exp(x0 ** 2.0) + (78.09907550417114 + x0 + 1.0611956406287764 * x1 * (-4.735723943783631 + x1)))
kotanchek,12,Bingo,12,sympy,container,saturated,423.6102499999106,35.0,5.0,35.0,5.0,54.0,na,na,2.0,35.0,121.3125,(0.00822065460724008 + x0 ** 2.0 - (0.014960065097061772 + 0.04106910574307527 * x0 + I * pi + 0.04358235597907372 * x1 * (-4.735723943783631 + x1)) * exp(x0 ** 2.0)) * exp(-1.0 * x0 ** 2.0)
kotanchek,13,Bingo,13,original,container,saturated,329.2777920141816,21.0,7.0,17.0,5.0,26.0,na,na,2.0,17.0,119.21875,0.048649507933321894 * (5.497841183658387 - 1.75758258218711 * x0 + x1) / (0.5779839749676181 + (-1.142010252221088 + x0) ** 2.0)
kotanchek,13,Bingo,13,sympy,container,saturated,304.9352500238456,21.0,6.0,17.0,5.0,24.0,na,na,2.0,17.0,119.0,-0.08550552777558017 * (-3.1280699065741504 + x0 - 0.5689633079747608 * x1) / (0.5779839749676181 + (-1.142010252221088 + x0) ** 2.0)
kotanchek,14,Bingo,14,original,container,saturated,256.3070830074139,22.0,5.0,22.0,5.0,36.0,na,na,2.0,22.0,118.0,(-0.008870475378536939 - 0.0506336679649604 * x1) * log(abs(-9.541496629390634 + 2.0 * x1)) / (x0 - 0.3460574947000204 * (1.0326587094648079 + exp(x0)))
kotanchek,14,Bingo,14,sympy,container,saturated,284.2800419894047,23.0,5.0,21.0,5.0,46.0,na,na,2.0,21.0,119.046875,(0.008870475378536939 + 0.0506336679649604 * x1) * log(-9.541496629390634 + 2.0 * x1) / (0.35735928587754767 - x0 + 0.3460574947000204 * exp(x0))
kotanchek,15,Bingo,15,original,container,saturated,322.83266697777435,20.0,3.0,20.0,2.0,43.0,na,na,2.0,20.0,118.3125,-0.009079799107138235 + 0.973619601464109 / (-1.1573239810414302 + 1.0 / x1 ** 2.0 + exp(x0) - 2.0 * log(abs(x0)))
kotanchek,15,Bingo,15,sympy,container,saturated,289.8100409656763,19.0,3.0,19.0,2.0,42.0,na,na,2.0,19.0,118.734375,-0.009079799107138235 + 0.973619601464109 / (-1.1573239810414302 + exp(x0) + 1.0 / x1 ** 2.0 - 2.0 * log(x0))
kotanchek,16,Bingo,16,original,container,saturated,225.28591699665412,20.0,5.0,18.0,4.0,15.0,na,na,2.0,18.0,118.5625,-5.9611827480310925e-05 - 0.11518537624350336 * (-0.09118792079643674 + x1 * (-4.739082076972427 + x1)) / exp((-1.0 + x0) ** 2.0)
kotanchek,16,Bingo,16,sympy,container,saturated,283.09170895954594,27.0,4.0,27.0,4.0,37.0,na,na,2.0,27.0,118.65625,(0.010503514965800351 - 0.11518537624350338 * x1 * (-4.739082076972427 + x1) - 5.9611827480310925e-05 * exp((-1.0 + x0) ** 2.0)) * exp(-1.0 * (-1.0 + x0) ** 2.0)
kotanchek,17,Bingo,17,original,container,failed,na,na,na,na,na,na,na,na,na,na,115.65625,na
kotanchek,17,Bingo,17,sympy,container,saturated,390.5702500487678,30.0,4.0,32.0,4.0,55.0,na,na,2.0,32.0,118.734375,-0.043254259251228167 * (exp(x0) - x0) * exp(-1.0 * exp(x0) + x0) * (-9.474591845258681 - 15.746718425153597 * x0 - exp(x0) * (exp(x0) - x0) * (-0.17402614857984516 + x1))
kotanchek,18,Bingo,18,original,container,saturated,571.1134159937501,37.0,3.0,35.0,2.0,87.0,na,na,2.0,35.0,120.21875,(0.6342565001176109 - x0 * (x0 - exp(x0))) / (exp(x0) / exp(-1.0 * x0 + exp(x0)) + 0.5982795866023631 * exp(-1.0 * x0 + exp(x0)) + 1.9932377603672047 / x1 ** 2.0)
kotanchek,18,Bingo,18,sympy,container,saturated,682.3062500334345,54.0,3.0,46.0,3.0,109.0,na,na,2.0,46.0,120.46875,x1 ** 2.0 * exp(x0 - exp(x0)) * (0.6342565001176109 - x0 * (x0 - exp(x0))) / (0.5982795866023631 * x1 ** 2.0 + x1 ** 2.0 * exp(3.0 * x0 - 2.0 * exp(x0)) + 1.9932377603672047 * exp(x0 - exp(x0)))
kotanchek,19,Bingo,19,original,container,saturated,310.4305000160821,26.0,4.0,22.0,4.0,26.0,na,na,2.0,22.0,119.078125,0.004874455021822982 * (0.6623280966084486 + x1) * (9.896181203737148 + (10.524866972388967 + x0) / exp(x0 * (-2.0 + x0)) - x1 ** 2.0)
kotanchek,19,Bingo,19,sympy,container,saturated,344.36604200163856,31.0,4.0,29.0,4.0,36.0,na,na,2.0,29.0,118.234375,0.004874455021822982 * (0.6623280966084486 + x1) * (10.524866972388967 + x0 + (9.896181203737148 - x1 ** 2.0) * exp(x0 * (-2.0 + x0))) * exp(x0 * (2.0 - x0))
kotanchek,20,Bingo,20,original,container,saturated,269.44720797473565,22.0,5.0,22.0,5.0,31.0,na,na,2.0,22.0,118.015625,-0.03309619870833754 * (-3.819150332778322 + x0 + (0.03907279509253594 + x0 ** 2.0) * (-15.272972634101004 - 7.53747357012547 * x1) / exp(x0 ** 2.0))
kotanchek,20,Bingo,20,sympy,container,saturated,366.6235830169171,31.0,6.0,29.0,5.0,37.0,na,na,2.0,29.0,119.890625,(-0.03309619870833754 * exp(x0 ** 2.0) * (-3.8191503327783223 + x0) + 0.24946172303571493 * (0.03907279509253594 + x0 ** 2.0) * (2.026272131107024 + x1)) * exp(-1.0 * x0 ** 2.0)
kotanchek,21,Bingo,21,original,container,saturated,257.46929203160107,38.0,4.0,30.0,4.0,26.0,na,na,2.0,30.0,117.9375,0.35701166729086253 * (x0 + exp(x0)) / (exp(0.35701166729086253 * (x0 + exp(x0))) - log(abs(0.35701166729086253 * (x0 + exp(x0)))) - 0.17850583364543127 * x0 * exp(x0))
kotanchek,21,Bingo,21,sympy,container,saturated,321.12566696014255,35.0,5.0,29.0,4.0,26.0,na,na,2.0,29.0,117.984375,0.35701166729086253 * (x0 + exp(x0)) / (1.0299868162495163 - 0.17850583364543127 * x0 * exp(x0) + exp(0.35701166729086253 * (x0 + exp(x0))) - log(x0 + exp(x0)))
kotanchek,22,Bingo,22,original,container,saturated,475.7194159901701,22.0,3.0,16.0,3.0,27.0,na,na,2.0,16.0,119.296875,0.6877488188414488 * exp(x0 * (2.0 - x0) - (0.8494111690013563 + x1) / (0.2000198424296049 + x1))
kotanchek,22,Bingo,22,sympy,container,saturated,290.1372500346042,26.0,4.0,20.0,4.0,30.0,na,na,2.0,20.0,118.71875,0.6877488188414488 * exp((-0.8494111690013563 - x1 + x0 * (0.2000198424296049 + x1) * (2.0 - x0)) / (0.2000198424296049 + x1))
kotanchek,23,Bingo,23,original,container,saturated,342.50949998386204,29.0,7.0,27.0,7.0,49.0,na,na,2.0,27.0,119.1875,2.5131784365055503 * (20.83283257582063 + x0 + 0.029475689425325857 * x1 - 0.6569808069960114 * (5.186033678881531 - x0) * (5.714201897136322 + x0 + 0.3979025068313296 * exp(x0))) / exp(x0)
kotanchek,23,Bingo,23,sympy,container,saturated,413.6104580247775,29.0,7.0,29.0,7.0,64.0,na,na,2.0,29.0,119.8125,(52.356625600882786 + 2.5131784365055503 * x0 + 0.07407766706486361 * x1 + 1.65110999734039 * (-5.186033678881531 + x0) * (5.714201897136322 + x0 + 0.3979025068313296 * exp(x0))) * exp(-1.0 * x0)
kotanchek,24,Bingo,24,original,container,saturated,554.3711250065826,40.0,8.0,38.0,8.0,73.0,na,na,2.0,38.0,119.59375,0.006514843839523813 + (0.012790360845057828 - 0.13720269441638683 * (x0 ** 2.0 + x0) * (2.4024045089083383 + x1)) / (-1.5068813313136211 - x0 ** 2.0 - 0.32506758388128154 * exp(x0 ** 2.0)) + exp(-1.5068813313136211 - 0.32506758388128154 * exp(x0 ** 2.0))
kotanchek,24,Bingo,24,sympy,container,saturated,578.6930830217898,38.0,8.0,38.0,8.0,96.0,na,na,2.0,38.0,120.546875,0.006514843839523813 + (-0.012790360845057828 + 0.13720269441638683 * (x0 ** 2.0 + x0) * (2.4024045089083383 + x1)) / (1.5068813313136211 + x0 ** 2.0 + 0.32506758388128154 * exp(x0 ** 2.0)) + 0.22159999840345782 * exp(-0.32506758388128154 * exp(x0 ** 2.0))
kotanchek,25,Bingo,25,original,container,saturated,338.4530830080621,28.0,5.0,26.0,5.0,43.0,na,na,2.0,26.0,118.9375,0.042926148212222445 + 0.038206703422840375 * x0 * (5.566396182362499 + x0) * (0.011789883601234424 + x1) * (4.1139823128908555 + x0 ** 2.0 - x1) / exp(x0 ** 2.0)
kotanchek,25,Bingo,25,sympy,container,saturated,506.79333397420123,33.0,5.0,33.0,5.0,65.0,na,na,2.0,33.0,119.765625,(0.038206703422840375 * x0 * (5.566396182362499 + x0) * (0.011789883601234424 + x1) * (4.1139823128908555 - x1 + x0 ** 2.0) + 0.042926148212222445 * exp(x0 ** 2.0)) * exp(-1.0 * x0 ** 2.0)
kotanchek,26,Bingo,26,original,container,saturated,323.5969169763848,37.0,6.0,33.0,6.0,16.0,na,na,2.0,33.0,119.109375,0.2497806421525048 + 2.0740493172536087 * (-0.3482101992954339 + log(abs(x0 + exp(x0))) / exp(x0)) * (0.11425874178470499 + (-0.00043112406214321176 + log(abs(x0 + exp(x0))) / exp(x0)) * (0.25978586737652176 + x0))
kotanchek,26,Bingo,26,sympy,container,saturated,779.6729170368053,52.0,6.0,44.0,6.0,113.0,na,na,2.0,44.0,122.078125,(0.2497806421525048 * exp(2.0 * x0) - 0.08251824901972855 * (exp(x0) + 8.752065569602333 * (0.25978586737652176 + x0) * (-0.0004311240621432117 * exp(x0) + log(x0 + exp(x0)))) * (exp(x0) - 2.8718285737275733 * log(x0 + exp(x0)))) * exp(-2.0 * x0)
kotanchek,27,Bingo,27,original,container,saturated,561.3358750124462,30.0,5.0,26.0,5.0,90.0,na,na,2.0,26.0,119.859375,-1.9305547847352778 * (0.20556825888097427 - 2.9052829962789213 * x0 - x1 + exp(log(abs(x0)))) / (10.665734721501936 - x0 + 2.057897964881403 * x1 + x0 ** 6.0)
kotanchek,27,Bingo,27,sympy,container,saturated,560.884749982506,23.0,5.0,21.0,5.0,84.0,na,na,2.0,21.0,120.375,(-0.39686078577236517 + 3.678253204741038 * x0 + 1.9305547847352778 * x1) / (10.665734721501936 - x0 + 2.057897964881403 * x1 + x0 ** 6.0)
kotanchek,28,Bingo,28,original,container,saturated,315.240666968748,19.0,4.0,19.0,4.0,41.0,na,na,2.0,19.0,118.71875,(0.20913305449088818 + 0.62938832186819 * x0) * exp(2.665810272148384 * exp(x0) / (-12.800195782530425 + 3.0 * x0 - x1))
kotanchek,28,Bingo,28,sympy,container,saturated,253.0489579658024,19.0,4.0,19.0,4.0,31.0,na,na,2.0,19.0,118.859375,(0.20913305449088818 + 0.62938832186819 * x0) * exp(-2.665810272148384 * exp(x0) / (12.800195782530425 - 3.0 * x0 + x1))
kotanchek,29,Bingo,29,original,container,saturated,596.7889580060728,33.0,6.0,31.0,6.0,79.0,na,na,2.0,31.0,119.65625,0.0023675468006956733 * (-52.61627831646421 + exp(x0)) * (0.2329693368032603 + x1) * (0.02811463293999 * exp(x0) * (-52.61627831646421 + exp(x0)) / (exp(x0) - x0) + x1 / (6.784280947796324 - x1))
kotanchek,29,Bingo,29,sympy,container,saturated,444.9227500008419,42.0,7.0,40.0,7.0,53.0,na,na,2.0,40.0,119.609375,-6.656270926980652e-05 * (-52.61627831646421 + exp(x0)) * (35.56866639996601 * (x0 - exp(x0)) * x1 + exp(x0) * (-6.784280947796324 + x1) * (-52.61627831646421 + exp(x0))) * (0.2329693368032603 + x1) / ((x0 - exp(x0)) * (-6.784280947796324 + x1))
kotanchek,30,EPLEX,1,original,container,saturated,415.502582967747,64.0,15.0,45.0,8.0,29.0,na,na,2.0,45.0,120.59375,1.101323472479368 * (1.504 + x0) * (-0.133875 + x0 * log(abs(0.678 - 0.7942811755361397 * x0 * x1 / exp(x0))) / exp(x0)) * (0.13690459756374873 - log(abs(0.703 - 1.2658227848101264 * x0 ** 2.0 / exp(x0)))) / exp(x0) ** 2.0
kotanchek,30,EPLEX,1,sympy,container,saturated,433.02208301611245,63.0,10.0,55.0,8.0,67.0,na,na,2.0,55.0,121.3125,0.14743967987817494 * (1.504 + x0) * exp(-3.0 * x0) * (-0.13690459756374923 + log(abs(0.703 * exp(-1.0 * x0) * (exp(x0) - 1.8006014008678948 * x0 ** 2.0)))) * (exp(x0) - 7.469654528478068 * x0 * log(abs(0.678 * exp(-1.0 * x0) * (exp(x0) - 1.1715061586078759 * x0 * x1))))
kotanchek,31,EPLEX,2,original,container,saturated,530.0969580421224,56.0,4.0,54.0,3.0,84.0,na,na,2.0,54.0,120.765625,0.798 / (0.33 + (2.0 * x0 + log(abs(x0)) ** 2.0 + exp(x0) + (x0 - x1 ** 2.0 + log(abs(0.732 + x1 ** 6.0)) - (x0 - x0 ** 2.0) ** 2.0) ** 2.0) / (x0 + x1 ** 2.0) + log(abs(0.127 + x0)) ** 2.0)
kotanchek,31,EPLEX,2,sympy,container,saturated,486.5452910307795,64.0,4.0,62.0,4.0,60.0,na,na,2.0,62.0,120.125,0.798 * (x0 + x1 ** 2.0) / (2.0 * x0 + (x0 + x1 ** 2.0) * (0.33 + log(abs(0.127 + x0)) ** 2.0) + (x0 - x1 ** 2.0 + log(abs(0.732 + x1 ** 6.0)) - x0 ** 2.0 * (-1.0 + x0) ** 2.0) ** 2.0 + log(abs(x0)) ** 2.0 + exp(x0))
kotanchek,32,EPLEX,3,original,container,saturated,171.10820795642212,14.0,3.0,10.0,2.0,10.0,na,na,2.0,10.0,116.796875,0.414 / exp(-0.8028160000000001 * (-0.8 + x0) ** 2.0)
kotanchek,32,EPLEX,3,sympy,container,saturated,170.73074996005744,10.0,3.0,10.0,3.0,10.0,na,na,2.0,10.0,116.3125,0.414 * exp(0.802816 * (-0.8 + x0) ** 2.0)
kotanchek,33,EPLEX,4,original,container,saturated,300.2295840415172,34.0,10.0,29.0,9.0,23.0,na,na,2.0,29.0,119.359375,0.014745600000000001 * (0.24 + x1 * (-0.008 + log(abs(-2.7155662626488777 + 0.384 * x1)))) * (0.054253472222222224 + (-1.412 + log(abs(-0.20825333159665155 + 0.268 * x0))) ** 2.0)
kotanchek,33,EPLEX,4,sympy,container,saturated,293.4380840160884,33.0,10.0,29.0,9.0,23.0,na,na,2.0,29.0,119.609375,0.014745600000000003 * (0.24 + x1 * (-0.008 + log(abs(-2.71556626264888 + 0.384 * x1)))) * (0.05425347222222221 + (-1.412 + log(abs(-0.208253331596652 + 0.268 * x0))) ** 2.0)
kotanchek,34,EPLEX,5,original,container,saturated,432.7396670123562,34.0,5.0,30.0,5.0,78.0,na,na,2.0,30.0,121.953125,exp(-0.245314376 + x0 - exp((0.23 * x1) ** 3.0 + 0.479 * (-0.038 + x0 - log(abs(x1)))) - exp(-0.6951491832306184 + log(abs(x0))) ** 3.0)
kotanchek,34,EPLEX,5,sympy,container,saturated,313.52108396822587,36.0,6.0,30.0,5.0,44.0,na,na,2.0,30.0,118.484375,0.782458513394134 * exp(x0 - exp(-2.085447549691855 + 3.0 * log(abs(x0))) - 0.981962655866465 * exp(0.479 * (x0 + 0.025400835073068895 * x1 ** 3.0 - log(abs(x1)))))
kotanchek,35,EPLEX,6,original,container,saturated,682.4042919906788,78.0,9.0,52.0,8.0,89.0,na,na,2.0,52.0,122.328125,exp(1.728e-06 + x0 * (x0 * log(abs(-0.452 - x1 * exp(-1.0 * x0 + (-0.2652989264092079 * x1) ** 3.0))) - exp(0.9732422709999999 + log(abs(exp(0.5117085777865424 - x0) - x1 * exp(-0.373 - x0)))) + exp(-1.273 - x0)) - exp(0.5246769474391045 - 2.0 * x0))
kotanchek,35,EPLEX,6,sympy,container,saturated,799.1545830154791,67.0,9.0,65.0,9.0,110.0,na,na,2.0,65.0,122.28125,1.00000172800149 * exp((-1.68991282952018 + x0 * exp(x0) * (0.279990389392548 + exp(x0) * (x0 * log(abs((-1.0 * x1 - 0.452 * exp(x0 + 0.0186726723867845 * x1 ** 3.0)) * exp(-1.0 * x0 - 0.0186726723867845 * x1 ** 3.0))) - 2.64651127063146 * exp(log(abs((1.66813890656534 - 0.688665232843956 * x1) * exp(-1.0 * x0))))))) * exp(-2.0 * x0))
kotanchek,36,EPLEX,7,original,container,saturated,827.6453749858774,71.0,15.0,45.0,7.0,108.0,na,na,2.0,45.0,121.953125,0.222 * log(abs(log(abs(-0.12699999999999995 + 0.12018799818485389 * log(abs(-0.7424404749474959 - x1 - ((x0 - 0.178 * log(abs(log(abs(-0.0050000000000000044 - exp(-0.0020000000000000295 * x0) / exp(exp(exp(x1))) ** 3.0)))) ** 3.0) ** 2.0) ** 2.0)))))) ** 2.0
kotanchek,36,EPLEX,7,sympy,container,saturated,520.7133750081994,50.0,7.0,45.0,8.0,84.0,na,na,2.0,45.0,120.921875,0.222 * log(abs(log(abs(-0.127 + 0.120187998184854 * log(abs(-0.7424404749474961 - x1 - 1.0000000000000002 * (x0 - 0.178 * log(abs(log(abs(-0.005 - exp(-0.00200000000000003 * x0) / exp(exp(exp(x1))) ** 3.0)))) ** 3.0) ** 4.0)))))) ** 2.0
kotanchek,37,EPLEX,8,original,container,saturated,918.5985419899225,69.0,13.0,44.0,9.0,101.0,na,na,2.0,44.0,123.1875,(0.13124828660995402 + 0.6916151489960518 * x1 * exp(log(abs(1.0080320855042735 - 0.21299999999999997 * x1))) * (3.15960816490001 - x0 - 2.718281828459045 / exp(0.276 * x0) ** 3.0) / exp(0.369 * (-0.9530000000000001 + x0 + 2.718281828459045 / exp(exp(0.936 * x0))))) ** 2.0
kotanchek,37,EPLEX,8,sympy,container,saturated,730.2333329571411,69.0,15.0,59.0,12.0,92.0,na,na,2.0,59.0,121.125,2.02043735428491 * (-0.09233597682528863 * exp(0.828 * x0) + x1 * (0.691615148996052 * (E + exp(0.828 * x0) * (-3.1596081649000056 + x0))) * exp(log(abs(1.00803208550427 - 0.213 * x1)) - 0.369 * (E + x0 * exp(exp(0.936 * x0))) * exp(-1.0 * exp(0.936 * x0)))) ** 2.0 * exp(-1.656 * x0)
kotanchek,38,EPLEX,9,original,container,saturated,392.6948750158772,61.0,11.0,45.0,8.0,46.0,na,na,2.0,45.0,119.96875,0.314 * (x1 + x0) * (0.335 + x1) / exp(-0.098 + x1 - x0 / exp(-1.2409999999999999 + x0 + exp(x1 * (1.3993390248109305 - x1))) + 0.184 / exp(-0.178 - x0 + exp(1.1160463904793256 - x0 - exp(0.196 - x1))))
kotanchek,38,EPLEX,9,sympy,container,saturated,643.9125830074772,66.0,8.0,60.0,8.0,95.0,na,na,2.0,60.0,121.8125,0.346330314524071 * (x0 + x1) * (0.335 + x1) * exp((3.45907080661025 * x0 - (x1 + 0.219847859107203 * exp(x0 - 3.05276088841039 * exp(-1.0 * (1.21652690533432 + x0 * exp(x1)) * exp(-1.0 * x1)))) * exp(x0 + exp(x1 * (1.39933902481093 - x1)))) * exp(-1.0 * x0 - exp(x1 * (1.39933902481093 - x1))))
kotanchek,39,EPLEX,10,original,container,saturated,799.4145420379937,49.0,8.0,45.0,5.0,134.0,na,na,2.0,45.0,121.515625,0.63 / exp(exp(log(abs(log(abs(x0 * (0.735 + x1) / (0.836 + x0 ** 2.0))) + 0.001157678649545087 * (-177.0785010853878 * exp(x0) + 1.0 / (x0 - log(abs(0.109 * (exp(x0) - (-0.052 / x0) ** 2.0)))) ** 2.0)))))
kotanchek,39,EPLEX,10,sympy,container,failed,na,na,na,na,na,na,na,na,na,na,119.4375,na
kotanchek,40,EPLEX,11,original,container,saturated,568.3291250024922,59.0,11.0,45.0,9.0,76.0,na,na,2.0,45.0,120.0,(x1 * exp(-1.208 - x0) + (-5.8693467336683405 * x0 * exp(-0.768 - x0)) ** 6.0) / (1.494 + 1.584 * x1 * exp(-1.119 - x0) + 0.647 * exp(x0) * exp(-4.6455696202531644 * x0 * x1 * exp(0.044 - x0)))
kotanchek,40,EPLEX,11,sympy,container,saturated,511.45320798968896,67.0,8.0,65.0,7.0,60.0,na,na,2.0,65.0,120.328125,788.0068152302608 * exp(x0 * (-5.0 + 4.85453828157037 * x1 * exp(-1.0 * x0))) * (x0 ** 6.0 + 0.0007329302393818505 * x1 * exp(5.0 * x0)) / (x1 * exp(4.85453828157037 * x0 * x1 * exp(-1.0 * x0)) + 1.2506178661685392 * exp(2.0 * x0) + 2.8878254900398725 * exp(x0 * (1.0 + 4.85453828157037 * x1 * exp(-1.0 * x0))))
