dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,original_expr,sympy_expr,raw_csv_index,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,n_params,n_rank,orig_live_status,sympy_live_status,orig_runtime_ms,sympy_runtime_ms,orig_rendered_haskell,orig_rendered_python,sympy_rendered_haskell,sympy_rendered_python,baseline_source
kotanchek,149,Operon,Operon,30,1,kept,(0.0002253897109767 + (0.9994593262672424 * (exp(exp((0.0994609072804451 * x1))) * (exp((((-0.5447754859924316) * x0) - exp((0.6602987051010132 * x0)))) * ((((-1.3688123226165771) + exp((0.1289836019277573 - exp((1.1763114929199219 * x0))))) + exp((0.6509695649147034 * x0))) / (((-0.9415363073348999) * x1) + exp((0.3773067891597748 * x1)))))))),((0.0002122125961842825*x1 - 0.0002253897109767*exp(0.3773067891597748*x1))*exp(0.5447754859924316*x0 + exp(0.6602987051010132*x0) + exp(1.1763114929199219*x0)) + ((1.3680722417486634 - 0.9994593262672424*exp(0.6509695649147034*x0))*exp(exp(1.1763114929199219*x0)) - 1.137056359314377)*exp(exp(0.0994609072804451*x1)))*exp(-0.5447754859924316*x0 - exp(0.6602987051010132*x0) - exp(1.1763114929199219*x0))/(0.9415363073348999*x1 - exp(0.3773067891597748*x1)),149,43,11,43,11,43,11,43,11,11.0,11.0,saturated,saturated,1.0e-3,1.0e-3,(2.253897109767e-4) + ((0.9994593262672424) * ((Exp(Exp((9.94609072804451e-2) * (x1)))) * ((Exp(((-0.5447754859924316) * (x0)) - (Exp((x0) * (0.6602987051010132))))) * ((((-1.3688123226165771) + (Exp((0.1289836019277573) - (Exp((x0) * (1.1763114929199219)))))) + (Exp((x0) * (0.6509695649147034)))) / (((x1) * (-0.9415363073348999)) + (Exp((x1) * (0.3773067891597748)))))))),(0.0002253897109767 + (0.9994593262672424 * (exp(exp((0.0994609072804451 * x1))) * (exp(((-0.5447754859924316 * x0) - exp((x0 * 0.6602987051010132)))) * (((-1.3688123226165771 + exp((0.1289836019277573 - exp((x0 * 1.1763114929199219))))) + exp((x0 * 0.6509695649147034))) / ((x1 * -0.9415363073348999) + exp((x1 * 0.3773067891597748)))))))),(2.253897109767e-4) + ((0.9994593262672424) * ((Exp(Exp((9.94609072804451e-2) * (x1)))) * ((Exp(((-0.5447754859924316) * (x0)) - (Exp((x0) * (0.6602987051010132))))) * ((((-1.3688123226165771) + (Exp((0.1289836019277573) - (Exp((x0) * (1.1763114929199219)))))) + (Exp((x0) * (0.6509695649147034)))) / (((x1) * (-0.9415363073348999)) + (Exp((x1) * (0.3773067891597748)))))))),(0.0002253897109767 + (0.9994593262672424 * (exp(exp((0.0994609072804451 * x1))) * (exp(((-0.5447754859924316 * x0) - exp((x0 * 0.6602987051010132)))) * (((-1.3688123226165771 + exp((0.1289836019277573 - exp((x0 * 1.1763114929199219))))) + exp((x0 * 0.6509695649147034))) / ((x1 * -0.9415363073348999) + exp((x1 * 0.3773067891597748)))))))),live_haskell
kotanchek,150,SBP,SBP,1,1,kept,0.053829-0.000194*(((((exp(((x0+19.367000)-(x0*x0)))*exp((-13.819000+x0)))-(x1*exp(x1)))*(-1.237000-x1))+exp(x0))),((0.053829 - 0.000194*exp(x0))*exp(x0*(x0 - 1)) - 0.000194*(x1 + 1.237)*(x1*exp(x0**2 - x0 + x1) - 256.723594926263*exp(x0)))*exp(x0*(1 - x0)),150,29,5,29,5,42,7,39,6,5.0,4.0,saturated,saturated,1.0e-3,1.0e-3,(5.3829e-2) - ((1.94e-4) * (((((Exp(((x0) + (19.367)) - ((x0) * (x0)))) * (Exp((x0) + (-13.819)))) - ((x1) * (Exp(x1)))) * ((-1.237) - (x1))) + (Exp(x0)))),(0.053829 - (0.000194 * ((((exp(((x0 + 19.367) - (x0 * x0))) * exp((x0 + -13.819))) - (x1 * exp(x1))) * (-1.237 - x1)) + exp(x0)))),(((Exp((x0) * ((x0) - (1.0)))) * ((277.46907216494844) - (Exp(x0)))) - (((x1) + (1.237)) * (((x1) * (Exp((x1) + (((x0)^(2)) - (x0))))) - ((Exp(x0)) * (256.723594926263))))) * ((1.94e-4) * (Exp((x0) * ((1.0) - (x0))))),(((exp((x0 * (x0 - 1.0))) * (277.46907216494844 - exp(x0))) - ((x1 + 1.237) * ((x1 * exp((x1 + ((x0 ** 2.0) - x0)))) - (exp(x0) * 256.723594926263)))) * (0.000194 * exp((x0 * (1.0 - x0))))),live_haskell
kotanchek,151,SBP,SBP,2,1,kept,-0.000871-0.000000*((exp((((-13.691000*(-13.691000))-exp((1.294000-x1)))-(x0*x0)))*(((-5.521000+x1)*exp(x0))*exp(x0)))),-0.000871000000000000,151,1,1,1,1,1,1,1,1,5.0,1.0,saturated,saturated,0.0,0.0,-8.71e-4,-0.000871,-8.71e-4,-0.000871,live_haskell
kotanchek,152,SBP,SBP,3,1,kept,0.164127-0.000918*((((((17.900000-(9.729000*x1))+7.431000)-x0)-((x1+x0)*((exp((7.431000-exp(x0)))-2.295000)*x0)))*x0)),(-0.000918*x0*(x0*(x0 + x1)*(2.295*exp(exp(x0)) - 1687.49422412485) + (-x0 - 9.729*x1 + 25.331)*exp(exp(x0))) + 0.164127*exp(exp(x0)))*exp(-exp(x0)),152,29,7,27,6,45,9,41,7,7.0,6.0,saturated,saturated,0.0,1.0e-3,(0.164127) + (((((x1) * (-9.729)) + ((25.331) - (x0))) - (((x1) + (x0)) * ((x0) * ((Exp((7.431) - (Exp(x0)))) - (2.295))))) * ((x0) * (-9.18e-4))),(0.164127 + ((((x1 * -9.729) + (25.331 - x0)) - ((x1 + x0) * (x0 * (exp((7.431 - exp(x0))) - 2.295)))) * (x0 * -0.000918))),(((Exp(Exp(x0))) * (0.164127)) - (((x0) * (9.18e-4)) * ((((x0) * ((x0) + (x1))) * (((Exp(Exp(x0))) * (2.295)) + (-1687.49422412485))) + ((Exp(Exp(x0))) * (((25.331) - (x0)) - ((x1) * (9.729))))))) * (Exp((Exp(x0)) * (-1.0))),(((exp(exp(x0)) * 0.164127) - ((x0 * 0.000918) * (((x0 * (x0 + x1)) * ((exp(exp(x0)) * 2.295) + -1687.49422412485)) + (exp(exp(x0)) * ((25.331 - x0) - (x1 * 9.729)))))) * exp((exp(x0) * -1.0))),live_haskell
kotanchek,153,SBP,SBP,4,1,kept,1.105782+0.007318*((0.199000+((-7.153000+x0)*(((-7.153000+x0)*(x0-(x0*x0)))-(((x1-12.520000)+x0)+(-7.153000+x0)))))),-0.007318*(x0 - 7.153)*(x0*(x0 - 7.153)*(x0 - 1) + 2*x0 + x1 - 19.673) + 1.107238282,153,29,7,25,5,27,8,23,7,7.0,5.0,saturated,saturated,3.0e-3,0.0,(7.318e-3) * ((((-7.153) + (x0)) * ((19.673) + ((((-7.153) + (x0)) * ((x0) - ((x0) * (x0)))) - ((x0) + ((x0) + (x1)))))) + (151.3034001093195)),(0.007318 * (((-7.153 + x0) * (19.673 + (((-7.153 + x0) * (x0 - (x0 * x0))) - (x0 + (x0 + x1))))) + 151.3034001093195)),(1.107238282) - (((7.318e-3) * ((x0) - (7.153))) * (((x0) * ((2.0) + (((x0) - (7.153)) * ((x0) + (-1.0))))) + ((x1) + (-19.673)))),(1.107238282 - ((0.007318 * (x0 - 7.153)) * ((x0 * (2.0 + ((x0 - 7.153) * (x0 + -1.0)))) + (x1 + -19.673)))),live_haskell
kotanchek,154,SBP,SBP,5,1,kept,0.009179-0.000004*((exp(((x0+x0)-(x0*x0)))*(-18.822000*((exp(x1)+(x1*(-19.513000)))*(exp(x1)+(5.700000*(-18.822000))))))),(-7.5288e-5*(19.513*x1 - exp(x1))*(exp(x1) - 107.2854) + 0.009179*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),154,28,6,24,4,31,7,29,6,5.0,4.0,saturated,saturated,0.0,0.0,(9.179e-3) - (((Exp(x1)) + ((x1) * (-19.513))) * ((Exp(((x0) + (x0)) - ((x0) * (x0)))) * (((Exp(x1)) + (-107.2854)) * (-7.528799999999999e-5)))),(0.009179 - ((exp(x1) + (x1 * -19.513)) * (exp(((x0 + x0) - (x0 * x0))) * ((exp(x1) + -107.2854) * -7.528799999999999e-05)))),(((7.5288e-5) * ((((19.513) * (x1)) - (Exp(x1))) * ((107.2854) - (Exp(x1))))) + ((9.179e-3) * (Exp((x0) * ((x0) - (2.0)))))) * (Exp((x0) * ((2.0) - (x0)))),(((7.5288e-05 * (((19.513 * x1) - exp(x1)) * (107.2854 - exp(x1)))) + (0.009179 * exp((x0 * (x0 - 2.0))))) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,155,SBP,SBP,6,1,kept,0.684378-0.025139*((((x0*x0)+(19.711000-((x1-exp((exp(-20.972000)-(x1*(-0.586000)))))-(x1*(x1-5.420000)))))-x1)),-0.025139*x0**2 - 0.025139*x1**2 + 0.18653138*x1 - 0.0251390000196031*exp(0.586*x1) + 0.188863171,155,26,6,24,5,26,7,20,5,6.0,4.0,saturated,saturated,0.0,0.0,(2.5139e-2) * ((x1) + (((x1) + (7.512755917100922)) - (((x0) * (x0)) + ((Exp((7.797872420929269e-10) - ((x1) * (-0.586)))) + ((x1) * ((x1) - (5.42))))))),(0.025139 * (x1 + ((x1 + 7.512755917100922) - ((x0 * x0) + (exp((7.797872420929269e-10 - (x1 * -0.586))) + (x1 * (x1 - 5.42))))))),((-2.5139e-2) * (((x0)^(2)) + ((x1)^(2)))) + (((x1) * (0.18653138)) + ((0.18886317099999997) + ((Exp((x1) * (0.586))) * (-2.5139000019603105e-2)))),((-0.025139 * ((x0 ** 2.0) + (x1 ** 2.0))) + ((x1 * 0.18653138) + (0.18886317099999997 + (exp((x1 * 0.586)) * -0.025139000019603105)))),live_haskell
kotanchek,156,SBP,SBP,7,1,kept,-14.026870+14.029048*(exp(exp((((x0+((x0+x0)-(exp(exp(exp((-0.884000-(x1*x1)))))+x0)))-1.493000)-(x0*x0))))),14.029048*exp(0.224697550736354*exp(-x0**2 + 2*x0 - exp(exp(0.413127093878218*exp(-x1**2))))) - 14.02687,156,28,4,28,4,28,7,24,6,4.0,4.0,saturated,saturated,1.0e-3,1.0e-3,(-14.02687) + ((14.029048) * (Exp(Exp((((x0) + (((x0) + (x0)) - ((x0) + (Exp(Exp(Exp((-0.884) - ((x1) * (x1))))))))) - (1.493)) - ((x0) * (x0)))))),(-14.02687 + (14.029048 * exp(exp((((x0 + ((x0 + x0) - (x0 + exp(exp(exp((-0.884 - (x1 * x1)))))))) - 1.493) - (x0 * x0)))))),((14.029048) * (Exp((0.224697550736354) * (Exp((((x0) * (2.0)) - ((x0)^(2))) - (Exp(Exp((0.413127093878218) * (Exp((-1.0) * ((x1)^(2)))))))))))) + (-14.02687),((14.029048 * exp((0.224697550736354 * exp((((x0 * 2.0) - (x0 ** 2.0)) - exp(exp((0.413127093878218 * exp((-1.0 * (x1 ** 2.0))))))))))) + -14.02687),live_haskell
kotanchek,157,SBP,SBP,8,1,kept,0.144574+0.000155*(((((x1-(11.267000*7.230000))*3.308000)+(x1+(exp((7.230000-(x0*x0)))*((x0*x1)+exp(x0)))))*x0)),0.213934488133493*x0**2*x1*exp(-x0**2) + 0.00066774*x0*x1 + 0.213934488133493*x0*exp(-x0**2 + x0) - 0.0417680106234*x0 + 0.144574,157,27,5,27,5,39,7,28,5,5.0,4.0,saturated,saturated,1.0e-3,1.0e-3,(0.144574) + ((1.55e-4) * ((x0) * ((((x1) - (81.46041)) * (3.308)) + ((x1) + ((Exp((7.23) - ((x0) * (x0)))) * (((x0) * (x1)) + (Exp(x0)))))))),(0.144574 + (0.000155 * (x0 * (((x1 - 81.46041) * 3.308) + (x1 + (exp((7.23 - (x0 * x0))) * ((x0 * x1) + exp(x0)))))))),((0.213934488133493) * ((((x0)^(2)) * ((x1) * (Exp(((x0)^(2)) * (-1.0))))) + ((x0) * (((Exp((x0) - ((x0)^(2)))) + ((x1) * (3.12123587844956e-3))) + (-0.19523738779947053))))) + (0.144574),((0.213934488133493 * (((x0 ** 2.0) * (x1 * exp(((x0 ** 2.0) * -1.0)))) + (x0 * ((exp((x0 - (x0 ** 2.0))) + (x1 * 0.00312123587844956)) + -0.19523738779947053)))) + 0.144574),live_haskell
kotanchek,158,SBP,SBP,9,1,kept,0.018312-0.003546*(((((x0-(x0+((x0-13.713000)*x0)))-((x0*x0)+1.354000))-(20.118000+1.354000))*(x1+(x0*7.506000)))),0.003546*(7.506*x0 + x1)*(x0**2 + x0*(x0 - 13.713) + 22.826) + 0.018312,158,27,6,19,5,21,5,20,5,6.0,5.0,saturated,saturated,0.0,0.0,(1.8312e-2) - ((3.546e-3) * (((-22.825999999999997) - ((x0) * ((x0) + ((x0) - (13.713))))) * ((x1) + ((x0) * (7.506))))),(0.018312 - (0.003546 * ((-22.825999999999997 - (x0 * (x0 + (x0 - 13.713)))) * (x1 + (x0 * 7.506))))),(((3.546e-3) * (((7.506) * (x0)) + (x1))) * ((((x0)^(2)) + ((x0) * ((x0) - (13.713)))) + (22.826))) + (1.8312e-2),(((0.003546 * ((7.506 * x0) + x1)) * (((x0 ** 2.0) + (x0 * (x0 - 13.713))) + 22.826)) + 0.018312),live_haskell
kotanchek,159,SBP,SBP,10,1,kept,0.001314-0.043497*((exp(((x0+x0)-(x0*x0)))*(((x0-6.297000)-(x0-(x1+1.578000)))*x1))),(-0.043497*x1*(x1 - 4.719) + 0.001314*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),159,24,4,18,3,25,6,23,5,4.0,3.0,saturated,saturated,1.0e-3,0.0,(1.314e-3) - (((x1) + (-4.718999999999999)) * ((4.3497e-2) * ((x1) * (Exp(((x0) + (x0)) - ((x0) * (x0))))))),(0.001314 - ((x1 + -4.718999999999999) * (0.043497 * (x1 * exp(((x0 + x0) - (x0 * x0))))))),(((4.3497e-2) * ((x1) * ((4.719) - (x1)))) + ((1.314e-3) * (Exp((x0) * ((x0) - (2.0)))))) * (Exp((x0) * ((2.0) - (x0)))),(((0.043497 * (x1 * (4.719 - x1))) + (0.001314 * exp((x0 * (x0 - 2.0))))) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,160,SBP,SBP,11,1,kept,0.040413-0.000597*(((6.648000-x0)*((exp(x1)-(x1*15.197000))*(2.753000+((x0*9.675000)-((x0*(6.648000-x0))*x0)))))),-0.000597*(x0 - 6.648)*(15.197*x1 - exp(x1))*(x0**2*(x0 - 6.648) + 9.675*x0 + 2.753) + 0.040413,160,28,7,26,7,30,8,27,7,7.0,7.0,saturated,saturated,0.0,0.0,(4.0413e-2) - ((5.97e-4) * (((6.648) - (x0)) * (((Exp(x1)) - ((x1) * (15.197))) * ((2.753) - ((x0) * (((x0) * ((6.648) - (x0))) + (-9.675))))))),(0.040413 - (0.000597 * ((6.648 - x0) * ((exp(x1) - (x1 * 15.197)) * (2.753 - (x0 * ((x0 * (6.648 - x0)) + -9.675))))))),(4.0413e-2) - ((((5.97e-4) * ((x0) - (6.648))) * (((15.197) * (x1)) - (Exp(x1)))) * ((((x0) - (6.648)) * ((x0)^(2))) + (((x0) * (9.675)) + (2.753)))),(0.040413 - (((0.000597 * (x0 - 6.648)) * ((15.197 * x1) - exp(x1))) * (((x0 - 6.648) * (x0 ** 2.0)) + ((x0 * 9.675) + 2.753)))),live_haskell
kotanchek,161,SBP,SBP,12,1,kept,0.149913+0.001414*((((-14.224000*x0)*x0)-((0.405000-(-6.959000*((x0*x1)-((x1-(-14.412000*x1))-exp(x1)))))-exp(x1)))),-0.020112736*x0**2 - 0.009840026*x0*x1 + 0.151654480712*x1 - 0.008426026*exp(x1) + 0.14934033,161,35,9,25,5,24,6,19,5,6.0,5.0,saturated,saturated,0.0,0.0,(1.414e-3) * (((6.958999999999999) * ((x1) - ((Exp(x1)) + ((x1) * ((x0) + (-14.412)))))) + (((x0) * ((x0) * (-14.224000000000002))) + ((Exp(x1)) + (105.61550919377648)))),(0.001414 * ((6.958999999999999 * (x1 - (exp(x1) + (x1 * (x0 + -14.412))))) + ((x0 * (x0 * -14.224000000000002)) + (exp(x1) + 105.61550919377648)))),(((x0)^(2)) * (-2.0112736000000003e-2)) + ((0.14934032999999994) + (((Exp(x1)) * (-8.426026000000001e-3)) + ((x1) * ((0.151654480712) + ((x0) * (-9.840026e-3)))))),(((x0 ** 2.0) * -0.020112736000000003) + (0.14934032999999994 + ((exp(x1) * -0.008426026000000001) + (x1 * (0.151654480712 + (x0 * -0.009840026)))))),live_haskell
kotanchek,162,SBP,SBP,13,1,kept,0.170654+0.002714*(((x0-6.237000)*((((-16.211000-x0)+x1)+(exp(x1)+(-16.310000*(x1-x0))))+exp((3.307000-(x0+x0)))))),(0.002714*(x0 - 6.237)*((15.31*x0 - 15.31*x1 + exp(x1) - 16.211)*exp(2*x0) + 27.3030932054114) + 0.170654*exp(2*x0))*exp(-2*x0),162,31,7,29,6,39,11,35,9,6.0,6.0,saturated,saturated,0.0,1.0e-3,(0.170654) + ((2.714e-3) * (((x0) - (6.237)) * (((((-16.211) - (x0)) + (x1)) + ((Exp(x1)) - ((16.31) * ((x1) - (x0))))) + (Exp((3.307) - ((x0) + (x0))))))),(0.170654 + (0.002714 * ((x0 - 6.237) * ((((-16.211 - x0) + x1) + (exp(x1) - (16.31 * (x1 - x0)))) + exp((3.307 - (x0 + x0))))))),((((2.714e-3) * ((x0) - (6.237))) * (((((15.31) * ((x0) - (x1))) + ((Exp(x1)) + (-16.211000000000002))) * (Exp((x0) * (2.0)))) + (27.3030932054114))) + ((Exp((x0) * (2.0))) * (0.170654))) * (Exp((x0) * (-2.0000000000000004))),((((0.002714 * (x0 - 6.237)) * ((((15.31 * (x0 - x1)) + (exp(x1) + -16.211000000000002)) * exp((x0 * 2.0))) + 27.3030932054114)) + (exp((x0 * 2.0)) * 0.170654)) * exp((x0 * -2.0000000000000004))),live_haskell
kotanchek,163,SBP,SBP,14,1,kept,0.208799-0.009239*(((((-9.621000+x0)*(x1+x1))+exp(x1))-(((exp(x0)*(-4.627000+x0))+x0)-exp((-17.386000*x0))))),((0.009239*x0 - 0.018478*x1*(x0 - 9.621) + (0.009239*x0 - 0.042748853)*exp(x0) - 0.009239*exp(x1) + 0.208799)*exp(17.386*x0) - 0.009239)*exp(-17.386*x0),163,30,6,28,5,41,11,35,8,5.0,5.0,saturated,saturated,0.0,0.0,(0.208799) - ((9.239e-3) * ((Exp((x0) * (-17.386))) + (((((x0) + (-9.621)) * ((x1) + (x1))) + (Exp(x1))) - ((x0) + ((Exp(x0)) * ((x0) + (-4.627))))))),(0.208799 - (0.009239 * (exp((x0 * -17.386)) + ((((x0 + -9.621) * (x1 + x1)) + exp(x1)) - (x0 + (exp(x0) * (x0 + -4.627))))))),(((((9.239e-3) * ((x0) + (((Exp(x0)) * ((x0) - (4.627))) + ((((x1) * ((x0) - (9.621))) * (-2.0)) - (Exp(x1)))))) + (0.208799)) * (Exp((x0) * (17.386)))) + (-9.239e-3)) * (Exp((x0) * (-17.386))),(((((0.009239 * (x0 + ((exp(x0) * (x0 - 4.627)) + (((x1 * (x0 - 9.621)) * -2.0) - exp(x1))))) + 0.208799) * exp((x0 * 17.386))) + -0.009239) * exp((x0 * -17.386))),live_haskell
kotanchek,164,SBP,SBP,15,1,kept,-0.000469-0.008133*((((((-12.866000+((-2.656000-exp(-2.656000))-exp(-2.656000)))*x1)+exp(x1))-4.334000)*exp((x0+(x0-(x0*x0)))))),(0.127382764000369*x1 - 0.008133*exp(x1) - 0.000469*exp(x0*(x0 - 2)) + 0.035248422)*exp(x0*(2 - x0)),164,21,4,21,4,26,6,26,6,7.0,4.0,saturated,saturated,0.0,1.0e-3,(-4.69e-4) - ((8.133e-3) * ((((-15.662457149928537) * (x1)) + ((Exp(x1)) + (-4.334))) * (Exp((x0) + ((x0) - ((x0) * (x0))))))),(-0.000469 - (0.008133 * (((-15.662457149928537 * x1) + (exp(x1) + -4.334)) * exp((x0 + (x0 - (x0 * x0))))))),(((((0.127382764000369) * (x1)) - ((8.133e-3) * (Exp(x1)))) - ((4.69e-4) * (Exp((x0) * ((x0) - (2.0)))))) + (3.5248422e-2)) * (Exp((x0) * ((2.0) - (x0)))),(((((0.127382764000369 * x1) - (0.008133 * exp(x1))) - (0.000469 * exp((x0 * (x0 - 2.0))))) + 0.035248422) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,165,SBP,SBP,16,1,kept,0.009361+0.001754*((((4.923000-x1)*((((x0*x0)-16.384000)*((((x0*x0)-(-1.015000+x0))-x0)-3.101000))+x0))*x1)),-0.001754*x1*(x0 - (x0**2 - 16.384)*(-x0**2 + 2*x0 + 2.086))*(x1 - 4.923) + 0.009361,165,29,6,29,6,31,8,25,6,6.0,5.0,saturated,saturated,1.0e-3,1.0e-3,(9.361e-3) + ((1.754e-3) * ((x1) * (((4.923) - (x1)) * ((x0) + ((((x0) * (x0)) - (16.384)) * (((((x0) * (x0)) - ((x0) + (-1.015))) - (x0)) - (3.101))))))),(0.009361 + (0.001754 * (x1 * ((4.923 - x1) * (x0 + (((x0 * x0) - 16.384) * ((((x0 * x0) - (x0 + -1.015)) - x0) - 3.101))))))),(9.361e-3) - ((((1.754e-3) * (x1)) * ((x0) - ((((x0)^(2)) - (16.384)) * ((((x0) * (2.0)) - ((x0)^(2))) + (2.086))))) * ((x1) - (4.923))),(0.009361 - (((0.001754 * x1) * (x0 - (((x0 ** 2.0) - 16.384) * (((x0 * 2.0) - (x0 ** 2.0)) + 2.086)))) * (x1 - 4.923))),live_haskell
kotanchek,166,SBP,SBP,17,1,kept,-0.025349+0.010788*((((((((((x0+x0)-(x0*x0))*(-5.542000+x0))*(-5.542000+x0))+x1)+x1)+12.501000)+x0)+x1)),x0*(0.662680172064 - 0.331340086032*x0)*(0.180440274269217*x0 - 1)**2 + 0.010788*x0 + 0.032364*x1 + 0.109511788,166,29,5,27,4,25,7,22,7,5.0,3.0,saturated,saturated,0.0,0.0,(1.0788e-2) * (((x1) + ((x0) + ((x1) + ((x1) + (((x0) + (-5.542)) * (((x0) + (-5.542)) * (((x0) + (x0)) - ((x0) * (x0))))))))) + (10.151259547645532)),(0.010788 * ((x1 + (x0 + (x1 + (x1 + ((x0 + -5.542) * ((x0 + -5.542) * ((x0 + x0) - (x0 * x0)))))))) + 10.151259547645532)),((x0) * ((1.0788e-2) + (((0.662680172064) - ((x0) * (0.331340086032))) * ((((x0) * (0.180440274269217)) - (1.0))^(2))))) + (((3.2364e-2) * (x1)) + (0.109511788)),((x0 * (0.010788 + ((0.662680172064 - (x0 * 0.331340086032)) * (((x0 * 0.180440274269217) - 1.0) ** 2.0)))) + ((0.032364 * x1) + 0.109511788)),live_haskell
kotanchek,167,SBP,SBP,18,1,kept,0.008014-0.000927*(((x1+(4.989000-9.320000))*(((3.460000+x1)+x1)*(exp((x0+(x0-(-1.978000+(x0*x0)))))*x1)))),(-0.00670060812084771*x1*(x1 - 4.331)*(2*x1 + 3.46) + 0.008014*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),167,26,5,26,5,31,8,27,6,5.0,4.0,saturated,saturated,1.0e-3,1.0e-3,(8.014e-3) - ((9.27e-4) * ((x1) * (((x1) + (-4.331)) * (((x1) + ((x1) + (3.46))) * (Exp((x0) + ((x0) - ((-1.978) + ((x0) * (x0)))))))))),(0.008014 - (0.000927 * (x1 * ((x1 + -4.331) * ((x1 + (x1 + 3.46)) * exp((x0 + (x0 - (-1.978 + (x0 * x0)))))))))),(((1.340121624169542e-2) * (((4.331) - (x1)) * ((x1) * ((x1) + (1.73))))) + ((8.014e-3) * (Exp((x0) * ((x0) - (2.0)))))) * (Exp((x0) * ((2.0) - (x0)))),(((0.01340121624169542 * ((4.331 - x1) * (x1 * (x1 + 1.73)))) + (0.008014 * exp((x0 * (x0 - 2.0))))) * exp((x0 * (2.0 - x0)))),live_haskell
kotanchek,168,SBP,SBP,19,1,kept,0.025140-0.013750*((exp(((x0-x1)-exp(x0)))*(exp(x0)*(((x1*(-17.939000))*(x1-((exp(x0)-0.338000)*(-3.388000))))*x1)))),(x1**2*(0.24666125*x1 + 0.835688315*exp(x0) - 0.28246265047)*exp(x0) + 0.02514*exp(-x0 + x1 + exp(x0)))*exp(x0 - x1 - exp(x0)),168,29,5,27,4,37,5,34,4,5.0,4.0,saturated,saturated,0.0,1.0e-3,(2.514e-2) - ((x1) * ((Exp(((x0) - (x1)) - (Exp(x0)))) * ((Exp(x0)) * (((x1) * ((x1) - (((Exp(x0)) - (0.338)) * (-3.388)))) * (-0.24666125))))),(0.02514 - (x1 * (exp(((x0 - x1) - exp(x0))) * (exp(x0) * ((x1 * (x1 - ((exp(x0) - 0.338) * -3.388))) * -0.24666125))))),(((Exp(x0)) * (((x1)^(2)) * ((((x1) * (0.24666124999999994)) + ((Exp(x0)) * (0.835688315))) - (0.28246265047)))) + ((2.514e-2) * (Exp((Exp(x0)) + ((x1) - (x0)))))) * (Exp(((x0) - (x1)) - (Exp(x0)))),(((exp(x0) * ((x1 ** 2.0) * (((x1 * 0.24666124999999994) + (exp(x0) * 0.835688315)) - 0.28246265047))) + (0.02514 * exp((exp(x0) + (x1 - x0))))) * exp(((x0 - x1) - exp(x0)))),live_haskell
kotanchek,169,SBP,SBP,20,1,kept,0.000939-0.014900*((((x1+2.332000)-x0)*(((x0*x0)-x0)-(16.260000+(-0.962000-((x1+3.598000)+exp(exp((0.538000-x0))))))))),-0.0149*(-x0 + x1 + 2.332)*(x0**2 - x0 + x1 + exp(1.71257827818735*exp(-x0)) - 11.7) + 0.000939,169,29,7,25,5,31,8,26,6,7.0,5.0,saturated,saturated,1.0e-3,1.0e-3,(9.39e-4) - ((((x1) + (Exp(Exp((0.538) - (x0))))) + ((((x0) * (x0)) - (x0)) - (11.700000000000003))) * ((1.49e-2) * (((x1) + (2.332)) - (x0)))),(0.000939 - (((x1 + exp(exp((0.538 - x0)))) + (((x0 * x0) - x0) - 11.700000000000003)) * (0.0149 * ((x1 + 2.332) - x0)))),((1.49e-2) * (((((x1) + (((x0)^(2)) - (x0))) + (Exp((1.71257827818735) * (Exp((x0) * (-1.0)))))) - (11.7)) * ((x0) - ((x1) + (2.332))))) + (9.39e-4),((0.0149 * ((((x1 + ((x0 ** 2.0) - x0)) + exp((1.71257827818735 * exp((x0 * -1.0))))) - 11.7) * (x0 - (x1 + 2.332)))) + 0.000939),live_haskell
kotanchek,170,SBP,SBP,21,1,kept,0.429537+0.028001*(((((x0+(((exp(x0)+(6.407000*x0))-(x0*(5.937000*x0)))+x0))-exp((2.577000-x1)))-x1)-x1)),-0.166241937*x0**2 + 0.235404407*x0 - 0.056002*x1 + 0.028001*exp(x0) + 0.429537 - 0.368426127648911*exp(-x1),170,29,5,25,5,29,8,26,7,5.0,5.0,saturated,saturated,1.0e-3,1.0e-3,(0.429537) + ((2.8001e-2) * (((((x0) + ((Exp(x0)) + ((x0) * ((5.937) * ((1.2475997978777158) - (x0)))))) - (Exp((2.577) - (x1)))) - (x1)) - (x1))),(0.429537 + (0.028001 * ((((x0 + (exp(x0) + (x0 * (5.937 * (1.2475997978777158 - x0))))) - exp((2.577 - x1))) - x1) - x1))),(((((x0) * (0.235404407)) - ((0.166241937) * ((x0)^(2)))) - ((5.6002e-2) * (x1))) + (((2.8001e-2) * (Exp(x0))) + (0.429537))) - ((0.368426127648911) * (Exp((x1) * (-1.0)))),(((((x0 * 0.235404407) - (0.166241937 * (x0 ** 2.0))) - (0.056002 * x1)) + ((0.028001 * exp(x0)) + 0.429537)) - (0.368426127648911 * exp((x1 * -1.0)))),live_haskell
