dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,original_expr,sympy_expr,raw_csv_index,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,n_params,n_rank,orig_live_status,sympy_live_status,orig_runtime_ms,sympy_runtime_ms,orig_rendered_haskell,orig_rendered_python,sympy_rendered_haskell,sympy_rendered_python,baseline_source
pagie,131,Operon,Operon,12,1,kept,((-0.0001345924683847) + (1.0000907182693481 * (((0.0052004987373948 * x0) * ((-5.5132131576538086) * x0)) - (log((((-29.4069671630859375) * x1) * (((-0.0669591948390007) + (((7.1831178665161133 * x0) * ((-12.8945026397705078) * x0)) * (((-0.0048121302388608) * x0) * ((-3.7251195907592773) * x0)))) * (11.7470531463623047 * x1)))) * ((-0.1758960038423538) + ((5.9699630737304688 * x1) * (0.0000638487472315 * x1))))))),-0.028674059090422408*x0**2 - 1.0000907182693481*(0.0003811746632760055*x1**2 - 0.1758960038423538)*log(x1**2*(573.554050429521172*x0**4 + 23.1307328639999089)) - 0.0001345924683847,131,48,14,32,6,32,8,24,6,14.0,6.0,saturated,saturated,1.0e-3,1.0e-3,(-1.345924683847e-4) + ((((x0) * (x0)) - ((Log(((((x0) * (x0)) * ((x0) * (x0))) + (4.032877607032475e-2)) * (((x1) * (x1)) * (573.5540504295212)))) * ((((x1) * (x1)) + (-461.4577535941546)) * (-1.3294568501084911e-2)))) * (-2.867405909042241e-2)),(-0.0001345924683847 + (((x0 * x0) - (log(((((x0 * x0) * (x0 * x0)) + 0.04032877607032475) * ((x1 * x1) * 573.5540504295212))) * (((x1 * x1) + -461.4577535941546) * -0.013294568501084911))) * -0.02867405909042241)),((((x0)^(2)) * (-2.8674059090422407e-2)) - (((((x1)^(2)) - (461.4577535941546)) * (3.8120924278177724e-4)) * (Log(((x1)^(2)) * (((573.5540504295212) * ((x0)^(4))) + (23.13073286399991)))))) + (-1.345924683847e-4),((((x0 ** 2.0) * -0.028674059090422407) - ((((x1 ** 2.0) - 461.4577535941546) * 0.00038120924278177724) * log(((x1 ** 2.0) * ((573.5540504295212 * (x0 ** 4.0)) + 23.13073286399991))))) + -0.0001345924683847),live_haskell
pagie,132,Operon,Operon,13,1,kept,((-0.0000847672417876) + (1.0000656843185425 * ((exp((((-1.8279364109039307) * x1) * (2.2386462688446045 * x1))) - ((-1.5547065734863281) + ((-1.6497515439987183) / exp(exp(((0.0022635490167886 * x0) * ((-443.1721801757812500) * x0))))))) - exp(exp(((-1.6148645877838135) + exp((0.5693863630294800 + ((0.0016070556594059 * x1) * ((-348.2632751464843750) * x1)))))))))),-1.0000656843185425*exp(0.19891760449084139*exp(1.767182310249908*exp(-0.5596784672873918045*x1**2))) + 1.5547239260863535 + 1.6498599068046503*exp(-exp(-1.003141952704949999*x0**2)) + 1.0000656843185425*exp(-4.0921030259552823*x1**2),132,41,12,35,9,45,14,32,9,12.0,8.0,saturated,saturated,3.0e-3,0.0,(-8.47672417876e-5) + ((1.0000656843185425) * (((Exp((-4.092103025955282) * ((x1) * (x1)))) - ((-1.5547065734863281) + ((-1.6497515439987183) / (Exp(Exp((-1.00314195270495) * ((x0) * (x0)))))))) - (Exp(Exp((-1.6148645877838135) + (Exp((0.56938636302948) + (((x1) * (x1)) * (-0.5596784672873918))))))))),(-8.47672417876e-05 + (1.0000656843185425 * ((exp((-4.092103025955282 * (x1 * x1))) - (-1.5547065734863281 + (-1.6497515439987183 / exp(exp((-1.00314195270495 * (x0 * x0))))))) - exp(exp((-1.6148645877838135 + exp((0.56938636302948 + ((x1 * x1) * -0.5596784672873918))))))))),(1.0000656843185425) * ((Exp(((x1)^(2)) * (-4.092103025955282))) + (((1.5546218118120534) - (Exp((0.1989176044908414) * (Exp((1.767182310249908) * (Exp(((x1)^(2)) * (-0.5596784672873919)))))))) + ((Exp((-1.0) * (Exp(((x0)^(2)) * (-1.00314195270495))))) * (1.6497515439987183)))),(1.0000656843185425 * (exp(((x1 ** 2.0) * -4.092103025955282)) + ((1.5546218118120534 - exp((0.1989176044908414 * exp((1.767182310249908 * exp(((x1 ** 2.0) * -0.5596784672873919))))))) + (exp((-1.0 * exp(((x0 ** 2.0) * -1.00314195270495)))) * 1.6497515439987183)))),live_haskell
pagie,133,Operon,Operon,14,1,kept,(0.0049303476698697 + (0.9968529939651489 * ((((exp((((-0.1228989660739899) * x1) * (28.5782623291015625 * x1))) - (0.0001418351894245 * x0)) - exp((((-0.9014899730682373) * x1) * (0.9040312170982361 * x1)))) - exp((((-0.1503573954105377) * x1) * (16.6330261230468750 * x1)))) + (((-1.0727374553680420) * exp((((-0.1865450739860535) * x0) * (4.1227397918701172 * x0)))) - (-1.9877362251281738))))),-0.0001413888332274268*x0 + 1.986411154901873 + 0.9968529939651489*exp(-3.51223889243783649*x1**2) - 0.9968529939651489*exp(-2.50089848565676186*x1**2) - 0.9968529939651489*exp(-0.814975077554734653*x1**2) - 1.069361544122188*exp(-0.76907679949965783*x0**2),133,47,13,37,8,51,15,33,8,13.0,8.0,saturated,saturated,1.0e-3,0.0,(0.9968529939651489) * ((((((Exp((-3.5122388924378365) * ((x1) * (x1)))) + ((x0) * (-1.418351894245e-4))) - (Exp(((x1) * (x1)) * (-0.8149750775547346)))) - (Exp(((x1) * (x1)) * (-2.5008984856567618)))) + ((-1.072737455368042) * (Exp((-0.7690767994996578) * ((x0) * (x0)))))) + (1.9926821376144859)),(0.9968529939651489 * (((((exp((-3.5122388924378365 * (x1 * x1))) + (x0 * -0.0001418351894245)) - exp(((x1 * x1) * -0.8149750775547346))) - exp(((x1 * x1) * -2.5008984856567618))) + (-1.072737455368042 * exp((-0.7690767994996578 * (x0 * x0))))) + 1.9926821376144859)),((0.9968529939651488) * ((((Exp(((x1)^(2)) * (-3.5122388924378365))) + (((x0) + (-14049.278925066808)) * (-1.4183518942449994e-4))) - (Exp(((x1)^(2)) * (-2.5008984856567618)))) - (Exp(((x1)^(2)) * (-0.8149750775547346))))) + ((Exp(((x0)^(2)) * (-0.7690767994996578))) * (-1.069361544122188)),((0.9968529939651488 * (((exp(((x1 ** 2.0) * -3.5122388924378365)) + ((x0 + -14049.278925066808) * -0.00014183518942449994)) - exp(((x1 ** 2.0) * -2.5008984856567618))) - exp(((x1 ** 2.0) * -0.8149750775547346)))) + (exp(((x0 ** 2.0) * -0.7690767994996578)) * -1.069361544122188)),live_haskell
pagie,134,Operon,Operon,15,1,kept,((-0.0000022516087483) + (1.0000016689300537 * (((((51.6682472229003906 * x0) * ((-0.0001894439337775) * x0)) + 2.5324115753173828) + ((-46.3591499328613281) / (((13.0968494415283203 * x0) * (2.1884925365447998 * x0)) + 34.0089225769042969))) + (((-1351.7908935546875000) / (((17.2840843200683594 * x1) * (47.4518127441406250 * x1)) + 990.7814331054687500)) + ((0.0012052881065756 * x1) * ((-8.2380609512329102) * x1)))))),-0.00978825234117588218*x0**2 - 0.0099292534569677497*x1**2 + 2.5324135501264209 - 1351.7931495991360721/(820.161132609820926*x1**2 + 990.78143310546875) - 46.3592273030399151/(28.6623572550356584*x0**2 + 34.0089225769042969),134,45,15,29,7,35,10,25,7,15.0,7.0,saturated,saturated,0.0,0.0,(-9.788252341175882e-3) * (((x0) * (x0)) + ((((((x1) * (x1)) + ((165.99479114520634) / (((x1) * (x1)) + (1.2080326581103884)))) + ((162.89497489770397) / (((x0) * (x0)) + (1.186536134285651)))) * (1.0144051369822908)) + (-258.7196837451166))),(-0.009788252341175882 * ((x0 * x0) + (((((x1 * x1) + (165.99479114520634 / ((x1 * x1) + 1.2080326581103884))) + (162.89497489770397 / ((x0 * x0) + 1.186536134285651))) * 1.0144051369822908) + -258.7196837451166))),((((((x0)^(2)) * (-9.788252341175882e-3)) - ((9.929253456967749e-3) * ((x1)^(2)))) + (2.532413550126421)) - ((1.6482043538171796) / (((x1)^(2)) + (1.2080326581103884)))) - ((1.6174254926257021) / (((x0)^(2)) + (1.186536134285651))),((((((x0 ** 2.0) * -0.009788252341175882) - (0.009929253456967749 * (x1 ** 2.0))) + 2.532413550126421) - (1.6482043538171796 / ((x1 ** 2.0) + 1.2080326581103884))) - (1.6174254926257021 / ((x0 ** 2.0) + 1.186536134285651))),live_haskell
pagie,135,Operon,Operon,16,1,kept,(0.0071523520164192 + (0.9955711960792542 * (((exp(((0.0195227134972811 * x1) * ((-151.1385955810546875) * x1))) * ((396057.1250000000000000 * x1) * ((-0.0000024948039936) * x1))) + ((85.4024658203125000 * x1) / ((43.1343650817871094 * x1) - (((-47.3760452270507812) * x1) * exp(((0.9379857182502747 * x0) * ((-1.2238332033157349) * x0))))))) - exp(((185448.0000000000000000 * x1) * ((-0.0000044009234443) * x1)))))),-0.9837088628772344519805*x1**2*exp(-2.950635499910365785*x1**2) + 85.0242350448461413*x1/(43.1343650817871094*x1 + 47.3760452270507812*x1*exp(-1.1479380662306441*x0**2)) + 0.0071523520164192 - 0.9955711960792542*exp(-0.816142450898546401501*x1**2),135,50,13,38,8,50,13,34,8,13.0,8.0,saturated,saturated,0.0,1.0e-3,(7.1523520164192e-3) + ((0.9955711960792542) * (((x1) * (((Exp((-2.9506354999103657) * ((x1) * (x1)))) * ((x1) * (-0.9880848971437344))) + ((1.9799170721159522) / ((x1) - ((Exp((-1.147938066230644) * ((x0) * (x0)))) * ((x1) * (-1.0983364455978666))))))) - (Exp(((x1) * (x1)) * (-0.8161424508985464))))),(0.0071523520164192 + (0.9955711960792542 * ((x1 * ((exp((-2.9506354999103657 * (x1 * x1))) * (x1 * -0.9880848971437344)) + (1.9799170721159522 / (x1 - (exp((-1.147938066230644 * (x0 * x0))) * (x1 * -1.0983364455978666)))))) - exp(((x1 * x1) * -0.8161424508985464))))),((1.794667212878693) * ((x1) / ((x1) * ((Exp(((x0)^(2)) * (-1.1479380662306442))) + (0.9104678297874944))))) + (((Exp(((x1)^(2)) * (-0.8161424508985464))) * (-0.9955711960792542)) + ((7.1523520164192e-3) - ((((x1)^(2)) * (0.9837088628772344)) * (Exp(((x1)^(2)) * (-2.9506354999103657)))))),((1.794667212878693 * (x1 / (x1 * (exp(((x0 ** 2.0) * -1.1479380662306442)) + 0.9104678297874944)))) + ((exp(((x1 ** 2.0) * -0.8161424508985464)) * -0.9955711960792542) + (0.0071523520164192 - (((x1 ** 2.0) * 0.9837088628772344) * exp(((x1 ** 2.0) * -2.9506354999103657)))))),live_haskell
pagie,136,Operon,Operon,17,1,kept,(0.0005329695995897 + (0.9996598958969116 * (((2.9738872051239014 + exp(((100.4859924316406250 * x1) * ((-0.0308157186955214) * x1)))) - ((((0.7702111005783081 * x0) * (1.5427883863449097 * x0)) + 1.0054689645767212) * exp((((-1.7126119136810303) * x0) * (0.8499408960342407 * x0))))) - exp(exp((((100.9902267456054688 * x1) * ((-0.0091333612799644) * x1)) + 0.0902468413114548)))))),-1.1878686045713406*x0**2*exp(-1.4556189044729706*x0**2) - 0.9996598958969116*exp(1.09444440445747*exp(-0.9223802266131381654*x1**2)) + 2.9734087434829063 + 0.9996598958969116*exp(-3.096548075613729891*x1**2) - 1.0051270004563406*exp(-1.4556189044729706*x0**2),136,45,13,37,9,54,15,31,8,13.0,8.0,saturated,saturated,0.0,1.0e-3,(5.329695995897e-4) + ((0.9996598958969116) * ((((2.9738872051239014) + (Exp((-3.09654807561373) * ((x1) * (x1))))) - ((((1.1882727410061449) * ((x0) * (x0))) + (1.0054689645767212)) * (Exp((x0) * ((x0) * (-1.4556189044729706)))))) - (Exp(Exp((((x1) * (x1)) * (-0.9223802266131381)) + (9.02468413114548e-2)))))),(0.0005329695995897 + (0.9996598958969116 * (((2.9738872051239014 + exp((-3.09654807561373 * (x1 * x1)))) - (((1.1882727410061449 * (x0 * x0)) + 1.0054689645767212) * exp((x0 * (x0 * -1.4556189044729706))))) - exp(exp((((x1 * x1) * -0.9223802266131381) + 0.0902468413114548)))))),((2.973408743482906) - ((-0.9996598958969116) * ((Exp(((x1)^(2)) * (-3.09654807561373))) - (Exp((1.09444440445747) * (Exp(((x1)^(2)) * (-0.9223802266131381)))))))) + ((Exp(((x0)^(2)) * (-1.4556189044729706))) * ((((x0)^(2)) * (-1.1878686045713407)) + (-1.0051270004563406))),((2.973408743482906 - (-0.9996598958969116 * (exp(((x1 ** 2.0) * -3.09654807561373)) - exp((1.09444440445747 * exp(((x1 ** 2.0) * -0.9223802266131381))))))) + (exp(((x0 ** 2.0) * -1.4556189044729706)) * (((x0 ** 2.0) * -1.1878686045713407) + -1.0051270004563406))),live_haskell
pagie,137,Operon,Operon,18,1,kept,(0.0000816054744064 + (1.0001157522201538 * (((((-0.0021946807391942) * x0) * (13.7494821548461914 * x0)) + (-8.4071483612060547)) + ((log((((6955.1982421875000000 * x1) * (16.8089103698730469 * x1)) + 27880.0878906250000000)) + log((((85251.5703125000000000 * x0) * (3.5084772109985352 * x0)) + 63949.3125000000000000))) * (((1.2129596471786499 * x1) * ((-0.0008703975472599) * x1)) + 0.3835373818874359))))),-0.0301792165661435915*x0**2 - 1.0001157522201538*(0.0010557571018295306*x1**2 - 0.3835373818874359)*(log(299103.191643245522053*x0**2 + 63949.3125) + log(116909.30385762825625*x1**2 + 27880.087890625)) - 8.4080399018196203,137,45,14,31,7,37,10,27,7,14.0,7.0,saturated,saturated,0.0,0.0,((7963.069109938157) + ((((24.277697647852335) + ((Log(((x1) * (x1)) + (0.23847621165016322))) + (Log(((x0) * (x0)) + (0.213803510917648))))) * (((x1) * (x1)) + (-363.2818393765012))) + (((x0) * (x0)) * (28.582070257300213)))) * (-1.0558793080580105e-3),((7963.069109938157 + (((24.277697647852335 + (log(((x1 * x1) + 0.23847621165016322)) + log(((x0 * x0) + 0.213803510917648)))) * ((x1 * x1) + -363.2818393765012)) + ((x0 * x0) * 28.582070257300213))) * -0.0010558793080580105),((((x0)^(2)) * (-3.0179216566143592e-2)) - (((((x1)^(2)) - (363.2818393765012)) * (1.0558793080580105e-3)) * ((Log(((x0)^(2)) + (0.213803510917648))) + ((Log(((x1)^(2)) + (0.23847621165016322))) + (24.277697647852335))))) + (-8.40803990181962),((((x0 ** 2.0) * -0.030179216566143592) - ((((x1 ** 2.0) - 363.2818393765012) * 0.0010558793080580105) * (log(((x0 ** 2.0) + 0.213803510917648)) + (log(((x1 ** 2.0) + 0.23847621165016322)) + 24.277697647852335)))) + -8.40803990181962),live_haskell
pagie,138,Operon,Operon,19,1,kept,((-0.0000098704376796) + (1.0000013113021851 * ((exp(exp(((-0.1284630000591278) - exp((((-1.7482314109802246) * x0) * (0.6576864719390869 * x0)))))) - exp((0.2162327617406845 + (((-0.0238646697252989) * x1) * (38.5694580078125000 * x1))))) - exp((((-0.9399499893188477) - exp(((1.4266452789306641 * x1) * ((-5.3529791831970215) * x1)))) * 0.8908159136772156))))),1.0000013113021851*exp(0.8794461012701917*exp(-exp(-1.1497881488206758*x0**2))) - 9.8704376796e-6 - 0.4328685844136254*exp(-0.8908159136772156*exp(-7.6368024799221532*x1**2)) - 1.24139292161274*exp(-0.92044737684023015*x1**2),138,41,12,35,9,45,14,34,10,12.0,9.0,saturated,saturated,1.0e-3,0.0,(-9.8704376796e-6) + ((1.000001311302185) * (((Exp(Exp((-0.1284630000591278) - (Exp((-1.1497881488206758) * ((x0) * (x0))))))) - (Exp((0.2162327617406845) + ((-0.9204473768402301) * ((x1) * (x1)))))) - (Exp(((-0.9399499893188477) - (Exp(((x1) * (x1)) * (-7.636802479922153)))) * (0.8908159136772156))))),(-9.8704376796e-06 + (1.000001311302185 * ((exp(exp((-0.1284630000591278 - exp((-1.1497881488206758 * (x0 * x0)))))) - exp((0.2162327617406845 + (-0.9204473768402301 * (x1 * x1))))) - exp(((-0.9399499893188477 - exp(((x1 * x1) * -7.636802479922153))) * 0.8908159136772156))))),((((1.000001311302185) * (Exp((0.8794461012701917) * (Exp((-1.0) * (Exp(((x0)^(2)) * (-1.1497881488206758)))))))) + (-9.8704376796e-6)) - ((0.4328685844136254) * (Exp((Exp(((x1)^(2)) * (-7.636802479922153))) * (-0.8908159136772156))))) - ((1.24139292161274) * (Exp(((x1)^(2)) * (-0.9204473768402301)))),((((1.000001311302185 * exp((0.8794461012701917 * exp((-1.0 * exp(((x0 ** 2.0) * -1.1497881488206758))))))) + -9.8704376796e-06) - (0.4328685844136254 * exp((exp(((x1 ** 2.0) * -7.636802479922153)) * -0.8908159136772156)))) - (1.24139292161274 * exp(((x1 ** 2.0) * -0.9204473768402301)))),live_haskell
pagie,139,Operon,Operon,20,1,kept,((-0.0000002506655221) + (1.0000001192092896 * (((((-0.0002352308656555) * x0) + 1.9712915420532227) - (exp((((-0.0005102988216095) * x1) * (2861.8625488281250000 * x1))) * (1.0045522451400757 + ((0.0003667365817819 * x1) * (3236.1384277343750000 * x1))))) + (exp((((-0.0249317195266485) * x0) * (58.4497108459472656 * x0))) * ((-1.0050251483917236) + (((-0.0338098518550396) * x0) * (35.2732009887695312 * x0))))))),-1.1925818420501513*x0**2*exp(-1.45725179722486209*x0**2) - 0.0002352308936972044*x0 - 1.1868104866391750118*x1**2*exp(-1.4604050862753523738*x1**2) + 1.9712915263839649 - 1.0045523648920352*exp(-1.4604050862753523738*x1**2) - 1.0050252682000576*exp(-1.45725179722486209*x0**2),139,47,14,37,9,59,15,31,8,14.0,8.0,saturated,saturated,0.0,0.0,(1.0000001192092896) * (((-2.3523086565550004e-4) * (x0)) + (((Exp((-1.4604050862753524) * ((x1) * (x1)))) * ((((x1) * (x1)) + (0.8464303072824536)) * (-1.186810345160357))) + (((Exp((-1.4572517972248622) * ((x0) * (x0)))) * ((-1.0050251483917236) + (((x0) * (x0)) * (-1.192581699883334)))) + (1.9712912913877296)))),(1.0000001192092896 * ((-0.00023523086565550004 * x0) + ((exp((-1.4604050862753524 * (x1 * x1))) * (((x1 * x1) + 0.8464303072824536) * -1.186810345160357)) + ((exp((-1.4572517972248622 * (x0 * x0))) * (-1.0050251483917236 + ((x0 * x0) * -1.192581699883334))) + 1.9712912913877296)))),(((x0) * (-2.352308936972044e-4)) + ((1.971291526383965) + ((Exp(((x0)^(2)) * (-1.4572517972248622))) * ((((x0)^(2)) * (-1.1925818420501513)) + (-1.0050252682000576))))) + ((Exp(((x1)^(2)) * (-1.4604050862753524))) * ((-1.0045523648920351) + (((x1)^(2)) * (-1.186810486639175)))),(((x0 * -0.0002352308936972044) + (1.971291526383965 + (exp(((x0 ** 2.0) * -1.4572517972248622)) * (((x0 ** 2.0) * -1.1925818420501513) + -1.0050252682000576)))) + (exp(((x1 ** 2.0) * -1.4604050862753524)) * (-1.0045523648920351 + ((x1 ** 2.0) * -1.186810486639175)))),live_haskell
pagie,140,Operon,Operon,21,1,kept,(0.0056000440381467 + (0.9965137243270874 * ((0.7391300201416016 + (exp((((-26.2499160766601562) * x1) * (0.1143757924437523 * x1))) * (((-49.5787200927734375) * x1) * (0.0202242378145456 * x1)))) - (exp(((2.2524499893188477 * x1) * ((-0.3599792122840881) * x1))) + (exp((exp((((-0.7799134254455566) * x0) * (1.5038967132568359 * x0))) * (-1.7264224290847778))) * (-1.2398984432220459)))))),-0.999196165577684391*x1**2*exp(-3.00235495284999869*x1**2) + 0.7421532531714092 + 1.2355758154425587*exp(-1.7264224290847778*exp(-1.1729092371524529*x0**2)) - 0.9965137243270874*exp(-0.810835172864301451*x1**2),140,45,13,37,9,45,13,31,8,13.0,8.0,saturated,saturated,0.0,0.0,(5.6000440381467e-3) + ((0.9965137243270874) * (((0.7391300201416016) + ((Exp((-3.002354952849999) * ((x1) * (x1)))) * (((x1) * (x1)) * (-1.0026918256970403)))) - ((Exp(((x1) * (x1)) * (-0.8108351728643014))) + ((Exp((Exp((-1.172909237152453) * ((x0) * (x0)))) * (-1.7264224290847778))) * (-1.239898443222046))))),(0.0056000440381467 + (0.9965137243270874 * ((0.7391300201416016 + (exp((-3.002354952849999 * (x1 * x1))) * ((x1 * x1) * -1.0026918256970403))) - (exp(((x1 * x1) * -0.8108351728643014)) + (exp((exp((-1.172909237152453 * (x0 * x0))) * -1.7264224290847778)) * -1.239898443222046))))),(((0.7421532531714092) - (((0.9991961655776844) * ((x1)^(2))) * (Exp(((x1)^(2)) * (-3.002354952849999))))) + ((1.2355758154425587) * (Exp((Exp(((x0)^(2)) * (-1.172909237152453))) * (-1.7264224290847778))))) - ((0.9965137243270874) * (Exp(((x1)^(2)) * (-0.8108351728643014)))),(((0.7421532531714092 - ((0.9991961655776844 * (x1 ** 2.0)) * exp(((x1 ** 2.0) * -3.002354952849999)))) + (1.2355758154425587 * exp((exp(((x0 ** 2.0) * -1.172909237152453)) * -1.7264224290847778)))) - (0.9965137243270874 * exp(((x1 ** 2.0) * -0.8108351728643014)))),live_haskell
pagie,141,Operon,Operon,22,1,kept,(0.0059260418638587 + (0.9963514208793640 * (((1.9877398014068604 + ((((-0.0255243461579084) * x1) * (39.2693595886230469 * x1)) * exp((((-0.0006980864563957) * x1) * (4245.9946289062500000 * x1))))) - exp((((-0.0209862142801285) * x1) * (38.7934265136718750 * x1)))) - exp((exp((-2.6416935920715332)) + ((0.0101619474589825 * x0) * ((-75.6802444458007812) * x0))))))),-0.998667666466396711*x1**2*exp(-2.9640713443683392264*x1**2) + 1.9864134173340489 - 0.996351420879364*exp(-0.81412716147633626667*x1**2) - 1.0699214810013096*exp(-0.769058667741179754*x0**2),141,42,12,34,8,40,11,28,7,12.0,7.0,saturated,saturated,0.0,1.0e-3,(5.9260418638587e-3) + ((0.996351420879364) * ((((1.9877398014068604) + (((-1.002324727539394) * ((x1) * (x1))) * (Exp(((x1) * (x1)) * (-2.9640713443683393))))) - (Exp(((x1) * (x1)) * (-0.8141271614763362)))) - (Exp((7.124051495942774e-2) + ((-0.7690586677411797) * ((x0) * (x0))))))),(0.0059260418638587 + (0.996351420879364 * (((1.9877398014068604 + ((-1.002324727539394 * (x1 * x1)) * exp(((x1 * x1) * -2.9640713443683393)))) - exp(((x1 * x1) * -0.8141271614763362))) - exp((0.07124051495942774 + (-0.7690586677411797 * (x0 * x0))))))),(((1.9864134173340489) - (((0.9986676664663967) * ((x1)^(2))) * (Exp(((x1)^(2)) * (-2.9640713443683393))))) - ((0.996351420879364) * (Exp(((x1)^(2)) * (-0.8141271614763362))))) + ((Exp(((x0)^(2)) * (-0.7690586677411797))) * (-1.0699214810013096)),(((1.9864134173340489 - ((0.9986676664663967 * (x1 ** 2.0)) * exp(((x1 ** 2.0) * -2.9640713443683393)))) - (0.996351420879364 * exp(((x1 ** 2.0) * -0.8141271614763362)))) + (exp(((x0 ** 2.0) * -0.7690586677411797)) * -1.0699214810013096)),live_haskell
pagie,142,Operon,Operon,23,1,kept,(0.0007810645620339 + (0.9995014071464539 * (((((-1.0057448148727417) + ((0.7655488848686218 * x0) * ((-1.5458080768585205) * x0))) * exp(((0.4586827158927917 * x0) * ((-3.1686115264892578) * x0)))) + (2.9749636650085449 + exp(((-0.3110347986221313) + ((3.0109248161315918 * x1) * ((-1.1550782918930054) * x1)))))) - exp(exp(((23.0867309570312500 * x1) * ((-0.0377156287431717) * x1))))))),-1.1828016188405823*x0**2*exp(-1.4533873405792973*x0**2) - 0.9995014071464539*exp(exp(-0.870730573668879675*x1**2)) + 2.9742614339476462 + 0.7323230656900827*exp(-3.4778538936355404*x1**2) - 1.0052433576955551*exp(-1.4533873405792973*x0**2),142,45,13,37,9,52,14,31,8,13.0,8.0,saturated,saturated,0.0,0.0,(7.810645620339e-4) + ((0.9995014071464539) * (((((-1.0057448148727417) + ((-1.1833916494599492) * ((x0) * (x0)))) * (Exp(((x0) * (x0)) * (-1.4533873405792972)))) + ((2.974963665008545) + (Exp((-0.3110347986221313) + ((-3.4778538936355403) * ((x1) * (x1))))))) - (Exp(Exp(((x1) * (x1)) * (-0.8707305736688796)))))),(0.0007810645620339 + (0.9995014071464539 * ((((-1.0057448148727417 + (-1.1833916494599492 * (x0 * x0))) * exp(((x0 * x0) * -1.4533873405792972))) + (2.974963665008545 + exp((-0.3110347986221313 + (-3.4778538936355403 * (x1 * x1)))))) - exp(exp(((x1 * x1) * -0.8707305736688796)))))),((0.7323230656900825) * (Exp(((x1)^(2)) * (-3.4778538936355403)))) + (((2.9742614339476456) + ((Exp(Exp(((x1)^(2)) * (-0.8707305736688796)))) * (-0.999501407146454))) + ((Exp(((x0)^(2)) * (-1.4533873405792972))) * ((-1.005243357695555) - (((x0)^(2)) * (1.1828016188405823))))),((0.7323230656900825 * exp(((x1 ** 2.0) * -3.4778538936355403))) + ((2.9742614339476456 + (exp(exp(((x1 ** 2.0) * -0.8707305736688796))) * -0.999501407146454)) + (exp(((x0 ** 2.0) * -1.4533873405792972)) * (-1.005243357695555 - ((x0 ** 2.0) * 1.1828016188405823))))),live_haskell
pagie,143,Operon,Operon,24,1,kept,(0.0049892361275852 + (0.9968150258064270 * (exp(((-0.7375680804252625) / (exp((((-7.8003888130187988) * x1) * ((-0.0912654846906662) * x1))) - 0.9434194564819336))) - (exp(((((-11.2235412597656250) * x0) * (0.0819300860166550 * x0)) - (exp(((((-56.8530616760253906) * x0) * (0.1006406396627426 * x0)) - 1.4147840738296509)) - 0.2206120193004608))) - 0.9837305545806885)))),-1.242868435105807*exp(-0.919545700824074031*x0**2 - 0.24297807310963717*exp(-5.72172849386055215*x0**2)) + 0.985586634278505 + 0.996815025806427*exp(-0.7375680804252625/(exp(0.71190626579581106*x1**2) - 0.9434194564819336)),143,41,13,33,9,41,13,30,9,13.0,9.0,saturated,saturated,0.0,5.0e-3,(0.996815025806427) * (((Exp((-0.7375680804252625) / ((Exp((0.7119062657958111) * ((x1) * (x1)))) + (-0.9434194564819336)))) - (Exp(((-0.919545700824074) * ((x0) * (x0))) - ((Exp((((x0) * (x0)) * (-5.721728493860552)) + (-1.4147840738296509))) + (-0.2206120193004608))))) + (0.9887357320694095)),(0.996815025806427 * ((exp((-0.7375680804252625 / (exp((0.7119062657958111 * (x1 * x1))) + -0.9434194564819336))) - exp(((-0.919545700824074 * (x0 * x0)) - (exp((((x0 * x0) * -5.721728493860552) + -1.4147840738296509)) + -0.2206120193004608)))) + 0.9887357320694095)),((Exp((((x0)^(2)) * (-0.9195457008240742)) - ((0.24297807310963718) * (Exp(((x0)^(2)) * (-5.721728493860552)))))) * (-1.2428684351058072)) + ((0.9855866342785048) + ((0.9968150258064269) * (Exp((-0.7375680804252625) / ((Exp((0.7119062657958111) * ((x1)^(2)))) - (0.9434194564819336)))))),((exp((((x0 ** 2.0) * -0.9195457008240742) - (0.24297807310963718 * exp(((x0 ** 2.0) * -5.721728493860552))))) * -1.2428684351058072) + (0.9855866342785048 + (0.9968150258064269 * exp((-0.7375680804252625 / (exp((0.7119062657958111 * (x1 ** 2.0))) - 0.9434194564819336)))))),live_haskell
