dataset,raw_index,algorithm_raw,algo_row,input_kind,variant,status,runtime_ms,before_nodes,before_params,after_nodes,after_params,egraph_total_size,egraph_nodes,eclass_count,passes,extracted_cost,peak_rss_mb,rendered
kotanchek,207,SRjl,28,original,baseline,saturated,9192.659541004105,42.0,8.0,37.0,7.0,6804.0,na,na,2.0,37.0,194.78125,(x1 * (x0 * (x1 + (x0 * x1 / 1.2035151895961715 + exp(x1) / -20.207102079410742 + -0.11255368129091607)) + x1 + -0.3584815717428683) * 0.6349784840512539 + 0.2622163301406169) / (exp(x1 + (x0 * x0 - x0)) + 2.2940465095944242)
kotanchek,207,SRjl,28,sympy,baseline,saturated,8085.343708022265,39.0,7.0,37.0,7.0,10999.0,na,na,2.0,37.0,222.578125,((x0 * (-0.04948755126144047 * exp(x1) + (0.8308993593471311 * (x0 * x1) + (x1 + -0.11255368129091607))) + x1 + -0.3584815717428683) * x1 + 0.41295309483187376) * (0.6349784840512539 / (exp(x1 - x0 + x0 ** 2.0) + 2.2940465095944242))
kotanchek,208,SRjl,29,original,baseline,saturated,2789.914583991049,45.0,8.0,37.0,6.0,9416.0,na,na,2.0,37.0,176.59375,0.31853983937632546 * (x1 * (x0 * (x1 + (2.0 * (x0 + x1 + -0.34521648942483235) + -0.16055540314602817 * (exp(x1) + x0))) + 1.6092528759488465) + -0.4136548477385049) * exp(-0.6022120672089649 * (x0 * x0) - x1) * x1
kotanchek,208,SRjl,29,sympy,baseline,saturated,5349.660124978982,37.0,7.0,33.0,7.0,14783.0,na,na,2.0,33.0,191.40625,0.585936386423514 * (x1 * (x0 * (x0 + 1.6309270771900075 * x1 - 0.08728471812667168 * exp(x1) - 0.37534861339695796) + 0.8748580298102887) - 0.22488029726254577) * x1 * exp(-0.6022120672089649 * x0 ** 2.0 - x1)
kotanchek,209,SRjl,30,original,baseline,saturated,11285.485540982336,42.0,10.0,29.0,5.0,13999.0,na,na,2.0,29.0,195.140625,((x0 - (-0.4553546802016498 - x1)) / (exp(x1) + (7.787500628085413 - x1 - x1 - x1)) / (exp(x0) - (2.487415653599196 * x0 - 0.7901026138870582)) - 0.01811268853996139) * x1
kotanchek,209,SRjl,30,sympy,baseline,saturated,5723.432166996645,45.0,8.0,27.0,5.0,4264.0,na,na,2.0,27.0,222.03125,x1 * ((x1 + 0.4553546802016498 + x0) / ((-2.487415653599196 * x0 + exp(x0) + 0.7901026138870583) * (-3.0 * x1 + exp(x1) + 7.787500628085413)) + -0.01811268853996139)
pagie,0,Bingo,1,original,baseline,saturated,554.1983339935541,43.0,6.0,39.0,6.0,1276.0,na,na,2.0,39.0,129.984375,0.5240322255066139 + -0.45351118068033663 * log(abs(-54.93119319072758 + 755.3723998652232 * log(abs(-2.0 * (x0 * (x1 ** (-1.0) + 33219378496.322727 * x1)))) ** (-1.0) + log(abs(-2.0 * (x0 * (x1 ** (-1.0) + 33219378496.322727 * x1))))))
pagie,0,Bingo,1,sympy,baseline,saturated,1730.4104999930132,34.0,6.0,26.0,4.0,1757.0,na,na,2.0,26.0,157.78125,0.5240322255066139 - 0.45351118068033663 * log(log(x0 * (-2.0 / x1 + x1)) + -104.77028601632064 + 755.3723998652232 / log(x0 * (-2.0 / x1 + x1)))
pagie,1,Bingo,2,original,baseline,saturated,809.5606660062913,23.0,4.0,15.0,3.0,559.0,na,na,2.0,15.0,150.59375,0.04547093390683249 + 0.17516554602688977 * log(abs(x1 + -428.97380002183064 * (x1 * x0) ** 2.0))
pagie,1,Bingo,2,sympy,baseline,saturated,1117.0698749774601,22.0,4.0,16.0,3.0,1088.0,na,na,2.0,16.0,155.953125,0.17516554602688977 * log(-428.9738000218307 * x0 ** 2.0 * x1 ** 2.0 + x1) + 0.04547093390683249
pagie,2,Bingo,3,original,baseline,saturated,10622.711874981178,37.0,7.0,21.0,4.0,16518.0,na,na,2.0,21.0,204.15625,0.331885850726245 * log(abs(-1.4192603808235096 * (x1 * (23.05465845949665 * x0 + log(abs(-0.5941007048060543 + x0)))) - (x0 - 1.0)))
pagie,2,Bingo,3,sympy,baseline,saturated,2914.094457984902,25.0,4.0,23.0,4.0,5103.0,na,na,2.0,23.0,179.296875,log(1.0 - x0 + (x0 / 0.04337518171248731 + log(x0 + -0.5941007048060543)) * x1 / -0.7045923450774847) / (3.013084160749133 + I * pi)
pagie,3,Bingo,4,original,baseline,saturated,1693.4863750066143,55.0,10.0,41.0,6.0,7029.0,na,na,2.0,41.0,156.671875,321.50462762611204 * ((-0.00038635675709715734 * (x0 * x1) + log(abs(3323.2144588507704 * (x0 * x1)))) * ((-0.00038635675709715734 * (x0 * x1) + log(abs(3323.2144588507704 * (x0 * x1)))) ** (-1.0) * log(abs(log(abs(3323.2144588507704 * (x0 * x1)))))))
pagie,3,Bingo,4,sympy,baseline,saturated,161.59691699431278,39.0,6.0,39.0,6.0,102.0,na,na,1.0,39.0,118.9375,321.50462762611204 * (0.0003863567570971573 * x0 * x1 - log(x0 * x1) - 4.274548766358028) * log(log(x0 * x1) + 8.108687803994295) / (0.0003863567570971573 * x0 * x1 - log(x0 * x1) - 2584.697178274691 + I * pi)
pagie,4,Bingo,5,original,baseline,saturated,938.3400420192629,23.0,3.0,21.0,3.0,37.0,na,na,2.0,21.0,151.703125,-0.7617093798419142 + 0.3424256684358176 * log(abs(x1 * (x0 * 248.92555522398015 - x1 + x1 ** (-2.0) * log(abs(x0)))))
pagie,4,Bingo,5,sympy,baseline,saturated,107.81779201352037,19.0,3.0,19.0,3.0,45.0,na,na,1.0,19.0,117.953125,0.3424256684358176 * log((x1 ** 2.0 * (248.92555522398015 * x0 - x1) + log(x0)) / x1) - 0.7617093798419142
pagie,5,Bingo,6,original,baseline,saturated,3314.3416669918224,53.0,8.0,27.0,5.0,8585.0,na,na,2.0,27.0,167.34375,0.2033733319566922 + 0.0885895005060784 * log(abs((x0 * x0 * (520439.72713022487 * (28890.10432966032 + x0) ** (-1.0) + -165.43872587343168 * (x1 * x1)) + x1) ** 2.0))
pagie,5,Bingo,6,sympy,baseline,saturated,3411.1172500124667,36.0,6.0,32.0,6.0,7757.0,na,na,2.0,32.0,162.609375,0.0885895005060784 * (28.620540840391467 + log((x0 ** 2.0 + x1 * (x0 + 28890.10432966032) * (-0.00031788258514714706 * (x1 * x0 ** 2.0 + 0.006044533979094147))) ** 2.0 / (x0 + 28890.104329660317) ** 2.0))
pagie,6,Bingo,7,original,baseline,saturated,715.4069590033032,29.0,5.0,21.0,5.0,607.0,na,na,2.0,21.0,122.265625,0.33963694568414915 * log(abs(-35.167844692926785 * (-0.42633497398286985 * (x0 * ((58.20319882282552 + x0) * x1)) + log(abs(x1))))) - 1.1727867299483856
pagie,6,Bingo,7,sympy,baseline,saturated,772.5032499874942,19.0,5.0,17.0,4.0,1041.0,na,na,2.0,17.0,130.609375,0.33963694568414915 * (-0.7454576917979261 + log((x0 + 58.20319882282552) * x1 * x0 + -2.3455734598967712 * log(x1)))
pagie,7,Bingo,8,original,baseline,saturated,1319.0973330056295,20.0,5.0,20.0,5.0,7617.0,na,na,2.0,20.0,160.71875,0.3219453819768659 * (0.006998797255225593 * (x0 + 697.4542932210649) + -3.3010592991000216 * exp(-0.7560873364652252 * (x0 * x0)) + log(abs(x1)))
pagie,7,Bingo,8,sympy,baseline,saturated,1815.1972919877153,19.0,5.0,19.0,5.0,7721.0,na,na,2.0,19.0,162.328125,0.002253230455712244 * x0 + 0.3219453819768659 * log(x1) + 1.571525254952961 + -1.0627607969770416 * exp(-0.7560873364652252 * x0 ** 2.0)
pagie,8,Bingo,9,original,baseline,saturated,1404.3793749879114,31.0,7.0,25.0,4.0,5555.0,na,na,2.0,25.0,155.171875,0.020656514799286103 * (log(abs(x1 + -5504.7494866201905 * (x0 * x1))) + 0.014525769953961822 * x0) * log(abs(x1 + -5504.7494866201905 * (x0 * x1)))
pagie,8,Bingo,9,sympy,baseline,saturated,1451.5700000047218,25.0,5.0,23.0,4.0,8642.0,na,na,2.0,23.0,170.078125,(0.0003000517820250378 * x0 + 0.020656514799286103 * log(x1 * (1.0 - 5504.7494866201905 * x0))) * log(x1 * (1.0 - 5504.7494866201905 * x0))
pagie,9,Bingo,10,original,baseline,saturated,564.479708991712,25.0,5.0,19.0,4.0,38.0,na,na,2.0,19.0,140.53125,0.020654943439179847 * (log(abs(-5504.7201863492755 * (x0 * x1))) + -2.410674221714407) * log(abs(-5504.7201863492755 * (x0 * x1)))
pagie,9,Bingo,10,sympy,baseline,saturated,157.58079197257757,21.0,4.0,19.0,4.0,76.0,na,na,2.0,19.0,118.84375,0.020654943439179847 * (6.202686997149495 + log(x1 * (0.0001816622764005011 - x0))) * log(x1 * (1.0 + -5504.7201863492755 * x0))
pagie,10,Bingo,11,original,baseline,saturated,1869.7448750026524,24.0,5.0,22.0,4.0,6954.0,na,na,2.0,22.0,154.65625,(-1.529035305818532 + exp(log(abs(x0 * x1)))) * (0.2778146070096167 + 6.532680622052586e-05 * x0 + -0.07902303898937542 * log(abs(x0 * x1)))
pagie,10,Bingo,11,sympy,baseline,saturated,913.0498750018887,20.0,5.0,16.0,3.0,2270.0,na,na,2.0,16.0,142.171875,(x0 * x1 + -1.529035305818532) * (6.532680622052586e-05 * x0 + -0.07902303898937542 * log(x0 * x1))
pagie,11,Bingo,12,original,baseline,saturated,1400.5817090219352,16.0,4.0,13.0,4.0,57.0,na,na,2.0,13.0,152.5625,0.32709300308221473 * log(abs(x0 * (33.37981491587227 * (0.0866933127614832 + x1)) - 1.3869304599899064))
pagie,11,Bingo,12,sympy,baseline,saturated,1672.368582978379,14.0,4.0,12.0,4.0,55.0,na,na,2.0,12.0,159.125,0.32709300308221473 * log(x0 * (33.37981491587227 * (x1 + 0.0866933127614832)) - 1.3869304599899064)
pagie,12,Bingo,13,original,baseline,saturated,1742.4174589978065,33.0,5.0,31.0,4.0,7001.0,na,na,2.0,31.0,161.078125,0.46055102457050884 + (-11903.1935774518 + x0 ** (-1.0) * exp(x1)) * (x0 ** (-1.0) * exp(x1) + -8736.856642285593 * x1 ** (-2.0)) ** (-1.0) + 0.3353899762817782 * log(abs(x0))
pagie,12,Bingo,13,sympy,baseline,saturated,685.2518749947194,26.0,5.0,26.0,5.0,2204.0,na,na,2.0,26.0,129.0,(11903.1935774518 - exp(x1) / x0) / (9960.615166624408 + 8736.856642285593 / x1 ** 2.0 - exp(x1) / x0) + log(x0) / 2.981603717219769 + 0.46055102457050884
pagie,13,Bingo,14,original,baseline,saturated,845.8734169835225,29.0,6.0,27.0,5.0,2301.0,na,na,2.0,27.0,143.953125,-3.6628323446084137 + -140960.10336012763 * ((-1951.8497630927013 + x0) ** (-1.0) * log(abs(x0 ** (-1.0) * (-66329.49759041717 * x1 + -3434828.851252485 * x1 ** (-1.0)))) ** (-1.0))
pagie,13,Bingo,14,sympy,baseline,saturated,2149.7806670085993,22.0,6.0,18.0,5.0,1431.0,na,na,2.0,18.0,153.546875,-3.6628323446084137 - 140960.10336012763 / ((x0 - 1951.8497630927013) * log((-3434828.851252485 / x1 - x1 / 1.5076248672573589e-05) / x0))
pagie,14,Bingo,15,original,baseline,saturated,251.77108397474512,45.0,13.0,23.0,6.0,107.0,na,na,2.0,23.0,126.5625,-0.3615909827079473 - (-0.3615909827079473 + (-0.15940944833036993 + (0.7495558385988832 + -0.052282035688047096 * (x0 * x0)) ** 2.0) ** 2.0) * log(abs(-242.5021661422168 * x1))
pagie,14,Bingo,15,sympy,baseline,saturated,209.025041986024,28.0,6.0,24.0,6.0,82.0,na,na,2.0,24.0,122.21875,(-7.471537092712174e-06 * ((x0 ** 2.0 - 14.336776078714342) ** 2.0 - 58.318867312320975) ** 2.0 - -0.3615909827079473) * (log(-1.0 * x1) - -5.491010642882867) - 0.3615909827079473
pagie,15,Bingo,16,original,baseline,saturated,1458.9398329844698,51.0,8.0,47.0,8.0,7683.0,na,na,2.0,47.0,155.953125,-0.0016724665952508537 * (292.42415431458545 + x1 + 0.0031747115902272137 * (x0 ** (-1.0) * x1 ** (-1.0) * ((39.54832653926522 + x1) * log(abs(-314.9892428270721 * (x0 * x1))))) + -240.49898207944213 * log(abs(-314.9892428270721 * (x0 * (x1 * log(abs(-314.9892428270721 * (x0 * x1))) ** (-1.0))))))
pagie,15,Bingo,16,sympy,baseline,saturated,6022.053666005377,46.0,7.0,42.0,7.0,8562.0,na,na,2.0,42.0,214.859375,(log(-1.0 * x0 * x1) + 5.75253848848719) * (x1 + 39.54832653926522) * (-5.309599084210731e-06 / (x0 * x1)) + (-0.0016724665952508537 * x1 + 0.40222651371970064 * log(-1.0 * x0 * x1 / (log(-1.0 * x0 * x1) + 5.75253848848719)) + 1.824753871526974)
pagie,17,Bingo,17,original,baseline,saturated,1723.8182079745457,59.0,12.0,23.0,3.0,7275.0,na,na,2.0,23.0,166.484375,-0.00015170797954567304 * x1 * log(abs(x1 * ((x0 * (-0.006560644797673274 * x1) * x1) ** (-1.0) + 0.013121289595346548 * (x0 * x1))))
pagie,17,Bingo,17,sympy,baseline,saturated,9686.228625010699,52.0,12.0,32.0,7.0,13393.0,na,na,2.0,32.0,189.78125,(-0.00015170797954567304 * x1 - -0.33614124518018773) * log((8.608412032247477e-05 * (x1 * ((x1 - 2215.712358617164) * x0 + -0.011561971743956945)) ** 2.0 - x1) * (152.42404227624837 / (x0 * x1 * (x1 - 2215.712358617164))))
pagie,18,Bingo,18,original,baseline,saturated,157.84579099272378,23.0,5.0,21.0,4.0,48.0,na,na,2.0,21.0,118.40625,-0.007094373139361835 * ((-8.107154770143312 + x0) * ((6.507788542716649 + x0 + log(abs(x0))) * log(abs(x0 * x1))) + -156.8171142600944)
pagie,18,Bingo,18,sympy,baseline,saturated,142.2046250081621,19.0,4.0,19.0,4.0,89.0,na,na,2.0,19.0,118.671875,-0.007094373139361835 * (x0 + -8.107154770143312) * (x0 + log(x0) + 6.507788542716649) * log(x0 * x1) + 1.112519123199049
pagie,19,Bingo,19,original,baseline,saturated,170.8612920192536,25.0,6.0,23.0,5.0,53.0,na,na,2.0,23.0,119.328125,3.5993169689720506 + 0.0008081328585248142 * (log(abs(x0 * x1)) + -5.9151404706628075) * (521.6683948517077 + 23.730684923841224 * log(abs(x0 * x1)) - x0)
pagie,19,Bingo,19,sympy,baseline,saturated,1864.4833749858662,25.0,6.0,21.0,5.0,2468.0,na,na,2.0,21.0,179.625,0.0008081328585248142 * (log(x0 * x1) + -5.9151404706628075) * (521.6683948517077 - x0 + 23.730684923841224 * log(x0 * x1)) + 3.5993169689720506
pagie,20,Bingo,20,original,baseline,saturated,336.2178749812301,47.0,9.0,33.0,5.0,590.0,na,na,2.0,33.0,129.203125,-0.00010507476032088567 * ((-819.22982975795 + x0 ** (-1.0) * (1.9180501896236644 - x1)) * log(abs(569.384534287446 * (x0 * x1 + 787.8316085019056 * ((x0 * x0) ** 2.0 * (x1 * x1) ** 2.0)))))
pagie,20,Bingo,20,sympy,baseline,saturated,669.7095409908798,28.0,5.0,24.0,4.0,107.0,na,na,2.0,24.0,150.9375,log(x0 * x1 * (448579.1335037871 * x0 ** 3.0 * x1 ** 3.0 + 569.384534287446)) * (0.00010507476032088567 * (x1 / x0 + 819.22982975795))
pagie,21,Bingo,21,original,baseline,saturated,147.26254099514335,43.0,7.0,28.0,4.0,39.0,na,na,2.0,28.0,119.3125,log(abs(log(abs(5.852257156264611 + exp(log(abs(0.0004240447616209535 * (x0 * x1)))) ** 2.0 * (7480.0610581772835 + log(abs(0.0004240447616209535 * (x0 * x1)))) ** 2.0))))
pagie,21,Bingo,21,sympy,baseline,saturated,175.60216601123102,24.0,3.0,20.0,3.0,79.0,na,na,2.0,20.0,119.953125,1.7981395985817125e-07 * (x1 ** 2.0 * x0 ** 2.0) * (log(x0 * x1) + 7472.295386638841) ** 2.0 + 5.852257156264611
pagie,22,Bingo,22,original,baseline,saturated,2903.1930829805788,27.0,4.0,27.0,4.0,13412.0,na,na,2.0,27.0,185.265625,0.3407158075111429 * log(abs(0.07297318016992407 * (x0 * (x1 * (401.296952200405 + x0 + 2.0 * x1 - (exp(x0) + exp(x1)))) - x0 + 5.47645758221604)))
pagie,22,Bingo,22,sympy,baseline,saturated,2950.367292010924,28.0,5.0,26.0,4.0,9688.0,na,na,2.0,26.0,190.390625,0.3407158075111429 * log(-0.07297318016992407 * (x0 + (exp(x1) + exp(x0) + (-401.296952200405 - x0 + -2.0 * x1)) * (x1 * x0) + -5.47645758221604))
pagie,23,Bingo,23,original,baseline,saturated,748.2411660021171,27.0,5.0,27.0,5.0,5904.0,na,na,1.0,27.0,139.078125,-5.64393372152411 + 0.002708862303985314 * x1 ** (-1.0) + -0.06435725235582418 * ((-2311.5964730737646 - x0) * log(abs(3566206920.7839065 * (x0 ** (-1.0) * x1 ** (-1.0)))) ** (-1.0))
pagie,23,Bingo,23,sympy,baseline,saturated,1417.1725829946809,25.0,6.0,18.0,5.0,2421.0,na,na,2.0,18.0,152.28125,(148.7679975624414 + x0 / 15.538264350863052) / log(3566206920.7839065 / (x0 * x1)) + -5.64393372152411 + 0.002708862303985314 / x1
pagie,24,Bingo,24,original,baseline,saturated,452.65304201166146,33.0,7.0,25.0,5.0,757.0,na,na,2.0,25.0,128.484375,-0.11776415350114562 * (-2.4339755472913582 * (log(abs(x0 * x1)) + 10.425711371181222) + log(abs(-4625426.158330705 * log(abs(0.5182334989833758 * x1 ** (-1.0))) ** (-1.0))))
pagie,24,Bingo,24,sympy,baseline,saturated,1180.3524999995716,18.0,5.0,18.0,5.0,5700.0,na,na,2.0,18.0,143.015625,0.2866350699692545 * log(x0 * x1) + -0.1177641535011456 * log(-4625426.158330705 / (-0.65732936805086 - log(x1))) + 2.988374508357782
pagie,25,Bingo,25,original,baseline,saturated,99.16262500337325,20.0,4.0,20.0,4.0,47.0,na,na,1.0,20.0,118.21875,exp(-2.377396411352944 * ((-10.503285479940024 - log(abs(0.14985143797609368 * x0))) ** (-1.0) * log(abs(1.4308910409656768 * (x0 * x1)))))
pagie,25,Bingo,25,sympy,baseline,saturated,96.86237500864081,14.0,3.0,14.0,3.0,46.0,na,na,1.0,14.0,118.9375,exp(2.377396411352944 * (log(x0 * x1) + 0.3582973557925481) / (log(x0) + 8.605174590777912))
pagie,26,Bingo,26,original,baseline,saturated,136.33691699942574,16.0,3.0,14.0,2.0,29.0,na,na,2.0,14.0,119.109375,0.35562720568200606 * (log(abs(x1)) - exp(1.0 - x0 * x0) + 4.237817605187956)
pagie,26,Bingo,26,sympy,baseline,saturated,1339.274458005093,15.0,3.0,13.0,2.0,34.0,na,na,2.0,13.0,161.0,-0.35562720568200606 * (exp(1.0 - x0 ** 2.0) - log(x1)) + 1.5070832331229962
pagie,27,Bingo,27,original,baseline,saturated,2770.3045000089332,55.0,11.0,51.0,10.0,7562.0,na,na,2.0,51.0,183.265625,0.3423580139257516 * log(abs(0.45123069569900626 + x0 * ((-15.028298022711496 * log(abs(-0.4457591552950685 * x1 ** (-1.0))) + -1.9154706049479435 * (x1 ** 2.0 + -28.271914466509806)) ** (-1.0) * x1 ** (-1.0) + x1 * (-0.8538385588541292 * (x1 ** 2.0 + -28.271914466509806) + -6.699001432126425 * log(abs(-0.4457591552950685 * x1 ** (-1.0)))))))
pagie,27,Bingo,27,sympy,baseline,saturated,27282.267958013108,67.0,12.0,42.0,7.0,11540.0,na,na,2.0,42.0,231.953125,0.3423580139257516 * log(-6.699001432126425 * (log(-1.0 / x1) + 0.12745758715013442 * x1 ** 2.0 + -4.411446485385776) ** 2.0 * (x0 * x1 ** 2.0) / (x1 * (log(-1.0 / x1) + 0.12745758715013442 * x1 ** 2.0 + -4.411446485385776)) + 0.45123069569900626)
pagie,28,Bingo,28,original,baseline,saturated,114.85545799951069,41.0,7.0,41.0,7.0,122.0,na,na,1.0,41.0,118.40625,17.519637627145645 + -3.529837319764648 * (log(abs(-3.3162197817782353 + 76.20364329715497 * log(abs(900226.4764680645 * (x0 * x1))) ** (-1.0))) ** (-1.0) * log(abs(-3.139766204630333 * (x0 ** (-1.0) * (x1 ** (-1.0) * log(abs(900226.4764680645 * (x0 * x1))))))))
pagie,28,Bingo,28,sympy,baseline,saturated,991.0750830022153,45.0,8.0,34.0,7.0,85.0,na,na,2.0,34.0,147.421875,-3.529837319764648 * (log((log(x0 * x1) - -13.710401651170352) * (-3.139766204630333 / (x0 * x1))) / log((log(x0 * x1) + -9.268667382756215) * (-3.3162197817782353 / (log(x0 * x1) - -13.710401651170352))) + -4.963298883222688)
pagie,29,Bingo,29,original,baseline,saturated,140.21824998781085,17.0,2.0,17.0,2.0,799.0,na,na,1.0,17.0,121.03125,0.3382730532836002 * log(abs(29.00794352451898 * (x0 * x1) + log(abs(x0 * x1 ** (-1.0)))))
pagie,29,Bingo,29,sympy,baseline,saturated,155.6233750015963,13.0,2.0,13.0,2.0,1191.0,na,na,1.0,13.0,121.828125,0.3382730532836002 * log(29.00794352451898 * x0 * x1 + log(x0 / x1))
pagie,30,EPLEX,1,original,baseline,saturated,151.6446250025183,49.0,11.0,19.0,4.0,28.0,na,na,2.0,19.0,120.125,log(abs(log(abs(-0.1585090541114496 / (x1 * (x1 + 0.4296786853343707) + 0.5062767347126604) / (-0.5979311721486004 - x0 ** 2.0)))))
pagie,30,EPLEX,1,sympy,baseline,saturated,164.83058300218545,23.0,6.0,19.0,4.0,30.0,na,na,2.0,19.0,119.078125,log(abs(log(abs(0.1585090541114494 / ((x0 ** 2.0 + 0.5979311721486) * (x1 * (x1 + 0.4296786853343705) + 0.5062767347126608))))))
pagie,31,EPLEX,2,original,baseline,saturated,217.49820798868313,93.0,7.0,89.0,7.0,125.0,na,na,2.0,89.0,120.171875,exp((log(abs(x0)) - exp(exp(log(abs(x0)) / exp((exp(log(abs(x1)) + -0.46954083904279925) ** 3.0) ** 3.0)) / log(abs(log(abs(((x1 ** 3.0) ** 2.0 + log(abs(log(abs((log(abs(x0)) + log(abs((0.4625502866723014 + log(abs((0.292 + log(abs((((-0.441 - (x1 ** 3.0) ** 3.0) ** 3.0) ** 3.0 + -0.24) ** 3.0))) ** 3.0))) ** 3.0))) ** 3.0)) ** 3.0))) ** 3.0)) ** 3.0)))) ** 3.0 / exp(log(abs(x1)) + -0.21622500000000003)) + 0.904
pagie,31,EPLEX,2,sympy,baseline,saturated,133.64608300616965,85.0,7.0,85.0,7.0,99.0,na,na,1.0,85.0,120.3125,exp(1.24138165845371 * (log(abs(x0)) - exp(exp(log(abs(x0)) * exp(-0.0146126519824622 * exp(9.0 * log(abs(x1))))) / log(abs(log(abs((x1 ** 6.0 + log(abs(log(abs((log(abs(x0)) + log(abs((log(abs((log(abs(-1.0 * ((x1 ** 9.0 + 0.441) ** 9.0 + 0.24) ** 3.0)) + 0.292) ** 3.0)) + 0.462550286672301) ** 3.0))) ** 3.0)) ** 3.0))) ** 3.0)) ** 3.0)))) ** 3.0 * exp(-1.0 * log(abs(x1)))) + 0.904
pagie,32,EPLEX,3,original,baseline,saturated,198.78695899387822,74.0,11.0,54.0,9.0,55.0,na,na,2.0,54.0,120.859375,exp(1.463 / ((((-0.00709849157054126 - -1.127 / exp((x1 / x1 ** 2.0 - -0.001 / x0) ** 2.0)) / x0) ** 2.0 + exp((exp(1.110689602098604 / (x1 ** 2.0 + 1.1252441113673424) / (exp(0.9084640160687062 * x1 ** 2.0) + 1.552055339177088e-05)) / x0) ** 2.0) / x1 ** 2.0) ** 2.0 + 2.098706074861239))
pagie,32,EPLEX,3,sympy,baseline,saturated,451.29662498948164,62.0,11.0,56.0,9.0,3375.0,na,na,2.0,56.0,128.65625,exp(1.463 / ((exp(exp(2.221379204197208 / ((x1 ** 2.0 + 1.12524411136734) * (exp(0.9084640160687047 * x1 ** 2.0) + 1.552055339177088e-05))) / x0 ** 2.0) / x1 ** 2.0 + (0.00629857282213067 - exp(-1.0 * (1.0 / x1 + 0.001 / x0) ** 2.0)) ** 2.0 / x0 ** 2.0 / 0.787321602766333) ** 2.0 + 2.09870607486124))
pagie,33,EPLEX,4,original,baseline,saturated,147.25245800218545,65.0,5.0,58.0,4.0,71.0,na,na,2.0,58.0,119.03125,exp(0.701874967355394 - exp(exp(log(abs(x1)) * log(abs(x0)) - exp(log(abs(0.041000000000000036 + exp(log(abs(x1 ** 3.0))))))) ** 2.0 + ((0.526 * exp(log(abs(x1 / exp(exp(((log(abs(x0)) ** 3.0) ** 2.0) ** 3.0)))))) ** 3.0 - exp(log(abs(0.4653768455349641 * x1)) + log(abs(x0))))))
pagie,33,EPLEX,4,sympy,baseline,saturated,883.2824999990407,60.0,4.0,58.0,4.0,360.0,na,na,2.0,58.0,142.90625,2.01753196994854 * exp(-1.0 * exp(exp(-2.0 * (exp(log(abs(exp(log(abs(x1 ** 3.0))) + 0.041))) - log(abs(x1)) * log(abs(x0)))) - exp(log(abs(x0)) + log(abs(0.465376845534964 * x1))) + 0.145531576 * exp(3.0 * log(abs(x1 * exp(-1.0 * exp(log(abs(x0)) ** 18.0)))))))
pagie,34,EPLEX,5,original,baseline,saturated,1718.7121250026394,73.0,17.0,63.0,13.0,4775.0,na,na,2.0,63.0,156.34375,(-0.4 * (-0.762 - log(abs(x1 * 0.267))) + (exp(exp(log(abs(exp(exp(log(abs(x1 * 0.357)) ** 3.0 + 0.091)) * 0.277729)) ** 3.0 + 0.417)) + log(abs(0.644 + log(abs(log(abs(0.423 + exp(log(abs(x0 ** 3.0))))) * 0.362)) + -13.409990649296255 * exp(log(abs((x0 + -0.142) * x0))))))) * 0.203
pagie,34,EPLEX,5,sympy,baseline,saturated,1123.7905409943778,65.0,14.0,63.0,13.0,5468.0,na,na,2.0,63.0,150.15625,0.203 * (exp(1.51740251293508 * exp(log(abs(0.277729 * exp(1.09526900525847 * exp(log(abs(0.357 * x1)) ** 3.0)))) ** 3.0)) + (log(abs(log(abs(0.362 * log(abs(exp(log(abs(x0 ** 3.0))) + 0.423)))) + -13.4099906492963 * exp(log(abs(x0 * (x0 + -0.142)))) + 0.644)) + 0.39999999999999997 * log(abs(0.267 * x1)))) + 0.0618744
pagie,35,EPLEX,6,original,baseline,saturated,386.80612499592826,73.0,11.0,50.0,7.0,105.0,na,na,2.0,50.0,129.625,exp(exp(-0.355935 - exp(log(abs(log(abs(1.170905464 + (log(abs(x0)) / x1 / x1) ** 2.0 - exp(log(abs(0.5539871569977387 / x0))))) * (-1.095 / x0))))) - exp(log(abs(log(abs(-0.3306846296526577 * log(abs(0.694 / x1)))) * (0.135 / x0 / x1)))))
pagie,35,EPLEX,6,sympy,baseline,saturated,1093.878167012008,67.0,9.0,52.0,7.0,78.0,na,na,2.0,52.0,145.0,exp(0.700518152435348 * exp(-1.0 * exp(log(abs(-1.095 * (log(abs(exp(log(abs(0.5539871569977387 / x0))) + (-1.170905464 - log(abs(x0)) ** 2.0 / x1 ** 4.0))) / x0))))) - exp(log(abs(0.135 * (log(abs(-0.3306846296526577 * log(abs(0.694 / x1)))) / (x0 * x1))))))
pagie,36,EPLEX,7,original,baseline,saturated,239.9435000261292,72.0,11.0,60.0,8.0,79.0,na,na,2.0,60.0,121.71875,log(abs(log(abs(log(abs((0.3144294636307158 * (exp(log(abs(x1 / (log(abs(23.933795483755024 * log(abs(0.063293628744 / log(abs(4.41 / (log(abs(0.42 / x1)) / (x0 / x1) ** 3.0 / x1) ** 3.0)))))) / x0 / log(abs((0.243 / x1) ** 3.0))) ** 3.0))) + 2.5819980996694385) ** 2.0) ** 3.0)))))) + 0.671
