dataset,raw_index,algorithm_raw,algo_row,input_kind,variant,status,runtime_ms,before_nodes,before_params,after_nodes,after_params,egraph_total_size,egraph_nodes,eclass_count,passes,extracted_cost,peak_rss_mb,rendered
kotanchek,0,Bingo,1,original,baseline,saturated,2025.2765419718344,38.0,4.0,32.0,4.0,7463.0,na,na,2.0,32.0,168.078125,-0.020073090501122322 * (x0 + x1 + -5.5120891698213805) + 0.713072197849276 * ((0.022522799045566234 + x0 * x0) * (x0 * x0 + x1 ** (-1.0) / 2.0 * exp(x0 * x0)) ** (-1.0))
kotanchek,0,Bingo,1,sympy,baseline,saturated,3882.1966249961406,45.0,5.0,20.0,2.0,6610.0,na,na,2.0,20.0,212.3125,1.42614439569855 / (2.0 + exp(x0 ** 2.0) / x1 / x0 ** 2.0) + -0.020073090501122322 * (x0 + x1)
kotanchek,2,Bingo,2,original,baseline,saturated,4051.9529579905793,53.0,11.0,25.0,5.0,5331.0,na,na,2.0,25.0,209.71875,0.0733758759684265 * (exp(x0) + -2.0678277294438554 * x0) ** (-1.0) * (log(abs(-14.792753236262874 * (x1 + 0.09949919221042855) + exp(x1))) + 1.7490262040627176 * x0)
kotanchek,2,Bingo,2,sympy,baseline,saturated,6768.48387499922,22.0,5.0,22.0,5.0,14404.0,na,na,2.0,22.0,192.578125,(log(exp(x1) + x1 / -0.0676006679776558 + -1.4718669975763585) + x0 / 0.5717467226489543) / -13.628457402407 / (x0 / 0.48359927945687775 - exp(x0))
kotanchek,3,Bingo,3,original,baseline,saturated,185.2096249931492,24.0,5.0,22.0,4.0,151.0,na,na,2.0,22.0,122.359375,-0.01768299095097286 + -0.799049025992938 * (x0 * x0) * (x1 * (-4.734655034994491 + x1) + -0.3212108877413568) * exp(2.0 * x0) ** (-1.0)
kotanchek,3,Bingo,3,sympy,baseline,saturated,1833.7670420005452,25.0,4.0,20.0,4.0,139.0,na,na,2.0,20.0,167.21875,-0.01768299095097286 - x0 ** 2.0 * (0.7990490259929379 * ((x1 - 4.734655034994491) * x1 + -0.3212108877413568)) * exp(-2.0 * x0)
kotanchek,4,Bingo,4,original,baseline,saturated,2732.713582983706,22.0,4.0,20.0,4.0,37.0,na,na,2.0,20.0,177.109375,-0.03144312866911644 * (-31.196859437348742 * (x0 * (-0.044758903858526766 + exp(x0 * x0) ** (-1.0) * x0) - -0.09927011353254821) - x1)
kotanchek,4,Bingo,4,sympy,baseline,saturated,2096.053750021383,22.0,4.0,22.0,4.0,8719.0,na,na,2.0,22.0,172.0625,0.09737672129150278 + (0.980926865360896 * x0 ** 2.0 * exp(-1.0 * x0 ** 2.0) + -0.043905211258934373 * x0) + 0.03144312866911644 * x1
kotanchek,5,Bingo,5,original,baseline,saturated,949.4476660038345,28.0,7.0,22.0,4.0,617.0,na,na,2.0,22.0,143.8125,1.275565309954333e-05 * (x0 + 3321.465346573016 * exp(2.0 * x0 - x0 * x0)) * (0.0929803245489893 + x1 * (4.739077949578231 - x1))
kotanchek,5,Bingo,5,sympy,baseline,saturated,1111.9862500054296,40.0,6.0,36.0,5.0,2308.0,na,na,2.0,36.0,154.609375,(1.275565309954333e-05 * ((-3321.465346573016 - exp(x0 * (x0 - 2.0)) * x0) * ((x1 - 4.739077949578231) * x1 - 0.092980324549141)) - 0.00021014784984354508 * exp(x0 * (x0 - 2.0))) * exp(x0 * (2.0 - x0))
kotanchek,6,Bingo,6,original,baseline,saturated,5791.791166993789,35.0,7.0,29.0,5.0,11839.0,na,na,2.0,29.0,193.6875,x0 * (-0.708264064344585 + 0.22602214542380888 * x0) ** 2.0 + x1 * (0.3286374849396323 * (x0 - x0 * x0) + x1) * (0.07900418526719069 + -0.004875727623836811 * (x1 * x1))
kotanchek,6,Bingo,6,sympy,baseline,saturated,3982.848040992394,31.0,5.0,29.0,5.0,11600.0,na,na,2.0,29.0,193.078125,0.05108601022198137 * (x0 - 3.1336047315918334) ** 2.0 * x0 - (-0.3286374849396323 * x0 * (x0 - 1.0) + x1) * x1 * (0.004875727623836811 * x1 ** 2.0 - 0.07900418526719069)
kotanchek,7,Bingo,7,original,baseline,saturated,199.45787501637824,33.0,4.0,33.0,4.0,1624.0,na,na,1.0,33.0,125.9375,0.02373272556048897 * x1 + 0.31519150907418003 * ((3.536500867539311 - x0) * ((exp(x0 - log(abs(x0))) - exp(-0.8913829801942106 * x1 ** (-1.0))) ** (-1.0) * (x0 - log(abs(x0))) ** (-1.0)))
kotanchek,7,Bingo,7,sympy,baseline,saturated,238.9438340032939,24.0,4.0,24.0,4.0,980.0,na,na,2.0,24.0,122.328125,0.02373272556048897 * x1 + 0.31519150907418003 * (x0 + -3.536500867539311) / ((x0 - log(x0)) * (exp(-0.8913829801942106 / x1) - exp(x0) / x0))
kotanchek,8,Bingo,8,original,baseline,saturated,144.84004100086167,26.0,6.0,24.0,5.0,89.0,na,na,2.0,24.0,119.34375,0.11720391936222797 * (x1 * ((0.6931234338478329 + x0 * (6.4849819024041455 + -0.6667403548542734 * (-1.3864562418418644 + x1) ** 2.0 - x0)) * exp(x0) ** (-1.0)))
kotanchek,8,Bingo,8,sympy,baseline,saturated,2809.750417014584,26.0,5.0,24.0,5.0,12291.0,na,na,2.0,24.0,181.921875,-0.11720391936222797 * x1 * (x0 * (x0 + 0.6667403548542733 * (x1 - 1.3864562418418644) ** 2.0 - 6.4849819024041455) - 0.6931234338478329) * exp(-1.0 * x0)
kotanchek,9,Bingo,9,original,baseline,saturated,96.27070897840895,21.0,2.0,21.0,2.0,33.0,na,na,1.0,21.0,117.90625,exp(x0) * (3.396536372521252 + (0.4137631538437465 + x1) ** (-1.0) * (exp(x0) ** (-1.0) * exp(exp(x0)))) ** (-1.0)
kotanchek,9,Bingo,9,sympy,baseline,saturated,975.5414160026703,21.0,3.0,17.0,2.0,4677.0,na,na,2.0,17.0,141.546875,exp(2.0 * x0) / (exp(x0) / 0.2944175743531635 + exp(exp(x0)) / (x1 + 0.4137631538437465))
kotanchek,10,Bingo,10,original,baseline,saturated,3706.1032909841742,32.0,3.0,32.0,3.0,14129.0,na,na,2.0,32.0,197.09375,0.03943336488999562 * (x1 * ((x0 * x0 + x1) * (0.046906498950706255 * (x1 + 4.0 * (x1 * x1) + exp(x0 * x0) + 2.649301878755651) - log(abs(x1))) ** (-1.0)))
kotanchek,10,Bingo,10,sympy,baseline,saturated,3781.37162499479,31.0,5.0,29.0,3.0,10429.0,na,na,2.0,29.0,187.6875,(x0 ** 2.0 + x1) * x1 / ((exp(x0 ** 2.0) + (x1 + 4.0 * x1 ** 2.0) + log(x1) / -0.046906498950706255 + 2.649301878755651) / 0.8406801993778281)
kotanchek,11,Bingo,11,original,baseline,saturated,305.6760830222629,28.0,4.0,26.0,3.0,638.0,na,na,2.0,26.0,127.515625,(-1.1634241022901022 + exp(exp(-1.0 + x0)) ** (-1.0)) * (1.2522488356336676 - exp(x0 * exp(exp(-1.0 + x0)) ** (-1.0))) + 0.03139967317000205 * x1
kotanchek,11,Bingo,11,sympy,baseline,saturated,1220.5717920151073,42.0,4.0,26.0,3.0,1672.0,na,na,2.0,26.0,151.875,(1.1634241022901022 - exp(-1.0 * exp(x0 - 1.0))) * (exp(x0 * exp(-1.0 * exp(x0 - 1.0))) - 1.2522488356336676) + 0.03139967317000205 * x1
kotanchek,12,Bingo,12,original,baseline,saturated,1619.45466598263,30.0,6.0,26.0,5.0,6351.0,na,na,2.0,26.0,159.765625,(0.00822065460724008 + x0 * x0) * exp(x0 * x0) ** (-1.0) + x1 * (-0.04358235597907372 * (-4.735723943783631 + x1)) + -0.04106910574307527 * (x0 + 0.36426566457644494)
kotanchek,12,Bingo,12,sympy,baseline,saturated,2471.3860000192653,35.0,5.0,35.0,5.0,9804.0,na,na,2.0,35.0,171.46875,(x0 ** 2.0 - (0.04106910574307527 * x0 + 0.04358235597907372 * x1 * (x1 + -4.735723943783631) + 0.01496006509706177 + I * pi) * exp(x0 ** 2.0) + 0.00822065460724008) * exp(-1.0 * x0 ** 2.0)
kotanchek,13,Bingo,13,original,baseline,saturated,724.3769579799846,27.0,9.0,17.0,2.0,116.0,na,na,2.0,17.0,147.4375,3.463683919146881e+19 * (x0 + x1) * (7.119668967452132e+20 * (x0 * (x0 + -2.284020504442176) + 1.8821713911456912)) ** (-1.0)
kotanchek,13,Bingo,13,sympy,baseline,saturated,1266.223209007876,21.0,6.0,15.0,1.0,102.0,na,na,2.0,15.0,154.890625,-6.087710526494144e+19 * ((x1 + x0) / ((x0 + -1.142010252221088) ** 2.0 * -1.2513406168131953e+21 + -7.232548237441217e+20))
kotanchek,14,Bingo,14,original,baseline,saturated,1945.4557500139344,24.0,5.0,24.0,5.0,10608.0,na,na,2.0,24.0,172.140625,(-0.008870475378536939 + -0.0506336679649604 * x1) * ((x0 + -0.3573592858775476 + -0.3460574947000204 * exp(x0)) ** (-1.0) * log(abs(-9.541496629390634 + 2.0 * x1)))
kotanchek,14,Bingo,14,sympy,baseline,saturated,3008.655874989927,23.0,5.0,21.0,5.0,5696.0,na,na,2.0,21.0,174.25,0.0506336679649604 * (x1 + 0.1751892709940647) * log(2.0 * (x1 + -4.770748314695317)) / (0.35735928587754767 - x0 + exp(x0) / 2.889693231082451)
kotanchek,15,Bingo,15,original,baseline,saturated,1297.3645000020042,20.0,3.0,20.0,3.0,9825.0,na,na,1.0,20.0,165.3125,-0.009079799107138235 + 0.973619601464109 * (-1.1573239810414302 + x1 ** (-2.0) + exp(x0) + -2.0 * log(abs(x0))) ** (-1.0)
kotanchek,15,Bingo,15,sympy,baseline,saturated,3110.8368750137743,17.0,3.0,17.0,3.0,4874.0,na,na,2.0,17.0,159.796875,-0.009079799107138235 + 0.973619601464109 / (exp(x0) + -2.0 * log(x0) + -1.1573239810414302 + x1 ** (-2.0))
kotanchek,16,Bingo,16,original,baseline,saturated,340.3355409973301,24.0,5.0,18.0,3.0,37.0,na,na,2.0,18.0,128.59375,-0.11518537624350336 * (x1 * (-4.739082076972427 + x1) + -0.09118792079643674) * exp((-1.0 + x0) ** 2.0) ** (-1.0)
kotanchek,16,Bingo,16,sympy,baseline,saturated,864.4554170023184,27.0,4.0,18.0,3.0,89.0,na,na,2.0,18.0,145.796875,-5.9611827480310925e-05 + -0.11518537624350338 * x1 * (x1 + -4.739082076972427) * exp(-1.0 * (x0 + -1.0) ** 2.0)
kotanchek,17,Bingo,17,original,baseline,saturated,116.4438340056222,33.0,4.0,33.0,4.0,258.0,na,na,1.0,33.0,120.09375,0.681112641117685 * (exp(x0) * (x0 - exp(x0)) * ((-0.601686750816862 + 0.0635052950716775 * ((-0.17402614857984516 + x1) * (exp(x0) * (x0 - exp(x0)))) - x0) * exp(exp(x0)) ** (-1.0)))
kotanchek,17,Bingo,17,sympy,baseline,saturated,368.96933399839327,30.0,4.0,30.0,4.0,2257.0,na,na,1.0,30.0,133.0625,-0.681112641117685 * (x0 - exp(x0)) * (x0 - 0.0635052950716775 * (x0 - exp(x0)) * (x1 - 0.17402614857984516) * exp(x0) + 0.601686750816862) * exp(x0 - exp(x0))
kotanchek,18,Bingo,18,original,baseline,saturated,559.0942910057493,35.0,3.0,35.0,3.0,5050.0,na,na,1.0,35.0,139.4375,(0.6342565001176109 + x0 * (exp(x0) - x0)) * (1.9932377603672047 * x1 ** (-2.0) + exp(x0) * exp(exp(x0) - x0) ** (-1.0) + 0.5982795866023631 * exp(exp(x0) - x0)) ** (-1.0)
kotanchek,18,Bingo,18,sympy,baseline,saturated,6390.598166006384,48.0,3.0,32.0,3.0,1615.0,na,na,2.0,32.0,186.609375,(0.6342565001176109 - (x0 - exp(x0)) * x0) / ((exp(3.0 * x0 - 2.0 * exp(x0)) - -0.5982795866023631) / exp(x0 - exp(x0)) + 1.9932377603672047 / x1 ** 2.0)
kotanchek,19,Bingo,19,original,baseline,saturated,100.3095000050962,26.0,4.0,26.0,4.0,46.0,na,na,1.0,26.0,118.859375,0.004874455021822982 * ((0.6623280966084486 + x1) * (9.896181203737148 + (10.524866972388967 + x0) * exp(x0 * (-1.0 + x0) - x0) ** (-1.0) - x1 * x1))
kotanchek,19,Bingo,19,sympy,baseline,saturated,158.56037501362152,29.0,4.0,29.0,4.0,109.0,na,na,2.0,29.0,118.796875,0.004874455021822982 * (x1 + 0.6623280966084486) * (x0 + (9.896181203737148 - x1 ** 2.0) * exp(x0 * (x0 + -2.0)) + 10.524866972388967) * exp(x0 * (2.0 - x0))
kotanchek,20,Bingo,20,original,baseline,saturated,783.1636660266668,24.0,5.0,24.0,5.0,2837.0,na,na,2.0,24.0,131.203125,-0.03309619870833754 * (-3.819150332778322 + x0 + (0.03907279509253594 + x0 * x0) * (-7.53747357012547 * (x1 + 2.026272131107024) * exp(x0 * x0) ** (-1.0)))
kotanchek,20,Bingo,20,sympy,baseline,saturated,4363.988458004314,31.0,6.0,24.0,5.0,7229.0,na,na,2.0,24.0,223.109375,0.1263993583106448 + -0.03309619870833754 * x0 + 0.24946172303571493 * ((x0 ** 2.0 + 0.03907279509253594) * (x1 + 2.026272131107024)) * exp(-1.0 * x0 ** 2.0)
kotanchek,21,Bingo,21,original,baseline,saturated,2219.466165988706,40.0,4.0,32.0,3.0,757.0,na,na,2.0,32.0,162.265625,((-5.602057812778907 * (exp(0.35701166729086253 * (x0 + exp(x0))) - log(abs(0.35701166729086253 * (x0 + exp(x0))))) + x0 * exp(x0)) / -2.0) ** (-1.0) * (x0 + exp(x0))
kotanchek,21,Bingo,21,sympy,baseline,saturated,1994.4551669759676,33.0,5.0,29.0,4.0,68.0,na,na,2.0,29.0,155.0625,(x0 + exp(x0)) / -2.8010289063894533 / (0.17850583364543127 * x0 * exp(x0) - exp((x0 + exp(x0)) / 2.8010289063894533) + log(x0 + exp(x0)) + -1.0299868162495163)
kotanchek,22,Bingo,22,original,baseline,saturated,139.82462501735426,20.0,3.0,20.0,3.0,28.0,na,na,2.0,20.0,117.765625,0.6877488188414488 * exp(2.0 * x0 - x0 * x0 - (-0.8494111690013563 - x1) * (-0.2000198424296049 - x1) ** (-1.0))
kotanchek,22,Bingo,22,sympy,baseline,saturated,280.4535000177566,24.0,4.0,16.0,3.0,24.0,na,na,2.0,16.0,124.140625,0.6877488188414488 * exp((-0.8494111690013563 - x1) / (x1 + 0.2000198424296049) + (2.0 - x0) * x0)
kotanchek,23,Bingo,23,original,baseline,saturated,1727.349958004197,31.0,7.0,29.0,7.0,9432.0,na,na,2.0,29.0,167.453125,2.5131784365055503 * (exp(x0) ** (-1.0) * (20.83283257582063 + x0 + 0.029475689425325854 * x1 + -0.6569808069960112 * ((5.186033678881531 - x0) * (5.714201897136322 + x0 + 0.3979025068313296 * exp(x0)))))
kotanchek,23,Bingo,23,sympy,baseline,saturated,2155.86733300006,29.0,7.0,29.0,7.0,8558.0,na,na,2.0,29.0,159.375,(2.5131784365055503 * x0 + 0.07407766706486361 * x1 + 1.65110999734039 * (x0 + -5.186033678881531) * (x0 + 0.3979025068313296 * exp(x0) + 5.714201897136322) + 52.356625600882786) * exp(-1.0 * x0)
kotanchek,24,Bingo,24,original,baseline,saturated,1034.4493330048863,40.0,8.0,40.0,8.0,6478.0,na,na,1.0,40.0,149.34375,0.006514843839523813 + (0.012790360845057828 + -0.13720269441638683 * ((x0 + x0 * x0) * (2.4024045089083383 + x1))) * (-1.5068813313136211 + -0.32506758388128154 * exp(x0 * x0) - x0 * x0) ** (-1.0) + exp(-1.5068813313136211 + -0.32506758388128154 * exp(x0 * x0))
kotanchek,24,Bingo,24,sympy,baseline,saturated,3269.6411669894587,38.0,8.0,38.0,8.0,11470.0,na,na,2.0,38.0,181.84375,(0.13720269441638683 * (x0 ** 2.0 + x0) * (x1 + 2.4024045089083383) + -0.012790360845057828) / (x0 ** 2.0 + exp(x0 ** 2.0) / 3.07628336255519 + 1.5068813313136211) + 0.006514843839523813 + exp(-0.32506758388128154 * exp(x0 ** 2.0)) / 4.512635411573163
kotanchek,25,Bingo,25,original,baseline,saturated,131.96687499294057,28.0,5.0,28.0,5.0,608.0,na,na,1.0,28.0,120.21875,0.042926148212222445 + 0.038206703422840375 * (x0 * (5.566396182362499 + x0) * ((0.011789883601234424 + x1) * ((4.1139823128908555 + x0 * x0 - x1) * exp(x0 * x0) ** (-1.0))))
kotanchek,25,Bingo,25,sympy,baseline,saturated,340.0053340010345,33.0,5.0,28.0,5.0,664.0,na,na,2.0,28.0,131.625,0.042926148212222445 + 0.038206703422840375 * x0 * (x0 + 5.566396182362499) * (x1 + 0.011789883601234424) * (x0 ** 2.0 - x1 + 4.1139823128908555) * exp(-1.0 * x0 ** 2.0)
kotanchek,26,Bingo,26,original,baseline,saturated,175.2734580077231,41.0,6.0,37.0,6.0,56.0,na,na,2.0,37.0,120.484375,0.2497806421525048 + 2.0740493172536087 * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.3482101992954339) * ((exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.00043112406214321176) * (x0 + 0.25978586737652176) + 0.11425874178470499)
kotanchek,26,Bingo,26,sympy,baseline,saturated,2810.8872919983696,48.0,6.0,39.0,6.0,9776.0,na,na,2.0,39.0,187.34375,0.2497806421525048 + -0.08251824901972855 * (exp(x0) + 8.752065569602333 * (x0 + 0.25978586737652176) * (log(x0 + exp(x0)) + -0.0004311240621432117 * exp(x0))) * (exp(x0) + -2.8718285737275733 * log(x0 + exp(x0))) * exp(-2.0 * x0)
kotanchek,27,Bingo,27,original,baseline,saturated,7473.969624988968,36.0,5.0,32.0,5.0,21396.0,na,na,2.0,32.0,219.125,-1.9305547847352778 * ((10.665734721501936 - (x0 - 2.057897964881403 * x1 - (x0 * (x0 * x0)) ** 2.0)) ** (-1.0) * (exp(log(abs(x0))) - x1 - 2.9052829962789213 * (x0 - 0.07075670739968036)))
kotanchek,27,Bingo,27,sympy,baseline,saturated,5744.163499999559,21.0,5.0,21.0,5.0,16267.0,na,na,2.0,21.0,193.625,(x0 + x1 / 1.9052829962789213 - 0.10789381907173667) / 0.27186817881679887 / (x0 ** 6.0 - x0 + x1 / 0.48593274159617056 + 10.665734721501936)
kotanchek,28,Bingo,28,original,baseline,saturated,99.48262499528937,21.0,4.0,21.0,4.0,64.0,na,na,1.0,21.0,118.609375,(0.20913305449088818 + 0.62938832186819 * x0) * exp(2.665810272148384 * ((-12.800195782530425 + 3.0 * x0 - x1) ** (-1.0) * exp(x0)))
kotanchek,28,Bingo,28,sympy,baseline,saturated,732.2724580008071,19.0,4.0,19.0,4.0,7152.0,na,na,1.0,19.0,147.671875,(0.62938832186819 * x0 + 0.20913305449088818) * exp(-2.665810272148384 * exp(x0) / (-3.0 * x0 + x1 + 12.800195782530425))
kotanchek,29,Bingo,29,original,baseline,saturated,278.7194999982603,35.0,6.0,35.0,6.0,2232.0,na,na,1.0,35.0,129.28125,(1.550707023441505e-05 + 6.656270926980652e-05 * x1) * ((-52.61627831646421 + exp(x0)) * (35.56866639996601 * (x1 * (6.784280947796324 - x1) ** (-1.0)) + exp(x0) * ((-52.61627831646421 + exp(x0)) * (exp(x0) - x0) ** (-1.0))))
kotanchek,29,Bingo,29,sympy,baseline,saturated,1724.2151669925079,42.0,7.0,30.0,6.0,118.0,na,na,2.0,30.0,175.90625,(exp(x0) - 52.61627831646421) * (-6.656270926980652e-05 * (x1 - -0.2329693368032603)) * (35.56866639996601 * x1 / (x1 - 6.784280947796324) - (52.61627831646421 - exp(x0)) / (x0 / exp(x0) + -1.0))
kotanchek,30,EPLEX,1,original,baseline,saturated,475.24066700134426,65.0,15.0,44.0,7.0,469.0,na,na,2.0,44.0,136.828125,1.101323472479368 * (((log(abs(x0 * x1 / exp(x0) + -0.8536020000000002)) + -0.23031775506221022) * x0 / exp(x0) + -0.133875) * ((1.504 + x0) * (-0.09881773595732107 - log(abs(x0 * x0 / exp(x0) + -0.55537))))) / exp(x0) / exp(x0)
kotanchek,30,EPLEX,1,sympy,baseline,saturated,1397.138875006931,63.0,10.0,49.0,8.0,1255.0,na,na,2.0,49.0,160.4375,0.14743967987817494 * ((exp(x0) + log(abs(0.678 + -0.79428117553614 * (x1 * x0) * exp(-1.0 * x0))) * (x0 * -7.469654528478068)) * ((log(abs(0.703 + -1.26582278481013 * x0 ** 2.0 * exp(-1.0 * x0))) + -0.13690459756374923) * (x0 + 1.504))) * exp(-3.0 * x0)
kotanchek,31,EPLEX,2,original,baseline,saturated,124.57966600777581,56.0,4.0,56.0,4.0,170.0,na,na,1.0,56.0,118.734375,0.798 / ((log(abs(x0)) ** 2.0 + (exp(x0) + x0) + (x0 + (x1 ** 2.0 - log(abs((x1 ** 2.0) ** 3.0 + 0.732)) + (x0 - x0 ** 2.0) ** 2.0 - x0) ** 2.0)) / (x1 ** 2.0 + x0) + 0.33 + log(abs(x0 + 0.127)) ** 2.0)
kotanchek,31,EPLEX,2,sympy,baseline,saturated,2843.309459014563,64.0,4.0,56.0,4.0,8171.0,na,na,2.0,56.0,170.84375,0.798 / ((exp(x0) + log(abs(x0)) ** 2.0 + ((x0 - (x0 + -1.0) ** 2.0 * x0 ** 2.0 - x1 ** 2.0 + log(abs(x1 ** 6.0 + 0.732))) ** 2.0 + 2.0 * x0)) / (x0 + x1 ** 2.0) + (log(abs(x0 + 0.127)) ** 2.0 + 0.33))
kotanchek,32,EPLEX,3,original,baseline,saturated,164.74337500403635,14.0,3.0,10.0,3.0,54.0,na,na,2.0,10.0,118.375,0.414 / exp(-0.8028160000000001 * (x0 - 0.8) ** 2.0)
kotanchek,32,EPLEX,3,sympy,baseline,saturated,90.05208298913203,10.0,3.0,10.0,3.0,25.0,na,na,1.0,10.0,117.9375,0.414 * exp(0.802816 * (x0 - 0.8) ** 2.0)
kotanchek,33,EPLEX,4,original,baseline,saturated,181.1329170013778,34.0,10.0,29.0,9.0,59.0,na,na,2.0,29.0,119.546875,0.014745600000000001 * ((x1 * (-0.008 + log(abs(0.384 * (x1 + -7.071787142314785)))) + 0.24) * ((-1.412 + log(abs(0.268 * (x0 + -0.7770646701367595)))) ** 2.0 + 0.054253472222222224))
kotanchek,33,EPLEX,4,sympy,baseline,saturated,188.39191700681113,33.0,10.0,29.0,9.0,59.0,na,na,2.0,29.0,120.640625,0.014745600000000005 * (((log(abs(0.268 * (x0 + -0.7770646701367612))) + -1.412) ** 2.0 + 0.05425347222222221) * ((log(abs(0.384 * (x1 + -7.0717871423147916))) + -0.008) * x1 + 0.24))
kotanchek,34,EPLEX,5,original,baseline,saturated,7018.024958000751,34.0,5.0,30.0,5.0,1429.0,na,na,2.0,30.0,187.59375,exp(x0 - exp((0.23 * x1) ** 3.0 + (x0 - 0.038 - log(abs(x1))) * 0.479) - 0.245314376 - exp(-0.6951491832306184 + log(abs(x0))) ** 3.0)
kotanchek,34,EPLEX,5,sympy,baseline,saturated,4581.440749985632,36.0,6.0,30.0,5.0,8447.0,na,na,2.0,30.0,169.96875,0.782458513394134 * exp(x0 + -0.12425149900000003 * exp(3.0 * log(abs(x0))) + -0.981962655866465 * exp(0.479 * (x0 + 0.025400835073068895 * x1 ** 3.0 - log(abs(x1)))))
kotanchek,35,EPLEX,6,original,baseline,saturated,7257.1115419850685,70.0,9.0,45.0,7.0,16891.0,na,na,2.0,45.0,213.375,exp((log(abs(-0.452 - x1 * exp(-0.018672672386784543 * x1 ** 3.0 - x0))) * x0 - (exp(log(abs((2.4222783828893006 - x1) * (0.6886652328439558 / exp(x0)))) - -0.9732422709999999) - 0.2799903893925476 / exp(x0))) * x0 - exp(0.5246769474391045 - x0 - x0))
kotanchek,35,EPLEX,6,sympy,baseline,saturated,4714.716167014558,65.0,9.0,52.0,8.0,8592.0,na,na,2.0,52.0,171.78125,1.00000172800149 * exp((x0 * ((x0 * log(abs(-0.452 - exp(-0.0186726723867845 * x1 ** 3.0 - x0) * x1)) - 2.64651127063146 * exp(log(abs(0.688665232843956 * (2.422278382889299 - x1) * exp(-1.0 * x0))))) * exp(x0) + 0.279990389392548) * exp(x0) - 1.68991282952018) * exp(-2.0 * x0))
kotanchek,36,EPLEX,7,original,baseline,saturated,5992.149166006129,69.0,15.0,45.0,6.0,6115.0,na,na,2.0,45.0,208.046875,log(abs(log(abs(0.12018799818485387 * (log(abs(-1.0 * (x1 + ((x0 + -0.178 * log(abs(log(abs(-0.0050000000000000044 - exp(x0 * -0.0020000000000000295) / exp(exp(exp(x1))) ** 3.0)))) ** 3.0) ** 2.0) ** 2.0))) + -1.0566778872934464))))) ** 2.0 * 0.222
kotanchek,36,EPLEX,7,sympy,baseline,saturated,15564.260958024533,50.0,7.0,43.0,6.0,12290.0,na,na,2.0,43.0,292.5625,0.222 * log(abs(log(abs(0.120187998184854 * (log(abs(-1.0 * x1 - (x0 + -0.178 * log(abs(log(abs(-0.005 - exp(-0.00200000000000003 * x0) / exp(exp(exp(x1))) ** 3.0)))) ** 3.0) ** 4.0)) - 1.0566778872934457))))) ** 2.0
kotanchek,37,EPLEX,8,original,baseline,saturated,750.8226250065491,65.0,13.0,42.0,9.0,134.0,na,na,2.0,42.0,146.578125,(exp(log(abs(1.0080320855042735 - 0.21299999999999997 * x1))) * ((3.15960816490001 - x0 - 2.718281828459045 / exp(0.276 * x0) ** 3.0) * exp(0.369 * (-0.046256425850067506 - x0 - exp(1.0 - exp(0.936 * x0))))) * x1 - -0.13124828660995402) ** 2.0
kotanchek,37,EPLEX,8,sympy,baseline,saturated,4288.55008399114,69.0,15.0,51.0,10.0,5708.0,na,na,2.0,51.0,172.015625,0.017226112738048666 * (exp(0.828 * x0) + exp(-0.369 * (x0 + exp(-1.0 * exp(0.936 * x0)) * E) + log(abs(-0.213 * (x1 + -4.7325450023674644)))) * (x1 * ((E + exp(0.828 * x0) * (x0 + -3.1596081649000056)) * -7.490202332560748))) ** 2.0 * exp(-1.656 * x0)
kotanchek,38,EPLEX,9,original,baseline,saturated,24615.42625000584,53.0,11.0,41.0,7.0,18140.0,na,na,2.0,41.0,247.109375,(x1 + x0) * ((x1 + 0.335) * exp(-1.0603622930738836 - x1 + x0 * exp(1.241 - exp((1.3993390248109305 - x1) * x1) - x0) - exp(-1.5148195213731515 - exp(1.1160463904793256 - x0 - exp(0.19599999999999995 - x1)) + x0)))
kotanchek,38,EPLEX,9,sympy,baseline,saturated,1429.3610419845209,60.0,8.0,45.0,7.0,410.0,na,na,2.0,45.0,155.53125,0.346330314524071 * (x0 + x1) * (x1 + 0.335) * exp(-0.219847859107203 * exp(x0 + -3.05276088841039 * exp(-1.21652690533432 * exp(-1.0 * x1) - x0)) - x1 + 3.45907080661025 * (exp(-1.0 * x0 - exp(x1 * (1.39933902481093 - x1))) * x0))
kotanchek,39,EPLEX,10,original,baseline,saturated,311.9233330071438,47.0,8.0,41.0,7.0,809.0,na,na,2.0,41.0,123.53125,0.63 / exp(exp(log(abs(log(abs((x1 + 0.735) / (x0 + 0.836 / x0))) - (exp(x0) - (0.07514794025527367 / (log(abs((exp(x0) - (-0.052 / x0) ** 2.0) * 0.109)) - x0)) ** 2.0) * 0.205))))
kotanchek,39,EPLEX,10,sympy,baseline,saturated,4008.5683749930467,59.0,9.0,45.0,7.0,6917.0,na,na,2.0,45.0,188.53125,0.63 * exp(-1.0 * exp(log(abs(log(abs((x1 + 0.735) * (x0 / (x0 ** 2.0 + 0.836)))) + -0.205 * exp(x0) + 0.0011576786495450869 / (x0 - log(abs(0.109 * exp(x0) - 0.000294736 / x0 ** 2.0))) ** 2.0))))
