dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,original_expr,sympy_expr,raw_csv_index,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,n_params,n_rank
kotanchek,146,Operon,Operon,27,1,kept,((-0.0020811073482037) + (0.9979038834571838 * ((((((-0.0209705717861652) * x1) - ((0.0227618105709553 * x0) + 0.0106864003464580)) * exp((0.0658860057592392 * x0))) + (0.0203825030475855 * x1)) * ((40.4724655151367188 / ((-62.7512664794921875) - exp((2.9289722442626953 * x0)))) / (exp((0.1633399575948715 * x1)) + ((-0.8682605624198914) - (0.2447641491889954 * x1))))))),(0.823201001967915342*x1 - 0.0020811073482037*(exp(2.9289722442626953*x0) + 62.7512664794921875)*(0.2447641491889954*x1 - exp(0.1633399575948715*x1) + 0.8682605624198914) - (0.919295595092965231*x0 + 0.846951704896531438*x1 + 0.431598388681541098)*exp(0.0658860057592392*x0))/((exp(2.9289722442626953*x0) + 62.7512664794921875)*(0.2447641491889954*x1 - exp(0.1633399575948715*x1) + 0.8682605624198914)),146,42.0,13.0,38.0,11.0,56.0,16.0,56.0,16.0,13.0,11.0
kotanchek,147,Operon,Operon,28,1,kept,(0.0014168095076457 + (0.9966097474098206 * (((4.5074963569641113 * x0) + exp(((-2.2596077919006348) * x0))) * ((((-0.0000623191444902) * x0) - exp(((0.5578119754791260 * x0) - exp((0.7266396284103394 * x0))))) * ((exp((1.8929998874664307 * x1)) * ((-0.0988849624991417) - ((-0.0229831431061029) * x1))) * (exp((0.2581167519092560 * x1)) + ((-0.6963179111480713) * x1))))))),(0.9966097474098206*(6.23191444902e-5*x0 + exp(0.557811975479126*x0 - exp(0.7266396284103394*x0)))*(0.0229831431061029*x1 - 0.0988849624991417)*(0.6963179111480713*x1 - exp(0.258116751909256*x1))*(4.5074963569641113*x0*exp(2.2596077919006348*x0) + 1)*exp(1.8929998874664307*x1) + 0.0014168095076457*exp(2.2596077919006348*x0))*exp(-2.2596077919006348*x0),147,46.0,12.0,46.0,12.0,60.0,16.0,54.0,13.0,12.0,11.0
kotanchek,148,Operon,Operon,29,1,kept,((-0.0000438776442024) + (1.0001060962677002 * (exp((((((-0.3045227825641632) * x1) * exp((0.5642136931419373 * x1))) - (4.0260410308837891 + ((-1.9999954700469971) * x0))) - (((-0.6665219664573669) * x0) * ((-1.5003671646118164) * x0)))) * (exp(exp((0.6489872336387634 * x1))) - (exp((1.3141704797744751 * x1)) * ((-0.1860205531120300) * exp((1.5301641225814819 * x1)))))))),(0.0033198587205338268*exp(2.844334602355957*x1) - 4.38776442024e-5*exp(1.0000276729651318*x0**2 - 1.9999954700469971*x0 + 0.3045227825641632*x1*exp(0.5642136931419373*x1)) + 0.017846730724074654*exp(exp(0.6489872336387634*x1)))*exp(-1.0000276729651318*x0**2 + 1.9999954700469971*x0 - 0.3045227825641632*x1*exp(0.5642136931419373*x1)),148,45.0,12.0,41.0,11.0,58.0,14.0,54.0,13.0,12.0,9.0
kotanchek,149,Operon,Operon,30,1,kept,(0.0002253897109767 + (0.9994593262672424 * (exp(exp((0.0994609072804451 * x1))) * (exp((((-0.5447754859924316) * x0) - exp((0.6602987051010132 * x0)))) * ((((-1.3688123226165771) + exp((0.1289836019277573 - exp((1.1763114929199219 * x0))))) + exp((0.6509695649147034 * x0))) / (((-0.9415363073348999) * x1) + exp((0.3773067891597748 * x1)))))))),((0.0002122125961842825*x1 - 0.0002253897109767*exp(0.3773067891597748*x1))*exp(0.5447754859924316*x0 + exp(0.6602987051010132*x0) + exp(1.1763114929199219*x0)) + ((1.3680722417486634 - 0.9994593262672424*exp(0.6509695649147034*x0))*exp(exp(1.1763114929199219*x0)) - 1.137056359314377)*exp(exp(0.0994609072804451*x1)))*exp(-0.5447754859924316*x0 - exp(0.6602987051010132*x0) - exp(1.1763114929199219*x0))/(0.9415363073348999*x1 - exp(0.3773067891597748*x1)),149,43.0,11.0,43.0,11.0,43.0,11.0,43.0,11.0,11.0,11.0
kotanchek,150,SBP,SBP,1,1,kept,0.053829-0.000194*(((((exp(((x0+19.367000)-(x0*x0)))*exp((-13.819000+x0)))-(x1*exp(x1)))*(-1.237000-x1))+exp(x0))),((0.053829 - 0.000194*exp(x0))*exp(x0*(x0 - 1)) - 0.000194*(x1 + 1.237)*(x1*exp(x0**2 - x0 + x1) - 256.723594926263*exp(x0)))*exp(x0*(1 - x0)),150,29.0,5.0,29.0,5.0,42.0,7.0,39.0,6.0,5.0,4.0
kotanchek,151,SBP,SBP,2,1,kept,-0.000871-0.000000*((exp((((-13.691000*(-13.691000))-exp((1.294000-x1)))-(x0*x0)))*(((-5.521000+x1)*exp(x0))*exp(x0)))),-0.000871000000000000,151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
kotanchek,152,SBP,SBP,3,1,kept,0.164127-0.000918*((((((17.900000-(9.729000*x1))+7.431000)-x0)-((x1+x0)*((exp((7.431000-exp(x0)))-2.295000)*x0)))*x0)),(-0.000918*x0*(x0*(x0 + x1)*(2.295*exp(exp(x0)) - 1687.49422412485) + (-x0 - 9.729*x1 + 25.331)*exp(exp(x0))) + 0.164127*exp(exp(x0)))*exp(-exp(x0)),152,29.0,7.0,27.0,6.0,45.0,9.0,41.0,7.0,7.0,6.0
kotanchek,153,SBP,SBP,4,1,kept,1.105782+0.007318*((0.199000+((-7.153000+x0)*(((-7.153000+x0)*(x0-(x0*x0)))-(((x1-12.520000)+x0)+(-7.153000+x0)))))),-0.007318*(x0 - 7.153)*(x0*(x0 - 7.153)*(x0 - 1) + 2*x0 + x1 - 19.673) + 1.107238282,153,29.0,7.0,25.0,5.0,27.0,8.0,23.0,7.0,7.0,5.0
kotanchek,154,SBP,SBP,5,1,kept,0.009179-0.000004*((exp(((x0+x0)-(x0*x0)))*(-18.822000*((exp(x1)+(x1*(-19.513000)))*(exp(x1)+(5.700000*(-18.822000))))))),(-7.5288e-5*(19.513*x1 - exp(x1))*(exp(x1) - 107.2854) + 0.009179*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),154,28.0,6.0,24.0,4.0,31.0,7.0,29.0,6.0,5.0,4.0
kotanchek,155,SBP,SBP,6,1,kept,0.684378-0.025139*((((x0*x0)+(19.711000-((x1-exp((exp(-20.972000)-(x1*(-0.586000)))))-(x1*(x1-5.420000)))))-x1)),-0.025139*x0**2 - 0.025139*x1**2 + 0.18653138*x1 - 0.0251390000196031*exp(0.586*x1) + 0.188863171,155,26.0,6.0,24.0,5.0,26.0,7.0,20.0,5.0,6.0,4.0
kotanchek,156,SBP,SBP,7,1,kept,-14.026870+14.029048*(exp(exp((((x0+((x0+x0)-(exp(exp(exp((-0.884000-(x1*x1)))))+x0)))-1.493000)-(x0*x0))))),14.029048*exp(0.224697550736354*exp(-x0**2 + 2*x0 - exp(exp(0.413127093878218*exp(-x1**2))))) - 14.02687,156,28.0,4.0,28.0,4.0,28.0,7.0,24.0,6.0,4.0,4.0
kotanchek,157,SBP,SBP,8,1,kept,0.144574+0.000155*(((((x1-(11.267000*7.230000))*3.308000)+(x1+(exp((7.230000-(x0*x0)))*((x0*x1)+exp(x0)))))*x0)),0.213934488133493*x0**2*x1*exp(-x0**2) + 0.00066774*x0*x1 + 0.213934488133493*x0*exp(-x0**2 + x0) - 0.0417680106234*x0 + 0.144574,157,27.0,5.0,27.0,5.0,39.0,7.0,28.0,5.0,5.0,4.0
kotanchek,158,SBP,SBP,9,1,kept,0.018312-0.003546*(((((x0-(x0+((x0-13.713000)*x0)))-((x0*x0)+1.354000))-(20.118000+1.354000))*(x1+(x0*7.506000)))),0.003546*(7.506*x0 + x1)*(x0**2 + x0*(x0 - 13.713) + 22.826) + 0.018312,158,27.0,6.0,19.0,5.0,21.0,5.0,20.0,5.0,6.0,5.0
kotanchek,159,SBP,SBP,10,1,kept,0.001314-0.043497*((exp(((x0+x0)-(x0*x0)))*(((x0-6.297000)-(x0-(x1+1.578000)))*x1))),(-0.043497*x1*(x1 - 4.719) + 0.001314*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),159,24.0,4.0,18.0,3.0,25.0,6.0,23.0,5.0,4.0,3.0
kotanchek,160,SBP,SBP,11,1,kept,0.040413-0.000597*(((6.648000-x0)*((exp(x1)-(x1*15.197000))*(2.753000+((x0*9.675000)-((x0*(6.648000-x0))*x0)))))),-0.000597*(x0 - 6.648)*(15.197*x1 - exp(x1))*(x0**2*(x0 - 6.648) + 9.675*x0 + 2.753) + 0.040413,160,28.0,7.0,26.0,7.0,30.0,8.0,27.0,7.0,7.0,7.0
kotanchek,161,SBP,SBP,12,1,kept,0.149913+0.001414*((((-14.224000*x0)*x0)-((0.405000-(-6.959000*((x0*x1)-((x1-(-14.412000*x1))-exp(x1)))))-exp(x1)))),-0.020112736*x0**2 - 0.009840026*x0*x1 + 0.151654480712*x1 - 0.008426026*exp(x1) + 0.14934033,161,35.0,9.0,25.0,5.0,24.0,6.0,19.0,5.0,6.0,5.0
kotanchek,162,SBP,SBP,13,1,kept,0.170654+0.002714*(((x0-6.237000)*((((-16.211000-x0)+x1)+(exp(x1)+(-16.310000*(x1-x0))))+exp((3.307000-(x0+x0)))))),(0.002714*(x0 - 6.237)*((15.31*x0 - 15.31*x1 + exp(x1) - 16.211)*exp(2*x0) + 27.3030932054114) + 0.170654*exp(2*x0))*exp(-2*x0),162,31.0,7.0,29.0,6.0,39.0,11.0,35.0,9.0,6.0,6.0
kotanchek,163,SBP,SBP,14,1,kept,0.208799-0.009239*(((((-9.621000+x0)*(x1+x1))+exp(x1))-(((exp(x0)*(-4.627000+x0))+x0)-exp((-17.386000*x0))))),((0.009239*x0 - 0.018478*x1*(x0 - 9.621) + (0.009239*x0 - 0.042748853)*exp(x0) - 0.009239*exp(x1) + 0.208799)*exp(17.386*x0) - 0.009239)*exp(-17.386*x0),163,30.0,6.0,28.0,5.0,41.0,11.0,35.0,8.0,5.0,5.0
kotanchek,164,SBP,SBP,15,1,kept,-0.000469-0.008133*((((((-12.866000+((-2.656000-exp(-2.656000))-exp(-2.656000)))*x1)+exp(x1))-4.334000)*exp((x0+(x0-(x0*x0)))))),(0.127382764000369*x1 - 0.008133*exp(x1) - 0.000469*exp(x0*(x0 - 2)) + 0.035248422)*exp(x0*(2 - x0)),164,21.0,4.0,21.0,4.0,26.0,6.0,26.0,6.0,7.0,4.0
kotanchek,165,SBP,SBP,16,1,kept,0.009361+0.001754*((((4.923000-x1)*((((x0*x0)-16.384000)*((((x0*x0)-(-1.015000+x0))-x0)-3.101000))+x0))*x1)),-0.001754*x1*(x0 - (x0**2 - 16.384)*(-x0**2 + 2*x0 + 2.086))*(x1 - 4.923) + 0.009361,165,29.0,6.0,29.0,6.0,31.0,8.0,25.0,6.0,6.0,5.0
kotanchek,166,SBP,SBP,17,1,kept,-0.025349+0.010788*((((((((((x0+x0)-(x0*x0))*(-5.542000+x0))*(-5.542000+x0))+x1)+x1)+12.501000)+x0)+x1)),x0*(0.662680172064 - 0.331340086032*x0)*(0.180440274269217*x0 - 1)**2 + 0.010788*x0 + 0.032364*x1 + 0.109511788,166,29.0,5.0,27.0,4.0,25.0,7.0,22.0,7.0,5.0,3.0
kotanchek,167,SBP,SBP,18,1,kept,0.008014-0.000927*(((x1+(4.989000-9.320000))*(((3.460000+x1)+x1)*(exp((x0+(x0-(-1.978000+(x0*x0)))))*x1)))),(-0.00670060812084771*x1*(x1 - 4.331)*(2*x1 + 3.46) + 0.008014*exp(x0*(x0 - 2)))*exp(x0*(2 - x0)),167,26.0,5.0,26.0,5.0,31.0,8.0,27.0,6.0,5.0,4.0
kotanchek,168,SBP,SBP,19,1,kept,0.025140-0.013750*((exp(((x0-x1)-exp(x0)))*(exp(x0)*(((x1*(-17.939000))*(x1-((exp(x0)-0.338000)*(-3.388000))))*x1)))),(x1**2*(0.24666125*x1 + 0.835688315*exp(x0) - 0.28246265047)*exp(x0) + 0.02514*exp(-x0 + x1 + exp(x0)))*exp(x0 - x1 - exp(x0)),168,29.0,5.0,27.0,4.0,37.0,5.0,34.0,4.0,5.0,4.0
kotanchek,169,SBP,SBP,20,1,kept,0.000939-0.014900*((((x1+2.332000)-x0)*(((x0*x0)-x0)-(16.260000+(-0.962000-((x1+3.598000)+exp(exp((0.538000-x0))))))))),-0.0149*(-x0 + x1 + 2.332)*(x0**2 - x0 + x1 + exp(1.71257827818735*exp(-x0)) - 11.7) + 0.000939,169,29.0,7.0,25.0,5.0,31.0,8.0,26.0,6.0,7.0,5.0
kotanchek,170,SBP,SBP,21,1,kept,0.429537+0.028001*(((((x0+(((exp(x0)+(6.407000*x0))-(x0*(5.937000*x0)))+x0))-exp((2.577000-x1)))-x1)-x1)),-0.166241937*x0**2 + 0.235404407*x0 - 0.056002*x1 + 0.028001*exp(x0) + 0.429537 - 0.368426127648911*exp(-x1),170,29.0,5.0,25.0,5.0,29.0,8.0,26.0,7.0,5.0,5.0
kotanchek,171,SBP,SBP,22,1,kept,0.033047-0.000135*((((exp(x1)*x1)+((exp(x0)*(-2.136000*exp(x0)))*exp((5.051000-(x0*x0)))))*(-2.136000+(x1+3.852000)))),(-0.000135*(x1 + 1.716)*(x1*exp(x0**2 + x1) - 333.597414814633*exp(2*x0)) + 0.033047*exp(x0**2))*exp(-x0**2),171,31.0,7.0,27.0,5.0,37.0,7.0,32.0,6.0,6.0,4.0
kotanchek,172,SBP,SBP,23,1,kept,1289016.678435-0.009565*((((x0+x0)*x0)+(exp(18.719000)-(((x1+x1)-exp(x1))+(-7.155000+(((8.072000-x0)+7.155000)*x1)))))),-0.01913*x0**2 - 0.009565*x0*x1 + 0.164776255*x1 - 0.009565*exp(x1) + 44.9135631721001,172,28.0,6.0,24.0,4.0,24.0,6.0,20.0,4.0,6.0,3.0
kotanchek,173,SBP,SBP,24,1,kept,-8.689343-0.039334*((((x0-x1)+(15.347000-((11.471000*(x0+19.197000))+(x0*x0))))+(-19.039000-((x0-7.988000)*(x0*x0))))),0.039334*x0**3 - 0.274865992*x0**2 + 0.411866314*x0 + 0.039334*x1 + 0.117570555858,173,29.0,7.0,21.0,4.0,21.0,5.0,17.0,4.0,7.0,4.0
kotanchek,174,SBP,SBP,25,1,kept,0.101111-0.009711*(((((x1-(x0-4.696000))*(((x0+x1)+(-2.186000-x1))*(x0*(4.648000-x0))))-(x1*3.723000))+x0)),0.009711*x0*(x0 - 4.648)*(x0 - 2.186)*(-x0 + x1 + 4.696) - 0.009711*x0 + 0.036154053*x1 + 0.101111,174,29.0,6.0,25.0,6.0,29.0,8.0,25.0,6.0,6.0,6.0
kotanchek,175,SBP,SBP,26,1,kept,0.029215-0.000000*(((((((x1*x1)-x1)-14.532000)*4.291000)*(x1*exp(x0)))*exp((((x0+exp(4.291000))+x0)-exp(x0))))),0.0292150000000000,175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
kotanchek,176,SBP,SBP,27,1,kept,3.531127+0.009016*(((((((x0*x0)+20.982000)*(x0-18.033000))+((15.309000*x1)-exp(x1)))+(exp(x0)+exp(x0)))+x0)),0.009016*x0 + 0.138025944*x1 + 0.009016*(x0 - 18.033)*(x0**2 + 20.982) + 0.018032*exp(x0) - 0.009016*exp(x1) + 3.531127,176,28.0,5.0,28.0,5.0,31.0,8.0,26.0,6.0,5.0,5.0
kotanchek,177,SBP,SBP,28,1,kept,0.001695-0.003018*((3.647000*((((((-9.189000+(x1+x1))*x1)+x1)*x1)-4.450000)*exp(((x0+x0)-(x0*x0)))))),(x1**2*(0.090133424094 - 0.022013292*x1) + 0.001695*exp(x0*(x0 - 2)) + 0.0489795747)*exp(x0*(2 - x0)),177,28.0,5.0,24.0,4.0,27.0,6.0,26.0,6.0,5.0,4.0
kotanchek,178,SBP,SBP,29,1,kept,0.106297-0.005360*(((exp(x1)+(-20.176000*x1))+(exp(1.704000)-(x0*((-9.587000-x1)+exp((((x0-exp(x0))+4.797000)+x0))))))),-0.00536*x0*(x1 - 121.14643251667*exp(2*x0 - exp(x0)) + 9.587) + 0.10814336*x1 - 0.00536*exp(x1) + 0.0768390455121224,178,30.0,7.0,26.0,5.0,30.0,8.0,26.0,6.0,6.0,5.0
kotanchek,179,SBP,SBP,30,1,kept,0.045524+0.000000*(exp(((x0+x1)-(((-1.333000*x1)+(x1*x1))-(((17.339000+x0)+(2.682000*x1))-(x0*x0)))))),0.0455240000000000,179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
kotanchek,180,SRjl,SRjl,1,1,kept,(((x1 / ((exp(x0 * x0) + (exp(x1) + 2.123942905811524)) - -1.3807964412201128)) * (((x1 + (((x0 * x1) - (0.5001045169066385 - (log(x0 - -0.7116175810554622) * 0.40296766612240004))) - -0.44720866860488395)) + x0) + ((exp(x1 + x0) + (x1 * x1)) * -0.029820142635731767))) - -0.011424247853121624),(x1*(x0*x1 + x0 - 0.029820142635731767*x1**2 + x1 - 0.029820142635731767*exp(x0 + x1) + 0.40296766612240004*log(x0 + 0.7116175810554622) - 0.052895848301754549) + 0.011424247853121624*exp(x0**2) + 0.011424247853121624*exp(x1) + 0.040039010961077059)/(exp(x0**2) + exp(x1) + 3.5047393470316368),180,45.0,8.0,41.0,6.0,55.0,9.0,48.0,7.0,8.0,6.0
kotanchek,181,SRjl,SRjl,2,1,kept,(((((x1 - (exp(log(0.060649662684691685)) - (x1 + ((x0 + exp(x1 * -2.33304710784059)) - (-0.025166137547190513 - 0.26379072618381194))))) / (((exp(x0) - -1.86535733243554) - x1) + exp(x1 - 1.5565632534973677))) - 0.2581807926919453) / ((exp(x0 / 1.1012776051072322) + 0.4782812307154963) - x0)) * (x0 + 0.2581807926919453)),(x0 + 0.2581807926919453)*((x0 + 2*x1 + 0.22830720104631077)*exp(2.33304710784059*x1) + (0.2581807926919453*x1 - 0.2581807926919453*exp(x0) - 0.054439872343823197*exp(x1) - 0.4815994347419402)*exp(2.33304710784059*x1) + 1)*exp(-2.33304710784059*x1)/((-x0 + exp(0.90803626203097926*x0) + 0.4782812307154963)*(-x1 + exp(x0) + 0.21085949801377927*exp(x1) + 1.86535733243554)),181,41.0,9.0,39.0,8.0,71.0,18.0,56.0,12.0,9.0,8.0
kotanchek,182,SRjl,SRjl,3,1,kept,(((((((x0 / exp((x0 * x0) + -0.12087468709548371)) * (x1 / 0.5947634776272314)) / ((exp(x1 - x0) - x1) + 2.2629335889059945)) * (x1 + (((exp((0.27943051594577284 + 0.10597416087671603) + 1.2206854231318682) + exp(x1)) + 2.523828871594013) * -0.0454913207896129))) - (x0 * 0.05041963936946082)) - -0.18147813675635233) + -0.01334030820098058),(-1.8973651416268622*x0*x1*(-x1 + 0.0454913207896129*exp(x1) + 0.34150870393486484) + (0.16813782855537175 - 0.05041963936946082*x0)*(-x1 + exp(-x0 + x1) + 2.2629335889059945)*exp(x0**2))*exp(-x0**2)/(-x1 + exp(-x0 + x1) + 2.2629335889059945),182,40.0,9.0,34.0,7.0,62.0,14.0,48.0,8.0,9.0,6.0
kotanchek,183,SRjl,SRjl,4,1,kept,(((((x0 * x1) / 0.3268050163951488) + (((x1 + -0.5544986714499122) * x1) + 0.30370477454811745)) - ((((0.12540124052297874 - (exp(x1 + x0) * 0.003973572440442301)) / -0.7122963745947987) * x1) * (x1 + -0.7286282015526498))) / (((exp(x1) + 2.758453524484197) - -1.4870260456714612) + exp(x0 * x0))),(3.059928550150751*x0*x1 - x1*(x1 - 0.7286282015526498)*(0.005578538066689911*exp(x0 + x1) - 0.17605205500914596) + x1*(x1 - 0.5544986714499122) + 0.30370477454811745)/(exp(x0**2) + exp(x1) + 4.2454795701556582),183,42.0,9.0,34.0,7.0,38.0,7.0,33.0,7.0,9.0,7.0
kotanchek,184,SRjl,SRjl,5,1,kept,((exp(((-1.5650412257786985 - x1) - x1) / 2.725807745015068) * ((x0 + 0.2515421021268282) * x1)) * (exp((((x0 / -0.6595888099113719) * x0) - (x1 / 0.8882302129082629)) / 2.725807745015068) * ((((x0 * (x1 - -0.9190110064157119)) * 0.22136372638482898) + (x1 + 1.3549310295276753)) * x1))),0.56317950580238818*x1**2*(x0 + 0.2515421021268282)*(0.22136372638482898*x0*(x1 + 0.9190110064157119) + x1 + 1.3549310295276753)*exp(-0.5562006597670384*x0**2 - 1.14675521804359*x1),184,41.0,9.0,41.0,9.0,34.0,8.0,30.0,7.0,9.0,7.0
kotanchek,185,SRjl,SRjl,6,1,kept,((((x1 + (exp((x1 + (1.309561009058676 * 0.2713771555143059)) * (-1.598800435582104 * x1)) - 0.2946268534853358)) / ((((exp(x0) - x0) + 1.0705549811404007) - x0) - x0)) / (((exp(x1) - 0.6303983601001658) + 3.1507918286409375) - (x1 * x1))) * ((x1 / (1.309561009058676 + 0.06685590531260745)) - -0.48872997975581867)),(0.7265240564533295*x1 + 0.48872997975581867)*((x1 - 0.2946268534853358)*exp(1.598800435582104*x1*(x1 + 0.3553849416107877)) + 1)*exp(-1.598800435582104*x1*(x1 + 0.3553849416107877))/((-3*x0 + exp(x0) + 1.0705549811404007)*(-x1**2 + exp(x1) + 2.5203934685407717)),185,42.0,9.0,38.0,7.0,53.0,14.0,46.0,11.0,8.0,7.0
kotanchek,186,SRjl,SRjl,7,1,kept,((((x1 / (exp(((x0 - 0.7606913305573865) * x0) + 1.5634875728815227) + exp(x1))) / 1.5634875728815227) * (((((exp(x1) * (x0 - -0.19417161363442786)) - x0) * -0.013296556398828556) - -0.3269889622210912) + 1.4134785703367858)) * (x1 + (x0 + ((x0 + -0.3269889622210912) * x1)))),0.63959574565533024*x1*(0.013296556398828556*x0 - (0.013296556398828556*x0 + 0.0025818138117417178)*exp(x1) + 1.740467532557877)*(x0 + x1*(x0 - 0.3269889622210912) + x1)/(exp(x1) + 4.7754469558976339*exp(x0*(x0 - 0.7606913305573865))),186,40.0,8.0,36.0,6.0,40.0,8.0,36.0,6.0,8.0,6.0
kotanchek,187,SRjl,SRjl,8,1,kept,(((exp(((x0 + x0) - (x0 * (x0 + 0.040585192647742296))) + -1.0149512623308583) / ((x1 * (exp(x1) * 0.040585192647742296)) + (3.8606907267233312 - x1))) * ((log(exp(x1) - x1) + (log(0.8419832071038463) * x1)) - -1.122619161739475)) * 0.6992234510287301),(-0.043585757930282754*x1 + 0.25341262808852694*log(-x1 + exp(x1)) + 0.28448587211893945)*exp(x0*(1.9594148073522577 - x0))/(0.040585192647742296*x1*exp(x1) - x1 + 3.8606907267233312),187,37.0,7.0,37.0,7.0,35.0,8.0,31.0,6.0,7.0,6.0
kotanchek,188,SRjl,SRjl,9,1,kept,(((((exp(x1 - ((x1 * 2.5453490974043493) + ((x0 * 0.5411409793785076) * x0))) * x1) * (x0 + 0.4339810714841567)) * (((((x0 + x1) / 0.9520033739001882) + exp((0.8325766331394892 / 0.6756390603608541) - (((x1 * 2.5453490974043493) * x1) * x1))) * x1) - -0.40562409423561496)) * x1) / 1.5660393014789127),0.63855357848020481*x1**2*(x0 + 0.4339810714841567)*(x1*(1.050416445377896*(x0 + x1)*exp(2.5453490974043493*x1**3) + 3.429039507965635) + 0.40562409423561496*exp(2.5453490974043493*x1**3))*exp(-0.5411409793785076*x0**2 - 2.5453490974043493*x1**3 - 1.5453490974043493*x1),188,43.0,8.0,43.0,8.0,54.0,11.0,47.0,10.0,8.0,7.0
kotanchek,189,SRjl,SRjl,10,1,kept,(((((((x0 * (x1 + ((x1 + 1.1969160127334812) * x1))) - 0.7816954182701782) + exp((x0 - x1) - x1)) + x1) + x1) / (0.6953513046017712 - ((exp(x0 * x0) + x0) * -0.30094257465321056))) / (((((x1 - x0) * x1) - x1) * x1) + 9.716267429330689)),(x0*x1*(x1 + 2.1969160127334812) + 2*x1 + exp(x0 - 2*x1) - 0.7816954182701782)/((-x1**2*(x0 - x1 + 1) + 9.716267429330689)*(0.30094257465321056*x0 + 0.30094257465321056*exp(x0**2) + 0.6953513046017712)),189,45.0,5.0,45.0,5.0,47.0,10.0,41.0,8.0,5.0,5.0
kotanchek,190,SRjl,SRjl,11,1,kept,(exp(((x0 + -0.21546645087388747) - (x0 * x0)) - (x1 - x0)) * (((x1 + (((exp(((x1 - (x1 * x1)) + (x1 + 0.7393127343318426)) * x1) + (x1 * x1)) - x1) * -0.07637600437144379)) * 0.7393127343318426) * (x1 + (x1 * 0.05221153846822916)))),-0.84825644735156917*x1*(0.05646575262919287*x1**2 - 0.7957784869610355*x1 + 0.05646575262919287*exp(x1*(-x1**2 + 2*x1 + 0.7393127343318426)))*exp(-x0**2 + 2*x0 - x1),190,43.0,5.0,43.0,5.0,45.0,10.0,32.0,5.0,5.0,3.0
kotanchek,191,SRjl,SRjl,12,1,kept,(((((x1 - -0.8573197210520271) - (((((((x0 + 0.243655222569968) * ((x1 + -2.4978659229280784) - 0.6006378442243304)) - x0) * (x1 - -0.011366947974237162)) * x1) * 0.8729303966766084) - x0)) + (x0 * 0.32999628448933405)) / ((((exp(x0) * x0) * x0) * x0) - -11.469419384037693)) / 1.3572025597522632),(0.97995415270370898*x0 + 0.64318357669171258*x1*(x0 - (x0 + 0.243655222569968)*(x1 - 3.0985037671524088))*(x1 + 0.011366947974237162) + 0.73680969197592353*x1 + 0.63168147959322877)/(x0**3*exp(x0) + 11.469419384037693),191,42.0,9.0,40.0,8.0,36.0,8.0,33.0,8.0,9.0,8.0
kotanchek,192,SRjl,SRjl,13,1,kept,(((exp(((x1 - 0.9749770010803096) / 0.3602520541304732) * ((x1 - 1.0905877212475377) * -0.10547334775316865)) * ((x1 * x1) + exp((x1 * (x1 * -0.2764585325406506)) / 0.15774000127710996))) * (exp(((x0 * ((x0 - -0.451418475300699) + x0)) * x0) * -0.10547334775316865) * 0.23056264826328124)) * (x0 + 0.34628722226816544)),0.23056264826328124*(x0 + 0.34628722226816544)*(x1**2*exp(1.7526215944108033*x1**2) + 1)*exp(-0.10547334775316865*x0**2*(2*x0 + 0.451418475300699) - 1.7526215944108033*x1**2 - (0.10547334775316865*x1 - 0.1150279379784773)*(2.775834276403121*x1 - 2.706374578303446)),192,44.0,10.0,40.0,8.0,51.0,13.0,41.0,10.0,10.0,7.0
kotanchek,193,SRjl,SRjl,14,1,kept,(exp((-0.7318040896636137 - (x0 * x0)) + ((x0 + x0) - x1)) * ((((x1 - -0.039858290344846364) / 0.9598793817164541) * x1) - (exp((0.13235515895495698 - x0) + (((x0 + 0.09098361423696229) - x1) * x1)) * ((x1 * (x1 / 0.9039712460608937)) - (0.16031841194029647 / 0.9446831697758643))))),0.4810403668350914*(x1*(1.041797562326844*x1 + 0.041524269719776521) + (0.1937217302155371 - 1.2627765219929556*x1**2)*exp(-x0 + x1*(x0 - x1 + 0.09098361423696229)))*exp(-x0**2 + 2*x0 - x1),193,41.0,7.0,41.0,7.0,43.0,9.0,35.0,6.0,7.0,5.0
kotanchek,194,SRjl,SRjl,15,1,kept,((((exp((((x1 * x1) + (x0 * x0)) + x0) * -0.17830776423842798) / 1.4092295785725586) * x1) / ((((exp(x0) - x0) - x0) / 0.34806215833743864) + 1.7208022848793882)) * ((((x0 - -0.17948040180341088) - -0.42075853691198073) + (((x0 + -0.1759177414425294) * x0) - -0.3726818556226753)) * x1)),x1**2*(0.70960758644657689*x0*(x0 - 0.1759177414425294) + 0.70960758644657689*x0 + 0.69039197667392207)*exp(-0.17830776423842798*x0**2 - 0.17830776423842798*x0 - 0.17830776423842798*x1**2)/(-5.7461000918722219*x0 + 2.8730500459361109*exp(x0) + 1.7208022848793882),194,43.0,8.0,39.0,6.0,49.0,12.0,32.0,6.0,8.0,5.0
