implementation,algorithm_raw,algorithm,algo_row,node_count,after_nodes,runtime_ms,status
Egglog,GOMEA,GP-GOMEA,7,19,17,44.818166,saturated
Egglog,GOMEA,GP-GOMEA,8,19,14,73.878208,saturated
Egglog,Operon,Operon,27,48,36,849.791875,saturated
Egglog,GOMEA,GP-GOMEA,9,21,17,51.635583,saturated
Egglog,GOMEA,GP-GOMEA,10,19,14,51.388209,saturated
Egglog,GOMEA,GP-GOMEA,12,20,20,24.024250,saturated
Egglog,GOMEA,GP-GOMEA,11,21,17,43.533375,saturated
Egglog,GOMEA,GP-GOMEA,13,14,14,24.365125,saturated
Egglog,GOMEA,GP-GOMEA,14,19,17,48.070166,saturated
Egglog,GOMEA,GP-GOMEA,15,20,17,48.982083,saturated
Egglog,GOMEA,GP-GOMEA,16,20,17,49.962750,saturated
Egglog,GOMEA,GP-GOMEA,17,21,17,48.439750,saturated
Egglog,GOMEA,GP-GOMEA,18,21,17,45.059292,saturated
Egglog,GOMEA,GP-GOMEA,19,20,19,48.743000,saturated
Egglog,GOMEA,GP-GOMEA,20,21,17,44.484958,saturated
Egglog,GOMEA,GP-GOMEA,21,19,17,41.699667,saturated
Egglog,GOMEA,GP-GOMEA,22,21,17,45.342875,saturated
Egglog,GOMEA,GP-GOMEA,23,21,17,47.197291,saturated
Egglog,GOMEA,GP-GOMEA,25,18,16,50.141083,saturated
Egglog,GOMEA,GP-GOMEA,24,17,14,77.089625,saturated
Egglog,GOMEA,GP-GOMEA,26,19,1,34.941791,saturated
Egglog,GOMEA,GP-GOMEA,27,20,1,33.243708,saturated
Egglog,GOMEA,GP-GOMEA,29,19,19,46.383458,saturated
Egglog,GOMEA,GP-GOMEA,28,21,17,51.072792,saturated
Egglog,GOMEA,GP-GOMEA,30,21,17,49.021959,saturated
Egglog,EPLEX,EPLEX,2,93,89,58.228791,saturated
Egglog,EPLEX,EPLEX,1,49,23,140.629875,saturated
Egglog,EPLEX,EPLEX,3,74,58,54.098417,saturated
Egglog,EPLEX,EPLEX,4,65,52,49.693375,saturated
Egglog,EPLEX,EPLEX,5,73,57,83.567208,saturated
Egglog,EPLEX,EPLEX,7,72,64,60.095792,saturated
Egglog,EPLEX,EPLEX,8,64,47,55.362375,saturated
Egglog,EPLEX,EPLEX,9,73,53,56.438666,saturated
Egglog,EPLEX,EPLEX,10,37,31,40.343917,saturated
Egglog,EPLEX,EPLEX,11,81,62,71.635458,saturated
Egglog,EPLEX,EPLEX,12,74,44,62.351167,saturated
Egglog,EPLEX,EPLEX,13,29,29,23.275666,saturated
Egglog,EPLEX,EPLEX,14,72,51,50.519708,saturated
Egglog,EPLEX,EPLEX,15,69,43,52.980083,saturated
Egglog,EPLEX,EPLEX,16,33,29,45.851167,saturated
Egglog,EPLEX,EPLEX,17,61,53,54.531833,saturated
Egglog,Operon,Operon,20,47,35,3974.796834,saturated
Egglog,EPLEX,EPLEX,19,30,23,53.429708,saturated
Egglog,EPLEX,EPLEX,18,71,59,90.905500,saturated
Egglog,EPLEX,EPLEX,21,61,37,62.319875,saturated
Egglog,EPLEX,EPLEX,22,48,28,47.834791,saturated
Egglog,EPLEX,EPLEX,23,49,17,51.562584,saturated
Egglog,EPLEX,EPLEX,24,83,62,76.622958,saturated
Egglog,EPLEX,EPLEX,20,66,46,477.779041,saturated
Egglog,EPLEX,EPLEX,26,64,38,49.352333,saturated
Egglog,EPLEX,EPLEX,27,31,24,47.622250,saturated
Egglog,EPLEX,EPLEX,28,73,48,59.021000,saturated
Egglog,EPLEX,EPLEX,29,67,53,61.951208,saturated
Egglog,EPLEX,EPLEX,30,83,67,51.955375,saturated
Egglog,EPLEX,EPLEX,6,73,45,1812.553209,saturated
Egglog,EPLEX,EPLEX,25,96,45,3099.679291,saturated
Egglog,FEAT,FEAT,2,116,114,2675.306709,saturated
Egglog,FEAT,FEAT,4,142,112,2369.962625,saturated
Egglog,Operon,Operon,18,45,31,12270.911958,saturated
Egglog,FEAT,FEAT,1,217,187,10940.644916,saturated
Egglog,FEAT,FEAT,6,191,163,4250.472250,saturated
Egglog,FEAT,FEAT,5,269,227,10069.516125,saturated
Egglog,FEAT,FEAT,7,191,157,4784.424750,saturated
Egglog,FEAT,FEAT,3,194,160,13164.997500,saturated
Egglog,FEAT,FEAT,11,357,271,18099.805791,saturated
Egglog,FEAT,FEAT,9,202,172,18838.350250,saturated
Egglog,FEAT,FEAT,13,134,130,5357.171500,saturated
Egglog,FEAT,FEAT,12,154,136,8365.361084,saturated
Egglog,FEAT,FEAT,10,223,183,27856.841625,saturated
Egglog,FEAT,FEAT,14,184,159,7148.111458,saturated
Egglog,FEAT,FEAT,16,129,113,5335.383000,saturated
Egglog,FEAT,FEAT,8,241,203,39041.561125,saturated
Egglog,FEAT,FEAT,18,160,146,1906.356958,saturated
Egglog,FEAT,FEAT,20,151,129,1866.408500,saturated
Egglog,FEAT,FEAT,19,242,104,4575.022417,saturated
Egglog,FEAT,FEAT,22,168,158,3761.840625,saturated
Egglog,FEAT,FEAT,21,125,107,6844.487500,saturated
Egglog,FEAT,FEAT,17,174,116,14500.616917,saturated
Egglog,FEAT,FEAT,23,155,115,2968.172833,saturated
Egglog,FEAT,FEAT,25,138,122,4822.483750,saturated
Egglog,FEAT,FEAT,27,133,103,5166.333334,saturated
Egglog,FEAT,FEAT,15,416,279,29904.225375,saturated
Egglog,FEAT,FEAT,26,196,167,11262.057416,saturated
Egglog,FEAT,FEAT,24,170,152,15092.015583,saturated
Egglog,SBP,SBP,1,29,1,143.359542,saturated
Egglog,SBP,SBP,2,28,26,63.196000,saturated
Egglog,SBP,SBP,3,28,28,30.644417,saturated
Egglog,SBP,SBP,4,10,10,20.247375,saturated
Egglog,SBP,SBP,5,29,29,295.455167,saturated
Egglog,SBP,SBP,6,26,1,37.939000,saturated
Egglog,SBP,SBP,7,28,26,62.636542,saturated
Egglog,SBP,SBP,8,29,27,48.170167,saturated
Egglog,SBP,SBP,9,29,25,76.428709,saturated
Egglog,SBP,SBP,10,29,28,91.023416,saturated
Egglog,SBP,SBP,11,29,27,56.085625,saturated
Egglog,SBP,SBP,12,29,29,60.574750,saturated
Egglog,FEAT,FEAT,29,165,135,5571.941250,saturated
Egglog,SBP,SBP,14,27,26,53.534417,saturated
Egglog,FEAT,FEAT,30,131,113,4763.681125,saturated
Egglog,SBP,SBP,15,29,27,85.899000,saturated
Egglog,SBP,SBP,16,29,26,63.513167,saturated
Egglog,SBP,SBP,17,29,29,99.489083,saturated
Egglog,SBP,SBP,18,28,21,81.509875,saturated
Egglog,SBP,SBP,19,28,28,20.980417,saturated
Egglog,SBP,SBP,21,28,28,41.260125,saturated
Egglog,SBP,SBP,22,29,29,54.594250,saturated
Egglog,SBP,SBP,20,29,24,137.537458,saturated
Egglog,SBP,SBP,23,29,29,54.618333,saturated
Egglog,SBP,SBP,25,29,29,226.535583,saturated
Egglog,SBP,SBP,26,29,28,67.517708,saturated
Egglog,SBP,SBP,27,29,25,73.296375,saturated
Egglog,SBP,SBP,28,28,28,70.379792,saturated
Egglog,SBP,SBP,29,28,28,30.618459,saturated
Egglog,SBP,SBP,24,29,25,552.809500,saturated
Egglog,SBP,SBP,30,28,26,89.657458,saturated
Egglog,Bingo,Bingo,1,40,36,62.702958,saturated
Egglog,Bingo,Bingo,3,34,24,43.909500,saturated
Egglog,Bingo,Bingo,2,22,18,73.117166,saturated
Egglog,Bingo,Bingo,5,21,21,25.035625,saturated
Egglog,Bingo,Bingo,4,50,40,72.459500,saturated
Egglog,Bingo,Bingo,7,27,19,51.864125,saturated
Egglog,Bingo,Bingo,6,52,44,83.785250,saturated
Egglog,Bingo,Bingo,8,19,19,57.882584,saturated
Egglog,Bingo,Bingo,9,29,25,60.111417,saturated
Egglog,Bingo,Bingo,10,23,21,54.424917,saturated
Egglog,Bingo,Bingo,11,22,20,58.281750,saturated
Egglog,Bingo,Bingo,13,32,32,49.131041,saturated
Egglog,Bingo,Bingo,12,15,12,58.248917,saturated
Egglog,Bingo,Bingo,14,28,28,31.387791,saturated
Egglog,Bingo,Bingo,16,48,44,242.608167,saturated
Egglog,Bingo,Bingo,15,44,38,419.521667,saturated
Egglog,Bingo,Bingo,18,21,19,59.497542,saturated
Egglog,Bingo,Bingo,19,23,21,62.785208,saturated
Egglog,Bingo,Bingo,20,46,32,424.360833,saturated
Egglog,FEAT,FEAT,28,186,146,8980.431833,saturated
Egglog,Bingo,Bingo,22,26,26,24.990458,saturated
Egglog,Bingo,Bingo,23,26,26,38.838208,saturated
Egglog,Bingo,Bingo,24,28,22,44.786584,saturated
Egglog,Bingo,Bingo,21,37,27,365.354833,saturated
Egglog,Bingo,Bingo,26,15,15,21.652583,saturated
Egglog,Bingo,Bingo,25,18,16,43.366667,saturated
Egglog,Bingo,Bingo,28,37,37,47.020583,saturated
Egglog,Bingo,Bingo,29,15,15,32.776375,saturated
Egglog,Bingo,Bingo,30,25,23,64.492542,saturated
Egglog,Bingo,Bingo,27,52,50,170.342292,saturated
Egglog,SRjl,PySR,2,41,37,100.255583,saturated
Egglog,SRjl,PySR,3,39,31,67.543333,saturated
Egglog,Bingo,Bingo,17,58,36,3333.434542,saturated
Egglog,SRjl,PySR,4,40,31,2459.031166,saturated
Egglog,SRjl,PySR,5,42,36,609.322666,saturated
Egglog,SRjl,PySR,6,32,29,100.721792,saturated
Egglog,SRjl,PySR,7,37,24,58.742167,saturated
Egglog,SRjl,PySR,8,40,31,146.059417,saturated
Egglog,SRjl,PySR,9,37,27,132.030833,saturated
Egglog,SRjl,PySR,11,35,27,56.076750,saturated
Egglog,SRjl,PySR,10,45,30,74.886125,saturated
Egglog,SRjl,PySR,13,44,36,460.011500,saturated
Egglog,SRjl,PySR,14,43,37,62.262708,saturated
Egglog,SRjl,PySR,15,43,33,2958.407042,saturated
Egglog,SRjl,PySR,12,41,33,4074.732625,saturated
Egglog,SRjl,PySR,17,44,42,102.848750,saturated
Egglog,SRjl,PySR,18,44,43,125.789666,saturated
Egglog,SRjl,PySR,19,44,36,147.283542,saturated
Egglog,SRjl,PySR,16,45,30,1341.010291,saturated
Egglog,SRjl,PySR,21,31,23,74.662458,saturated
Egglog,SRjl,PySR,1,44,34,8812.673666,saturated
Egglog,SRjl,PySR,20,42,23,1928.663083,saturated
Egglog,SRjl,PySR,24,29,26,50.395416,saturated
Egglog,SRjl,PySR,23,38,19,1121.870250,saturated
Egglog,SRjl,PySR,26,45,39,599.320542,saturated
Egglog,SRjl,PySR,22,41,21,2772.032042,saturated
Egglog,SRjl,PySR,27,45,34,165.503959,saturated
Egglog,SRjl,PySR,29,43,29,59.976375,saturated
Egglog,SRjl,PySR,30,28,26,47.211542,saturated
Egglog,SRjl,PySR,28,45,36,1329.933167,saturated
Egglog,SRjl,PySR,25,41,27,7912.424375,saturated
Egglog,SBP,SBP,13,29,27,41802.704584,saturated
