row,egglog_status,egglog_numeric_status,haskell_status,egglog_runtime_s,haskell_runtime_s,egglog_before_params,egglog_after_params,haskell_before_params,haskell_after_params,optimal_params,egglog_gap_to_optimal,haskell_gap_to_optimal,egglog_total_size,egglog_node_count,egglog_eclass_count,haskell_after_nodes,input_expr,egglog_output,haskell_output
1,saturated,ok,ok,0.024019,0.001530,2,2,2,2,2,0,0,25,30,19,7,sqr(-9.29438919215253 + 2.93547417364396 * theta),((-9.29438919215253 + (2.93547417364396 * theta)) ** 2.0),"(-9.29438919215253 + (2.93547417364396 * x[:, 2])) ** 2.0"
2,saturated,ok,ok,0.024987,0.045319,21,18,21,18,21,-3,-3,174,197,110,65,(((2.91970418475328 + -0.773583225885789 * theta) * 2.87230609775115 * theta + (-1.22356797479824 + 0.377885426397629 * theta) * (10.3917281470804 - -1.20862070725184 * alpha)) * (0.114247677264604 * alpha + 0.127799885276295 * beta) * (3.60250727355285 * beta + 1.35381696253641 * theta - 9.60356246300082 * alpha) - (sqr(-9.29438919215253 + 2.93547417364396 * theta) + (-1.31893797108115 * beta + 2.10814063839763 * alpha) - 5.16995214427275 * alpha) * (1.25099225339683 * alpha + -1.0075335593301 * beta)) * 0.227993040492379 + 1.72695871415228,(((((((((theta + -3.7742599465107096) * -2.221967816829757) * theta) + ((theta + -3.237933747438949) * ((alpha + 8.598006045013987) * 0.45672015131286553))) * ((0.114247677264604 * alpha) + (0.127799885276295 * beta))) * (((3.60250727355285 * beta) + (1.35381696253641 * theta)) + (-9.60356246300082 * alpha))) - ((((-1.31893797108115 * beta) + ((-9.29438919215253 + (2.93547417364396 * theta)) ** 2.0)) + (alpha * -3.0618115058751196)) * ((1.25099225339683 * alpha) + (-1.0075335593301 * beta)))) * 0.227993040492379) + 1.72695871415228),"((((((x[:, 2] * ((x[:, 2] + -3.7742599465107096) * -2.221967816829757)) + ((x[:, 0] + 8.598006045013985) * ((x[:, 2] + -3.237933747438949) * 0.45672015131286553))) * (((x[:, 0] * 0.114247677264604) + (0.127799885276295 * x[:, 1])) * (((x[:, 1] * 3.60250727355285) + (x[:, 2] * 1.35381696253641)) - (x[:, 0] * 9.60356246300082)))) - ((((-9.29438919215253 + (x[:, 2] * 2.93547417364396)) ** 2.0 + (x[:, 1] * -1.31893797108115)) + (x[:, 0] * -3.0618115058751196)) * ((x[:, 0] * 1.25099225339683) + (x[:, 1] * -1.0075335593301)))) * 0.227993040492379) + 1.72695871415228)"
3,saturated,ok,ok,0.026963,0.192393,19,17,19,17,19,-2,-2,226,252,125,60,(((2.78948361720301 + -0.603311011990701 * theta) * 2.66295898187985 * theta + (-1.70053796438431 + 0.354410284952137 * theta) * (2.30920195902924 * alpha + -0.684514001199842 * beta)) * (-0.423113013561051 * alpha + -0.820293590903207 * beta) * exp(0.648433111594964 * alpha) - (4.84782777418965 * alpha + -10.2013161038227 * beta + (4.49181352322002 + 3.34338756313595 * theta) - 1.52463076043089 * alpha) * sqr(-4.40371470183112 + 1.239832234323 * theta)) * 0.0555952399242293 + 2.3974618452108,(((((((((theta + -4.623624568029607) * -1.6065924782476593) * theta) + ((-1.70053796438431 + (0.354410284952137 * theta)) * ((2.30920195902924 * alpha) + (-0.684514001199842 * beta)))) * ((-0.423113013561051 * alpha) + (-0.820293590903207 * beta))) * exp((0.648433111594964 * alpha))) - ((((-10.2013161038227 * beta) + (4.49181352322002 + (3.34338756313595 * theta))) + (alpha * 3.32319701375876)) * ((-4.40371470183112 + (1.239832234323 * theta)) ** 2.0))) * 0.0555952399242293) + 2.3974618452108),"((((((x[:, 2] * ((x[:, 2] + -4.623624568029607) * -1.6065924782476593)) + ((-1.70053796438431 + (x[:, 2] * 0.354410284952137)) * ((2.30920195902924 * x[:, 0]) + (-0.684514001199842 * x[:, 1])))) * (((x[:, 0] * -0.423113013561051) + (x[:, 1] * -0.820293590903207)) * np.exp((x[:, 0] * 0.648433111594964)))) - (((x[:, 1] * -10.2013161038227) + ((4.49181352322002 + (x[:, 2] * 3.34338756313595)) + (x[:, 0] * 3.32319701375876))) * (-4.40371470183112 + (x[:, 2] * 1.239832234323)) ** 2.0)) * 5.55952399242293e-2) + 2.3974618452108)"
4,saturated,ok,ok,0.026624,0.061409,19,16,19,16,19,-3,-3,201,223,109,56,(((2.84721301451649 + -1.0832466055762 * theta) * 2.87288386010019 * theta + (-0.960822430613027 + 0.352212452215726 * theta) * (9.49502848514098 - -4.43457932618305 * alpha)) * (0.0231254136991372 * alpha + -0.201859225439622 * beta) * exp(0.533684665488698 * alpha) - (4.3709278998084 * alpha + 0.0676271161563555 * beta + (-10.1636621343434 + 2.20402481737344 * theta) - 2.00153063481211 * alpha) * (-0.173514070270718 * alpha + 1.4309773332239 * beta)) * 0.418278900765285 + -0.250852384709946,(((((((((theta + -2.628407049567445) * -3.1120416896681817) * theta) + ((theta + -2.7279626957213154) * ((alpha + 2.1411339806415373) * 1.5619140590200937))) * ((0.0231254136991372 * alpha) + (-0.201859225439622 * beta))) * exp((0.533684665488698 * alpha))) - ((((0.0676271161563555 * beta) + (-10.1636621343434 + (2.20402481737344 * theta))) + (alpha * 2.3693972649962904)) * ((-0.173514070270718 * alpha) + (1.4309773332239 * beta)))) * 0.418278900765285) + -0.250852384709946),"((((((x[:, 2] * ((x[:, 2] + -2.628407049567445) * -3.1120416896681817)) + ((x[:, 0] + 2.1411339806415373) * ((x[:, 2] + -2.7279626957213154) * 1.5619140590200937))) * (((x[:, 0] * 2.31254136991372e-2) + (-0.201859225439622 * x[:, 1])) * np.exp((x[:, 0] * 0.533684665488698)))) - (((x[:, 1] * 6.76271161563555e-2) + ((-10.1636621343434 + (x[:, 2] * 2.20402481737344)) + (x[:, 0] * 2.3693972649962904))) * ((x[:, 0] * -0.173514070270718) + (x[:, 1] * 1.4309773332239)))) * 0.418278900765285) + -0.250852384709946)"
5,saturated,ok,ok,0.023930,0.203511,15,15,15,14,15,0,-1,218,239,108,52,(2.98279150112649 - 2.50335104760053 * alpha + exp(0.472180751947384 * alpha) + (-5.46511983933291 * alpha + 4.7308388959051 * beta + sqr(1.9820027542127 * alpha + -0.507993116540432 * beta) + -0.902691894725103 * theta) * (sqr(-9.71025706279119 + 3.06939441276146 * theta) + -12.1940251737044) * (-0.00113611973003391 * alpha + 0.0069224336526928 * beta)) * 1.38844130555412 + 0.330982870226231,(((((2.98279150112649 + (-2.50335104760053 * alpha)) + exp((0.472180751947384 * alpha))) + ((((((-5.46511983933291 * alpha) + (4.7308388959051 * beta)) + (((1.9820027542127 * alpha) + (-0.507993116540432 * beta)) ** 2.0)) + (-0.902691894725103 * theta)) * (((-9.71025706279119 + (3.06939441276146 * theta)) ** 2.0) + -12.1940251737044)) * ((-0.00113611973003391 * alpha) + (0.0069224336526928 * beta)))) * 1.38844130555412) + 0.330982870226231),"(1.38844130555412 * ((np.exp((x[:, 0] * 0.472180751947384)) + (x[:, 0] * -2.50335104760053)) + (((((((x[:, 0] * -5.46511983933291) + (4.7308388959051 * x[:, 1])) + ((x[:, 0] * 1.9820027542127) + (x[:, 1] * -0.507993116540432)) ** 2.0) + (-0.902691894725103 * x[:, 2])) * ((-9.71025706279119 + (x[:, 2] * 3.06939441276146)) ** 2.0 + -12.1940251737044)) * ((x[:, 0] * -1.13611973003391e-3) + (x[:, 1] * 6.9224336526928e-3))) + 3.2211759894748377)))"
6,saturated,ok,ok,0.024536,0.245653,15,13,15,13,15,-2,-2,129,147,83,46,((-0.316837298249729 * theta * 3.05465811567978 * theta + (-0.889841755712075 + 0.578002976501013 * theta) * (10.6137030960787 - -0.00245156905492306 * alpha)) * (0.14725690713022 * alpha + -1.14882597252181 * beta) * exp(0.568774671653501 * alpha) - (8.71499862176732 - 4.81545526290782 * alpha) * (0.154635921121002 * alpha + -1.07656735891341 * beta)) * 0.224175810902549 + -0.260446684460903,((((((((theta * -0.9678296244485897) * theta) + ((theta + -1.5395106805483996) * ((alpha + 4329.351063868687) * 0.0014170142108433038))) * ((0.14725690713022 * alpha) + (-1.14882597252181 * beta))) * exp((0.568774671653501 * alpha))) - ((8.71499862176732 + (-4.81545526290782 * alpha)) * ((0.154635921121002 * alpha) + (-1.07656735891341 * beta)))) * 0.224175810902549) + -0.260446684460903),"((((((x[:, 2] * (x[:, 2] * -0.9678296244485897)) + ((x[:, 0] + 4329.351063868687) * ((x[:, 2] + -1.5395106805483996) * 1.4170142108433038e-3))) * (((x[:, 0] * 0.14725690713022) + (-1.14882597252181 * x[:, 1])) * np.exp((x[:, 0] * 0.568774671653501)))) + (((x[:, 0] * 0.154635921121002) + (x[:, 1] * -1.07656735891341)) * ((x[:, 0] * 4.81545526290782) + -8.71499862176732))) * 0.224175810902549) + -0.260446684460903)"
7,saturated,ok,ok,0.022719,0.025992,13,11,13,11,13,-2,-2,101,115,65,38,(((3.18543575971207 + -0.501220093685171 * theta) * 3.02569851454319 * theta + (-0.566030419117259 + -0.00141033270775341 * theta) * (10.2119668475764 - -2.30541936401332 * alpha)) * (0.0102053525476381 * alpha + -0.0910150988828783 * beta) * exp(0.554402229807378 * alpha) + 1.72087790758212 * beta) * 1.83963949682553 + -1.25596735529036,(((((((((theta + -6.355363242306329) * -1.5165408929224202) * theta) + ((theta + 401.34531093653595) * ((alpha + 4.429548483447803) * -0.00325140833415605))) * ((0.0102053525476381 * alpha) + (-0.0910150988828783 * beta))) * exp((0.554402229807378 * alpha))) + (1.72087790758212 * beta)) * 1.83963949682553) + -1.25596735529036),"((((((x[:, 2] * ((x[:, 2] + -6.355363242306329) * -1.5165408929224202)) + ((x[:, 0] + 4.429548483447803) * ((x[:, 2] + 401.34531093653595) * -3.25140833415605e-3))) * (((x[:, 0] * 1.02053525476381e-2) + (-9.10150988828783e-2 * x[:, 1])) * np.exp((x[:, 0] * 0.554402229807378)))) + (x[:, 1] * 1.72087790758212)) * 1.83963949682553) + -1.25596735529036)"
8,saturated,ok,ok,0.012256,0.003641,11,11,11,11,11,0,0,104,120,71,39,(exp(-0.794917654509967 * alpha) + (2.29921329813365 * alpha + 4.51415855350697 * beta + exp(0.946177763420462 * alpha)) * (sqr(-10.0038726352579 + 3.13970579504056 * theta) + -12.0652156463205) * (-2.02808849752755e-05 * alpha + 0.000340566266801934 * beta)) * 8.92102627370909 + -0.955557096566096,(((exp((-0.794917654509967 * alpha)) + (((((2.29921329813365 * alpha) + (4.51415855350697 * beta)) + exp((0.946177763420462 * alpha))) * (((-10.0038726352579 + (3.13970579504056 * theta)) ** 2.0) + -12.0652156463205)) * ((-2.02808849752755e-05 * alpha) + (0.000340566266801934 * beta)))) * 8.92102627370909) + -0.955557096566096),"(((np.exp((-0.794917654509967 * x[:, 0])) + (((((x[:, 0] * 2.29921329813365) + (4.51415855350697 * x[:, 1])) + np.exp((x[:, 0] * 0.946177763420462))) * ((-10.0038726352579 + (3.13970579504056 * x[:, 2])) ** 2.0 + -12.0652156463205)) * ((x[:, 0] * -2.02808849752755e-5) + (x[:, 1] * 3.40566266801934e-4)))) * 8.92102627370909) + -0.955557096566096)"
9,saturated,ok,ok,0.012265,0.004881,11,11,11,11,11,0,0,103,119,70,38,(-3.96681243171082 * alpha + (2.52592419293647 * alpha + 5.03511788447547 * beta + exp(0.945464373359296 * alpha)) * (sqr(-10.0118176770295 + 3.13685930139353 * theta) + -12.0608666660913) * (-0.000786648253917827 * alpha + 0.0140387916137021 * beta)) * 0.203839527417986 + 2.5783920404532,((((-3.96681243171082 * alpha) + (((((2.52592419293647 * alpha) + (5.03511788447547 * beta)) + exp((0.945464373359296 * alpha))) * (((-10.0118176770295 + (3.13685930139353 * theta)) ** 2.0) + -12.0608666660913)) * ((-0.000786648253917827 * alpha) + (0.0140387916137021 * beta)))) * 0.203839527417986) + 2.5783920404532),"((((-3.96681243171082 * x[:, 0]) + (((((x[:, 0] * 2.52592419293647) + (5.03511788447547 * x[:, 1])) + np.exp((x[:, 0] * 0.945464373359296))) * ((-10.0118176770295 + (3.13685930139353 * x[:, 2])) ** 2.0 + -12.0608666660913)) * ((x[:, 0] * -7.86648253917827e-4) + (x[:, 1] * 1.40387916137021e-2)))) * 0.203839527417986) + 2.5783920404532)"
10,saturated,ok,ok,0.012146,0.004133,9,9,9,9,9,0,0,81,95,58,30,(-4.0257291259403 * alpha + exp(0.496521530470785 * alpha) * (sqr(-9.90385501742711 + 3.09891553397754 * theta) + -12.0313313266527) * (-0.0209790347331461 * alpha + 0.15542475900314 * beta)) * 0.218016003919151 + 2.93075744602469,((((-4.0257291259403 * alpha) + ((exp((0.496521530470785 * alpha)) * (((-9.90385501742711 + (3.09891553397754 * theta)) ** 2.0) + -12.0313313266527)) * ((-0.0209790347331461 * alpha) + (0.15542475900314 * beta)))) * 0.218016003919151) + 2.93075744602469),"((((-4.0257291259403 * x[:, 0]) + ((np.exp((x[:, 0] * 0.496521530470785)) * ((-9.90385501742711 + (3.09891553397754 * x[:, 2])) ** 2.0 + -12.0313313266527)) * ((x[:, 0] * -2.09790347331461e-2) + (0.15542475900314 * x[:, 1])))) * 0.218016003919151) + 2.93075744602469)"
11,saturated,ok,ok,0.021633,0.008713,9,9,9,8,9,0,-1,86,100,58,25,(0.939397969288139 * beta + (sqr(-8.26890486627253 + 2.5898420558176 * theta) + -14.6330699259215) * 1.92518879049545 * beta * (0.0240059508174802 * alpha + 0.00175426795888184 * beta)) * 1.24693966815734 + 0.0116748122489376,(((beta * ((((((-8.26890486627253 + (2.5898420558176 * theta)) ** 2.0) + -14.6330699259215) * 1.92518879049545) * ((0.0240059508174802 * alpha) + (0.00175426795888184 * beta))) + 0.939397969288139)) * 1.24693966815734) + 0.0116748122489376),"(((x[:, 1] * ((((-8.26890486627253 + (2.5898420558176 * x[:, 2])) ** 2.0 + -14.6330699259215) * ((2.40059508174802e-2 * x[:, 0]) + (x[:, 1] * 1.75426795888184e-3))) + 0.4879510902649623)) * 2.400594271560627) + 1.16748122489376e-2)"
12,saturated,ok,ok,0.012091,0.005161,8,8,8,8,8,0,0,110,123,59,26,(sqr(-10.7989517481945 + 3.37683631371091 * theta) + -15.8793565543257) * (-0.00351898059879694 * alpha + 0.0315385141071507 * beta) * exp(0.475416174516951 * alpha) * 0.979559999522501 + 0.87094069292557,(((((((-10.7989517481945 + (3.37683631371091 * theta)) ** 2.0) + -15.8793565543257) * ((-0.00351898059879694 * alpha) + (0.0315385141071507 * beta))) * exp((0.475416174516951 * alpha))) * 0.979559999522501) + 0.87094069292557),"((((((-10.7989517481945 + (3.37683631371091 * x[:, 2])) ** 2.0 + -15.8793565543257) * ((-3.51898059879694e-3 * x[:, 0]) + (3.15385141071507e-2 * x[:, 1]))) * np.exp((x[:, 0] * 0.475416174516951))) * 0.979559999522501) + 0.87094069292557)"
13,saturated,ok,ok,0.022028,0.009533,8,7,8,7,8,-1,-1,104,116,54,23,(sqr(-9.50362627163804 + 2.97801601696245 * theta) + -14.1936187461449) * 1.92571215709162 * beta * (0.0311092880132957 * alpha + -0.00484852191547418 * theta) * 1.00011416335692 + 1.53073667439776,((((0.0311092880132957 * alpha) + (-0.00484852191547418 * theta)) * ((((-9.50362627163804 + (2.97801601696245 * theta)) ** 2.0) + -14.1936187461449) * (beta * 1.9259320028559352))) + 1.53073667439776),"(((((-9.50362627163804 + (2.97801601696245 * x[:, 2])) ** 2.0 + -14.1936187461449) * (x[:, 1] * ((3.11092880132957e-2 * x[:, 0]) + (x[:, 2] * -4.84852191547418e-3)))) * 1.9259320028559352) + 1.53073667439776)"
14,saturated,ok,ok,0.024141,0.016672,7,5,7,5,7,-2,-2,98,109,50,21,(sqr(-9.58963560553179 + 3.85971527738167 * theta) + cube(-0.867754554389373 * theta)) * 1.72284434852577 * beta * 0.0299346324679269 * alpha * 0.999000124430186 + 1.41305411825359,(((((-9.58963560553179 + (3.85971527738167 * theta)) ** 2.0) + ((-0.867754554389373 * theta) ** 3.0)) * (alpha * (beta * 0.05152114607739352))) + 1.41305411825359),"(((((-9.58963560553179 + (3.85971527738167 * x[:, 2])) ** 2.0 + (x[:, 2] * -0.867754554389373) ** 3.0) * (x[:, 1] * x[:, 0])) * 5.152114607739352e-2) + 1.41305411825359)"
15,saturated,ok,ok,0.023827,0.016380,7,5,7,5,7,-2,-2,92,102,45,17,(sqr(-9.87362655072451 + 3.09171545236926 * theta) + -15.1210561951374) * 1.72342460585271 * beta * 0.0469053241061615 * alpha * 0.583212101954876 + 1.46115870428791,(((((-9.87362655072451 + (3.09171545236926 * theta)) ** 2.0) + -15.1210561951374) * (alpha * (beta * 0.04714557725418743))) + 1.46115870428791),"(((((-9.87362655072451 + (3.09171545236926 * x[:, 2])) ** 2.0 + -15.1210561951374) * (x[:, 1] * x[:, 0])) * 4.714557725418743e-2) + 1.46115870428791)"
16,saturated,ok,ok,0.011246,0.001930,6,6,6,6,6,0,0,59,70,44,23,sqr(cube(-0.472740237588551 * theta) + 3.36974246014398 * theta) * (-0.0618542359276221 * alpha + -0.0320266296161424 * beta) * 0.833425398451645 + 8.86192851058716,(((((((-0.472740237588551 * theta) ** 3.0) + (3.36974246014398 * theta)) ** 2.0) * ((-0.0618542359276221 * alpha) + (-0.0320266296161424 * beta))) * 0.833425398451645) + 8.86192851058716),"(((((-0.472740237588551 * x[:, 2]) ** 3.0 + (x[:, 2] * 3.36974246014398)) ** 2.0 * ((-6.18542359276221e-2 * x[:, 0]) + (-3.20266296161424e-2 * x[:, 1]))) * 0.833425398451645) + 8.86192851058716)"
17,saturated,ok,ok,0.020861,0.003797,6,5,6,5,6,-1,-1,52,61,36,15,(sqr(-10.090818130718 + 3.17414916365952 * theta) + -14.9907764981848) * 1.27174094633604 * beta * 0.0918192786995408 + 0.395645929704245,(((((-10.090818130718 + (3.17414916365952 * theta)) ** 2.0) + -14.9907764981848) * (beta * 0.11677033638524663)) + 0.395645929704245),"(((((-10.090818130718 + (3.17414916365952 * x[:, 2])) ** 2.0 + -14.9907764981848) * x[:, 1]) * 0.11677033638524663) + 0.395645929704245)"
18,saturated,ok,ok,0.018554,0.002995,5,5,5,5,5,0,0,41,50,35,19,sqr(-0.532503664832966 * alpha - (cube(-0.482917055852951 * theta) + 3.6432240457579 * theta)) * -0.169165855289617 + 11.5314704950928,((((((-0.532503664832966 * alpha) - ((-0.482917055852951 * theta) ** 3.0)) + (-3.6432240457579 * theta)) ** 2.0) * -0.169165855289617) + 11.5314704950928),"((((-0.532503664832966 * x[:, 0]) - ((-0.482917055852951 * x[:, 2]) ** 3.0 + (x[:, 2] * 3.6432240457579))) ** 2.0 * -0.169165855289617) + 11.5314704950928)"
19,saturated,ok,ok,0.011298,0.000835,5,5,5,5,5,0,0,43,52,34,15,(2.71886731222843 * alpha - sqr(-7.20281602663139 + 2.27346494491447 * theta)) * -0.531985631001254 + 0.516645533816249,((((2.71886731222843 * alpha) - ((-7.20281602663139 + (2.27346494491447 * theta)) ** 2.0)) * -0.531985631001254) + 0.516645533816249),"((((2.71886731222843 * x[:, 0]) - (-7.20281602663139 + (2.27346494491447 * x[:, 2])) ** 2.0) * -0.531985631001254) + 0.516645533816249)"
20,saturated,ok,ok,0.010257,0.001395,4,4,4,4,4,0,0,33,40,28,15,sqr(cube(-0.453946451098545 * theta) + 3.0472620183122 * theta) * -0.342063915063894 + 10.6692145111104,((((((-0.453946451098545 * theta) ** 3.0) + (3.0472620183122 * theta)) ** 2.0) * -0.342063915063894) + 10.6692145111104),"((((-0.453946451098545 * x[:, 2]) ** 3.0 + (x[:, 2] * 3.0472620183122)) ** 2.0 * -0.342063915063894) + 10.6692145111104)"
21,saturated,ok,ok,0.011170,0.001032,4,4,4,4,4,0,0,35,42,27,11,sqr(-4.97911341244819 + 1.56419768248663 * theta) * 1.27481569564147 + -4.31913325349331,((((-4.97911341244819 + (1.56419768248663 * theta)) ** 2.0) * 1.27481569564147) + -4.31913325349331),"(((-4.97911341244819 + (1.56419768248663 * x[:, 2])) ** 2.0 * 1.27481569564147) + -4.31913325349331)"
22,saturated,ok,ok,0.010048,0.001681,4,4,4,4,4,0,0,27,33,22,11,(1.53168224588474 * alpha + 0.38757644227173 * beta) * -1.67318744890374 + 9.36684307610479,((((1.53168224588474 * alpha) + (0.38757644227173 * beta)) * -1.67318744890374) + 9.36684307610479),"((((1.53168224588474 * x[:, 0]) + (0.38757644227173 * x[:, 1])) * -1.67318744890374) + 9.36684307610479)"
23,saturated,ok,ok,0.009799,0.000943,3,3,3,3,3,0,0,19,23,16,8,exp(-0.190134089142147 * alpha) * 22.1236656027684 + -13.02348673975,((exp((-0.190134089142147 * alpha)) * 22.1236656027684) + -13.02348673975),"((np.exp((-0.190134089142147 * x[:, 0])) * 22.1236656027684) + -13.02348673975)"
24,saturated,ok,ok,0.019414,0.002484,3,2,3,2,3,-1,-1,21,25,15,5,-1.76792090383531 * alpha * 1.37452214689336 + 7.00960957764327,((alpha * -2.43004643627736) + 7.00960957764327),"((x[:, 0] * -2.43004643627736) + 7.00960957764327)"
25,saturated,ok,ok,0.013062,0.358202,14,14,14,14,14,0,0,156,174,94,51,(6.68777399536498 * alpha * exp(-0.290076930613687 * alpha) - (6.42677058753574 + sqr(1.1938283000547 * theta - 3.74490947836506))) * (-5.19221108869289 * beta + 3.32092059163614 * theta - (exp(0.693668564167102 * theta) + -1.65989832317965 * theta) * 7.00038912543615 * beta / exp(1.07977053357841 * theta - exp(0.266493959121281 * alpha))) * 0.0853488968083751 + 0.102092479247785,((((((6.68777399536498 * alpha) * exp((-0.290076930613687 * alpha))) - (6.42677058753574 + (((1.1938283000547 * theta) - 3.74490947836506) ** 2.0))) * (((-5.19221108869289 * beta) + (3.32092059163614 * theta)) - ((((exp((0.693668564167102 * theta)) + (-1.65989832317965 * theta)) * 7.00038912543615) * beta) / exp(((1.07977053357841 * theta) - exp((0.266493959121281 * alpha))))))) * 0.0853488968083751) + 0.102092479247785),"((((x[:, 2] * 3.32092059163614) - (x[:, 1] * ((((np.exp((x[:, 2] * 0.693668564167102)) + (x[:, 2] * -1.65989832317965)) * 7.00038912543615) / np.exp(((x[:, 2] * 1.07977053357841) - np.exp((x[:, 0] * 0.266493959121281))))) + 5.19221108869289))) * ((((x[:, 0] * 6.68777399536498) * np.exp((x[:, 0] * -0.290076930613687))) - (6.42677058753574 + ((x[:, 2] * 1.1938283000547) - 3.74490947836506) ** 2.0)) * 8.53488968083751e-2)) + 0.102092479247785)"
26,saturated,ok,ok,0.012119,0.006025,13,13,13,13,13,0,0,111,128,81,49,(6.79277778136002 * alpha * exp(-0.289926478771656 * alpha) - (6.47974233262478 + sqr(1.20315548046804 * theta - 3.77593754793098))) * (-5.41771810570032 * beta + 3.90654222354269 * theta - (0.868265622417378 * beta + exp(-3.18644341306316 * theta)) / exp(-0.0675860534597996 * theta - exp(0.263429450553484 * alpha))) * 0.0647883203009924 + 0.0117184794874541,((((((6.79277778136002 * alpha) * exp((-0.289926478771656 * alpha))) - (6.47974233262478 + (((1.20315548046804 * theta) - 3.77593754793098) ** 2.0))) * (((-5.41771810570032 * beta) + (3.90654222354269 * theta)) - (((0.868265622417378 * beta) + exp((-3.18644341306316 * theta))) / exp(((-0.0675860534597996 * theta) - exp((0.263429450553484 * alpha))))))) * 0.0647883203009924) + 0.0117184794874541),"((((((6.79277778136002 * x[:, 0]) * np.exp((x[:, 0] * -0.289926478771656))) - (6.47974233262478 + ((1.20315548046804 * x[:, 2]) - 3.77593754793098) ** 2.0)) * (((-5.41771810570032 * x[:, 1]) + (x[:, 2] * 3.90654222354269)) - (((x[:, 1] * 0.868265622417378) + np.exp((x[:, 2] * -3.18644341306316))) / np.exp(((x[:, 2] * -6.75860534597996e-2) - np.exp((x[:, 0] * 0.263429450553484))))))) * 6.47883203009924e-2) + 1.17184794874541e-2)"
27,saturated,ok,ok,0.011903,0.005685,12,12,12,12,12,0,0,104,120,75,44,(6.7665873082575 * alpha * exp(-0.291396827841016 * alpha) - (6.3744578371006 + sqr(1.19931438796655 * theta - 3.76604356352096))) * (-7.01388953224228 * beta + 2.81458764837658 * theta - (0.460340682705406 * beta + exp(-10.6004973257284 * theta)) / exp(-0.871407998212871 * alpha)) * 0.0700745503463752 + 0.116422000250817,((((((6.7665873082575 * alpha) * exp((-0.291396827841016 * alpha))) - (6.3744578371006 + (((1.19931438796655 * theta) - 3.76604356352096) ** 2.0))) * (((-7.01388953224228 * beta) + (2.81458764837658 * theta)) - (((0.460340682705406 * beta) + exp((-10.6004973257284 * theta))) / exp((-0.871407998212871 * alpha))))) * 0.0700745503463752) + 0.116422000250817),"((((((6.7665873082575 * x[:, 0]) * np.exp((x[:, 0] * -0.291396827841016))) - (6.3744578371006 + ((1.19931438796655 * x[:, 2]) - 3.76604356352096) ** 2.0)) * (((-7.01388953224228 * x[:, 1]) + (x[:, 2] * 2.81458764837658)) - (((x[:, 1] * 0.460340682705406) + np.exp((x[:, 2] * -10.6004973257284))) / np.exp((x[:, 0] * -0.871407998212871))))) * 7.00745503463752e-2) + 0.116422000250817)"
28,saturated,ok,ok,0.012051,0.005449,11,11,11,11,11,0,0,96,111,69,39,(6.75820297575824 * alpha * exp(-0.279395030501895 * alpha) - (6.85644542219869 + sqr(1.18777424091577 * theta - 3.73600174317932))) * (3.58265520228568 * theta - (6.48197756912037 * beta + -0.49234451166648 * alpha) / exp(-0.488027406202979 * alpha)) * 0.0383369609018153 + -0.0142175621516651,((((((6.75820297575824 * alpha) * exp((-0.279395030501895 * alpha))) - (6.85644542219869 + (((1.18777424091577 * theta) - 3.73600174317932) ** 2.0))) * ((3.58265520228568 * theta) - (((6.48197756912037 * beta) + (-0.49234451166648 * alpha)) / exp((-0.488027406202979 * alpha))))) * 0.0383369609018153) + -0.0142175621516651),"((((((6.75820297575824 * x[:, 0]) * np.exp((x[:, 0] * -0.279395030501895))) - (6.85644542219869 + ((1.18777424091577 * x[:, 2]) - 3.73600174317932) ** 2.0)) * ((x[:, 2] * 3.58265520228568) - (((6.48197756912037 * x[:, 1]) + (x[:, 0] * -0.49234451166648)) / np.exp((x[:, 0] * -0.488027406202979))))) * 3.83369609018153e-2) + -1.42175621516651e-2)"
29,saturated,ok,ok,0.012593,0.005411,10,10,10,10,10,0,0,116,129,65,38,(exp(0.328802637488134 * theta) + -0.954771982087619 * theta - (-3.88257344636748 * beta + 0.223351414225669 * alpha) / exp(2.57138809144683 * alpha)) * (-2.8814866062164 * theta + 12.9756665371697 * beta) * exp(0.554018942719151 * alpha) * 0.144608796554643 + -0.404061822628202,((((((exp((0.328802637488134 * theta)) + (-0.954771982087619 * theta)) - (((-3.88257344636748 * beta) + (0.223351414225669 * alpha)) / exp((2.57138809144683 * alpha)))) * ((-2.8814866062164 * theta) + (12.9756665371697 * beta))) * exp((0.554018942719151 * alpha))) * 0.144608796554643) + -0.404061822628202),"((((((np.exp((0.328802637488134 * x[:, 2])) + (x[:, 2] * -0.954771982087619)) - (((-3.88257344636748 * x[:, 1]) + (0.223351414225669 * x[:, 0])) / np.exp((x[:, 0] * 2.57138809144683)))) * ((x[:, 2] * -2.8814866062164) + (x[:, 1] * 12.9756665371697))) * np.exp((x[:, 0] * 0.554018942719151))) * 0.144608796554643) + -0.404061822628202)"
