dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,n_params,n_rank,mode,original_expr,sympy_expr,orig_status,orig_runtime_ms,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_total_size,orig_egraph_nodes,orig_eclass_count,orig_passes,orig_extracted_cost,orig_rendered,sympy_status,sympy_runtime_ms,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,sympy_total_size,sympy_egraph_nodes,sympy_eclass_count,sympy_passes,sympy_extracted_cost,sympy_rendered
kotanchek,22,Bingo,Bingo,23,1,kept,7.0,6.0,egglog-baseline,(2.5131784365055503)*(((exp(x0))^(-1))*(20.83283257582063 + x0 + (0.029475689425325854)*(x1) + (-0.6569808069960112)*((5.186033678881531 - (x0))*(5.714201897136322 + x0 + ((2.5131784365055503)^(-1))*(exp(x0)))))),(2.5131784365055503) * (((exp(x0))^(-1)) * ((((x0) + (20.83283257582062)) + ((2.9475689425325854e-2) * (x1))) + ((-0.6569808069960112) * (((5.186033678881531) - (x0)) * (((x0) + (5.714201897136322)) + ((exp(x0)) * (0.3979025068313296))))))),saturated,186.971459,31,7,29,7,130,141,61,2,75,(2.5131784365055503 * ((exp(x0) ** -1.0) * (((20.83283257582063 + x0) + (0.029475689425325854 * x1)) + (-0.6569808069960112 * ((5.186033678881531 - x0) * ((5.714201897136322 + x0) + (0.3979025068313296 * exp(x0)))))))),saturated,170.500458,29,7,29,7,130,141,61,1,75,(2.5131784365055503 * ((exp(x0) ** -1.0) * (((x0 + 20.83283257582062) + (0.029475689425325854 * x1)) + (-0.6569808069960112 * ((5.186033678881531 - x0) * ((x0 + 5.714201897136322) + (exp(x0) * 0.3979025068313296)))))))
kotanchek,22,Bingo,Bingo,23,1,kept,7.0,6.0,egglog-height-guard,(2.5131784365055503)*(((exp(x0))^(-1))*(20.83283257582063 + x0 + (0.029475689425325854)*(x1) + (-0.6569808069960112)*((5.186033678881531 - (x0))*(5.714201897136322 + x0 + ((2.5131784365055503)^(-1))*(exp(x0)))))),(2.5131784365055503) * (((exp(x0))^(-1)) * ((((x0) + (20.83283257582062)) + ((2.9475689425325854e-2) * (x1))) + ((-0.6569808069960112) * (((5.186033678881531) - (x0)) * (((x0) + (5.714201897136322)) + ((exp(x0)) * (0.3979025068313296))))))),saturated,232.335625,31,7,29,7,170,221,101,2,75,(2.5131784365055503 * ((exp(x0) ** -1.0) * (((20.83283257582063 + x0) + (0.029475689425325854 * x1)) + (-0.6569808069960112 * ((5.186033678881531 - x0) * ((5.714201897136322 + x0) + (0.3979025068313296 * exp(x0)))))))),saturated,213.542125,29,7,29,7,170,221,101,1,75,(2.5131784365055503 * ((exp(x0) ** -1.0) * (((x0 + 20.83283257582062) + (0.029475689425325854 * x1)) + (-0.6569808069960112 * ((5.186033678881531 - x0) * ((x0 + 5.714201897136322) + (exp(x0) * 0.3979025068313296)))))))
kotanchek,23,Bingo,Bingo,24,1,kept,8.0,8.0,egglog-baseline,0.006514843839523813 + (0.012790360845057828 + (-0.13720269441638683)*((x0 + (x0)*(x0))*(2.4024045089083383 + x1)))*((-1.5068813313136211 + (-0.32506758388128154)*(exp((x0)*(x0))) - ((x0)*(x0)))^(-1)) + exp(-1.5068813313136211 + (-0.32506758388128154)*(exp((x0)*(x0)))),((6.514843839523813e-3) + (((1.2790360845057828e-2) + ((-0.13720269441638683) * (((x0) + ((x0) * (x0))) * ((2.4024045089083383) + (x1))))) * ((((-1.5068813313136211) + ((-0.32506758388128154) * (exp((x0) * (x0))))) - ((x0) * (x0)))^(-1)))) + (exp((-1.5068813313136211) + ((-0.32506758388128154) * (exp((x0) * (x0)))))),saturated,187.499000,40,8,40,8,67,76,45,1,95,((0.006514843839523813 + ((0.012790360845057828 + (-0.13720269441638683 * ((x0 + (x0 * x0)) * (2.4024045089083383 + x1)))) * (((-1.5068813313136211 + (-0.32506758388128154 * exp((x0 * x0)))) - (x0 * x0)) ** -1.0))) + exp((-1.5068813313136211 + (-0.32506758388128154 * exp((x0 * x0)))))),saturated,174.004542,40,8,40,8,67,76,45,1,95,((0.006514843839523813 + ((0.012790360845057828 + (-0.13720269441638683 * ((x0 + (x0 * x0)) * (2.4024045089083383 + x1)))) * (((-1.5068813313136211 + (-0.32506758388128154 * exp((x0 * x0)))) - (x0 * x0)) ** -1.0))) + exp((-1.5068813313136211 + (-0.32506758388128154 * exp((x0 * x0))))))
kotanchek,23,Bingo,Bingo,24,1,kept,8.0,8.0,egglog-height-guard,0.006514843839523813 + (0.012790360845057828 + (-0.13720269441638683)*((x0 + (x0)*(x0))*(2.4024045089083383 + x1)))*((-1.5068813313136211 + (-0.32506758388128154)*(exp((x0)*(x0))) - ((x0)*(x0)))^(-1)) + exp(-1.5068813313136211 + (-0.32506758388128154)*(exp((x0)*(x0)))),((6.514843839523813e-3) + (((1.2790360845057828e-2) + ((-0.13720269441638683) * (((x0) + ((x0) * (x0))) * ((2.4024045089083383) + (x1))))) * ((((-1.5068813313136211) + ((-0.32506758388128154) * (exp((x0) * (x0))))) - ((x0) * (x0)))^(-1)))) + (exp((-1.5068813313136211) + ((-0.32506758388128154) * (exp((x0) * (x0)))))),saturated,197.075292,40,8,40,8,84,119,69,1,95,((0.006514843839523813 + ((0.012790360845057828 + (-0.13720269441638683 * ((x0 + (x0 * x0)) * (2.4024045089083383 + x1)))) * (((-1.5068813313136211 + (-0.32506758388128154 * exp((x0 * x0)))) - (x0 * x0)) ** -1.0))) + exp((-1.5068813313136211 + (-0.32506758388128154 * exp((x0 * x0)))))),saturated,207.377000,40,8,40,8,84,119,69,1,95,((0.006514843839523813 + ((0.012790360845057828 + (-0.13720269441638683 * ((x0 + (x0 * x0)) * (2.4024045089083383 + x1)))) * (((-1.5068813313136211 + (-0.32506758388128154 * exp((x0 * x0)))) - (x0 * x0)) ** -1.0))) + exp((-1.5068813313136211 + (-0.32506758388128154 * exp((x0 * x0))))))
kotanchek,24,Bingo,Bingo,25,1,kept,5.0,5.0,egglog-baseline,0.042926148212222445 + (0.038206703422840375)*(((x0)*(5.566396182362499 + x0))*((0.011789883601234424 + x1)*((4.1139823128908555 + (x0)*(x0) - (x1))*((exp((x0)*(x0)))^(-1))))),(4.2926148212222445e-2) + ((3.8206703422840375e-2) * (((x0) * ((x0) + (5.566396182362499))) * (((1.1789883601234424e-2) + (x1)) * ((((4.1139823128908555) + ((x0) * (x0))) - (x1)) * ((exp((x0) * (x0)))^(-1)))))),saturated,180.338583,28,5,28,5,637,645,88,1,66,(0.042926148212222445 + (0.038206703422840375 * ((x0 * (5.566396182362499 + x0)) * ((0.011789883601234424 + x1) * (((4.1139823128908555 + (x0 * x0)) - x1) * (exp((x0 * x0)) ** -1.0)))))),saturated,185.339792,28,5,28,5,637,645,88,1,66,(0.042926148212222445 + (0.038206703422840375 * ((x0 * (x0 + 5.566396182362499)) * ((0.011789883601234424 + x1) * (((4.1139823128908555 + (x0 * x0)) - x1) * (exp((x0 * x0)) ** -1.0))))))
kotanchek,24,Bingo,Bingo,25,1,kept,5.0,5.0,egglog-height-guard,0.042926148212222445 + (0.038206703422840375)*(((x0)*(5.566396182362499 + x0))*((0.011789883601234424 + x1)*((4.1139823128908555 + (x0)*(x0) - (x1))*((exp((x0)*(x0)))^(-1))))),(4.2926148212222445e-2) + ((3.8206703422840375e-2) * (((x0) * ((x0) + (5.566396182362499))) * (((1.1789883601234424e-2) + (x1)) * ((((4.1139823128908555) + ((x0) * (x0))) - (x1)) * ((exp((x0) * (x0)))^(-1)))))),saturated,222.730708,28,5,28,5,710,791,161,1,66,(0.042926148212222445 + (0.038206703422840375 * ((x0 * (5.566396182362499 + x0)) * ((0.011789883601234424 + x1) * (((4.1139823128908555 + (x0 * x0)) - x1) * (exp((x0 * x0)) ** -1.0)))))),saturated,214.861166,28,5,28,5,710,791,161,1,66,(0.042926148212222445 + (0.038206703422840375 * ((x0 * (x0 + 5.566396182362499)) * ((0.011789883601234424 + x1) * (((4.1139823128908555 + (x0 * x0)) - x1) * (exp((x0 * x0)) ** -1.0))))))
kotanchek,25,Bingo,Bingo,26,1,kept,6.0,6.0,egglog-baseline,0.2497806421525048 + (-0.6964203985908678 + (2)*(((exp(x0))^(-1))*(plog(x0 + exp(x0)))))*(0.11848913269441189 + (0.13470217521610287 + (0.5185123293134022)*(x0))*(-0.0008622481242864235 + (2)*(((exp(x0))^(-1))*(plog(x0 + exp(x0)))))),(0.2497806421525048) + (((((x0) + (0.25978586737652176)) * ((((exp(x0))^(-1)) * (log(abs((x0) + (exp(x0)))))) + (-4.3112406214321176e-4))) + (0.11425874178470499)) * (((((exp(x0))^(-1)) * (log(abs((x0) + (exp(x0)))))) + (-0.3482101992954339)) * (2.0740493172536087))),saturated,191.472917,41,8,41,8,69,78,46,2,98,(0.2497806421525048 + ((-0.6964203985908678 + (2.0 * ((exp(x0) ** -1.0) * log(abs((x0 + exp(x0))))))) * (0.11848913269441189 + ((0.5185123293134022 * (x0 + 0.25978586737652176)) * (-0.0008622481242864235 + (2.0 * ((exp(x0) ** -1.0) * log(abs((x0 + exp(x0))))))))))),saturated,185.876666,37,6,37,6,56,64,40,1,84,(0.2497806421525048 + ((((x0 + 0.25978586737652176) * (((exp(x0) ** -1.0) * log(abs((x0 + exp(x0))))) + -0.00043112406214321176)) + 0.11425874178470499) * ((((exp(x0) ** -1.0) * log(abs((x0 + exp(x0))))) + -0.3482101992954339) * 2.0740493172536087)))
kotanchek,25,Bingo,Bingo,26,1,kept,6.0,6.0,egglog-height-guard,0.2497806421525048 + (-0.6964203985908678 + (2)*(((exp(x0))^(-1))*(plog(x0 + exp(x0)))))*(0.11848913269441189 + (0.13470217521610287 + (0.5185123293134022)*(x0))*(-0.0008622481242864235 + (2)*(((exp(x0))^(-1))*(plog(x0 + exp(x0)))))),(0.2497806421525048) + (((((x0) + (0.25978586737652176)) * ((((exp(x0))^(-1)) * (log(abs((x0) + (exp(x0)))))) + (-4.3112406214321176e-4))) + (0.11425874178470499)) * (((((exp(x0))^(-1)) * (log(abs((x0) + (exp(x0)))))) + (-0.3482101992954339)) * (2.0740493172536087))),saturated,253.441125,41,8,41,8,92,129,74,2,98,(0.2497806421525048 + ((-0.6964203985908678 + (2.0 * ((exp(x0) ** -1.0) * log(abs((x0 + exp(x0))))))) * (0.11848913269441189 + ((0.5185123293134022 * (x0 + 0.25978586737652176)) * (-0.0008622481242864235 + (2.0 * ((exp(x0) ** -1.0) * log(abs((x0 + exp(x0))))))))))),saturated,220.396041,37,6,37,6,68,98,60,1,84,(0.2497806421525048 + ((((x0 + 0.25978586737652176) * (((exp(x0) ** -1.0) * log(abs((x0 + exp(x0))))) + -0.00043112406214321176)) + 0.11425874178470499) * ((((exp(x0) ** -1.0) * log(abs((x0 + exp(x0))))) + -0.3482101992954339) * 2.0740493172536087)))
kotanchek,26,Bingo,Bingo,27,1,kept,5.0,5.0,egglog-baseline,(-1.9305547847352778)*(((10.665734721501936 + ((x0)*((x0)*(x0)))*((x0)*((x0)*(x0))) + (2.057897964881403)*(x1) - (x0))^(-1))*(0.20556825888097427 + (-2.9052829962789213)*(x0) + exp(plog(x0)) - (x1))),(-1.9305547847352778) * ((((((10.665734721501936) + (((x0) * ((x0) * (x0))) * ((x0) * ((x0) * (x0))))) + ((2.057897964881403) * (x1))) - (x0))^(-1)) * ((((0.20556825888097427) + ((x0) * (-2.9052829962789213))) + (abs(x0))) - (x1))),saturated,200.612666,36,5,36,5,84,93,50,2,77,(-1.9305547847352778 * (((((10.665734721501936 + ((x0 * (x0 * x0)) * (x0 * (x0 * x0)))) + (2.057897964881403 * x1)) - x0) ** -1.0) * (((-2.9052829962789213 * (x0 + -0.07075670739968036)) + exp(log(abs(x0)))) - x1))),saturated,193.028000,34,5,34,5,82,91,48,2,75,(-1.9305547847352778 * (((((10.665734721501936 + ((x0 * (x0 * x0)) * (x0 * (x0 * x0)))) + (2.057897964881403 * x1)) - x0) ** -1.0) * (((-2.9052829962789213 * (x0 + -0.07075670739968036)) + abs(x0)) - x1)))
kotanchek,26,Bingo,Bingo,27,1,kept,5.0,5.0,egglog-height-guard,(-1.9305547847352778)*(((10.665734721501936 + ((x0)*((x0)*(x0)))*((x0)*((x0)*(x0))) + (2.057897964881403)*(x1) - (x0))^(-1))*(0.20556825888097427 + (-2.9052829962789213)*(x0) + exp(plog(x0)) - (x1))),(-1.9305547847352778) * ((((((10.665734721501936) + (((x0) * ((x0) * (x0))) * ((x0) * ((x0) * (x0))))) + ((2.057897964881403) * (x1))) - (x0))^(-1)) * ((((0.20556825888097427) + ((x0) * (-2.9052829962789213))) + (abs(x0))) - (x1))),saturated,222.225750,36,5,36,5,114,156,83,2,77,(-1.9305547847352778 * (((((10.665734721501936 + ((x0 * (x0 * x0)) * (x0 * (x0 * x0)))) + (2.057897964881403 * x1)) - x0) ** -1.0) * (((-2.9052829962789213 * (x0 + -0.07075670739968036)) + exp(log(abs(x0)))) - x1))),saturated,225.806250,34,5,34,5,110,150,79,2,75,(-1.9305547847352778 * (((((10.665734721501936 + ((x0 * (x0 * x0)) * (x0 * (x0 * x0)))) + (2.057897964881403 * x1)) - x0) ** -1.0) * (((-2.9052829962789213 * (x0 + -0.07075670739968036)) + abs(x0)) - x1)))
kotanchek,27,Bingo,Bingo,28,1,kept,4.0,4.0,egglog-baseline,(0.20913305449088818 + (0.62938832186819)*(x0))*(exp((2.665810272148384)*(((-12.800195782530425 + (3)*(x0) - (x1))^(-1))*(exp(x0))))),((0.20913305449088818) + ((0.62938832186819) * (x0))) * (exp((2.665810272148384) * (((((-12.800195782530425) + ((x0) * (3.0))) - (x1))^(-1)) * (exp(x0))))),saturated,179.082791,21,5,21,5,73,83,46,1,55,((0.20913305449088818 + (0.62938832186819 * x0)) * exp((2.665810272148384 * ((((-12.800195782530425 + (3.0 * x0)) - x1) ** -1.0) * exp(x0))))),saturated,187.396292,21,5,21,5,73,83,46,1,55,((0.20913305449088818 + (0.62938832186819 * x0)) * exp((2.665810272148384 * ((((-12.800195782530425 + (x0 * 3.0)) - x1) ** -1.0) * exp(x0)))))
kotanchek,27,Bingo,Bingo,28,1,kept,4.0,4.0,egglog-height-guard,(0.20913305449088818 + (0.62938832186819)*(x0))*(exp((2.665810272148384)*(((-12.800195782530425 + (3)*(x0) - (x1))^(-1))*(exp(x0))))),((0.20913305449088818) + ((0.62938832186819) * (x0))) * (exp((2.665810272148384) * (((((-12.800195782530425) + ((x0) * (3.0))) - (x1))^(-1)) * (exp(x0))))),saturated,209.686417,21,5,21,5,98,135,73,1,55,((0.20913305449088818 + (0.62938832186819 * x0)) * exp((2.665810272148384 * ((((-12.800195782530425 + (3.0 * x0)) - x1) ** -1.0) * exp(x0))))),saturated,195.450166,21,5,21,5,98,135,73,1,55,((0.20913305449088818 + (0.62938832186819 * x0)) * exp((2.665810272148384 * ((((-12.800195782530425 + (x0 * 3.0)) - x1) ** -1.0) * exp(x0)))))
kotanchek,28,Bingo,Bingo,29,1,kept,6.0,6.0,egglog-baseline,(1.550707023441505e-05 + (6.656270926980652e-05)*(x1))*((-52.61627831646421 + exp(x0))*((35.56866639996601)*((x1)*((6.784280947796324 - (x1))^(-1))) + (exp(x0))*((-52.61627831646421 + exp(x0))*((exp(x0) - (x0))^(-1))))),((1.550707023441505e-5) + ((6.656270926980652e-5) * (x1))) * (((-52.61627831646421) + (exp(x0))) * (((35.56866639996601) * ((x1) * (((6.784280947796324) - (x1))^(-1)))) + ((exp(x0)) * (((-52.61627831646421) + (exp(x0))) * (((exp(x0)) - (x0))^(-1)))))),saturated,188.794833,35,6,35,6,116,125,54,1,83,((1.550707023441505e-05 + (6.656270926980652e-05 * x1)) * ((-52.61627831646421 + exp(x0)) * ((35.56866639996601 * (x1 * ((6.784280947796324 - x1) ** -1.0))) + (exp(x0) * ((-52.61627831646421 + exp(x0)) * ((exp(x0) - x0) ** -1.0)))))),saturated,195.094375,35,6,35,6,116,125,54,1,83,((1.550707023441505e-05 + (6.656270926980652e-05 * x1)) * ((-52.61627831646421 + exp(x0)) * ((35.56866639996601 * (x1 * ((6.784280947796324 - x1) ** -1.0))) + (exp(x0) * ((-52.61627831646421 + exp(x0)) * ((exp(x0) - x0) ** -1.0))))))
kotanchek,28,Bingo,Bingo,29,1,kept,6.0,6.0,egglog-height-guard,(1.550707023441505e-05 + (6.656270926980652e-05)*(x1))*((-52.61627831646421 + exp(x0))*((35.56866639996601)*((x1)*((6.784280947796324 - (x1))^(-1))) + (exp(x0))*((-52.61627831646421 + exp(x0))*((exp(x0) - (x0))^(-1))))),((1.550707023441505e-5) + ((6.656270926980652e-5) * (x1))) * (((-52.61627831646421) + (exp(x0))) * (((35.56866639996601) * ((x1) * (((6.784280947796324) - (x1))^(-1)))) + ((exp(x0)) * (((-52.61627831646421) + (exp(x0))) * (((exp(x0)) - (x0))^(-1)))))),saturated,329.209875,35,6,35,6,151,197,91,1,83,((1.550707023441505e-05 + (6.656270926980652e-05 * x1)) * ((-52.61627831646421 + exp(x0)) * ((35.56866639996601 * (x1 * ((6.784280947796324 - x1) ** -1.0))) + (exp(x0) * ((-52.61627831646421 + exp(x0)) * ((exp(x0) - x0) ** -1.0)))))),saturated,211.387084,35,6,35,6,151,197,91,1,83,((1.550707023441505e-05 + (6.656270926980652e-05 * x1)) * ((-52.61627831646421 + exp(x0)) * ((35.56866639996601 * (x1 * ((6.784280947796324 - x1) ** -1.0))) + (exp(x0) * ((-52.61627831646421 + exp(x0)) * ((exp(x0) - x0) ** -1.0))))))
kotanchek,29,Bingo,Bingo,30,1,kept,7.0,6.0,egglog-baseline,0.042494906292620545 + (-0.03269369442908581)*(((2)^(-1))*((x0)*(((exp(x0))^(-1))*((-9.993015936395594)*(x1 - (-3.303202526637662)) + (5)*(exp(x0))))) - (plog(x0 + (-9.993015936395594)*(x1 - (-3.303202526637662)) + (5)*(exp(x0)) - (-3.303202526637662)))),(4.2494906292620545e-2) + ((-3.269369442908581e-2) * ((((x0) * (((exp(x0))^(-1)) * (((x1) - (-3.303202526637662)) + ((exp(x0)) * (-0.5003494472363929))))) * (-4.996507968197797)) - (log(abs((x0) + ((-9.993015936395594) * ((x1) + (((exp(x0)) * (-0.5003494472363929)) + (2.9726514149750596))))))))),saturated,187.323500,42,10,40,10,109,119,55,2,102,(0.042494906292620545 + (-0.03269369442908581 * ((0.5 * (x0 * ((exp(x0) ** -1.0) * ((-9.993015936395594 * (x1 + 3.303202526637662)) + (5.0 * exp(x0)))))) - log(abs((((x0 + (-9.993015936395594 * (x1 + 3.303202526637662))) + (5.0 * exp(x0))) - -3.303202526637662)))))),saturated,186.062500,36,8,36,8,116,126,57,2,88,(0.042494906292620545 + (-0.03269369442908581 * (((x0 * ((exp(x0) ** -1.0) * ((x1 + 3.303202526637662) + (exp(x0) * -0.5003494472363929)))) * -4.996507968197797) - log(abs((x0 + (-9.993015936395594 * (x1 + ((exp(x0) * -0.5003494472363929) + 2.9726514149750596)))))))))
kotanchek,29,Bingo,Bingo,30,1,kept,7.0,6.0,egglog-height-guard,0.042494906292620545 + (-0.03269369442908581)*(((2)^(-1))*((x0)*(((exp(x0))^(-1))*((-9.993015936395594)*(x1 - (-3.303202526637662)) + (5)*(exp(x0))))) - (plog(x0 + (-9.993015936395594)*(x1 - (-3.303202526637662)) + (5)*(exp(x0)) - (-3.303202526637662)))),(4.2494906292620545e-2) + ((-3.269369442908581e-2) * ((((x0) * (((exp(x0))^(-1)) * (((x1) - (-3.303202526637662)) + ((exp(x0)) * (-0.5003494472363929))))) * (-4.996507968197797)) - (log(abs((x0) + ((-9.993015936395594) * ((x1) + (((exp(x0)) * (-0.5003494472363929)) + (2.9726514149750596))))))))),saturated,236.634791,42,10,40,10,143,189,91,2,102,(0.042494906292620545 + (-0.03269369442908581 * ((0.5 * (x0 * ((exp(x0) ** -1.0) * ((-9.993015936395594 * (x1 + 3.303202526637662)) + (5.0 * exp(x0)))))) - log(abs((((x0 + (-9.993015936395594 * (x1 + 3.303202526637662))) + (5.0 * exp(x0))) - -3.303202526637662)))))),saturated,216.184708,36,8,36,8,152,200,95,2,88,(0.042494906292620545 + (-0.03269369442908581 * (((x0 * ((exp(x0) ** -1.0) * ((x1 + 3.303202526637662) + (exp(x0) * -0.5003494472363929)))) * -4.996507968197797) - log(abs((x0 + (-9.993015936395594 * (x1 + ((exp(x0) * -0.5003494472363929) + 2.9726514149750596)))))))))
kotanchek,30,EPLEX,EPLEX,1,1,kept,13.0,7.0,egglog-baseline,(((((((x0+1.113)+0.391)*((((-0.51-plog((((x0*(x0/(-0.192-0.598)))/exp(x0))+0.703)))+0.439)/exp(-0.101))+0.23))*(-0.611^2))/exp(x0))*(((plog((((x0*(x1/(0.001-1.26)))/exp(x0))+0.678))*(x0/(-0.375)))/exp(x0))+0.357))/exp(x0)),((x0) + (1.504)) * ((((((x0) * ((log(abs((((x0) * ((x1) / (-1.2590000000000001))) / (exp(x0))) + (0.678)))) / (exp(x0)))) + (-0.133875)) * (1.101323472479368)) / (exp(x0))) * ((((-0.51) - (log(abs((((x0) * ((x0) / (-0.79))) / (exp(x0))) + (0.703))))) + (0.6469045975637487)) / (exp(x0)))),saturated,221.954958,64,15,54,12,475,489,125,2,125,((((1.504 + x0) * ((((-0.51 - log(abs(((((x0 * x0) / -0.79) / exp(x0)) + 0.703)))) + 0.439) / 0.9039330328858641) + 0.23)) * (-0.37332099999999996 / exp(x0))) * (((log(abs(((((x0 * x1) / -1.2590000000000001) / exp(x0)) + 0.678))) * ((x0 / -0.375) / exp(x0))) + 0.357) / exp(x0))),saturated,202.997042,48,9,48,9,438,449,106,2,104,(((x0 + 1.504) * (((log(abs(((x0 * ((x1 / -1.2590000000000001) / exp(x0))) + 0.678))) * (x0 / exp(x0))) + -0.133875) * (1.101323472479368 / exp(x0)))) * (((-0.51 - log(abs(((x0 * ((x0 / -0.79) / exp(x0))) + 0.703)))) + 0.6469045975637487) / exp(x0)))
kotanchek,30,EPLEX,EPLEX,1,1,kept,13.0,7.0,egglog-height-guard,(((((((x0+1.113)+0.391)*((((-0.51-plog((((x0*(x0/(-0.192-0.598)))/exp(x0))+0.703)))+0.439)/exp(-0.101))+0.23))*(-0.611^2))/exp(x0))*(((plog((((x0*(x1/(0.001-1.26)))/exp(x0))+0.678))*(x0/(-0.375)))/exp(x0))+0.357))/exp(x0)),((x0) + (1.504)) * ((((((x0) * ((log(abs((((x0) * ((x1) / (-1.2590000000000001))) / (exp(x0))) + (0.678)))) / (exp(x0)))) + (-0.133875)) * (1.101323472479368)) / (exp(x0))) * ((((-0.51) - (log(abs((((x0) * ((x0) / (-0.79))) / (exp(x0))) + (0.703))))) + (0.6469045975637487)) / (exp(x0)))),saturated,243.495792,64,15,54,12,208,284,151,2,125,((((((1.504 + x0) * ((((-0.51 - log(abs(((((x0 * x0) / -0.79) / exp(x0)) + 0.703)))) + 0.439) / 0.9039330328858641) + 0.23)) * -0.37332099999999996) / exp(x0)) * (((log(abs(((((x0 * x1) / -1.2590000000000001) / exp(x0)) + 0.678))) * (x0 / -0.375)) / exp(x0)) + 0.357)) / exp(x0)),saturated,230.046542,48,9,48,9,162,222,119,2,104,((x0 + 1.504) * (((((log(abs(((x0 * ((x1 / -1.2590000000000001) / exp(x0))) + 0.678))) * (x0 / exp(x0))) + -0.133875) * 1.101323472479368) / exp(x0)) * (((-0.51 - log(abs(((x0 * ((x0 / -0.79) / exp(x0))) + 0.703)))) + 0.6469045975637487) / exp(x0))))
kotanchek,32,EPLEX,EPLEX,3,1,kept,3.0,3.0,egglog-baseline,(0.414/exp(((-0.896^2)*((x0-0.8)^2)))),(0.414) / (exp((-0.8028160000000001) * (((x0) - (0.8))^(2)))),saturated,180.901042,13,3,10,3,27,33,23,2,31,(0.414 / exp((-0.8028160000000001 * ((x0 - 0.8) ** 2.0)))),saturated,167.353625,10,3,10,3,27,33,23,1,31,(0.414 / exp((-0.8028160000000001 * ((x0 - 0.8) ** 2.0))))
kotanchek,32,EPLEX,EPLEX,3,1,kept,3.0,3.0,egglog-height-guard,(0.414/exp(((-0.896^2)*((x0-0.8)^2)))),(0.414) / (exp((-0.8028160000000001) * (((x0) - (0.8))^(2)))),saturated,204.651625,13,3,10,3,38,55,34,2,31,(0.414 / exp((-0.8028160000000001 * ((x0 - 0.8) ** 2.0)))),saturated,182.837542,10,3,10,3,38,55,34,1,31,(0.414 / exp((-0.8028160000000001 * ((x0 - 0.8) ** 2.0))))
kotanchek,33,EPLEX,EPLEX,4,1,kept,10.0,7.0,egglog-baseline,((0.002+((0.192*(-1.412+plog(((x0*0.268)-exp(-1.569)))))^2))*(((x1*(-0.008+plog(((x1*0.384)-exp(exp(-0.001))))))*0.4)+0.096)),((2.0e-3) + (((0.192) * ((-1.412) + (log(abs(((x0) * (0.268)) - (0.20825333159665155))))))^(2))) * ((((x1) * ((-8.0e-3) + (log(abs(((x1) * (0.384)) - (2.7155662626488777)))))) * (0.4)) + (9.6e-2)),saturated,184.867416,34,10,27,8,65,76,49,2,75,((0.002 + ((0.192 * (-2.72876829847128 + log(abs((x0 + -0.7770646701367595))))) ** 2.0)) * (((x1 * (-0.9651127263944101 + log(abs((x1 + -7.071787142314785))))) * 0.4) + 0.096)),saturated,184.278167,31,10,27,8,65,76,49,2,75,((0.002 + ((0.192 * (-2.72876829847128 + log(abs((x0 + -0.7770646701367595))))) ** 2.0)) * (((x1 * (-0.9651127263944101 + log(abs((x1 + -7.071787142314785))))) * 0.4) + 0.096))
kotanchek,33,EPLEX,EPLEX,4,1,kept,10.0,7.0,egglog-height-guard,((0.002+((0.192*(-1.412+plog(((x0*0.268)-exp(-1.569)))))^2))*(((x1*(-0.008+plog(((x1*0.384)-exp(exp(-0.001))))))*0.4)+0.096)),((2.0e-3) + (((0.192) * ((-1.412) + (log(abs(((x0) * (0.268)) - (0.20825333159665155))))))^(2))) * ((((x1) * ((-8.0e-3) + (log(abs(((x1) * (0.384)) - (2.7155662626488777)))))) * (0.4)) + (9.6e-2)),timeout,5000.000000,na,na,na,na,na,na,na,na,na,timeout,timeout,5000.000000,na,na,na,na,na,na,na,na,na,timeout
kotanchek,35,EPLEX,EPLEX,6,1,kept,9.0,7.0,egglog-baseline,exp(((((plog((-0.452-(x1*exp((((-0.248*(x1*((-1.017^2)^2)))^3)-x0)))))*x0)-(exp((plog((exp((exp(-0.67)-x0))-(x1*exp((-0.373-x0)))))-(-0.991^3)))-exp((-1.273-x0))))*x0)-(exp(((exp((-0.864^3))-x0)-x0))-(0.012^3)))),exp(((x0) * (((x0) * (log(abs((-0.452) - ((x1) * (exp((((x1) * (-0.2652989264092079))^(3)) - (x0)))))))) - ((exp((log(abs((exp((0.5117085777865424) - (x0))) - ((x1) * (exp((-0.373) - (x0))))))) - (-0.9732422709999999))) - (exp((-1.273) - (x0)))))) - ((exp(((0.5246769474391045) - (x0)) - (x0))) - (1.728e-6))),saturated,237.774167,67,9,54,9,90,103,74,2,120,exp(((((log(abs((-0.452 - (x1 * exp((((-0.248 * (x1 * (-1.0342889999999998 ** 2.0))) ** 3.0) - x0)))))) * x0) - (exp((log(abs((exp((0.5117085777865424 - x0)) - (x1 * exp((-0.373 - x0)))))) - -0.9732422709999999)) - exp((-1.273 - x0)))) * x0) - (exp(((0.5246769474391045 - x0) - x0)) - 1.728e-06))),saturated,182.398709,50,8,50,8,73,84,64,1,106,exp(((x0 * ((x0 * log(abs((-0.452 - (x1 * exp((((x1 * -0.2652989264092079) ** 3.0) - x0))))))) - (exp((log(abs((exp((0.5117085777865424 - x0)) - (x1 * exp((-0.373 - x0)))))) - -0.9732422709999999)) - exp((-1.273 - x0))))) - (exp(((0.5246769474391045 - x0) - x0)) - 1.728e-06)))
