dataset,raw_index,algorithm_raw,algorithm,algo_row,is_paper_row,drop_reason,n_params,n_rank,mode,original_expr,sympy_expr,orig_status,orig_runtime_ms,orig_nodes,orig_params,simpl_nodes,simpl_params,orig_total_size,orig_egraph_nodes,orig_eclass_count,orig_passes,orig_extracted_cost,orig_rendered,sympy_status,sympy_runtime_ms,orig_nodes_sympy,orig_params_sympy,simpl_nodes_sympy,simpl_params_sympy,sympy_total_size,sympy_egraph_nodes,sympy_eclass_count,sympy_passes,sympy_extracted_cost,sympy_rendered
pagie,131,Operon,Operon,12,1,kept,14.0,6.0,egglog-height-guard,((-0.0001345924683847) + (1.0000907182693481 * (((0.0052004987373948 * x0) * ((-5.5132131576538086) * x0)) - (log((((-29.4069671630859375) * x1) * (((-0.0669591948390007) + (((7.1831178665161133 * x0) * ((-12.8945026397705078) * x0)) * (((-0.0048121302388608) * x0) * ((-3.7251195907592773) * x0)))) * (11.7470531463623047 * x1)))) * ((-0.1758960038423538) + ((5.9699630737304688 * x1) * (0.0000638487472315 * x1))))))),(-1.345924683847e-4) + ((((x0) * (x0)) - ((log(((((x0) * (x0)) * ((x0) * (x0))) + (4.032877607032475e-2)) * (((x1) * (x1)) * (573.5540504295212)))) * ((((x1) * (x1)) + (-461.4577535941546)) * (-1.3294568501084911e-2)))) * (-2.867405909042241e-2)),saturated,281.622125,48,14,36,8,144,190,91,2,86,(-0.0001345924683847 + (1.0000907182693481 * ((-0.02867145806536703 * (x0 * x0)) - (log(((-345.44520613810164 * (x1 * x1)) * (-0.0669591948390007 + ((-1.6603329275909144 * (x0 * x0)) * (x0 * x0))))) * (-0.1758960038423538 + (0.0003811746632760055 * (x1 * x1))))))),saturated,210.069375,32,6,32,6,119,159,79,1,72,(-0.0001345924683847 + (((x0 * x0) - (log(((((x0 * x0) * (x0 * x0)) + 0.04032877607032475) * ((x1 * x1) * 573.5540504295212))) * (((x1 * x1) + -461.4577535941546) * -0.013294568501084911))) * -0.02867405909042241))
pagie,132,Operon,Operon,13,1,kept,12.0,8.0,egglog-baseline,((-0.0000847672417876) + (1.0000656843185425 * ((exp((((-1.8279364109039307) * x1) * (2.2386462688446045 * x1))) - ((-1.5547065734863281) + ((-1.6497515439987183) / exp(exp(((0.0022635490167886 * x0) * ((-443.1721801757812500) * x0))))))) - exp(exp(((-1.6148645877838135) + exp((0.5693863630294800 + ((0.0016070556594059 * x1) * ((-348.2632751464843750) * x1)))))))))),(-8.47672417876e-5) + ((1.0000656843185425) * (((exp((-4.092103025955282) * ((x1) * (x1)))) - ((-1.5547065734863281) + ((-1.6497515439987183) / (exp(exp((-1.00314195270495) * ((x0) * (x0)))))))) - (exp(exp((-1.6148645877838135) + (exp((0.56938636302948) + (((x1) * (x1)) * (-0.5596784672873918))))))))),saturated,205.892042,41,12,35,9,75,86,56,2,86,(-8.47672417876e-05 + (1.0000656843185425 * ((exp((-4.092103025955282 * (x1 * x1))) - (-1.5547065734863281 + (-1.6497515439987183 / exp(exp((-1.00314195270495 * (x0 * x0))))))) - exp(exp((-1.6148645877838135 + exp((0.56938636302948 + (-0.5596784672873918 * (x1 * x1)))))))))),saturated,175.201709,35,9,35,9,75,86,56,1,86,(-8.47672417876e-05 + (1.0000656843185425 * ((exp((-4.092103025955282 * (x1 * x1))) - (-1.5547065734863281 + (-1.6497515439987183 / exp(exp((-1.00314195270495 * (x0 * x0))))))) - exp(exp((-1.6148645877838135 + exp((0.56938636302948 + ((x1 * x1) * -0.5596784672873918)))))))))
pagie,132,Operon,Operon,13,1,kept,12.0,8.0,egglog-height-guard,((-0.0000847672417876) + (1.0000656843185425 * ((exp((((-1.8279364109039307) * x1) * (2.2386462688446045 * x1))) - ((-1.5547065734863281) + ((-1.6497515439987183) / exp(exp(((0.0022635490167886 * x0) * ((-443.1721801757812500) * x0))))))) - exp(exp(((-1.6148645877838135) + exp((0.5693863630294800 + ((0.0016070556594059 * x1) * ((-348.2632751464843750) * x1)))))))))),(-8.47672417876e-5) + ((1.0000656843185425) * (((exp((-4.092103025955282) * ((x1) * (x1)))) - ((-1.5547065734863281) + ((-1.6497515439987183) / (exp(exp((-1.00314195270495) * ((x0) * (x0)))))))) - (exp(exp((-1.6148645877838135) + (exp((0.56938636302948) + (((x1) * (x1)) * (-0.5596784672873918))))))))),saturated,248.093750,41,12,35,9,108,154,91,2,86,(-8.47672417876e-05 + (1.0000656843185425 * ((exp((-4.092103025955282 * (x1 * x1))) - (-1.5547065734863281 + (-1.6497515439987183 / exp(exp((-1.00314195270495 * (x0 * x0))))))) - exp(exp((-1.6148645877838135 + exp((0.56938636302948 + (-0.5596784672873918 * (x1 * x1)))))))))),saturated,192.715209,35,9,35,9,108,154,91,1,86,(-8.47672417876e-05 + (1.0000656843185425 * ((exp((-4.092103025955282 * (x1 * x1))) - (-1.5547065734863281 + (-1.6497515439987183 / exp(exp((-1.00314195270495 * (x0 * x0))))))) - exp(exp((-1.6148645877838135 + exp((0.56938636302948 + ((x1 * x1) * -0.5596784672873918)))))))))
pagie,133,Operon,Operon,14,1,kept,13.0,8.0,egglog-baseline,(0.0049303476698697 + (0.9968529939651489 * ((((exp((((-0.1228989660739899) * x1) * (28.5782623291015625 * x1))) - (0.0001418351894245 * x0)) - exp((((-0.9014899730682373) * x1) * (0.9040312170982361 * x1)))) - exp((((-0.1503573954105377) * x1) * (16.6330261230468750 * x1)))) + (((-1.0727374553680420) * exp((((-0.1865450739860535) * x0) * (4.1227397918701172 * x0)))) - (-1.9877362251281738))))),(0.9968529939651489) * ((((((exp((-3.5122388924378365) * ((x1) * (x1)))) + ((x0) * (-1.418351894245e-4))) - (exp(((x1) * (x1)) * (-0.8149750775547346)))) - (exp(((x1) * (x1)) * (-2.5008984856567618)))) + ((-1.072737455368042) * (exp((-0.7690767994996578) * ((x0) * (x0)))))) + (1.9926821376144859)),saturated,195.121916,47,13,39,9,77,88,55,2,93,(0.0049303476698697 + (0.9968529939651489 * ((((exp((-3.5122388924378365 * (x1 * x1))) + (-0.0001418351894245 * x0)) - exp((-0.8149750775547346 * (x1 * x1)))) - exp((-2.5008984856567618 * (x1 * x1)))) + ((-1.072737455368042 * exp((-0.7690767994996578 * (x0 * x0)))) - -1.9877362251281738)))),saturated,171.681500,37,8,37,8,81,91,53,1,86,(0.9968529939651489 * (((((exp((-3.5122388924378365 * (x1 * x1))) + (x0 * -0.0001418351894245)) - exp(((x1 * x1) * -0.8149750775547346))) - exp(((x1 * x1) * -2.5008984856567618))) + (-1.072737455368042 * exp((-0.7690767994996578 * (x0 * x0))))) + 1.9926821376144859))
pagie,133,Operon,Operon,14,1,kept,13.0,8.0,egglog-height-guard,(0.0049303476698697 + (0.9968529939651489 * ((((exp((((-0.1228989660739899) * x1) * (28.5782623291015625 * x1))) - (0.0001418351894245 * x0)) - exp((((-0.9014899730682373) * x1) * (0.9040312170982361 * x1)))) - exp((((-0.1503573954105377) * x1) * (16.6330261230468750 * x1)))) + (((-1.0727374553680420) * exp((((-0.1865450739860535) * x0) * (4.1227397918701172 * x0)))) - (-1.9877362251281738))))),(0.9968529939651489) * ((((((exp((-3.5122388924378365) * ((x1) * (x1)))) + ((x0) * (-1.418351894245e-4))) - (exp(((x1) * (x1)) * (-0.8149750775547346)))) - (exp(((x1) * (x1)) * (-2.5008984856567618)))) + ((-1.072737455368042) * (exp((-0.7690767994996578) * ((x0) * (x0)))))) + (1.9926821376144859)),saturated,233.491167,47,13,39,9,110,155,89,2,93,(0.0049303476698697 + (0.9968529939651489 * ((((exp((-3.5122388924378365 * (x1 * x1))) + (-0.0001418351894245 * x0)) - exp((-0.8149750775547346 * (x1 * x1)))) - exp((-2.5008984856567618 * (x1 * x1)))) + ((-1.072737455368042 * exp((-0.7690767994996578 * (x0 * x0)))) - -1.9877362251281738)))),saturated,190.661667,37,8,37,8,114,158,87,1,86,(0.9968529939651489 * (((((exp((-3.5122388924378365 * (x1 * x1))) + (x0 * -0.0001418351894245)) - exp(((x1 * x1) * -0.8149750775547346))) - exp(((x1 * x1) * -2.5008984856567618))) + (-1.072737455368042 * exp((-0.7690767994996578 * (x0 * x0))))) + 1.9926821376144859))
pagie,134,Operon,Operon,15,1,kept,15.0,7.0,egglog-baseline,((-0.0000022516087483) + (1.0000016689300537 * (((((51.6682472229003906 * x0) * ((-0.0001894439337775) * x0)) + 2.5324115753173828) + ((-46.3591499328613281) / (((13.0968494415283203 * x0) * (2.1884925365447998 * x0)) + 34.0089225769042969))) + (((-1351.7908935546875000) / (((17.2840843200683594 * x1) * (47.4518127441406250 * x1)) + 990.7814331054687500)) + ((0.0012052881065756 * x1) * ((-8.2380609512329102) * x1)))))),(-9.788252341175882e-3) * (((x0) * (x0)) + ((((((x1) * (x1)) + ((165.99479114520634) / (((x1) * (x1)) + (1.2080326581103884)))) + ((162.89497489770397) / (((x0) * (x0)) + (1.186536134285651)))) * (1.0144051369822908)) + (-258.7196837451166))),saturated,203.564209,45,15,37,11,254,267,80,2,100,(-2.2516087483e-06 + (1.0000016689300537 * ((((-0.00978823600529464 * (x0 * x0)) + 2.532411575317383) + (-46.35914993286133 / ((28.66235725503566 * (x0 * x0)) + 34.0089225769043))) + ((-1351.7908935546875 / ((820.1611326098209 * (x1 * x1)) + 990.7814331054688)) + (-0.009929236885765901 * (x1 * x1)))))),saturated,183.684042,29,7,29,7,62,71,42,1,72,(-0.009788252341175882 * ((x0 * x0) + (((((x1 * x1) + (165.99479114520634 / ((x1 * x1) + 1.2080326581103884))) + (162.89497489770397 / ((x0 * x0) + 1.186536134285651))) * 1.0144051369822908) + -258.7196837451166)))
pagie,134,Operon,Operon,15,1,kept,15.0,7.0,egglog-height-guard,((-0.0000022516087483) + (1.0000016689300537 * (((((51.6682472229003906 * x0) * ((-0.0001894439337775) * x0)) + 2.5324115753173828) + ((-46.3591499328613281) / (((13.0968494415283203 * x0) * (2.1884925365447998 * x0)) + 34.0089225769042969))) + (((-1351.7908935546875000) / (((17.2840843200683594 * x1) * (47.4518127441406250 * x1)) + 990.7814331054687500)) + ((0.0012052881065756 * x1) * ((-8.2380609512329102) * x1)))))),(-9.788252341175882e-3) * (((x0) * (x0)) + ((((((x1) * (x1)) + ((165.99479114520634) / (((x1) * (x1)) + (1.2080326581103884)))) + ((162.89497489770397) / (((x0) * (x0)) + (1.186536134285651)))) * (1.0144051369822908)) + (-258.7196837451166))),saturated,297.047791,45,15,37,11,309,377,135,2,100,(-2.2516087483e-06 + (1.0000016689300537 * ((((-0.00978823600529464 * (x0 * x0)) + 2.532411575317383) + (-46.35914993286133 / ((28.66235725503566 * (x0 * x0)) + 34.0089225769043))) + ((-1351.7908935546875 / ((820.1611326098209 * (x1 * x1)) + 990.7814331054688)) + (-0.009929236885765901 * (x1 * x1)))))),saturated,187.333084,29,7,29,7,86,120,67,1,72,(-0.009788252341175882 * ((x0 * x0) + (((((x1 * x1) + (165.99479114520634 / ((x1 * x1) + 1.2080326581103884))) + (162.89497489770397 / ((x0 * x0) + 1.186536134285651))) * 1.0144051369822908) + -258.7196837451166)))
pagie,135,Operon,Operon,16,1,kept,13.0,8.0,egglog-baseline,(0.0071523520164192 + (0.9955711960792542 * (((exp(((0.0195227134972811 * x1) * ((-151.1385955810546875) * x1))) * ((396057.1250000000000000 * x1) * ((-0.0000024948039936) * x1))) + ((85.4024658203125000 * x1) / ((43.1343650817871094 * x1) - (((-47.3760452270507812) * x1) * exp(((0.9379857182502747 * x0) * ((-1.2238332033157349) * x0))))))) - exp(((185448.0000000000000000 * x1) * ((-0.0000044009234443) * x1)))))),(7.1523520164192e-3) + ((0.9955711960792542) * (((x1) * (((exp((-2.9506354999103657) * ((x1) * (x1)))) * ((x1) * (-0.9880848971437344))) + ((1.9799170721159522) / ((x1) - ((exp((-1.147938066230644) * ((x0) * (x0)))) * ((x1) * (-1.0983364455978666))))))) - (exp(((x1) * (x1)) * (-0.8161424508985464))))),saturated,186.842834,50,13,40,9,92,103,59,2,95,(0.0071523520164192 + (0.9955711960792542 * ((x1 * ((exp((-2.9506354999103657 * (x1 * x1))) * (-0.9880848971437344 * x1)) + (85.4024658203125 / ((43.13436508178711 * x1) - ((-47.37604522705078 * x1) * exp((-1.147938066230644 * (x0 * x0)))))))) - exp((-0.8161424508985464 * (x1 * x1)))))),saturated,187.146333,38,8,38,8,87,97,55,1,88,(0.0071523520164192 + (0.9955711960792542 * ((x1 * ((exp((-2.9506354999103657 * (x1 * x1))) * (x1 * -0.9880848971437344)) + (1.9799170721159522 / (x1 - (exp((-1.147938066230644 * (x0 * x0))) * (x1 * -1.0983364455978666)))))) - exp(((x1 * x1) * -0.8161424508985464)))))
pagie,135,Operon,Operon,16,1,kept,13.0,8.0,egglog-height-guard,(0.0071523520164192 + (0.9955711960792542 * (((exp(((0.0195227134972811 * x1) * ((-151.1385955810546875) * x1))) * ((396057.1250000000000000 * x1) * ((-0.0000024948039936) * x1))) + ((85.4024658203125000 * x1) / ((43.1343650817871094 * x1) - (((-47.3760452270507812) * x1) * exp(((0.9379857182502747 * x0) * ((-1.2238332033157349) * x0))))))) - exp(((185448.0000000000000000 * x1) * ((-0.0000044009234443) * x1)))))),(7.1523520164192e-3) + ((0.9955711960792542) * (((x1) * (((exp((-2.9506354999103657) * ((x1) * (x1)))) * ((x1) * (-0.9880848971437344))) + ((1.9799170721159522) / ((x1) - ((exp((-1.147938066230644) * ((x0) * (x0)))) * ((x1) * (-1.0983364455978666))))))) - (exp(((x1) * (x1)) * (-0.8161424508985464))))),saturated,230.123875,50,13,40,9,128,177,97,2,95,(0.0071523520164192 + (0.9955711960792542 * ((x1 * ((85.4024658203125 / ((43.13436508178711 * x1) - ((-47.37604522705078 * x1) * exp((-1.147938066230644 * (x0 * x0)))))) + (exp((-2.9506354999103657 * (x1 * x1))) * (-0.9880848971437344 * x1)))) - exp((-0.8161424508985464 * (x1 * x1)))))),saturated,211.491500,38,8,38,8,121,167,91,1,88,(0.0071523520164192 + (0.9955711960792542 * ((x1 * ((exp((-2.9506354999103657 * (x1 * x1))) * (x1 * -0.9880848971437344)) + (1.9799170721159522 / (x1 - (exp((-1.147938066230644 * (x0 * x0))) * (x1 * -1.0983364455978666)))))) - exp(((x1 * x1) * -0.8161424508985464)))))
pagie,136,Operon,Operon,17,1,kept,13.0,8.0,egglog-baseline,(0.0005329695995897 + (0.9996598958969116 * (((2.9738872051239014 + exp(((100.4859924316406250 * x1) * ((-0.0308157186955214) * x1)))) - ((((0.7702111005783081 * x0) * (1.5427883863449097 * x0)) + 1.0054689645767212) * exp((((-1.7126119136810303) * x0) * (0.8499408960342407 * x0))))) - exp(exp((((100.9902267456054688 * x1) * ((-0.0091333612799644) * x1)) + 0.0902468413114548)))))),(5.329695995897e-4) + ((0.9996598958969116) * ((((2.9738872051239014) + (exp((-3.09654807561373) * ((x1) * (x1))))) - ((((1.1882727410061449) * ((x0) * (x0))) + (1.0054689645767212)) * (exp((x0) * ((x0) * (-1.4556189044729706)))))) - (exp(exp((((x1) * (x1)) * (-0.9223802266131381)) + (9.02468413114548e-2)))))),saturated,209.435792,45,13,37,9,76,87,54,2,90,(0.0005329695995897 + (0.9996598958969116 * (((2.9738872051239014 + exp((-3.09654807561373 * (x1 * x1)))) - (((1.1882727410061449 * (x0 * x0)) + 1.0054689645767212) * exp((-1.4556189044729706 * (x0 * x0))))) - exp(exp(((-0.9223802266131381 * (x1 * x1)) + 0.0902468413114548)))))),saturated,173.293208,37,9,37,9,76,87,54,1,90,(0.0005329695995897 + (0.9996598958969116 * (((2.9738872051239014 + exp((-3.09654807561373 * (x1 * x1)))) - (((1.1882727410061449 * (x0 * x0)) + 1.0054689645767212) * exp((x0 * (x0 * -1.4556189044729706))))) - exp(exp((((x1 * x1) * -0.9223802266131381) + 0.0902468413114548))))))
pagie,136,Operon,Operon,17,1,kept,13.0,8.0,egglog-height-guard,(0.0005329695995897 + (0.9996598958969116 * (((2.9738872051239014 + exp(((100.4859924316406250 * x1) * ((-0.0308157186955214) * x1)))) - ((((0.7702111005783081 * x0) * (1.5427883863449097 * x0)) + 1.0054689645767212) * exp((((-1.7126119136810303) * x0) * (0.8499408960342407 * x0))))) - exp(exp((((100.9902267456054688 * x1) * ((-0.0091333612799644) * x1)) + 0.0902468413114548)))))),(5.329695995897e-4) + ((0.9996598958969116) * ((((2.9738872051239014) + (exp((-3.09654807561373) * ((x1) * (x1))))) - ((((1.1882727410061449) * ((x0) * (x0))) + (1.0054689645767212)) * (exp((x0) * ((x0) * (-1.4556189044729706)))))) - (exp(exp((((x1) * (x1)) * (-0.9223802266131381)) + (9.02468413114548e-2)))))),saturated,230.680458,45,13,37,9,109,153,87,2,90,(0.0005329695995897 + (0.9996598958969116 * (((2.9738872051239014 + exp((-3.09654807561373 * (x1 * x1)))) - (((1.1882727410061449 * (x0 * x0)) + 1.0054689645767212) * exp((-1.4556189044729706 * (x0 * x0))))) - exp(exp(((-0.9223802266131381 * (x1 * x1)) + 0.0902468413114548)))))),saturated,196.998750,37,9,37,9,109,153,87,1,90,(0.0005329695995897 + (0.9996598958969116 * (((2.9738872051239014 + exp((-3.09654807561373 * (x1 * x1)))) - (((1.1882727410061449 * (x0 * x0)) + 1.0054689645767212) * exp((x0 * (x0 * -1.4556189044729706))))) - exp(exp((((x1 * x1) * -0.9223802266131381) + 0.0902468413114548))))))
pagie,137,Operon,Operon,18,1,kept,14.0,7.0,egglog-baseline,(0.0000816054744064 + (1.0001157522201538 * (((((-0.0021946807391942) * x0) * (13.7494821548461914 * x0)) + (-8.4071483612060547)) + ((log((((6955.1982421875000000 * x1) * (16.8089103698730469 * x1)) + 27880.0878906250000000)) + log((((85251.5703125000000000 * x0) * (3.5084772109985352 * x0)) + 63949.3125000000000000))) * (((1.2129596471786499 * x1) * ((-0.0008703975472599) * x1)) + 0.3835373818874359))))),((7963.069109938157) + ((((24.277697647852335) + ((log(((x1) * (x1)) + (0.23847621165016322))) + (log(((x0) * (x0)) + (0.213803510917648))))) * (((x1) * (x1)) + (-363.2818393765012))) + (((x0) * (x0)) * (28.582070257300213)))) * (-1.0558793080580105e-3),saturated,197.024750,45,14,37,10,89,101,58,2,95,(8.16054744064e-05 + (1.0001157522201538 * (((-0.0301757236591353 * (x0 * x0)) + -8.407148361206055) + ((log(((116909.30385762826 * (x1 * x1)) + 27880.087890625)) + log(((299103.1916432455 * (x0 * x0)) + 63949.3125))) * ((-0.0010557571018295305 * (x1 * x1)) + 0.3835373818874359))))),saturated,285.651625,31,7,31,7,70,79,45,1,74,((7963.069109938157 + (((24.277697647852335 + (log(((x1 * x1) + 0.23847621165016322)) + log(((x0 * x0) + 0.213803510917648)))) * ((x1 * x1) + -363.2818393765012)) + ((x0 * x0) * 28.582070257300213))) * -0.0010558793080580105)
pagie,137,Operon,Operon,18,1,kept,14.0,7.0,egglog-height-guard,(0.0000816054744064 + (1.0001157522201538 * (((((-0.0021946807391942) * x0) * (13.7494821548461914 * x0)) + (-8.4071483612060547)) + ((log((((6955.1982421875000000 * x1) * (16.8089103698730469 * x1)) + 27880.0878906250000000)) + log((((85251.5703125000000000 * x0) * (3.5084772109985352 * x0)) + 63949.3125000000000000))) * (((1.2129596471786499 * x1) * ((-0.0008703975472599) * x1)) + 0.3835373818874359))))),((7963.069109938157) + ((((24.277697647852335) + ((log(((x1) * (x1)) + (0.23847621165016322))) + (log(((x0) * (x0)) + (0.213803510917648))))) * (((x1) * (x1)) + (-363.2818393765012))) + (((x0) * (x0)) * (28.582070257300213)))) * (-1.0558793080580105e-3),saturated,287.264083,45,14,37,10,123,170,93,2,95,(8.16054744064e-05 + (1.0001157522201538 * (((-0.0301757236591353 * (x0 * x0)) + -8.407148361206055) + ((log(((116909.30385762826 * (x1 * x1)) + 27880.087890625)) + log(((299103.1916432455 * (x0 * x0)) + 63949.3125))) * ((-0.0010557571018295305 * (x1 * x1)) + 0.3835373818874359))))),saturated,266.506291,31,7,31,7,97,134,73,1,74,((7963.069109938157 + (((24.277697647852335 + (log(((x1 * x1) + 0.23847621165016322)) + log(((x0 * x0) + 0.213803510917648)))) * ((x1 * x1) + -363.2818393765012)) + ((x0 * x0) * 28.582070257300213))) * -0.0010558793080580105)
pagie,138,Operon,Operon,19,1,kept,12.0,9.0,egglog-baseline,((-0.0000098704376796) + (1.0000013113021851 * ((exp(exp(((-0.1284630000591278) - exp((((-1.7482314109802246) * x0) * (0.6576864719390869 * x0)))))) - exp((0.2162327617406845 + (((-0.0238646697252989) * x1) * (38.5694580078125000 * x1))))) - exp((((-0.9399499893188477) - exp(((1.4266452789306641 * x1) * ((-5.3529791831970215) * x1)))) * 0.8908159136772156))))),(-9.8704376796e-6) + ((1.000001311302185) * (((exp(exp((-0.1284630000591278) - (exp((-1.1497881488206758) * ((x0) * (x0))))))) - (exp((0.2162327617406845) + ((-0.9204473768402301) * ((x1) * (x1)))))) - (exp(((-0.9399499893188477) - (exp(((x1) * (x1)) * (-7.636802479922153)))) * (0.8908159136772156))))),saturated,184.438709,41,12,35,9,70,81,54,2,86,(-9.8704376796e-06 + (1.000001311302185 * ((exp(exp((-0.1284630000591278 - exp((-1.1497881488206758 * (x0 * x0)))))) - exp((0.2162327617406845 + (-0.9204473768402301 * (x1 * x1))))) - exp(((-0.9399499893188477 - exp((-7.636802479922153 * (x1 * x1)))) * 0.8908159136772156))))),saturated,167.495375,35,9,35,9,70,81,54,1,86,(-9.8704376796e-06 + (1.000001311302185 * ((exp(exp((-0.1284630000591278 - exp((-1.1497881488206758 * (x0 * x0)))))) - exp((0.2162327617406845 + (-0.9204473768402301 * (x1 * x1))))) - exp(((-0.9399499893188477 - exp(((x1 * x1) * -7.636802479922153))) * 0.8908159136772156)))))
pagie,138,Operon,Operon,19,1,kept,12.0,9.0,egglog-height-guard,((-0.0000098704376796) + (1.0000013113021851 * ((exp(exp(((-0.1284630000591278) - exp((((-1.7482314109802246) * x0) * (0.6576864719390869 * x0)))))) - exp((0.2162327617406845 + (((-0.0238646697252989) * x1) * (38.5694580078125000 * x1))))) - exp((((-0.9399499893188477) - exp(((1.4266452789306641 * x1) * ((-5.3529791831970215) * x1)))) * 0.8908159136772156))))),(-9.8704376796e-6) + ((1.000001311302185) * (((exp(exp((-0.1284630000591278) - (exp((-1.1497881488206758) * ((x0) * (x0))))))) - (exp((0.2162327617406845) + ((-0.9204473768402301) * ((x1) * (x1)))))) - (exp(((-0.9399499893188477) - (exp(((x1) * (x1)) * (-7.636802479922153)))) * (0.8908159136772156))))),saturated,241.829625,41,12,35,9,101,145,87,2,86,(-9.8704376796e-06 + (1.000001311302185 * ((exp(exp((-0.1284630000591278 - exp((-1.1497881488206758 * (x0 * x0)))))) - exp((0.2162327617406845 + (-0.9204473768402301 * (x1 * x1))))) - exp(((-0.9399499893188477 - exp((-7.636802479922153 * (x1 * x1)))) * 0.8908159136772156))))),saturated,201.689541,35,9,35,9,101,145,87,1,86,(-9.8704376796e-06 + (1.000001311302185 * ((exp(exp((-0.1284630000591278 - exp((-1.1497881488206758 * (x0 * x0)))))) - exp((0.2162327617406845 + (-0.9204473768402301 * (x1 * x1))))) - exp(((-0.9399499893188477 - exp(((x1 * x1) * -7.636802479922153))) * 0.8908159136772156)))))
pagie,139,Operon,Operon,20,1,kept,14.0,8.0,egglog-baseline,((-0.0000002506655221) + (1.0000001192092896 * (((((-0.0002352308656555) * x0) + 1.9712915420532227) - (exp((((-0.0005102988216095) * x1) * (2861.8625488281250000 * x1))) * (1.0045522451400757 + ((0.0003667365817819 * x1) * (3236.1384277343750000 * x1))))) + (exp((((-0.0249317195266485) * x0) * (58.4497108459472656 * x0))) * ((-1.0050251483917236) + (((-0.0338098518550396) * x0) * (35.2732009887695312 * x0))))))),(1.0000001192092896) * (((-2.3523086565550004e-4) * (x0)) + (((exp((-1.4604050862753524) * ((x1) * (x1)))) * ((((x1) * (x1)) + (0.8464303072824536)) * (-1.186810345160357))) + (((exp((-1.4572517972248622) * ((x0) * (x0)))) * ((-1.0050251483917236) + (((x0) * (x0)) * (-1.192581699883334)))) + (1.9712912913877296)))),saturated,207.986917,47,14,39,10,90,103,61,2,98,(-2.506655221e-07 + (1.0000001192092896 * ((((-0.0002352308656555 * x0) + 1.9712915420532227) - (exp((-1.4604050862753524 * (x1 * x1))) * (1.0045522451400757 + (1.1868103451603569 * (x1 * x1))))) + (exp((-1.4572517972248622 * (x0 * x0))) * (-1.0050251483917236 + (-1.192581699883334 * (x0 * x0))))))),saturated,197.111250,37,9,37,9,134,146,66,1,91,(1.0000001192092896 * ((-0.00023523086565550004 * x0) + ((exp((-1.4604050862753524 * (x1 * x1))) * (((x1 * x1) + 0.8464303072824536) * -1.186810345160357)) + ((exp((-1.4572517972248622 * (x0 * x0))) * (-1.0050251483917236 + ((x0 * x0) * -1.192581699883334))) + 1.9712912913877296))))
pagie,139,Operon,Operon,20,1,kept,14.0,8.0,egglog-height-guard,((-0.0000002506655221) + (1.0000001192092896 * (((((-0.0002352308656555) * x0) + 1.9712915420532227) - (exp((((-0.0005102988216095) * x1) * (2861.8625488281250000 * x1))) * (1.0045522451400757 + ((0.0003667365817819 * x1) * (3236.1384277343750000 * x1))))) + (exp((((-0.0249317195266485) * x0) * (58.4497108459472656 * x0))) * ((-1.0050251483917236) + (((-0.0338098518550396) * x0) * (35.2732009887695312 * x0))))))),(1.0000001192092896) * (((-2.3523086565550004e-4) * (x0)) + (((exp((-1.4604050862753524) * ((x1) * (x1)))) * ((((x1) * (x1)) + (0.8464303072824536)) * (-1.186810345160357))) + (((exp((-1.4572517972248622) * ((x0) * (x0)))) * ((-1.0050251483917236) + (((x0) * (x0)) * (-1.192581699883334)))) + (1.9712912913877296)))),saturated,247.348125,47,14,39,10,126,175,97,2,98,(-2.506655221e-07 + (1.0000001192092896 * ((((-0.0002352308656555 * x0) + 1.9712915420532227) - (exp((-1.4604050862753524 * (x1 * x1))) * (1.0045522451400757 + (1.1868103451603569 * (x1 * x1))))) + (exp((-1.4572517972248622 * (x0 * x0))) * (-1.0050251483917236 + (-1.192581699883334 * (x0 * x0))))))),saturated,203.324958,37,9,37,9,177,232,109,1,91,(1.0000001192092896 * ((-0.00023523086565550004 * x0) + ((exp((-1.4604050862753524 * (x1 * x1))) * (((x1 * x1) + 0.8464303072824536) * -1.186810345160357)) + ((exp((-1.4572517972248622 * (x0 * x0))) * (-1.0050251483917236 + ((x0 * x0) * -1.192581699883334))) + 1.9712912913877296))))
